eb,xb,sb,ed,xd,sd,cagr,sharpe,sortino,calmar,mdd,total,b_cagr,alpha,avg_holdings
3,8,2,2,5,7,77.07,1.383,2.238,1.434,53.73,7834.12,0.0,77.07,2.0
3,8,2,2,6,5,78.19,1.396,2.269,1.427,54.8,8225.38,0.0,78.19,2.0
3,8,2,2,6,7,78.19,1.396,2.269,1.427,54.8,8225.38,0.0,78.19,2.0
3,8,3,3,5,3,69.61,1.421,2.235,1.417,49.13,5606.71,0.0,69.61,2.7
3,8,5,2,8,3,68.8,1.406,2.155,1.413,48.69,5401.27,0.0,68.8,2.8
3,8,5,2,8,5,68.25,1.402,2.141,1.405,48.58,5265.57,0.0,68.25,2.9
3,8,5,2,8,7,68.25,1.402,2.141,1.405,48.58,5265.57,0.0,68.25,2.9
3,8,2,3,8,3,73.41,1.377,2.253,1.403,52.34,6662.61,0.0,73.41,2.3
5,8,5,2,8,3,63.41,1.38,2.047,1.403,45.18,4190.85,0.0,63.41,3.5
3,8,3,5,8,3,65.39,1.394,2.172,1.399,46.74,4606.26,0.0,65.39,2.9
3,8,5,2,5,5,68.02,1.396,2.117,1.399,48.64,5210.92,0.0,68.02,2.8
3,8,5,2,5,7,68.02,1.396,2.117,1.399,48.64,5210.92,0.0,68.02,2.8
5,8,5,2,8,5,62.88,1.376,2.032,1.395,45.06,4085.0,0.0,62.88,3.5
5,8,5,2,8,7,62.88,1.376,2.032,1.395,45.06,4085.0,0.0,62.88,3.5
5,8,5,2,5,5,62.66,1.369,2.009,1.389,45.12,4042.38,0.0,62.66,3.4
5,8,5,2,5,7,62.66,1.369,2.009,1.389,45.12,4042.38,0.0,62.66,3.4
3,8,2,2,5,3,75.41,1.364,2.212,1.387,54.37,7281.31,0.0,75.41,2.0
3,8,5,2,6,5,69.08,1.41,2.151,1.387,49.82,5472.83,0.0,69.08,2.8
3,8,5,2,6,7,69.08,1.41,2.151,1.387,49.82,5472.83,0.0,69.08,2.8
3,8,2,2,6,3,76.44,1.376,2.241,1.379,55.42,7621.2,0.0,76.44,2.0
5,8,5,2,6,5,63.68,1.384,2.043,1.373,46.38,4246.66,0.0,63.68,3.5
5,8,5,2,6,7,63.68,1.384,2.043,1.373,46.38,4246.66,0.0,63.68,3.5
3,8,5,3,8,3,64.55,1.399,2.147,1.371,47.09,4426.74,0.0,64.55,3.1
5,8,5,3,8,3,59.3,1.375,2.04,1.364,43.47,3430.74,0.0,59.3,3.7
3,8,5,2,5,3,66.45,1.373,2.089,1.347,49.34,4840.89,0.0,66.45,2.8
3,8,5,2,6,3,67.43,1.387,2.121,1.335,50.51,5068.4,0.0,67.43,2.8
5,8,5,2,5,3,61.13,1.345,1.979,1.333,45.88,3753.76,0.0,61.13,3.4
3,8,3,2,8,3,69.06,1.379,2.143,1.32,52.32,5467.88,0.0,69.06,2.5
5,8,5,2,6,3,62.08,1.359,2.012,1.318,47.12,3931.21,0.0,62.08,3.4
3,8,3,2,8,5,68.51,1.374,2.129,1.312,52.22,5330.53,0.0,68.51,2.6
3,8,3,2,8,7,68.51,1.374,2.129,1.312,52.22,5330.53,0.0,68.51,2.6
3,8,3,2,5,5,68.29,1.368,2.107,1.306,52.27,5275.22,0.0,68.29,2.5
3,8,3,2,5,7,68.29,1.368,2.107,1.306,52.27,5275.22,0.0,68.29,2.5
3,8,3,2,6,5,69.35,1.382,2.14,1.3,53.36,5540.3,0.0,69.35,2.5
3,8,3,2,6,7,69.35,1.382,2.14,1.3,53.36,5540.3,0.0,69.35,2.5
3,8,3,3,8,3,64.81,1.367,2.13,1.275,50.83,4481.55,0.0,64.81,2.7
3,8,3,2,5,3,66.71,1.347,2.079,1.26,52.93,4900.71,0.0,66.71,2.4
3,8,3,2,6,3,67.69,1.36,2.11,1.253,54.01,5130.98,0.0,67.69,2.5
