V,Q,G,M,mom,gs,cal_78,cagr_78,mdd_78,cal_525,cagr_525,mdd_525,score
10,10,35,45,6m-1m,3f_rev_oca_gp,1.84,72.44,39.37,1.279,50.34,39.37,1.5340664913881665
20,5,55,20,6m,3f_rev_oca_gp,1.895,89.19,47.08,1.241,58.41,47.08,1.5335237200643492
20,5,50,25,6m-1m,2f_rev_oca_60,1.928,81.38,42.21,1.214,51.23,42.21,1.529899343094179
25,15,25,35,12m-1m,2f_rev_oca_60,1.88,72.18,38.39,1.239,47.56,38.39,1.5262109945875766
15,0,50,35,6m,2f_rev_oca_70,1.981,85.53,43.17,1.169,50.45,43.17,1.521771664869602
25,0,30,45,6m-1m,3f_rev_oca_gp,1.823,74.02,40.61,1.27,46.95,36.96,1.5215814141872264
30,5,25,40,12m-1m,2f_rev_oca_60,1.793,68.33,38.1,1.29,44.31,34.35,1.5208451597713688
30,15,35,20,6m-1m,3f_rev_oca_gp,1.779,84.01,47.22,1.297,61.24,47.22,1.5190006583277045
15,10,30,45,6m,3f_rev_oca_gp,1.813,78.43,43.25,1.272,55.0,43.25,1.5185967206602284
25,0,35,40,6m-1m,3f_rev_oca_opm,1.976,72.25,36.57,1.167,41.87,35.89,1.5185493077276089
25,15,35,25,12m,2f_rev_oca_70,1.834,82.59,45.04,1.257,56.63,45.04,1.5183339553602824
20,5,60,15,12m-1m,2f_rev_oca_70,1.944,84.83,43.64,1.183,51.65,43.64,1.5164933234274394
30,0,35,35,12m-1m,2f_rev_oca_60,1.985,72.49,36.53,1.158,41.36,35.7,1.5161233459056027
20,0,65,15,12m-1m,2f_rev_oca_70,1.896,86.1,45.41,1.211,54.97,45.41,1.5152742326060984
30,10,20,40,12m,3f_rev_oca_opm,1.815,69.38,38.23,1.264,43.33,34.28,1.5146484740691484
25,15,30,30,6m-1m,2f_rev_oca_70,1.744,84.27,48.31,1.315,63.54,48.31,1.5143843633635419
30,15,30,25,12m,3f_rev_oca_gp,1.777,76.79,43.21,1.29,55.76,43.21,1.5140442529860214
30,0,30,40,12m,2f_rev_oca_60,1.957,76.33,39.01,1.165,45.44,39.01,1.5099354290829792
15,0,65,20,6m,3f_rev_oca_opm,1.88,89.6,47.65,1.209,57.63,47.65,1.5076206419388134
30,5,20,45,12m,3f_rev_oca_opm,1.86,71.39,38.38,1.219,44.08,36.16,1.50576890657232
25,5,45,25,12m-1m,3f_rev_oca_gp,1.98,86.14,43.51,1.145,49.82,43.51,1.5056892109595525
30,10,45,15,6m-1m,3f_rev_oca_gp,1.876,79.82,42.54,1.205,51.27,42.54,1.503522530592741
25,0,45,30,6m-1m,3f_rev_oca_opm,2.029,79.56,39.21,1.112,43.61,39.21,1.5020812228371674
30,15,20,35,12m,2f_rev_oca_70,1.81,72.45,40.03,1.245,46.28,37.19,1.5011495595043154
25,15,30,30,6m-1m,2f_rev_oca_60,1.709,87.48,51.19,1.318,67.48,51.19,1.5008204422914821
30,5,40,25,12m-1m,2f_rev_oca_60,1.946,81.22,41.75,1.156,48.25,41.75,1.4998586600076689
30,10,25,35,12m-1m,2f_rev_oca_60,1.85,70.15,37.92,1.215,42.66,35.12,1.4992498124061915
25,15,20,40,12m-1m,2f_rev_oca_70,1.739,66.48,38.23,1.291,43.48,33.68,1.4983487577997319
25,0,55,20,6m,3f_rev_oca_opm,1.93,86.66,44.91,1.163,52.23,44.91,1.4981955813577879
25,5,50,20,6m,3f_rev_oca_gp,1.94,87.55,45.13,1.157,52.21,45.13,1.4981922440060889
25,15,35,25,12m-1m,3f_rev_oca_opm,1.748,85.08,48.66,1.281,62.34,48.66,1.4963916599607203
15,15,25,45,6m-1m,3f_rev_oca_opm,1.776,70.56,39.72,1.259,50.02,39.72,1.495320701388167
5,0,65,30,6m,2f_rev_oca_70,1.855,80.18,43.22,1.205,52.08,43.22,1.4950836097021465
25,5,55,15,6m-1m,3f_rev_oca_opm,1.906,86.55,45.41,1.172,53.23,45.41,1.4946009500866777
0,15,65,20,12m-1m,3f_rev_oca_opm,1.773,86.95,49.05,1.259,61.75,49.05,1.4940572278196038
30,5,30,35,12m,2f_rev_oca_70,1.928,70.12,36.37,1.156,38.66,33.43,1.49290589120681
25,10,50,15,12m-1m,2f_rev_oca_70,1.888,82.03,43.45,1.179,51.21,43.45,1.4919624660158177
20,15,30,35,6m-1m,3f_rev_oca_opm,1.834,75.84,41.36,1.212,50.11,41.36,1.4909084478934311
15,10,30,45,6m,3f_rev_oca_opm,1.728,74.08,42.87,1.286,55.13,42.87,1.4907072147138754
25,5,55,15,12m,3f_rev_oca_opm,1.939,90.97,46.92,1.144,53.66,46.92,1.489367651051949
20,0,60,20,6m,2f_rev_oca_60,1.856,85.41,46.02,1.195,55.0,46.02,1.4892682767050403
5,15,60,20,12m-1m,3f_rev_oca_opm,1.754,84.88,48.38,1.262,61.04,48.38,1.4877997177039657
25,10,35,30,6m-1m,3f_rev_oca_opm,1.808,92.89,51.37,1.224,62.87,51.37,1.4876128528619266
25,10,40,25,12m-1m,3f_rev_oca_gp,1.842,89.04,48.34,1.2,58.01,48.34,1.486741403203664
5,15,60,20,12m,3f_rev_oca_opm,1.784,86.66,48.58,1.239,60.19,48.58,1.486733331838632
15,15,25,45,6m-1m,2f_rev_oca_70,1.686,67.48,40.03,1.311,48.54,37.03,1.4867232425707213
25,10,40,25,12m,3f_rev_oca_gp,1.882,84.7,45.0,1.17,52.65,45.0,1.4838935271777418
30,5,40,25,12m,2f_rev_oca_70,1.932,70.25,36.37,1.135,37.01,32.6,1.4808173418757629
30,10,40,20,12m,2f_rev_oca_60,1.801,87.77,48.74,1.216,59.29,48.74,1.4798702645840276
30,10,40,20,12m-1m,3f_rev_oca_gp,1.839,87.39,47.52,1.188,56.45,47.52,1.478083894777289
25,15,30,30,12m-1m,2f_rev_oca_60,1.818,72.63,39.94,1.201,47.98,39.94,1.4776393335316977
5,10,60,25,6m,2f_rev_oca_70,1.882,76.86,40.84,1.158,45.45,39.25,1.476264203996019
5,15,65,15,12m-1m,3f_rev_oca_opm,1.781,80.95,45.45,1.22,55.44,45.45,1.4740488458663776
30,10,25,35,6m-1m,2f_rev_oca_60,1.462,62.76,42.92,1.485,44.46,29.95,1.4734551231713846
30,10,35,25,12m-1m,2f_rev_oca_60,1.843,69.9,37.92,1.177,40.46,34.36,1.4728241578681416
30,0,35,35,12m-1m,3f_rev_oca_gp,1.915,72.97,38.1,1.132,40.4,35.68,1.4723382763482038
30,5,30,35,12m,3f_rev_oca_opm,1.973,77.8,39.44,1.098,43.32,39.44,1.4718539329702525
15,5,65,15,6m,2f_rev_oca_70,1.752,81.12,46.29,1.236,57.23,46.29,1.4715542803444255
25,10,40,25,12m-1m,2f_rev_oca_70,1.869,77.16,41.28,1.157,47.74,41.28,1.4705213361253893
25,0,45,30,6m-1m,2f_rev_oca_60,2.005,76.15,37.98,1.078,40.96,37.98,1.470166657219514
25,5,40,30,6m-1m,3f_rev_oca_gp,1.964,83.62,42.57,1.097,46.72,42.57,1.4678242401595634
15,15,30,40,6m,3f_rev_oca_opm,1.723,74.7,43.36,1.25,54.21,43.36,1.4675660121439171
25,10,20,45,6m-1m,3f_rev_oca_gp,1.827,71.16,38.94,1.176,45.78,38.94,1.4657939827956725
10,15,40,35,6m-1m,3f_rev_oca_opm,1.785,80.64,45.19,1.202,54.3,45.19,1.464776433453242
30,15,30,25,12m,2f_rev_oca_60,1.787,78.47,43.9,1.199,52.62,43.9,1.463766716386187
5,15,60,20,12m,2f_rev_oca_60,1.691,84.98,50.26,1.267,63.66,50.26,1.4637270920496075
30,10,40,20,12m-1m,3f_rev_oca_opm,1.834,92.41,50.38,1.164,58.63,50.38,1.4610872663876036
20,10,55,15,12m-1m,2f_rev_oca_70,1.867,78.86,42.25,1.142,48.26,42.25,1.4601760167870173
30,15,25,30,12m-1m,2f_rev_oca_60,1.828,71.81,39.27,1.166,45.78,39.27,1.4599479442774663
30,10,30,30,12m-1m,2f_rev_oca_60,1.846,71.33,38.64,1.151,44.49,38.64,1.4576508498265281
30,15,20,35,6m-1m,3f_rev_oca_gp,1.684,72.13,42.83,1.261,48.7,38.62,1.457231621946216
15,15,25,45,6m,3f_rev_oca_opm,1.744,70.96,40.69,1.214,49.39,40.69,1.4550656342584687
30,10,40,20,12m-1m,2f_rev_oca_60,1.825,83.24,45.62,1.159,52.9,45.62,1.4543641222197417
30,10,30,30,12m-1m,2f_rev_oca_70,1.909,73.43,38.47,1.107,42.59,38.47,1.4537066416578002
20,10,35,35,6m,3f_rev_oca_opm,1.804,78.03,43.26,1.171,50.64,43.26,1.453438681197112
30,5,50,15,6m-1m,3f_rev_oca_opm,1.829,92.1,50.35,1.152,58.0,50.35,1.4515536504035942
25,10,40,25,6m,3f_rev_oca_gp,1.856,86.33,46.51,1.135,52.8,46.51,1.451399324789701
25,5,35,35,6m,3f_rev_oca_opm,1.801,81.02,44.99,1.168,52.54,44.99,1.4503682291059743
5,15,60,20,6m,2f_rev_oca_70,1.761,84.1,47.75,1.191,56.87,47.75,1.448223394369805
30,15,30,25,12m,2f_rev_oca_70,1.743,68.79,39.47,1.202,47.42,39.47,1.4474411905151796
25,10,20,45,6m-1m,2f_rev_oca_60,1.766,71.64,40.56,1.186,48.1,40.56,1.4472304584965034
25,5,30,40,6m,2f_rev_oca_60,1.755,71.55,40.77,1.191,48.58,40.77,1.445754128474133
25,0,40,35,6m-1m,2f_rev_oca_70,1.849,74.16,40.1,1.126,45.16,40.1,1.4429047092583764
20,0,40,40,6m-1m,2f_rev_oca_70,1.945,76.01,39.09,1.07,41.83,39.09,1.4426191458593638
15,0,40,45,6m-1m,2f_rev_oca_70,1.774,75.66,42.65,1.172,49.96,42.65,1.4419181668874277
15,10,30,45,6m-1m,3f_rev_oca_gp,1.656,72.91,44.03,1.254,55.21,44.03,1.4410496174663798
30,0,50,20,12m,2f_rev_oca_60,1.815,86.69,47.77,1.141,54.53,47.77,1.4390674063434277
25,10,30,35,6m-1m,2f_rev_oca_70,1.722,75.28,43.71,1.198,52.37,43.71,1.4362994116826755
30,0,45,25,12m,2f_rev_oca_60,1.955,76.78,39.26,1.055,41.42,39.26,1.4361493654909296
25,5,55,15,6m,2f_rev_oca_60,1.831,82.52,45.06,1.124,50.64,45.06,1.4345884427249511
25,5,25,45,6m-1m,2f_rev_oca_70,1.744,67.74,38.84,1.177,45.73,38.84,1.4327204891394554
25,0,60,15,12m,2f_rev_oca_60,1.854,77.68,41.89,1.106,45.75,41.38,1.4319650833731947
25,10,45,20,6m-1m,2f_rev_oca_70,1.824,80.67,44.22,1.124,49.7,44.22,1.4318435668745384
25,5,45,25,6m-1m,2f_rev_oca_70,1.925,72.47,37.64,1.065,40.09,37.64,1.431825757555716
20,10,30,40,6m-1m,3f_rev_oca_gp,1.632,73.59,45.1,1.249,56.32,45.1,1.4277142571257038
25,0,30,45,6m,3f_rev_oca_gp,1.79,72.03,40.25,1.137,45.77,40.25,1.4266148744493028
20,5,35,40,6m,3f_rev_oca_opm,1.754,71.5,40.75,1.146,45.67,39.85,1.417774312082145
20,0,40,40,6m,3f_rev_oca_gp,1.812,82.16,45.34,1.106,50.14,45.34,1.4156524997328972
30,5,50,15,12m,2f_rev_oca_60,1.832,75.02,40.95,1.093,41.52,37.99,1.415053355884505
30,0,45,25,12m-1m,3f_rev_oca_opm,1.829,85.58,46.78,1.094,51.17,46.78,1.4145409149261114
25,0,45,30,6m-1m,3f_rev_oca_gp,1.898,80.05,42.18,1.054,44.45,42.18,1.414387499944764
20,15,35,30,12m-1m,3f_rev_oca_gp,1.749,73.59,42.07,1.138,47.86,42.07,1.410801899630136
30,10,25,35,12m-1m,2f_rev_oca_70,1.81,67.29,37.17,1.099,40.87,37.17,1.4103864718579797
30,15,40,15,6m-1m,3f_rev_oca_gp,1.688,88.32,52.31,1.177,61.55,52.31,1.4095304182599253
30,0,25,45,12m-1m,3f_rev_oca_opm,1.715,68.17,39.74,1.157,40.25,34.78,1.408635864941682
15,0,40,45,6m,3f_rev_oca_opm,1.803,78.42,43.49,1.1,47.85,43.49,1.4082968437087402
25,10,25,40,12m-1m,2f_rev_oca_70,1.751,66.71,38.1,1.128,39.59,35.11,1.40539247187396
25,10,25,40,6m,2f_rev_oca_60,1.756,73.91,42.1,1.114,46.91,42.1,1.398636478860751
30,5,45,20,6m,3f_rev_oca_opm,1.863,84.99,45.63,1.045,47.68,45.63,1.3952902923764645
30,5,25,40,12m,2f_rev_oca_60,1.826,70.4,38.56,1.064,41.03,38.56,1.393866564632354
30,15,40,15,12m,3f_rev_oca_opm,1.769,90.57,51.2,1.098,56.23,51.2,1.3936864783730953
30,15,20,35,12m,3f_rev_oca_gp,1.723,69.14,40.13,1.125,42.03,37.36,1.3922553645075317
25,5,50,20,12m-1m,2f_rev_oca_70,1.756,84.08,47.87,1.103,52.78,47.87,1.391714051089519
25,5,35,35,6m-1m,2f_rev_oca_60,1.725,79.1,45.85,1.122,51.45,45.85,1.3912045140812332
25,0,50,25,12m,3f_rev_oca_gp,1.81,86.08,47.57,1.069,50.86,47.57,1.3910032350789123
30,10,35,25,12m,2f_rev_oca_70,1.695,84.8,50.02,1.139,56.97,50.02,1.3894621261481006
20,5,30,45,6m,3f_rev_oca_opm,1.711,76.28,44.59,1.127,50.27,44.59,1.3886313405652344
30,10,40,20,6m-1m,3f_rev_oca_gp,1.756,82.28,46.85,1.096,51.33,46.85,1.3872908851426942
30,5,25,40,12m-1m,2f_rev_oca_70,1.694,66.16,39.06,1.136,40.61,35.77,1.3872216837982312
20,10,55,15,12m,2f_rev_oca_70,1.759,75.76,43.07,1.094,46.7,42.7,1.3872079872895773
30,5,30,35,12m-1m,2f_rev_oca_70,1.875,68.47,36.53,1.026,34.86,33.97,1.3869931506680198
30,5,35,30,12m,3f_rev_oca_opm,1.856,78.98,42.55,1.031,43.86,42.55,1.3833061844725483
30,0,50,20,12m-1m,3f_rev_oca_opm,1.767,84.67,47.92,1.082,51.83,47.92,1.382712551472648
30,15,40,15,12m,3f_rev_oca_gp,1.661,80.26,48.33,1.15,55.58,48.33,1.382081763138491
30,15,40,15,12m,2f_rev_oca_70,1.716,86.56,50.43,1.111,56.05,50.43,1.380751969037162
10,5,60,25,6m,2f_rev_oca_60,1.69,66.69,39.46,1.127,40.97,36.35,1.3800833308173823
15,10,30,45,6m,2f_rev_oca_70,1.752,77.25,44.1,1.087,47.94,44.1,1.3800086956247775
20,15,30,35,6m,3f_rev_oca_gp,1.75,80.6,46.06,1.085,49.99,46.06,1.377951377952067
30,15,35,20,12m-1m,3f_rev_oca_gp,1.745,83.67,47.95,1.087,52.11,47.95,1.3772490697038064
25,10,25,40,6m-1m,3f_rev_oca_gp,1.635,67.99,41.58,1.16,46.24,39.85,1.377171013345837
20,0,50,30,6m,2f_rev_oca_60,1.884,73.6,39.08,1.005,39.27,39.08,1.3760159882792058
25,5,25,45,6m,3f_rev_oca_gp,1.773,72.06,40.64,1.065,43.27,40.64,1.3741342729151325
25,15,25,35,6m-1m,2f_rev_oca_60,1.636,71.19,43.51,1.148,49.91,43.47,1.370448101899521
25,15,35,25,6m-1m,2f_rev_oca_60,1.633,83.74,51.27,1.146,58.77,51.27,1.367997807015786
25,15,30,30,6m,3f_rev_oca_opm,1.619,82.31,50.84,1.154,58.64,50.84,1.3668672210569686
25,15,35,25,6m,3f_rev_oca_opm,1.613,88.38,54.8,1.157,63.4,54.8,1.3661043151970498
30,10,30,30,12m-1m,3f_rev_oca_gp,1.879,72.47,38.58,0.992,38.28,38.58,1.3652721340450775
30,10,35,25,12m,3f_rev_oca_opm,1.782,82.7,46.41,1.043,48.42,46.41,1.36331434379603
25,5,35,35,6m-1m,3f_rev_oca_opm,1.724,74.11,42.99,1.072,46.09,42.99,1.3594587158130254
15,5,65,15,6m,3f_rev_oca_gp,1.659,76.86,46.33,1.112,51.52,46.33,1.3582370927050993
20,15,25,40,6m-1m,3f_rev_oca_opm,1.612,71.52,44.38,1.139,50.57,44.38,1.35501586706577
20,0,55,25,6m,2f_rev_oca_60,1.746,72.51,41.54,1.049,43.59,41.54,1.3533491788891734
25,15,35,25,6m-1m,3f_rev_oca_opm,1.576,84.27,53.46,1.161,62.08,53.46,1.3526773451196705
30,10,45,15,6m-1m,3f_rev_oca_opm,1.72,85.8,49.9,1.059,52.82,49.9,1.3496221693496293
30,10,25,35,6m-1m,3f_rev_oca_gp,1.607,63.88,39.75,1.131,42.51,37.59,1.3481531812075362
30,10,45,15,6m,3f_rev_oca_opm,1.731,91.39,52.8,1.049,55.4,52.8,1.3475232836578372
30,15,20,35,12m-1m,3f_rev_oca_gp,1.75,76.05,43.45,1.037,45.04,43.45,1.3471265716331187
25,0,30,45,6m,3f_rev_oca_opm,1.69,76.71,45.38,1.07,48.54,45.38,1.344730456262518
30,10,35,25,6m-1m,3f_rev_oca_opm,1.73,84.89,49.06,1.045,51.27,49.06,1.3445631260747857
20,5,45,30,6m,2f_rev_oca_70,1.776,77.03,43.38,1.015,44.03,43.38,1.3426242959219827
30,5,25,40,12m,3f_rev_oca_gp,1.726,68.22,39.53,1.043,41.23,39.53,1.3417220278433233
30,15,20,35,12m-1m,2f_rev_oca_60,1.689,74.36,44.03,1.064,46.87,44.03,1.3405580927360068
30,15,35,20,12m-1m,2f_rev_oca_70,1.671,78.74,47.13,1.075,50.67,47.13,1.3402704950867195
25,5,40,30,6m,3f_rev_oca_opm,1.735,81.3,46.85,1.03,48.27,46.85,1.3368058946608516
30,10,25,35,12m,3f_rev_oca_gp,1.737,76.66,44.15,1.028,45.37,44.15,1.3362769174089628
20,5,40,35,6m,2f_rev_oca_70,1.709,79.09,46.28,1.038,48.02,46.28,1.3318941399375552
25,15,35,25,12m,3f_rev_oca_gp,1.63,82.01,50.32,1.086,54.66,50.32,1.3304811159877468
15,15,25,45,6m,2f_rev_oca_70,1.649,71.56,43.4,1.071,46.49,43.4,1.328939050521129
15,15,25,45,6m,2f_rev_oca_60,1.637,70.76,43.22,1.078,46.62,43.22,1.3284148448432818
30,0,30,40,12m-1m,2f_rev_oca_70,1.724,65.1,37.76,1.017,36.96,36.34,1.3241253717076793
25,5,25,45,6m,2f_rev_oca_60,1.619,68.04,42.02,1.08,42.1,38.99,1.3223161497917206
30,5,40,25,12m,3f_rev_oca_gp,1.865,73.89,39.62,0.928,36.78,39.62,1.3155683182564104
30,10,20,40,12m-1m,2f_rev_oca_60,1.726,64.8,37.54,1.002,31.19,31.14,1.3150863089546632
25,10,35,30,12m-1m,2f_rev_oca_70,1.654,77.66,46.95,1.043,48.95,46.95,1.3134389974414495
30,10,25,35,6m-1m,2f_rev_oca_70,1.42,58.39,41.11,1.211,39.03,32.23,1.3113428232159583
25,0,35,40,6m-1m,2f_rev_oca_60,1.663,73.85,44.42,1.033,45.87,44.42,1.3106788317509366
25,15,25,35,6m-1m,2f_rev_oca_70,1.622,70.19,43.27,1.055,45.65,43.27,1.3081322563105002
20,0,40,40,6m,2f_rev_oca_70,1.639,81.84,49.93,1.044,52.14,49.93,1.3080963267282728
30,5,50,15,12m,3f_rev_oca_gp,1.801,74.92,41.6,0.949,39.46,41.6,1.3073442545863732
25,15,35,25,12m-1m,3f_rev_oca_gp,1.613,80.16,49.69,1.058,52.58,49.69,1.3063514075469893
30,15,40,15,6m-1m,2f_rev_oca_60,1.59,87.84,55.25,1.073,59.28,55.25,1.3061661456338547
30,5,20,45,12m,2f_rev_oca_60,1.673,65.2,38.97,1.017,36.24,35.62,1.304392962262523
25,0,45,30,6m,2f_rev_oca_60,1.696,83.15,49.02,1.003,49.17,49.02,1.3042576432591835
25,5,55,15,6m-1m,2f_rev_oca_60,1.701,77.22,45.38,1.0,45.4,45.38,1.3042239071570494
30,15,20,35,6m-1m,2f_rev_oca_60,1.52,72.16,47.47,1.118,53.09,47.47,1.3035950291405687
30,5,20,45,12m,3f_rev_oca_gp,1.683,64.74,38.48,1.009,35.06,34.75,1.3031296942361492
20,0,65,15,6m,2f_rev_oca_70,1.633,74.69,45.75,1.038,47.5,45.75,1.3019423950390432
25,5,55,15,12m-1m,2f_rev_oca_60,1.696,79.66,46.98,0.998,46.87,46.98,1.3010026902354968
20,0,60,20,6m,2f_rev_oca_70,1.684,72.58,43.11,0.999,43.08,43.11,1.297041248380328
20,5,55,20,6m-1m,2f_rev_oca_70,1.73,74.71,43.19,0.965,41.68,43.19,1.2920719794191033
20,0,50,30,6m,2f_rev_oca_70,1.783,74.42,41.75,0.936,39.06,41.75,1.2918544809691221
30,10,45,15,6m-1m,2f_rev_oca_60,1.694,75.03,44.29,0.984,43.59,44.29,1.2910832660986664
25,10,50,15,12m-1m,2f_rev_oca_60,1.629,80.82,49.62,1.022,50.68,49.62,1.2902860148044697
25,5,55,15,6m-1m,3f_rev_oca_gp,1.663,82.31,49.51,1.001,49.57,49.51,1.2902181986005312
25,0,45,30,6m,3f_rev_oca_gp,1.785,78.61,44.05,0.931,41.02,44.05,1.2891217940908455
30,15,35,20,12m-1m,3f_rev_oca_opm,1.604,86.79,54.12,1.032,55.83,54.12,1.2865955075314075
30,0,35,35,12m,2f_rev_oca_70,1.683,70.64,41.97,0.983,41.26,41.97,1.286230539211381
25,0,50,25,6m,2f_rev_oca_60,1.799,76.83,42.7,0.918,39.22,42.7,1.2850999961092522
30,0,25,45,12m-1m,3f_rev_oca_gp,1.702,67.65,39.74,0.969,34.44,35.53,1.2842266155161246
30,15,20,35,12m-1m,3f_rev_oca_opm,1.659,65.17,39.29,0.994,36.41,36.62,1.2841518601785382
30,10,25,35,6m-1m,3f_rev_oca_opm,1.694,62.86,37.11,0.972,36.05,37.11,1.2831866582847562
20,10,25,45,6m,3f_rev_oca_opm,1.472,70.26,47.71,1.118,49.56,44.31,1.2828468341933887
20,0,55,25,6m,3f_rev_oca_opm,1.583,84.91,53.65,1.037,55.61,53.65,1.2812380731152193
25,5,45,25,12m-1m,2f_rev_oca_60,1.671,73.42,43.94,0.982,43.15,43.94,1.2809847774271168
25,0,55,20,12m-1m,2f_rev_oca_60,1.652,77.34,46.81,0.993,46.5,46.81,1.2807950655745048
30,5,25,40,12m,2f_rev_oca_70,1.681,69.77,41.5,0.974,40.43,41.5,1.2795678958148333
20,5,50,25,6m,2f_rev_oca_70,1.664,70.94,42.65,0.983,41.92,42.65,1.2789495689822956
25,15,35,25,12m-1m,2f_rev_oca_70,1.545,74.92,48.47,1.056,51.17,48.47,1.2773096727105766
25,0,30,45,6m,2f_rev_oca_60,1.615,70.55,43.68,1.007,43.99,43.68,1.2752666387857874
25,15,35,25,6m,3f_rev_oca_gp,1.596,81.08,50.8,1.018,51.72,50.8,1.2746481867558594
25,10,50,15,12m,2f_rev_oca_70,1.652,77.42,46.85,0.983,46.06,46.85,1.2743296276866516
30,5,25,40,12m-1m,3f_rev_oca_gp,1.71,65.15,38.1,0.949,33.32,35.11,1.2738877501569752
30,10,40,20,6m-1m,2f_rev_oca_70,1.619,81.66,50.45,1.001,50.51,50.45,1.2730353490771573
25,10,35,30,6m,2f_rev_oca_60,1.631,79.52,48.76,0.992,48.38,48.76,1.2719874213214533
25,5,45,25,6m,3f_rev_oca_gp,1.708,79.05,46.28,0.947,43.82,46.28,1.2718002987890826
30,15,30,25,6m-1m,2f_rev_oca_60,1.54,76.28,49.54,1.05,52.01,49.54,1.2716131487209466
30,15,40,15,6m,2f_rev_oca_70,1.569,78.71,50.15,1.03,51.67,50.15,1.2712474188764358
30,10,20,40,12m,3f_rev_oca_gp,1.638,63.98,39.06,0.984,34.85,35.4,1.2695637045851618
25,0,50,25,6m,3f_rev_oca_gp,1.73,77.35,44.7,0.93,41.56,44.7,1.2684242192578947
20,5,30,45,6m,3f_rev_oca_gp,1.602,74.63,46.6,1.002,46.67,46.6,1.2669664557516904
25,5,25,45,6m-1m,3f_rev_oca_gp,1.625,68.7,42.27,0.984,41.61,42.27,1.2645157175772865
30,15,35,20,12m,2f_rev_oca_60,1.494,82.91,55.51,1.07,59.39,55.51,1.2643496351879886
30,15,20,35,6m-1m,2f_rev_oca_70,1.51,65.7,43.5,1.058,45.48,42.98,1.2639541130911358
30,5,35,30,12m-1m,3f_rev_oca_opm,1.657,77.93,47.02,0.96,45.13,47.02,1.2612374875494305
30,0,30,40,6m-1m,3f_rev_oca_opm,1.751,71.18,40.66,0.908,36.93,40.66,1.2609155403911874
30,15,40,15,6m,3f_rev_oca_gp,1.581,83.12,52.56,1.002,52.65,52.56,1.2586349748835046
30,10,20,40,12m-1m,3f_rev_oca_opm,1.632,62.42,38.23,0.969,32.7,33.76,1.2575404566056712
20,0,50,30,6m-1m,2f_rev_oca_60,1.715,71.01,41.4,0.92,38.09,41.4,1.2561050911448453
30,5,45,20,12m,3f_rev_oca_gp,1.747,75.34,43.14,0.901,38.85,43.14,1.2546102980607166
30,10,45,15,12m-1m,3f_rev_oca_opm,1.657,77.78,46.93,0.946,44.38,46.93,1.252007188477766
25,5,55,15,12m-1m,3f_rev_oca_gp,1.609,81.1,50.41,0.974,49.12,50.41,1.251865008697024
30,5,45,20,6m-1m,2f_rev_oca_60,1.679,78.35,46.66,0.932,43.5,46.66,1.2509308534047756
20,0,65,15,6m-1m,3f_rev_oca_gp,1.563,75.8,48.49,0.997,48.35,48.49,1.2483232754378972
30,10,20,40,12m-1m,2f_rev_oca_70,1.711,66.82,39.06,0.909,31.24,34.37,1.247116273648933
30,10,20,40,12m-1m,3f_rev_oca_gp,1.702,63.88,37.54,0.912,32.64,35.8,1.245882819529991
30,10,40,20,6m-1m,2f_rev_oca_60,1.596,89.63,56.17,0.972,54.61,56.17,1.245516760224446
30,15,25,30,6m-1m,2f_rev_oca_70,1.472,67.42,45.81,1.049,48.04,45.81,1.2426294701156897
25,15,30,30,6m,2f_rev_oca_60,1.525,73.75,48.36,1.011,48.89,48.36,1.2416823265231731
30,15,25,30,6m-1m,2f_rev_oca_60,1.48,68.95,46.59,1.041,48.52,46.59,1.2412413141690055
15,5,60,20,6m,2f_rev_oca_70,1.53,75.72,49.49,1.003,49.65,49.49,1.2387856957520942
30,0,25,45,12m,3f_rev_oca_opm,1.674,69.04,41.24,0.916,37.79,41.24,1.2382988330770566
25,0,55,20,6m,2f_rev_oca_60,1.611,74.12,46.02,0.951,43.74,46.02,1.2377645171841047
30,0,45,25,12m-1m,3f_rev_oca_gp,1.651,76.55,46.35,0.927,42.97,46.35,1.2371244884812522
30,5,20,45,12m,2f_rev_oca_70,1.668,65.0,38.97,0.917,32.32,35.24,1.2367521983000476
30,10,20,40,12m,2f_rev_oca_60,1.587,61.99,39.06,0.963,35.06,36.41,1.2362366278346553
25,5,50,20,6m,2f_rev_oca_70,1.605,74.96,46.72,0.952,44.49,46.72,1.2361067915030644
30,15,25,30,6m-1m,3f_rev_oca_opm,1.501,79.12,52.71,1.016,53.55,52.71,1.2349153817164964
20,0,55,25,6m-1m,3f_rev_oca_gp,1.649,76.02,46.09,0.924,42.6,46.09,1.2343727151877588
30,5,40,25,12m-1m,3f_rev_oca_gp,1.631,78.11,47.89,0.934,44.75,47.89,1.2342422776748494
25,5,55,15,12m,2f_rev_oca_70,1.605,77.02,47.97,0.948,45.5,47.97,1.2335071949526681
30,15,20,35,12m-1m,2f_rev_oca_70,1.629,67.95,41.71,0.932,38.88,41.71,1.2321639501300141
30,0,45,25,6m,2f_rev_oca_60,1.715,77.9,45.43,0.885,40.21,45.43,1.231980113475863
25,0,40,35,6m,2f_rev_oca_70,1.677,74.41,44.38,0.904,40.11,44.38,1.2312627664312765
5,10,45,40,12m-1m,2f_rev_oca_60,1.438,68.0,47.28,1.053,49.8,47.28,1.230534030411187
25,5,55,15,12m-1m,2f_rev_oca_70,1.641,74.15,45.2,0.921,41.63,45.2,1.2293742310622913
