V,Q,G,M,mom,gs,cal_78,cagr_78,mdd_78,cal_525,cagr_525,mdd_525,score
20,15,25,40,12m-1m,2f_rev_oca_70,2.307,83.9,36.37,1.766,63.45,35.93,2.0184553500139657
0,15,50,35,6m-1m,2f_rev_oca_70,2.314,95.48,41.26,1.76,72.6,41.26,2.018078293823111
10,10,65,15,12m,3f_rev_oca_gp,2.305,96.22,41.75,1.766,67.04,37.96,2.0175802338444933
10,10,35,45,6m-1m,2f_rev_oca_60,2.104,84.25,40.05,1.934,69.81,36.1,2.0172099543676656
25,10,30,35,12m-1m,2f_rev_oca_60,2.236,82.38,36.84,1.819,60.03,33.01,2.016750852237331
5,5,45,45,12m-1m,2f_rev_oca_60,2.246,84.24,37.5,1.81,62.92,34.77,2.016248992560195
0,10,65,25,12m-1m,2f_rev_oca_70,2.325,97.79,42.07,1.748,73.55,42.07,2.0159613091525346
20,15,45,20,12m,3f_rev_oca_opm,2.322,92.95,40.03,1.748,66.74,38.18,2.0146602691272792
10,0,45,45,6m,3f_rev_oca_opm,2.291,92.65,40.44,1.771,71.62,40.44,2.0142892046575636
20,0,45,35,6m,3f_rev_oca_opm,2.416,90.4,37.42,1.678,62.81,37.42,2.013466662251948
0,10,50,40,6m,3f_rev_oca_opm,2.199,86.69,39.42,1.843,72.65,39.42,2.013146045372764
10,0,65,25,6m-1m,2f_rev_oca_70,2.391,91.66,38.34,1.694,63.55,37.52,2.0125491298350955
15,0,50,35,6m-1m,3f_rev_oca_opm,2.36,86.71,36.74,1.716,61.39,35.78,2.0124015503869996
15,0,65,20,12m,3f_rev_oca_opm,2.191,91.39,41.71,1.846,67.37,36.49,2.0111156107991404
30,5,30,35,12m,3f_rev_oca_gp,2.369,86.16,36.37,1.707,57.0,33.39,2.0109408245893263
20,10,40,30,6m,2f_rev_oca_60,2.292,84.77,36.99,1.764,55.89,31.68,2.0107431462024183
15,0,50,35,12m,3f_rev_oca_opm,2.366,99.21,41.92,1.708,71.62,41.92,2.0102557051280816
20,5,45,30,6m-1m,3f_rev_oca_opm,2.46,88.82,36.1,1.641,53.44,32.57,2.0091938681968946
10,5,45,40,6m,2f_rev_oca_70,2.374,89.22,37.58,1.7,63.87,37.58,2.0089300634915093
5,5,55,35,6m,2f_rev_oca_70,2.364,87.6,37.06,1.707,59.57,34.89,2.0088175626472404
30,0,35,35,12m,2f_rev_oca_60,2.459,89.82,36.53,1.641,56.96,34.7,2.0087854539497245
10,5,60,25,12m-1m,2f_rev_oca_60,2.33,90.77,38.96,1.73,60.82,35.15,2.007710138441304
20,10,50,20,6m,2f_rev_oca_60,2.384,87.92,36.89,1.69,59.06,34.95,2.0072269428243534
5,15,35,45,6m,3f_rev_oca_gp,2.3,90.96,39.55,1.751,69.27,39.55,2.0068133944141393
10,0,50,40,6m,3f_rev_oca_gp,2.257,89.33,39.58,1.783,60.35,33.85,2.006048603598627
25,15,35,25,12m,3f_rev_oca_opm,2.21,88.47,40.03,1.82,67.36,37.01,2.0055423206703966
10,5,65,20,12m,3f_rev_oca_gp,2.323,90.66,39.02,1.731,67.52,39.0,2.005271303340274
15,0,60,25,6m,3f_rev_oca_opm,2.377,96.36,40.54,1.691,68.58,40.54,2.0048708187811
25,15,40,20,6m-1m,3f_rev_oca_opm,2.319,102.28,44.11,1.733,76.45,44.11,2.0047012246217637
15,5,45,35,12m-1m,3f_rev_oca_opm,2.425,92.42,38.1,1.657,62.76,37.88,2.004551071936058
5,15,35,45,6m,2f_rev_oca_70,2.156,89.94,41.71,1.862,71.43,38.37,2.003614733425566
15,0,40,45,12m,3f_rev_oca_gp,2.352,95.59,40.64,1.706,69.33,40.64,2.0031255577222313
15,0,55,30,6m,3f_rev_oca_gp,2.427,87.95,36.24,1.653,57.05,34.52,2.0029555661571727
15,0,50,35,6m,3f_rev_oca_gp,2.339,86.93,37.16,1.714,56.4,32.91,2.002260222848169
20,5,55,20,12m-1m,3f_rev_oca_gp,2.348,90.41,38.51,1.707,58.85,34.48,2.00200799199204
20,10,25,45,12m,3f_rev_oca_opm,2.255,85.92,38.1,1.777,67.22,37.82,2.0017829552676285
10,0,45,45,6m,2f_rev_oca_60,2.34,92.89,39.7,1.712,67.96,39.7,2.0015194228385593
0,10,45,45,6m,3f_rev_oca_gp,2.353,90.17,38.33,1.702,65.25,38.33,2.001201139316086
20,5,50,25,12m-1m,2f_rev_oca_70,2.305,86.9,37.71,1.737,57.0,32.82,2.0009460262585796
20,10,25,45,12m-1m,2f_rev_oca_70,2.1,82.02,39.06,1.906,64.01,33.59,2.0006498944093143
25,15,45,15,12m-1m,3f_rev_oca_opm,2.368,97.87,41.33,1.69,69.86,41.33,2.0004799424138198
10,15,60,15,6m,3f_rev_oca_opm,2.435,95.27,39.13,1.642,64.26,39.13,1.999567453225822
15,15,25,45,12m-1m,2f_rev_oca_70,2.129,81.13,38.1,1.878,64.33,34.26,1.9995654527921811
20,15,20,45,12m,2f_rev_oca_70,2.266,87.19,38.49,1.763,66.68,37.82,1.9987391025343952
20,10,35,35,6m,3f_rev_oca_gp,2.425,96.32,39.72,1.647,65.41,39.72,1.9984931823751613
15,5,50,30,6m,2f_rev_oca_70,2.393,88.67,37.06,1.669,55.61,33.31,1.9984786713898148
15,0,65,20,12m,2f_rev_oca_70,2.338,105.29,45.03,1.708,76.92,45.03,1.9983252988440097
15,15,35,35,12m-1m,2f_rev_oca_70,2.274,83.73,36.82,1.756,63.6,36.23,1.9982852649209022
20,5,60,15,12m-1m,3f_rev_oca_opm,2.263,93.77,41.44,1.764,61.82,35.04,1.9979819819007376
0,10,65,25,12m,2f_rev_oca_70,2.296,96.71,42.12,1.738,73.21,42.12,1.9976105726592457
20,0,65,15,6m,3f_rev_oca_opm,2.329,98.22,42.17,1.713,67.51,39.41,1.9973925503015175
20,10,40,30,6m-1m,2f_rev_oca_70,2.23,82.65,37.06,1.788,53.87,30.13,1.9968074519091719
20,15,50,15,12m,3f_rev_oca_opm,2.388,93.82,39.3,1.668,65.27,39.13,1.9957915722840398
25,5,30,40,12m-1m,3f_rev_oca_gp,2.246,85.57,38.1,1.773,62.73,35.38,1.9955345148606174
0,10,50,40,6m-1m,3f_rev_oca_gp,2.352,86.74,36.87,1.693,59.44,35.11,1.995478889890845
30,0,35,35,12m-1m,3f_rev_oca_opm,2.266,82.41,36.37,1.757,50.44,28.7,1.9953350595827257
5,15,35,45,6m-1m,3f_rev_oca_gp,2.239,85.76,38.31,1.778,66.87,37.6,1.995229811325001
15,15,55,15,6m,3f_rev_oca_gp,2.211,88.54,40.04,1.799,64.55,35.89,1.9943893802364672
20,5,55,20,6m,3f_rev_oca_opm,2.387,96.04,40.24,1.666,67.03,40.24,1.9941770232353997
10,0,65,25,6m-1m,3f_rev_oca_opm,2.372,98.77,41.63,1.676,69.78,41.63,1.9938585707115737
20,5,60,15,12m,2f_rev_oca_60,2.217,90.22,40.7,1.793,61.52,34.32,1.9937605172136397
5,10,45,40,12m-1m,3f_rev_oca_opm,2.231,86.02,38.56,1.781,68.66,38.56,1.9933416666492474
20,10,40,30,12m-1m,2f_rev_oca_60,2.355,86.75,36.84,1.686,60.85,36.09,1.992618879766023
0,10,45,45,12m-1m,2f_rev_oca_70,2.295,87.55,38.15,1.729,65.98,38.15,1.9919977409625744
25,5,50,20,12m,2f_rev_oca_70,2.272,87.83,38.65,1.745,57.43,32.91,1.9911403767690514
25,10,35,30,12m-1m,2f_rev_oca_60,2.377,90.14,37.92,1.667,59.66,35.79,1.990592625325433
10,15,45,30,12m-1m,2f_rev_oca_70,2.217,84.5,38.11,1.787,63.34,35.44,1.990421814591068
25,0,40,35,6m-1m,2f_rev_oca_60,2.191,83.33,38.03,1.808,51.9,28.71,1.9903085187980278
0,15,45,40,6m,2f_rev_oca_60,2.252,88.36,39.23,1.756,68.88,39.23,1.9885954842551563
30,10,25,35,12m,2f_rev_oca_60,2.187,83.33,38.1,1.804,59.77,33.14,1.9862900090369482
15,15,25,45,12m-1m,3f_rev_oca_opm,2.145,81.74,38.1,1.839,65.73,35.75,1.9861155555505827
20,15,50,15,12m,2f_rev_oca_60,2.149,84.89,39.5,1.834,60.43,32.95,1.9852621993076884
20,5,50,25,6m-1m,3f_rev_oca_gp,2.317,87.93,37.95,1.701,60.98,35.85,1.98524985833018
25,10,40,25,6m-1m,3f_rev_oca_opm,2.367,106.23,44.88,1.664,74.69,44.88,1.9846128085850903
15,0,65,20,6m,3f_rev_oca_gp,2.23,87.95,39.44,1.766,64.43,36.47,1.9844848197958078
10,0,50,40,6m-1m,2f_rev_oca_60,2.067,84.92,41.08,1.905,62.29,32.69,1.9843474998094461
20,10,30,40,6m-1m,3f_rev_oca_opm,2.176,83.06,38.17,1.809,65.98,36.47,1.9840322578022769
20,10,35,35,12m-1m,2f_rev_oca_70,2.328,84.68,36.37,1.688,58.29,34.53,1.9823380135587372
25,5,40,30,12m-1m,2f_rev_oca_60,2.355,89.66,38.07,1.668,63.51,38.07,1.9819535816966047
0,5,50,45,12m-1m,2f_rev_oca_60,2.213,83.33,37.66,1.775,66.83,37.66,1.9819371836665258
5,0,60,35,6m-1m,3f_rev_oca_opm,2.038,90.07,44.2,1.927,68.03,35.31,1.9817229877053957
20,5,60,15,6m-1m,2f_rev_oca_60,2.253,91.03,40.41,1.742,60.81,34.91,1.9810921230472853
10,15,45,30,6m,3f_rev_oca_opm,2.313,86.24,37.28,1.696,63.23,37.28,1.980618085346087
25,10,20,45,12m,2f_rev_oca_60,2.217,86.58,39.06,1.767,67.09,37.98,1.9792521314880527
15,5,65,15,12m-1m,3f_rev_oca_opm,2.299,98.41,42.81,1.703,70.16,41.19,1.9786856748862363
10,5,65,20,6m-1m,3f_rev_oca_opm,2.416,105.11,43.51,1.62,70.49,43.51,1.9783629596209085
25,10,40,25,12m,2f_rev_oca_60,2.318,89.91,38.78,1.687,62.25,36.89,1.977489822982662
15,0,50,35,6m-1m,2f_rev_oca_70,2.268,83.34,36.74,1.724,54.76,31.76,1.977380084859762
20,5,30,45,6m-1m,3f_rev_oca_gp,2.199,89.49,40.7,1.777,70.16,39.48,1.97677085166693
15,10,60,15,6m,3f_rev_oca_gp,2.205,89.2,40.45,1.772,61.55,34.74,1.9766790331260156
15,5,60,20,12m-1m,2f_rev_oca_70,2.227,85.34,38.33,1.753,56.68,32.33,1.9758367847572835
10,15,30,45,12m-1m,2f_rev_oca_70,2.107,82.44,39.12,1.852,66.46,35.89,1.9753895818293667
5,10,45,40,6m-1m,3f_rev_oca_opm,2.117,83.46,39.42,1.843,65.57,35.59,1.9752546671252291
5,5,45,45,6m,3f_rev_oca_opm,2.278,91.36,40.1,1.712,68.66,40.1,1.9748255619167987
5,15,45,35,6m-1m,3f_rev_oca_opm,2.302,88.76,38.57,1.694,65.35,38.57,1.974737450903284
10,15,60,15,6m-1m,3f_rev_oca_opm,2.215,86.55,39.08,1.759,57.85,32.88,1.9738756293140658
20,15,35,30,6m-1m,3f_rev_oca_opm,2.277,89.78,39.44,1.711,67.49,39.44,1.9738153409070465
5,0,55,40,6m-1m,3f_rev_oca_gp,2.227,86.0,38.62,1.749,59.92,34.26,1.9735812625782603
25,10,25,40,12m,3f_rev_oca_opm,2.209,87.19,39.47,1.763,69.6,39.47,1.9734403968703995
10,10,35,45,6m-1m,2f_rev_oca_70,2.001,76.98,38.47,1.945,57.61,29.62,1.9728013077854545
10,15,35,40,6m-1m,3f_rev_oca_gp,1.895,81.93,43.23,2.053,68.39,33.32,1.9724185661263687
0,15,50,35,12m-1m,2f_rev_oca_60,2.229,94.31,42.32,1.744,73.78,42.32,1.9716429697082583
0,0,55,45,12m-1m,2f_rev_oca_60,2.333,89.22,38.24,1.666,63.72,38.24,1.9714913137013819
15,15,55,15,6m,3f_rev_oca_opm,2.393,91.06,38.06,1.623,61.54,37.92,1.9707457979150937
0,15,45,40,6m-1m,2f_rev_oca_60,2.306,84.29,36.56,1.684,59.58,35.37,1.9706100578247336
10,10,35,45,12m-1m,3f_rev_oca_gp,2.142,77.92,36.38,1.812,62.66,34.57,1.9701025354026627
10,5,60,25,6m-1m,2f_rev_oca_60,2.22,88.67,39.95,1.748,63.32,36.23,1.9699137036936416
5,5,60,30,6m,2f_rev_oca_60,2.161,82.47,38.17,1.794,55.24,30.79,1.9689677498628564
20,5,30,45,12m,2f_rev_oca_70,2.314,87.5,37.82,1.675,63.33,37.82,1.968743253956696
10,10,35,45,6m-1m,3f_rev_oca_opm,2.012,81.71,40.61,1.926,66.5,34.53,1.9685304163258437
10,10,45,35,6m-1m,3f_rev_oca_opm,2.3,84.1,36.57,1.683,59.64,35.44,1.9674602918483513
20,15,30,35,12m-1m,2f_rev_oca_70,2.246,81.4,36.24,1.723,61.43,35.66,1.9671954656312118
15,5,40,40,6m,2f_rev_oca_60,2.185,86.9,39.78,1.771,66.13,37.35,1.9671387851394724
10,0,65,25,6m,2f_rev_oca_60,2.312,91.48,39.56,1.672,64.04,38.3,1.9661291920929305
0,15,50,35,12m-1m,2f_rev_oca_70,2.146,85.61,39.9,1.801,68.18,37.87,1.9659465913396528
25,15,45,15,12m,2f_rev_oca_60,2.192,84.08,38.35,1.763,58.15,32.99,1.96583213932421
0,10,50,40,12m-1m,2f_rev_oca_60,2.114,81.53,38.57,1.828,62.79,34.34,1.9658056872437826
0,15,40,45,12m-1m,3f_rev_oca_opm,2.291,87.15,38.04,1.686,64.14,38.04,1.965356456218566
15,5,45,35,6m,2f_rev_oca_70,2.36,90.18,38.21,1.635,62.47,38.21,1.9643319475078544
25,5,30,40,12m-1m,3f_rev_oca_opm,2.206,84.05,38.1,1.748,59.11,33.81,1.9636924402767353
25,0,35,40,12m,3f_rev_oca_opm,2.354,92.11,39.13,1.638,64.07,39.13,1.9636323484807434
5,0,50,45,6m,3f_rev_oca_gp,2.329,92.08,39.54,1.655,65.45,39.54,1.9632867849603635
15,10,60,15,12m-1m,2f_rev_oca_70,2.201,91.08,41.38,1.75,61.4,35.09,1.9625875776637332
0,0,65,35,6m-1m,2f_rev_oca_70,2.153,82.9,38.49,1.788,59.96,33.53,1.962030580801431
25,0,40,35,6m,3f_rev_oca_opm,2.379,84.32,35.44,1.618,57.34,35.44,1.9619434242607507
5,15,65,15,6m,2f_rev_oca_70,2.283,92.06,40.32,1.685,66.46,39.44,1.9613401030927808
20,15,50,15,6m,2f_rev_oca_60,2.211,83.23,37.64,1.739,56.44,32.45,1.9608490507940686
15,10,55,20,12m-1m,2f_rev_oca_70,2.082,84.92,40.79,1.846,55.29,29.95,1.960451988700565
5,15,60,20,6m,3f_rev_oca_gp,2.212,94.51,42.72,1.737,65.1,37.48,1.960164278829711
25,0,55,20,12m-1m,3f_rev_oca_opm,2.522,90.54,35.89,1.522,52.8,34.68,1.95920494078593
30,5,30,35,12m-1m,3f_rev_oca_opm,2.513,91.39,36.37,1.527,54.79,35.88,1.9589157715430237
10,0,45,45,6m,2f_rev_oca_70,2.404,92.5,38.48,1.595,61.36,38.48,1.958157297052512
15,10,60,15,6m-1m,2f_rev_oca_70,2.192,86.56,39.49,1.749,59.88,34.24,1.9580112359228177
20,15,25,40,12m,2f_rev_oca_70,2.208,81.29,36.82,1.736,59.62,34.34,1.9578273672619864
10,10,65,15,6m-1m,2f_rev_oca_70,2.218,90.63,40.87,1.728,61.95,35.85,1.9577292969151787
15,10,55,20,12m,3f_rev_oca_opm,2.284,88.72,38.85,1.678,62.22,37.08,1.95769047604569
30,5,35,30,12m-1m,2f_rev_oca_60,2.302,84.81,36.84,1.663,51.13,30.75,1.9565852907552996
10,0,45,45,12m-1m,2f_rev_oca_60,2.245,93.29,41.56,1.705,70.87,41.56,1.9564572573915333
5,0,55,40,6m-1m,2f_rev_oca_70,2.061,83.0,40.28,1.857,58.06,31.27,1.9563427613789972
20,5,60,15,12m,3f_rev_oca_opm,2.298,95.18,41.41,1.665,68.94,41.41,1.95605981503634
20,0,65,15,12m-1m,2f_rev_oca_60,2.275,96.35,42.35,1.678,71.06,42.35,1.9538295729157136
10,10,35,45,6m,2f_rev_oca_60,2.189,85.81,39.19,1.741,67.55,38.8,1.952190820591061
10,10,50,30,12m-1m,2f_rev_oca_70,2.252,95.93,42.61,1.691,72.06,42.61,1.951443568233527
5,5,65,25,6m,3f_rev_oca_gp,2.194,86.53,39.44,1.734,61.82,35.65,1.9504860932598314
25,5,30,40,12m,3f_rev_oca_gp,2.315,92.84,40.11,1.643,65.88,40.11,1.950267930311115
20,15,30,35,12m-1m,3f_rev_oca_opm,2.169,82.67,38.11,1.751,64.32,36.74,1.948825030627429
15,15,40,30,6m,3f_rev_oca_opm,2.305,86.47,37.52,1.647,61.81,37.52,1.9484185895233088
20,0,35,45,6m-1m,3f_rev_oca_opm,2.28,86.45,37.92,1.665,63.12,37.92,1.948383945735542
25,0,35,40,12m,2f_rev_oca_70,2.372,95.73,40.35,1.6,64.54,40.35,1.9481273059017472
5,5,60,30,6m,2f_rev_oca_70,2.077,81.95,39.46,1.826,61.2,33.51,1.9474603975434264
15,5,55,25,6m,2f_rev_oca_60,2.355,86.08,36.55,1.61,57.13,35.49,1.9471902834597343
10,15,30,45,12m,2f_rev_oca_60,2.228,79.21,35.55,1.699,57.76,34.0,1.9456032483525516
5,10,45,40,6m-1m,3f_rev_oca_gp,2.006,87.75,43.74,1.887,64.52,34.19,1.945590398824994
15,5,45,35,6m-1m,3f_rev_oca_opm,2.324,85.16,36.64,1.628,55.5,34.09,1.9451149066314821
15,10,55,20,12m,2f_rev_oca_70,2.074,83.47,40.24,1.824,54.63,29.95,1.9449874035581824
0,15,40,45,12m-1m,2f_rev_oca_60,2.161,89.46,41.4,1.75,72.46,41.4,1.944672208882515
0,15,40,45,6m-1m,3f_rev_oca_gp,2.125,83.65,39.37,1.779,62.3,35.02,1.944318646724348
25,10,20,45,12m-1m,3f_rev_oca_opm,2.121,82.85,39.06,1.779,58.63,32.95,1.9424878377997634
5,15,60,20,6m-1m,3f_rev_oca_opm,2.194,86.98,39.65,1.718,62.04,36.12,1.9414664560584094
5,10,65,20,12m-1m,2f_rev_oca_70,2.246,94.05,41.88,1.678,70.26,41.88,1.9413366529275646
5,0,60,35,6m-1m,2f_rev_oca_60,2.207,87.11,39.46,1.706,57.99,33.99,1.94039738198133
20,15,30,35,6m-1m,2f_rev_oca_60,2.198,80.4,36.57,1.712,59.16,34.56,1.9398391685910457
10,10,55,25,6m-1m,3f_rev_oca_gp,2.195,87.89,40.05,1.714,60.63,35.38,1.9396468750780385
10,10,35,45,12m,3f_rev_oca_opm,2.135,85.63,40.11,1.762,69.32,39.33,1.939554072460987
15,15,40,30,12m-1m,2f_rev_oca_70,2.192,83.64,38.16,1.716,65.5,38.16,1.939451468843704
5,10,65,20,6m-1m,3f_rev_oca_gp,2.253,89.96,39.93,1.669,61.21,36.67,1.9391382106492565
10,0,45,45,12m-1m,3f_rev_oca_opm,2.317,89.55,38.65,1.622,62.68,38.65,1.9386010419887842
0,10,45,45,6m-1m,3f_rev_oca_opm,2.039,82.1,40.27,1.843,64.2,34.84,1.9385244388451748
15,10,50,25,6m,2f_rev_oca_60,2.276,84.19,36.99,1.651,53.51,32.41,1.9384725945960648
25,0,40,35,6m-1m,3f_rev_oca_gp,2.414,84.88,35.15,1.556,51.48,33.09,1.9380877173131252
20,15,20,45,6m-1m,2f_rev_oca_60,2.232,82.26,36.85,1.682,61.99,36.85,1.9375819982648477
25,10,25,40,12m,2f_rev_oca_60,2.245,88.59,39.47,1.671,65.93,39.47,1.936851827063702
5,5,55,35,12m-1m,2f_rev_oca_70,2.282,83.86,36.74,1.642,56.85,34.64,1.9357282867179473
25,0,30,45,12m-1m,3f_rev_oca_gp,2.162,85.9,39.74,1.732,62.15,35.89,1.935092762634391
15,10,30,45,12m,3f_rev_oca_gp,2.209,88.72,40.16,1.695,68.07,40.16,1.9350077519224569
20,0,65,15,6m-1m,3f_rev_oca_opm,2.35,97.16,41.35,1.593,65.86,41.35,1.934825573533697
10,15,45,30,6m-1m,3f_rev_oca_opm,2.179,83.54,38.34,1.716,65.78,38.34,1.9336918058470434
20,10,50,20,6m,2f_rev_oca_70,2.351,89.02,37.86,1.59,60.21,37.86,1.9334140787736083
0,10,60,30,6m,3f_rev_oca_gp,2.34,92.34,39.46,1.596,62.78,39.34,1.9325216687012852
5,15,65,15,6m,3f_rev_oca_gp,2.202,92.8,42.13,1.696,66.9,39.44,1.9325092496544485
20,15,25,40,12m-1m,3f_rev_oca_gp,2.232,81.18,36.37,1.673,58.8,35.14,1.9323912647287558
25,15,20,40,6m-1m,3f_rev_oca_opm,2.008,81.61,40.64,1.857,64.18,34.56,1.9310245984968706
20,10,55,15,6m-1m,2f_rev_oca_70,2.216,89.89,40.56,1.681,59.88,35.62,1.9300507765341306
25,5,55,15,12m,3f_rev_oca_gp,2.197,90.17,41.04,1.694,60.62,35.78,1.929175471542182
10,5,65,20,6m,3f_rev_oca_opm,2.294,98.18,42.8,1.622,69.42,42.8,1.9289551575917985
20,10,50,20,12m,3f_rev_oca_gp,2.345,85.89,36.63,1.586,57.69,36.38,1.9285149727186461
25,10,30,35,6m-1m,3f_rev_oca_gp,2.26,83.34,36.88,1.645,57.31,34.84,1.9281338127837497
25,10,50,15,12m,2f_rev_oca_60,2.169,86.32,39.8,1.714,57.17,33.35,1.9281249959481361
15,5,40,40,6m-1m,2f_rev_oca_60,1.913,82.75,43.27,1.941,62.11,32.0,1.9269491430756547
10,5,40,45,12m-1m,2f_rev_oca_70,2.224,80.8,36.33,1.668,60.59,36.33,1.9260404980165915
25,15,25,35,12m,3f_rev_oca_opm,2.171,87.14,40.13,1.705,61.37,35.99,1.9239425667103476
20,15,20,45,12m,2f_rev_oca_60,2.204,85.0,38.57,1.679,64.78,38.57,1.9236725293042993
15,5,65,15,6m-1m,3f_rev_oca_opm,2.33,104.0,44.63,1.588,70.86,44.63,1.9235488036439317
20,0,45,35,6m,2f_rev_oca_70,2.408,88.83,36.89,1.536,56.67,36.89,1.92319733776854
10,15,60,15,6m,3f_rev_oca_gp,2.205,90.1,40.87,1.677,63.67,37.96,1.9229625581378333
10,10,40,40,6m-1m,3f_rev_oca_opm,2.015,77.09,38.27,1.834,59.92,32.66,1.9223709319483586
10,0,45,45,6m-1m,2f_rev_oca_70,2.203,82.92,37.64,1.677,55.71,33.22,1.9220902684317405
30,10,30,30,12m,2f_rev_oca_60,2.093,83.99,40.13,1.765,56.27,31.88,1.9220158688210667
20,10,35,35,12m-1m,3f_rev_oca_opm,2.213,85.21,38.5,1.669,64.25,38.5,1.921847288418099
25,0,30,45,12m-1m,3f_rev_oca_opm,2.201,87.46,39.74,1.678,62.37,37.17,1.9217903111421912
5,10,65,20,12m,3f_rev_oca_gp,2.218,89.93,40.54,1.665,64.45,38.72,1.9217101758589925
10,5,55,30,6m-1m,2f_rev_oca_60,2.122,84.75,39.95,1.739,59.01,33.93,1.9209783965469263
25,10,25,40,12m-1m,2f_rev_oca_60,2.18,83.08,38.1,1.692,59.41,35.11,1.9205624176266702
15,0,55,30,6m,2f_rev_oca_70,2.35,87.1,37.06,1.569,56.8,36.2,1.920195302566903
10,10,40,40,6m-1m,3f_rev_oca_gp,2.031,80.99,39.87,1.815,58.79,32.4,1.9199648434281291
15,0,40,45,6m-1m,3f_rev_oca_gp,2.281,88.39,38.75,1.615,62.58,38.75,1.9193267048629319
15,15,30,40,12m-1m,3f_rev_oca_opm,2.092,85.34,40.8,1.759,71.77,40.8,1.9182877782022176
25,0,60,15,6m-1m,3f_rev_oca_opm,2.347,96.81,41.25,1.564,64.54,41.25,1.915909183651459
20,15,40,25,6m-1m,2f_rev_oca_60,2.178,89.4,41.04,1.685,69.17,41.04,1.915706136128399
5,10,55,30,12m-1m,3f_rev_oca_gp,2.216,95.15,42.95,1.656,71.13,42.95,1.9156450610695082
15,10,40,35,12m-1m,3f_rev_oca_opm,2.259,87.17,38.59,1.624,62.69,38.59,1.9153631509455329
10,15,30,45,6m,2f_rev_oca_70,2.154,85.11,39.52,1.702,61.97,36.41,1.9147083328799714
25,10,30,35,12m-1m,3f_rev_oca_gp,2.161,78.6,36.37,1.693,57.58,34.0,1.9127396581866545
30,0,40,30,12m,2f_rev_oca_60,2.346,86.41,36.84,1.558,57.39,36.84,1.9118232135843525
20,10,25,45,12m-1m,2f_rev_oca_60,2.127,81.03,38.1,1.718,61.38,35.72,1.9115925298033574
15,0,40,45,6m-1m,2f_rev_oca_60,2.098,81.26,38.73,1.74,57.78,33.2,1.9106334028274496
0,10,45,45,12m,3f_rev_oca_opm,2.087,87.36,41.86,1.747,73.11,41.86,1.9094473022317218
5,10,40,45,6m-1m,2f_rev_oca_60,2.007,82.38,41.05,1.816,65.72,36.18,1.9091128829904218
15,15,40,30,6m-1m,2f_rev_oca_60,2.205,82.49,37.42,1.652,61.83,37.42,1.9085753849402962
25,10,25,40,12m,3f_rev_oca_gp,2.183,86.14,39.47,1.668,65.84,39.47,1.9082043915681568
25,10,35,30,6m,3f_rev_oca_opm,2.268,98.1,43.26,1.605,69.43,43.26,1.9079150924503951
10,5,45,40,12m,3f_rev_oca_opm,2.14,91.54,42.77,1.7,72.68,42.77,1.907354188398159
0,15,45,40,12m-1m,3f_rev_oca_gp,2.052,86.63,42.21,1.771,73.84,41.71,1.9063294573604008
15,5,60,20,6m-1m,2f_rev_oca_70,2.23,89.05,39.93,1.629,57.96,35.59,1.905956452807881
5,15,35,45,6m,2f_rev_oca_60,2.057,83.45,40.57,1.765,65.75,37.26,1.9054146530348715
25,10,35,30,6m-1m,2f_rev_oca_70,2.246,81.07,36.1,1.616,54.64,33.81,1.9051341160138833
25,0,35,40,12m,3f_rev_oca_gp,2.333,93.0,39.86,1.554,61.94,39.86,1.9040698516598598
15,15,25,45,12m-1m,3f_rev_oca_gp,2.087,79.54,38.1,1.735,62.91,36.26,1.9028780833253613
10,10,55,25,6m,2f_rev_oca_70,2.07,82.83,40.01,1.749,57.37,32.8,1.9027427571797508
10,15,35,40,6m-1m,2f_rev_oca_60,1.933,80.35,41.57,1.872,63.28,33.81,1.902255503343334
10,15,55,20,6m,2f_rev_oca_70,2.202,85.01,38.6,1.643,58.53,35.62,1.9020741310474731
5,15,50,30,6m,2f_rev_oca_70,2.25,90.38,40.17,1.607,64.55,40.17,1.9015125558354853
0,15,45,40,6m,2f_rev_oca_70,2.167,91.39,42.18,1.668,70.35,42.18,1.9011985693240987
10,15,30,45,12m,3f_rev_oca_gp,2.18,86.16,39.53,1.658,65.55,39.53,1.901168062008196
15,0,40,45,6m,2f_rev_oca_70,2.308,91.33,39.56,1.566,61.97,39.56,1.9011386062041873
20,10,25,45,12m,3f_rev_oca_gp,2.183,85.08,38.97,1.653,63.02,38.13,1.8996049589322512
5,10,40,45,12m,3f_rev_oca_opm,2.158,84.9,39.33,1.672,65.75,39.33,1.8995199393530988
25,15,40,20,12m,3f_rev_oca_gp,2.267,90.22,39.79,1.591,63.31,39.79,1.8991569182139743
25,5,35,35,12m-1m,3f_rev_oca_gp,2.258,86.03,38.1,1.597,57.26,35.85,1.8989539225584173
30,5,30,35,12m,2f_rev_oca_60,2.34,85.09,36.37,1.541,54.68,35.49,1.8989312783773928
10,10,60,20,6m-1m,2f_rev_oca_70,2.167,86.51,39.93,1.664,60.04,36.08,1.8989175864160086
5,15,35,45,12m-1m,2f_rev_oca_70,2.087,79.74,38.21,1.727,62.57,36.23,1.8984859757185464
10,0,55,35,6m,2f_rev_oca_70,2.323,93.82,40.39,1.551,62.66,40.39,1.8981498887074224
5,15,40,40,6m-1m,2f_rev_oca_70,2.243,81.65,36.4,1.603,58.37,36.4,1.89618801810369
15,10,60,15,12m,3f_rev_oca_opm,2.199,90.22,41.02,1.635,62.07,37.97,1.8961447729537952
