dV,dQ,dG,dM,d_mom,d_gs,dE,dX,dS,cal_78,cal_525,score
35,10,20,35,6m,2f_70,3,6,7,2.639,2.853,2.743914539485514
35,10,20,35,6m,2f_70,3,6,5,2.639,2.853,2.743914539485514
35,5,20,40,6m,2f_70,5,8,7,2.727,2.76,2.743450382274117
25,10,25,40,6m-1m,2f_80,5,8,7,2.808,2.68,2.7432535427845526
40,5,10,45,6m,2f_60,3,8,7,2.53,2.974,2.743031170074449
35,15,10,40,6m-1m,2f_80,5,10,7,2.611,2.879,2.741727375214392
40,0,5,55,6m-1m,2f_80,5,10,7,2.366,3.177,2.74167503544822
25,10,25,40,6m-1m,2f_70,3,8,7,2.239,3.356,2.7411829563164876
40,20,10,30,6m-1m,2f_60,5,10,7,2.755,2.727,2.7409642463921338
35,10,15,40,6m-1m,2f_70,5,10,7,2.638,2.847,2.740508347004256
20,5,20,55,6m-1m,2f_60,5,8,7,1.832,4.099,2.740322608745182
30,20,20,30,6m-1m,2f_60,3,8,7,3.054,2.458,2.7398416012609195
35,10,15,40,6m,2f_70,3,6,5,2.813,2.667,2.739027382119427
25,15,25,35,6m-1m,2f_70,3,6,5,3.097,2.421,2.7382178510848987
25,15,25,35,6m-1m,2f_70,3,6,7,3.097,2.421,2.7382178510848987
40,10,5,45,6m,2f_80,5,8,7,2.376,3.155,2.737933527315811
40,15,5,40,6m-1m,2f_60,5,10,7,2.677,2.8,2.737809343252375
35,10,10,45,6m,2f_60,3,6,7,2.465,3.034,2.7347413040359045
35,10,10,45,6m,2f_60,3,6,5,2.465,3.034,2.7347413040359045
35,10,15,40,6m,2f_80,3,6,5,2.824,2.647,2.7340680313408443
35,10,15,40,6m,2f_80,3,6,7,2.824,2.647,2.7340680313408443
40,5,10,45,6m-1m,2f_80,5,8,7,2.42,3.088,2.733671523793596
35,5,15,45,6m-1m,2f_60,3,6,5,2.488,3.001,2.7324875114078746
40,5,20,35,6m-1m,2f_60,3,8,7,2.52,2.959,2.730692219932521
20,5,25,50,6m-1m,2f_80,3,8,7,1.443,5.161,2.728978380273468
35,5,20,40,6m-1m,2f_80,5,10,7,2.633,2.828,2.728758692152899
40,5,15,40,6m-1m,2f_80,3,8,7,2.745,2.709,2.7269405934123316
40,5,5,50,6m-1m,2f_60,3,8,7,2.27,3.275,2.7265821095283376
20,10,20,50,6m-1m,2f_80,3,8,7,1.512,4.914,2.725796764250776
40,5,20,35,6m-1m,2f_70,3,6,5,2.565,2.896,2.725479774278283
30,5,25,40,6m-1m,2f_70,3,8,7,2.496,2.976,2.725453356783051
30,20,10,40,6m-1m,2f_60,5,10,7,2.597,2.86,2.7253293378966146
35,0,20,45,6m-1m,2f_60,3,8,7,2.009,3.697,2.725302368545553
40,0,15,45,6m-1m,2f_80,3,6,7,2.641,2.81,2.724189787808478
35,10,15,40,6m-1m,2f_70,3,8,7,2.657,2.792,2.723663709050734
40,0,25,35,6m,2f_80,3,8,7,2.571,2.884,2.7230064267276344
35,20,5,40,6m,2f_80,3,8,7,3.099,2.391,2.7220780664778887
30,15,20,35,6m-1m,2f_70,3,6,5,2.722,2.722,2.722
40,10,10,40,6m-1m,2f_70,3,8,7,2.719,2.725,2.7219983468033186
35,5,25,35,6m-1m,2f_70,5,10,7,2.697,2.747,2.7218851922886094
35,5,20,40,6m-1m,2f_70,3,6,5,2.354,3.144,2.72047348820017
40,5,20,35,6m-1m,2f_70,3,6,7,2.562,2.888,2.7201205855623383
30,15,20,35,6m-1m,2f_70,3,6,7,2.717,2.722,2.7194988508914655
40,5,10,45,6m,2f_70,5,8,7,2.351,3.144,2.7187394137724934
25,15,5,55,6m-1m,2f_60,3,8,7,1.482,4.975,2.7153176609744945
35,15,10,40,6m-1m,2f_80,5,8,7,2.605,2.829,2.714690590104147
25,20,5,50,6m-1m,2f_60,3,6,7,1.675,4.399,2.7144658774793986
25,20,5,50,6m-1m,2f_60,3,6,5,1.675,4.399,2.7144658774793986
25,10,25,40,6m-1m,2f_60,5,8,7,2.857,2.576,2.7128641691024638
20,5,20,55,6m-1m,2f_60,5,10,7,1.776,4.142,2.712230078735947
40,20,5,35,6m-1m,2f_70,3,6,5,2.9,2.536,2.71189970316013
35,10,15,40,6m-1m,2f_60,3,6,7,2.541,2.894,2.7117621577122133
40,0,10,50,6m,2f_60,5,10,7,2.276,3.23,2.7113612817180965
40,20,5,35,6m-1m,2f_70,3,6,7,2.898,2.536,2.710964404045173
25,5,20,50,6m-1m,2f_70,3,6,7,1.908,3.85,2.7103136349876555
25,5,20,50,6m-1m,2f_70,3,6,5,1.908,3.85,2.7103136349876555
40,15,5,40,6m-1m,2f_80,3,8,7,2.888,2.543,2.710015498110666
35,15,15,35,6m-1m,2f_60,5,8,7,2.744,2.674,2.70877389237271
35,0,20,45,6m-1m,2f_60,3,6,7,2.176,3.371,2.7083751586514007
30,5,25,40,6m,2f_70,5,8,7,2.773,2.644,2.7077318921931695
40,10,15,35,6m,2f_70,3,6,5,3.137,2.337,2.707613155530162
40,10,15,35,6m,2f_70,3,6,7,3.137,2.337,2.707613155530162
40,5,20,35,6m-1m,2f_70,5,10,7,2.637,2.78,2.7075560936017555
40,20,10,30,6m-1m,2f_80,5,10,7,2.695,2.719,2.7069734021596887
25,15,25,35,6m-1m,2f_60,3,8,7,2.993,2.446,2.7057121058974474
40,10,15,35,6m-1m,2f_60,3,8,7,2.873,2.548,2.705624512011968
20,15,25,40,6m-1m,2f_80,3,6,5,2.757,2.654,2.705009796655088
20,15,25,40,6m-1m,2f_80,3,6,7,2.757,2.654,2.705009796655088
30,15,15,40,6m-1m,2f_70,5,10,7,2.682,2.726,2.7039105014774436
40,20,10,30,6m,2f_80,3,8,7,2.938,2.487,2.703110430596575
40,5,10,45,6m-1m,2f_60,5,10,7,2.323,3.145,2.70293081672469
30,15,20,35,6m-1m,2f_70,3,8,7,2.643,2.763,2.7023339912009394
40,10,5,45,6m,2f_80,5,10,7,2.284,3.197,2.702211686748468
40,10,5,45,6m-1m,2f_80,5,8,7,2.58,2.83,2.702110286424298
30,5,15,50,6m-1m,2f_60,3,6,5,2.327,3.135,2.700952609728649
35,15,15,35,6m-1m,2f_70,3,6,7,2.983,2.443,2.6995312556071656
35,15,15,35,6m-1m,2f_70,3,6,5,2.983,2.443,2.6995312556071656
35,10,25,30,6m-1m,2f_70,3,8,7,2.914,2.5,2.6990739152531558
40,0,10,50,6m,2f_80,5,10,7,2.328,3.129,2.69894646112145
20,15,20,45,6m-1m,2f_60,3,6,7,2.41,3.022,2.6987070978525995
25,15,10,50,6m-1m,2f_80,3,6,5,1.565,4.652,2.6982179304125897
30,20,20,30,6m-1m,2f_60,3,6,7,2.951,2.467,2.698169194101808
40,0,20,40,6m,2f_60,3,8,7,2.048,3.554,2.697886580269823
40,5,5,50,6m,2f_80,5,10,7,2.44,2.983,2.697873236458674
40,10,10,40,6m,2f_60,5,8,7,2.504,2.904,2.696593406503843
25,15,10,50,6m-1m,2f_70,3,8,7,1.489,4.882,2.6961635707056053
35,5,15,45,6m,2f_80,5,8,7,2.639,2.754,2.6958868670624883
20,10,20,50,6m-1m,2f_80,3,6,7,1.503,4.831,2.6946229791939356
35,0,20,45,6m-1m,2f_60,3,6,5,2.167,3.35,2.694336653055813
40,15,5,40,6m-1m,2f_70,5,10,7,2.645,2.744,2.6940452854397234
40,0,15,45,6m-1m,2f_80,3,6,5,2.617,2.773,2.6938710065628606
25,15,10,50,6m-1m,2f_80,3,6,7,1.564,4.635,2.6924227008402672
30,5,15,50,6m-1m,2f_60,3,6,7,2.321,3.123,2.692300689001881
35,10,15,40,6m-1m,2f_60,3,6,5,2.526,2.869,2.6920427188289566
35,0,25,40,6m-1m,2f_80,5,8,7,2.723,2.66,2.6913156633884476
20,0,25,55,6m-1m,2f_70,5,10,7,1.866,3.881,2.6910863977211883
40,5,10,45,6m-1m,2f_80,5,10,7,2.323,3.114,2.6895765465961365
35,5,20,40,6m,2f_80,3,6,7,2.39,3.024,2.6883749738457245
35,5,20,40,6m,2f_80,3,6,5,2.39,3.024,2.6883749738457245
40,20,5,35,6m,2f_60,3,8,7,2.914,2.479,2.6877138984646414
35,10,5,50,6m-1m,2f_60,3,6,7,2.817,2.563,2.6870003721622373
35,10,5,50,6m-1m,2f_60,3,6,5,2.817,2.563,2.6870003721622373
40,20,5,35,6m,2f_60,5,10,7,2.694,2.68,2.686990882009092
35,15,10,40,6m-1m,2f_70,5,10,7,2.577,2.801,2.686666521918937
35,10,10,45,6m,2f_80,5,10,7,2.512,2.872,2.6859754280335477
30,15,5,50,6m-1m,2f_70,3,8,7,2.486,2.902,2.685958301984601
20,10,20,50,6m-1m,2f_80,3,6,5,1.493,4.831,2.6856438706574632
35,10,15,40,6m,2f_70,5,8,7,2.49,2.895,2.6848742987335554
40,10,5,45,6m,2f_70,5,8,7,2.342,3.076,2.6840253352008436
35,0,25,40,6m-1m,2f_70,5,10,7,2.569,2.804,2.68392920920057
40,10,10,40,6m-1m,2f_80,3,6,7,2.641,2.727,2.68365552931072
40,5,10,45,6m,2f_60,5,10,7,2.271,3.17,2.683108272135137
35,15,10,40,6m,2f_70,5,8,7,2.69,2.676,2.6829908684153216
40,20,10,30,6m,2f_80,5,10,7,2.594,2.774,2.6824906337208336
20,10,25,45,6m-1m,2f_70,5,10,7,2.667,2.698,2.682455218638328
30,10,15,45,6m,2f_60,3,6,5,2.542,2.83,2.6821372075268632
30,10,15,45,6m,2f_60,3,6,7,2.542,2.83,2.6821372075268632
40,20,5,35,6m,2f_80,3,8,7,2.896,2.484,2.6821006692516223
40,0,25,35,6m,2f_70,3,8,7,2.507,2.864,2.6795611581003334
40,5,20,35,6m,2f_70,3,8,7,2.631,2.729,2.6795520147965033
35,5,25,35,6m-1m,2f_60,5,8,7,2.661,2.697,2.6789395289927693
40,10,10,40,6m,2f_70,5,8,7,2.529,2.837,2.6785766742805777
20,15,20,45,6m-1m,2f_60,3,6,5,2.395,2.995,2.6782503617100475
40,0,25,35,6m-1m,2f_70,3,8,7,2.499,2.87,2.6780832698032375
30,5,15,50,6m-1m,2f_60,3,8,7,2.084,3.441,2.6778805051756884
40,20,5,35,6m-1m,2f_60,3,6,5,2.829,2.534,2.6774401954105342
40,20,5,35,6m-1m,2f_60,3,6,7,2.827,2.534,2.6764936017110146
30,10,25,35,6m-1m,2f_80,3,8,7,2.646,2.706,2.675831833281008
40,10,10,40,6m-1m,2f_70,5,10,7,2.473,2.895,2.6756933680823742
25,20,15,40,6m-1m,2f_60,5,10,7,2.702,2.647,2.6743586146962413
35,10,10,45,6m,2f_80,5,8,7,2.483,2.88,2.6741428533270244
20,20,20,40,6m-1m,2f_70,5,10,7,2.709,2.639,2.673770932596882
40,15,5,40,6m-1m,2f_60,3,8,7,2.825,2.528,2.672377218882095
35,5,20,40,6m,2f_70,5,10,7,2.678,2.664,2.670990827389716
20,15,25,40,6m-1m,2f_70,3,6,5,2.707,2.635,2.6707573832154803
20,15,25,40,6m-1m,2f_70,3,6,7,2.707,2.635,2.6707573832154803
35,10,15,40,6m-1m,2f_80,3,6,7,2.629,2.712,2.6701775221883657
35,10,10,45,6m-1m,2f_70,5,10,7,2.528,2.82,2.6700112359314145
35,10,20,35,6m-1m,2f_60,5,8,7,2.467,2.889,2.66967469928454
40,20,5,35,6m,2f_70,3,8,7,2.899,2.455,2.667779038826117
20,10,15,55,6m-1m,2f_80,5,10,7,2.035,3.497,2.667657211862124
20,20,20,40,6m-1m,2f_80,5,10,7,2.753,2.582,2.666129404211281
30,20,20,30,6m-1m,2f_60,3,6,5,2.933,2.422,2.6652815986308087
30,15,15,40,6m-1m,2f_60,5,10,7,2.628,2.703,2.6652361996641125
35,10,20,35,6m-1m,2f_60,3,8,7,2.589,2.743,2.664887802516271
25,15,5,55,6m-1m,2f_70,3,6,7,1.558,4.556,2.664253741669513
25,15,5,55,6m-1m,2f_70,3,6,5,1.558,4.556,2.664253741669513
40,5,5,50,6m,2f_60,5,8,7,2.494,2.846,2.6641929359564034
40,0,20,40,6m-1m,2f_60,5,8,7,2.53,2.804,2.6634789280187667
35,10,20,35,6m-1m,2f_60,3,6,7,2.646,2.681,2.6634425092349936
35,20,5,40,6m-1m,2f_60,3,6,5,2.802,2.53,2.6625288730828816
35,20,5,40,6m-1m,2f_60,3,6,7,2.802,2.53,2.6625288730828816
20,15,15,50,6m-1m,2f_80,3,8,7,1.5,4.726,2.6625176055755952
25,20,10,45,6m-1m,2f_80,5,8,7,2.591,2.736,2.6625130985593293
40,5,15,40,6m-1m,2f_80,5,10,7,2.534,2.797,2.6622543079127508
35,15,15,35,6m-1m,2f_80,5,8,7,2.67,2.651,2.6604830388483967
40,5,20,35,6m-1m,2f_60,3,6,7,2.639,2.682,2.6604131258133576
40,0,5,55,6m-1m,2f_60,5,10,7,2.287,3.093,2.6596411412068357
25,20,15,40,6m-1m,2f_60,5,8,7,2.687,2.631,2.658852572069388
40,5,20,35,6m-1m,2f_60,3,6,5,2.635,2.682,2.6583961330095254
25,5,25,45,6m-1m,2f_80,3,6,5,2.199,3.213,2.658079569915092
25,5,25,45,6m-1m,2f_80,3,6,7,2.199,3.213,2.658079569915092
40,0,20,40,6m,2f_70,5,10,7,2.835,2.492,2.657972911825852
35,0,25,40,6m-1m,2f_70,5,8,7,2.57,2.748,2.657510112868811
40,10,20,30,6m,2f_60,3,6,5,2.824,2.5,2.6570660511172846
40,10,20,30,6m,2f_60,3,6,7,2.824,2.5,2.6570660511172846
40,0,20,40,6m,2f_70,3,8,7,2.129,3.313,2.655819459225344
40,15,5,40,6m,2f_80,5,10,7,2.527,2.791,2.6557215592000607
35,10,10,45,6m-1m,2f_60,5,8,7,2.535,2.78,2.6546751213660778
40,0,10,50,6m-1m,2f_70,3,6,7,1.7,4.143,2.653883946219201
40,0,10,50,6m-1m,2f_70,3,6,5,1.7,4.143,2.653883946219201
40,15,5,40,6m-1m,2f_70,3,8,7,2.805,2.51,2.6534034747847905
40,10,10,40,6m-1m,2f_80,3,6,5,2.617,2.688,2.6522624304544227
25,5,15,55,6m-1m,2f_70,5,8,7,1.77,3.97,2.6508300586797335
25,10,25,40,6m-1m,2f_70,5,10,7,2.738,2.566,2.650605213908703
20,20,5,55,6m-1m,2f_80,5,10,7,1.869,3.758,2.6502267827489785
25,15,5,55,6m-1m,2f_70,3,8,7,1.438,4.88,2.6490451109786712
25,5,15,55,6m-1m,2f_60,5,10,7,1.769,3.966,2.648745740912102
35,10,20,35,6m-1m,2f_60,3,6,5,2.633,2.664,2.648454643749823
25,10,25,40,6m-1m,2f_60,5,10,7,2.745,2.555,2.648296622359361
35,10,10,45,6m,2f_70,5,8,7,2.473,2.836,2.6482877487161396
40,5,10,45,6m,2f_80,5,8,7,2.32,3.023,2.6482749102009784
20,10,15,55,6m-1m,2f_60,5,10,7,1.978,3.545,2.648020015030098
35,10,15,40,6m,2f_70,3,8,7,2.851,2.459,2.64775546453973
35,15,10,40,6m-1m,2f_70,5,8,7,2.57,2.727,2.6473363972113555
30,10,20,40,6m-1m,2f_80,3,8,7,2.624,2.67,2.6469000736710857
40,10,15,35,6m,2f_70,3,8,7,3.019,2.319,2.6459518136201954
40,5,5,50,6m,2f_70,5,10,7,2.324,3.009,2.644412222025908
20,20,20,40,6m-1m,2f_80,3,8,7,2.575,2.715,2.644073561760338
40,5,10,45,6m,2f_80,3,6,5,2.414,2.892,2.6422127090754826
40,15,5,40,6m-1m,2f_80,5,10,7,2.596,2.689,2.6420908387108875
40,5,10,45,6m,2f_80,3,6,7,2.413,2.89,2.640751786897057
40,5,20,35,6m-1m,2f_70,3,8,7,2.449,2.847,2.6405118821925417
30,0,25,45,6m,2f_60,5,8,7,2.563,2.72,2.6403333122922192
40,5,15,40,6m,2f_80,5,10,7,2.667,2.611,2.638851454705247
35,10,15,40,6m-1m,2f_80,3,6,5,2.603,2.675,2.6387544410194748
30,0,25,45,6m,2f_70,5,8,7,2.678,2.6,2.6387118069239768
40,5,10,45,6m,2f_80,5,10,7,2.31,3.013,2.6381868773837835
35,0,25,40,6m-1m,2f_60,3,8,7,2.148,3.24,2.638090218320822
35,10,20,35,6m-1m,2f_80,5,10,7,2.647,2.629,2.637984647415523
35,5,20,40,6m,2f_80,3,8,7,2.393,2.908,2.637962092221948
35,10,20,35,6m-1m,2f_70,5,10,7,2.588,2.688,2.637526113614802
40,5,15,40,6m,2f_60,5,8,7,2.634,2.64,2.636998293514806
35,0,20,45,6m,2f_80,3,8,7,1.537,4.524,2.6369277578272787
30,5,20,45,6m,2f_60,5,8,7,2.73,2.544,2.6353595580110127
35,0,25,40,6m,2f_80,3,8,7,2.233,3.109,2.6348428795660666
35,5,25,35,6m-1m,2f_60,5,10,7,2.62,2.649,2.634460096490361
35,20,5,40,6m,2f_60,5,10,7,2.598,2.67,2.6337539748427528
35,10,15,40,6m,2f_60,3,8,7,2.895,2.395,2.633158749487011
35,20,5,40,6m-1m,2f_80,3,8,7,2.739,2.531,2.632946828175609
35,10,5,50,6m-1m,2f_80,3,6,7,2.53,2.74,2.6329071385067877
35,10,5,50,6m-1m,2f_80,3,6,5,2.53,2.74,2.6329071385067877
35,0,25,40,6m-1m,2f_60,3,6,7,2.257,3.07,2.6322974755904776
35,5,10,50,6m-1m,2f_70,3,6,7,2.676,2.589,2.632140573753613
40,10,10,40,6m-1m,2f_80,5,10,7,2.497,2.774,2.631858278859255
35,10,10,45,6m-1m,2f_80,5,10,7,2.44,2.838,2.6314862720523546
25,10,15,50,6m-1m,2f_70,3,6,7,1.421,4.872,2.6311807235535913
35,5,10,50,6m-1m,2f_70,3,6,5,2.673,2.589,2.6306647448886373
40,10,15,35,6m-1m,2f_80,5,8,7,2.611,2.65,2.630427721873384
40,10,5,45,6m,2f_60,5,8,7,2.356,2.935,2.6296121387003066
35,10,5,50,6m-1m,2f_60,5,10,7,2.312,2.99,2.629235630368644
40,20,10,30,6m,2f_70,3,8,7,2.895,2.387,2.628757310974142
35,5,20,40,6m,2f_70,3,6,7,2.358,2.929,2.6280376709628803
35,15,15,35,6m-1m,2f_80,5,10,7,2.64,2.616,2.6279726025969143
40,5,10,45,6m,2f_80,3,8,7,2.361,2.925,2.6279126697818556
40,5,15,40,6m-1m,2f_80,3,6,7,2.679,2.576,2.6269952417162847
30,20,20,30,6m-1m,2f_70,3,8,7,2.887,2.39,2.6267717830066624
35,10,5,50,6m-1m,2f_80,5,10,7,2.34,2.948,2.6264653053105422
35,15,5,45,6m-1m,2f_60,5,8,7,2.509,2.748,2.625782169183118
35,15,15,35,6m-1m,2f_60,5,10,7,2.665,2.587,2.6257103800686017
25,15,20,40,6m-1m,2f_60,5,8,7,2.721,2.533,2.6253176950609234
25,10,15,50,6m-1m,2f_70,3,6,5,1.418,4.86,2.6251628520912758
40,5,10,45,6m,2f_60,5,8,7,2.235,3.082,2.6245513902379582
40,15,5,40,6m,2f_70,5,8,7,2.586,2.661,2.6232319760173706
30,5,20,45,6m,2f_60,5,10,7,2.727,2.523,2.623017537112552
30,5,25,40,6m-1m,2f_80,5,10,7,2.603,2.643,2.622923750321385
35,5,20,40,6m,2f_60,3,6,7,2.143,3.208,2.6219733026863565
20,10,20,50,6m-1m,2f_70,3,8,7,1.37,5.018,2.6219572841676886
25,20,15,40,6m,2f_70,3,6,7,2.82,2.434,2.619900761479335
25,20,15,40,6m,2f_70,3,6,5,2.82,2.434,2.619900761479335
30,15,25,30,6m-1m,2f_70,3,6,7,2.493,2.751,2.618824736403717
35,10,20,35,6m,2f_60,3,6,5,2.683,2.556,2.6187302266556594
35,10,20,35,6m,2f_60,3,6,7,2.683,2.556,2.6187302266556594
30,10,20,40,6m-1m,2f_60,3,8,7,2.194,3.125,2.6184441945552326
35,0,25,40,6m-1m,2f_60,3,6,5,2.244,3.052,2.616999808941529
35,20,10,35,6m-1m,2f_80,3,8,7,2.758,2.483,2.6168901390772983
25,5,20,50,6m-1m,2f_80,5,8,7,1.906,3.592,2.616553458272924
20,0,25,55,6m-1m,2f_70,5,8,7,1.849,3.702,2.616294708170316
35,10,10,45,6m,2f_70,5,10,7,2.444,2.8,2.6159510698787924
40,5,15,40,6m-1m,2f_70,3,6,7,2.596,2.636,2.6159235462834154
35,20,10,35,6m,2f_60,3,6,5,2.988,2.29,2.615821094799872
35,20,10,35,6m,2f_60,3,6,7,2.988,2.29,2.615821094799872
35,10,25,30,6m-1m,2f_70,3,6,7,2.751,2.487,2.615671424319194
40,15,5,40,6m,2f_70,5,10,7,2.504,2.731,2.6150380494363747
35,10,25,30,6m-1m,2f_70,3,6,5,2.753,2.482,2.6139904360957407
40,15,5,40,6m-1m,2f_80,3,6,7,2.773,2.464,2.6139380252791
40,15,5,40,6m-1m,2f_80,3,6,5,2.773,2.464,2.6139380252791
40,15,10,35,6m-1m,2f_80,5,8,7,2.607,2.62,2.6134919169570816
30,15,5,50,6m-1m,2f_60,3,8,7,2.433,2.804,2.611921132040552
40,15,10,35,6m,2f_70,3,6,7,2.812,2.426,2.611879017106267
40,15,10,35,6m,2f_70,3,6,5,2.812,2.426,2.611879017106267
40,10,15,35,6m-1m,2f_70,3,8,7,2.699,2.527,2.611584385004628
40,15,5,40,6m,2f_80,5,8,7,2.57,2.653,2.6111702357372257
40,10,20,30,6m-1m,2f_60,3,6,5,2.769,2.462,2.6109917655940627
35,20,5,40,6m-1m,2f_80,3,6,5,2.742,2.486,2.6108642247347906
25,15,15,45,6m,2f_80,5,8,7,2.58,2.641,2.610321819239919
30,5,20,45,6m-1m,2f_60,3,6,7,2.417,2.817,2.609346469903911
25,5,25,45,6m-1m,2f_80,3,8,7,2.006,3.394,2.6092841930307245
35,5,20,40,6m,2f_80,5,10,7,2.686,2.534,2.608893251936537
35,20,5,40,6m-1m,2f_80,3,6,7,2.737,2.486,2.608482700728529
40,10,5,45,6m-1m,2f_60,5,10,7,2.368,2.873,2.608306730428766
20,15,25,40,6m-1m,2f_70,3,8,7,2.514,2.706,2.608233885218118
35,10,5,50,6m,2f_60,3,8,7,2.242,3.033,2.6076782777022167
40,15,10,35,6m,2f_70,5,10,7,2.571,2.644,2.6072445224796237
40,15,10,35,6m,2f_60,5,8,7,2.56,2.654,2.606576298518806
40,0,25,35,6m,2f_80,3,6,5,2.466,2.755,2.6064976501044463
35,0,25,40,6m,2f_80,3,6,5,2.266,2.998,2.6064282073366227
35,0,25,40,6m,2f_80,3,6,7,2.266,2.998,2.6064282073366227
35,10,15,40,6m-1m,2f_70,3,6,7,2.556,2.657,2.606010744413768
35,10,10,45,6m,2f_60,5,8,7,2.606,2.603,2.604499568055253
30,20,15,35,6m-1m,2f_80,5,8,7,2.588,2.621,2.604447734165537
25,10,25,40,6m-1m,2f_80,3,8,7,2.063,3.28,2.6012766096668765
35,5,20,40,6m,2f_70,3,6,5,2.339,2.892,2.600843709260516
40,10,20,30,6m-1m,2f_60,3,8,7,2.767,2.444,2.600489953835623
30,10,20,40,6m-1m,2f_80,3,6,7,2.592,2.608,2.5999876922785616
35,15,10,40,6m,2f_70,5,10,7,2.49,2.714,2.5995884289633238
40,10,10,40,6m-1m,2f_60,5,10,7,2.387,2.831,2.5995378435406553
35,15,5,45,6m,2f_60,3,6,5,2.728,2.477,2.5994722541315958
40,0,25,35,6m,2f_80,3,6,7,2.452,2.755,2.5990883016934996
40,10,20,30,6m,2f_70,3,6,5,2.841,2.376,2.598117780240149
30,15,20,35,6m-1m,2f_60,3,6,5,2.351,2.871,2.5980225172234364
40,20,5,35,6m,2f_60,3,6,7,2.8,2.41,2.597691282658507
40,20,5,35,6m,2f_60,3,6,5,2.8,2.41,2.597691282658507
40,10,20,30,6m,2f_70,3,6,7,2.84,2.376,2.597660485898802
40,0,15,45,6m-1m,2f_60,3,8,7,2.223,3.035,2.5974612605388363
40,20,5,35,6m,2f_70,5,8,7,2.612,2.583,2.597459528077387
30,0,25,45,6m,2f_60,5,10,7,2.513,2.683,2.5966091350066534
35,10,15,40,6m,2f_80,3,8,7,2.682,2.513,2.596125189585433
30,20,5,45,6m,2f_70,3,8,7,2.667,2.527,2.596056432360437
40,5,15,40,6m-1m,2f_80,3,6,5,2.654,2.539,2.595863247553692
30,15,20,35,6m-1m,2f_60,3,6,7,2.347,2.871,2.595811433829507
35,20,5,40,6m,2f_70,5,10,7,2.55,2.638,2.5936268043031943
40,10,20,30,6m,2f_80,3,8,7,2.792,2.408,2.592901077943391
35,10,5,50,6m-1m,2f_60,3,8,7,2.618,2.568,2.592879480423261
40,20,5,35,6m,2f_80,3,6,5,2.775,2.422,2.592498794599527
40,20,5,35,6m,2f_80,3,6,7,2.775,2.422,2.592498794599527
20,5,25,50,6m-1m,2f_70,3,6,7,1.565,4.294,2.59231749598694
20,5,25,50,6m-1m,2f_70,3,6,5,1.565,4.294,2.59231749598694
25,20,20,35,6m-1m,2f_80,5,8,7,2.759,2.435,2.5919423218891273
40,5,15,40,6m,2f_70,5,8,7,2.542,2.642,2.5915177020425695
40,20,10,30,6m,2f_80,5,8,7,2.588,2.595,2.5914976365028775
40,20,5,35,6m,2f_70,3,6,7,2.797,2.399,2.5903673484662364
40,20,5,35,6m,2f_70,3,6,5,2.797,2.399,2.5903673484662364
35,10,25,30,6m-1m,2f_60,5,8,7,2.654,2.528,2.590233966266368
40,20,5,35,6m,2f_80,5,8,7,2.633,2.548,2.5901513469293644
30,0,25,45,6m-1m,2f_80,3,8,7,2.359,2.842,2.5892620570347837
35,15,5,45,6m,2f_60,3,6,7,2.715,2.467,2.58803110491354
40,5,15,40,6m-1m,2f_70,3,6,5,2.573,2.601,2.5869621180063693
35,10,5,50,6m-1m,2f_70,5,10,7,2.276,2.94,2.5867817843799656
40,10,5,45,6m-1m,2f_70,5,10,7,2.347,2.851,2.5867541437098347
40,20,10,30,6m-1m,2f_60,5,8,7,2.61,2.562,2.585888628692272
40,5,10,45,6m-1m,2f_80,3,6,5,2.557,2.615,2.5858373885455364
20,20,10,50,6m-1m,2f_70,5,8,7,2.451,2.728,2.58579349523507
25,15,20,40,6m-1m,2f_60,3,8,7,2.722,2.455,2.5850551251375666
40,5,15,40,6m-1m,2f_60,3,6,7,2.589,2.58,2.5844960824114245
25,5,15,55,6m-1m,2f_70,5,10,7,1.624,4.113,2.5844751885053956
25,15,10,50,6m-1m,2f_60,3,8,7,1.462,4.568,2.5842631444959316
40,15,10,35,6m,2f_80,5,8,7,2.486,2.686,2.584065788636195
40,5,10,45,6m-1m,2f_80,3,6,7,2.553,2.615,2.583814041296316
35,10,15,40,6m-1m,2f_80,5,8,7,2.544,2.624,2.58369038392761
30,10,15,45,6m-1m,2f_80,3,6,5,2.469,2.703,2.5833518924064527
20,20,20,40,6m-1m,2f_60,5,8,7,2.62,2.546,2.5827349844689835
25,20,20,35,6m-1m,2f_70,5,8,7,2.728,2.445,2.582626569986455
35,5,20,40,6m-1m,2f_80,5,8,7,2.509,2.656,2.581453853935801
30,0,25,45,6m-1m,2f_60,5,10,7,2.491,2.675,2.5813610750919755
40,5,15,40,6m,2f_70,5,10,7,2.535,2.627,2.5805900488066675
25,15,15,45,6m-1m,2f_80,3,8,7,1.631,4.081,2.5799439916401288
35,10,10,45,6m,2f_60,5,10,7,2.554,2.605,2.579373955051884
30,5,20,45,6m-1m,2f_60,3,6,5,2.394,2.779,2.5793266563194357
35,5,15,45,6m,2f_60,3,8,7,2.192,3.035,2.5792867231077667
30,10,15,45,6m,2f_70,3,8,7,2.343,2.835,2.577286363600289
25,20,10,45,6m-1m,2f_60,5,8,7,2.307,2.878,2.576731650754498
35,10,15,40,6m-1m,2f_70,3,6,5,2.533,2.621,2.576624342041346
35,10,5,50,6m-1m,2f_80,5,8,7,2.494,2.66,2.5756630214373932
