dV,dQ,dG,dM,d_mom,d_gs,dE,dX,dS,cal_78,cal_525,score
25,15,5,55,6m,2f_60,3,6,7,1.291,3.228,2.0414083373984733
30,10,5,55,6m-1m,2f_60,3,6,5,1.59,2.619,2.040639605613887
30,10,5,55,6m-1m,2f_60,3,6,7,1.589,2.618,2.0396082957273927
30,0,20,50,6m,2f_70,3,6,7,1.306,3.184,2.0391919968458097
30,5,10,55,6m-1m,2f_70,3,8,7,1.452,2.861,2.0381785986512564
35,15,20,30,6m,2f_80,3,6,7,2.275,1.826,2.038173201668592
30,5,15,50,6m-1m,2f_70,3,6,5,1.258,3.301,2.0378071547621968
30,5,15,50,6m-1m,2f_70,3,6,7,1.258,3.301,2.0378071547621968
40,0,5,55,6m-1m,2f_60,3,8,7,1.274,3.259,2.0376373573332422
35,5,25,35,6m,2f_70,3,8,7,1.896,2.188,2.03677391970734
35,15,20,30,6m,2f_80,3,6,5,2.272,1.822,2.0345967659465107
25,5,15,55,6m,2f_60,5,10,7,1.565,2.64,2.032633759436264
30,5,10,55,6m-1m,2f_70,3,6,7,1.387,2.976,2.031677139705027
30,5,10,55,6m-1m,2f_70,3,6,5,1.387,2.976,2.031677139705027
20,20,10,50,6m-1m,2f_60,3,8,7,1.172,3.521,2.031406409362735
20,20,20,40,6m,2f_70,3,6,5,1.431,2.882,2.030798365175627
20,20,20,40,6m,2f_70,3,6,7,1.431,2.882,2.030798365175627
30,10,5,55,6m,2f_70,5,8,7,1.458,2.827,2.0302132892876057
25,10,20,45,6m,2f_70,3,8,7,1.555,2.649,2.0295800058140108
30,0,20,50,6m,2f_70,3,6,5,1.293,3.184,2.029017496228162
30,5,10,55,6m-1m,2f_60,3,8,7,1.498,2.748,2.0289169524650337
35,15,15,35,6m,2f_80,3,8,7,2.355,1.746,2.0277647792581863
25,15,5,55,6m,2f_60,5,10,7,1.559,2.637,2.0275805779302583
40,0,5,55,6m,2f_60,3,6,7,1.271,3.231,2.0264750183508307
20,15,25,40,6m,2f_70,3,8,7,1.427,2.874,2.025141476539355
25,0,25,50,6m,2f_70,3,8,7,1.178,3.47,2.0217962310777016
20,15,10,55,6m,2f_60,3,6,5,1.404,2.909,2.020949281897
20,15,15,50,6m,2f_80,5,8,7,1.544,2.645,2.020861202556969
40,0,25,35,6m,2f_80,5,10,7,2.129,1.918,2.0207478813548216
30,0,15,55,6m-1m,2f_70,3,8,7,1.151,3.54,2.018548983799997
35,20,15,30,6m-1m,2f_60,5,10,7,2.054,1.983,2.018187800973933
25,0,25,50,6m,2f_70,5,10,7,1.568,2.597,2.017943507633452
25,0,20,55,6m,2f_60,5,8,7,1.536,2.651,2.0179038629231076
25,10,15,50,6m,2f_80,5,10,7,1.739,2.341,2.0176716779496116
30,15,25,30,6m,2f_80,3,6,7,2.177,1.866,2.0155103572048447
25,0,25,50,6m,2f_70,5,8,7,1.619,2.509,2.015458012462676
30,20,10,40,6m,2f_80,5,10,7,2.015,2.014,2.0144999379498625
30,15,15,40,6m,2f_60,3,6,5,2.264,1.792,2.0142214376775955
40,0,5,55,6m,2f_60,3,6,5,1.264,3.209,2.0139950347505824
20,20,10,50,6m,2f_70,3,8,7,1.431,2.832,2.013105064322277
30,10,15,45,6m,2f_70,5,8,7,2.03,1.996,2.0129282153122103
30,15,20,35,6m,2f_70,5,8,7,2.171,1.856,2.0073305657016234
30,10,25,35,6m,2f_80,5,10,7,2.14,1.882,2.0068582411321434
30,15,5,50,6m-1m,2f_80,3,8,7,1.386,2.905,2.0065717031793304
25,20,20,35,6m,2f_80,3,8,7,2.113,1.902,2.0047259164284776
25,15,10,50,6m,2f_60,5,8,7,1.602,2.508,2.0044490514852202
30,10,15,45,6m,2f_60,5,8,7,2.052,1.958,2.0044490514852202
25,15,5,55,6m,2f_80,3,8,7,1.3,3.09,2.00424549394529
25,0,25,50,6m,2f_70,3,6,7,1.206,3.329,2.00369009579825
25,0,25,50,6m,2f_70,3,6,5,1.206,3.329,2.00369009579825
25,5,15,55,6m-1m,2f_70,3,6,7,1.161,3.458,2.0036811123529614
25,5,15,55,6m,2f_60,5,8,7,1.491,2.692,2.0034400415285707
25,0,25,50,6m,2f_80,5,8,7,1.68,2.388,2.002957812835807
35,5,5,55,6m,2f_70,3,8,7,1.214,3.304,2.002762092710964
20,15,20,45,6m,2f_60,5,8,7,2.038,1.968,2.0026941853413365
35,20,5,40,6m,2f_70,3,6,5,2.27,1.766,2.002203785832002
35,20,5,40,6m,2f_70,3,6,7,2.27,1.766,2.002203785832002
40,5,20,35,6m,2f_80,5,8,7,2.066,1.94,2.0020089909888017
40,10,20,30,6m,2f_70,5,8,7,2.065,1.94,2.00152441903665
20,15,15,50,6m-1m,2f_60,3,8,7,1.119,3.577,2.0006656392311037
25,5,15,55,6m-1m,2f_70,3,6,5,1.159,3.449,1.9993476436077844
30,0,25,45,6m,2f_80,3,8,7,1.222,3.267,1.9980675664251195
25,10,10,55,6m,2f_80,5,10,7,1.526,2.616,1.9980030030007463
30,5,25,40,6m,2f_70,3,6,5,2.016,1.977,1.9964047685777553
30,10,5,55,6m-1m,2f_70,3,6,7,1.569,2.538,1.9955254947005812
30,10,5,55,6m-1m,2f_70,3,6,5,1.569,2.538,1.9955254947005812
25,20,20,35,6m,2f_60,3,6,7,2.114,1.883,1.9951596427353877
30,15,25,30,6m,2f_60,3,6,5,2.15,1.849,1.9938279765315763
30,15,25,30,6m,2f_60,3,6,7,2.15,1.849,1.9938279765315763
40,15,15,30,6m,2f_80,5,8,7,2.039,1.949,1.9934921620111778
30,0,20,50,6m,2f_60,5,8,7,1.696,2.341,1.9925701995161926
30,5,25,40,6m,2f_70,3,6,7,2.012,1.971,1.9913944862834185
30,15,15,40,6m,2f_60,3,6,7,2.241,1.768,1.990499434815293
30,10,15,45,6m,2f_60,5,10,7,2.019,1.961,1.989788682247439
20,15,10,55,6m,2f_60,3,6,7,1.361,2.909,1.989761040929287
25,15,25,35,6m,2f_70,3,6,5,2.0,1.977,1.9884667460131185
25,20,20,35,6m,2f_60,3,6,5,2.107,1.876,1.9881478818236837
30,0,20,50,6m,2f_80,3,6,7,1.305,3.027,1.9875198112220165
25,5,15,55,6m-1m,2f_60,3,8,7,1.163,3.395,1.9870543525530449
30,0,20,50,6m,2f_80,3,6,5,1.303,3.027,1.9859962235613642
30,10,25,35,6m,2f_70,3,8,7,1.968,1.999,1.9834394369377655
25,0,25,50,6m,2f_60,5,8,7,1.708,2.303,1.983311372427436
20,0,25,55,6m-1m,2f_60,3,6,5,1.229,3.199,1.9828189529051814
20,0,25,55,6m-1m,2f_60,3,6,7,1.229,3.199,1.9828189529051814
35,0,15,50,6m-1m,2f_70,3,6,7,1.39,2.828,1.982654785886842
35,0,15,50,6m-1m,2f_70,3,6,5,1.39,2.828,1.982654785886842
25,15,25,35,6m,2f_70,3,6,7,1.987,1.977,1.9819936932291182
40,5,25,30,6m-1m,2f_80,5,8,7,2.038,1.926,1.9812087219674759
35,15,15,35,6m,2f_60,5,8,7,2.077,1.888,1.9802464493087721
35,10,25,30,6m,2f_70,3,6,7,2.041,1.918,1.9785444144623086
35,15,20,30,6m,2f_60,3,8,7,2.202,1.777,1.9781188033078296
35,10,25,30,6m,2f_70,3,6,5,2.041,1.917,1.9780285640000248
25,5,15,55,6m,2f_80,5,8,7,1.624,2.408,1.9775216812970724
25,5,20,50,6m,2f_60,5,8,7,1.452,2.69,1.9763299319698622
40,5,25,30,6m-1m,2f_80,5,10,7,2.051,1.904,1.9761335987225155
30,15,20,35,6m,2f_60,5,8,7,2.131,1.83,1.9747734047226786
20,20,20,40,6m-1m,2f_60,3,6,7,2.082,1.872,1.9742097153038225
20,20,20,40,6m-1m,2f_60,3,6,5,2.082,1.872,1.9742097153038225
30,15,20,35,6m,2f_70,3,8,7,2.058,1.893,1.9737765831015424
25,15,10,50,6m,2f_80,5,10,7,1.396,2.79,1.9735348996154083
30,20,10,40,6m,2f_80,3,8,7,2.113,1.843,1.9733876963232542
20,15,25,40,6m,2f_60,3,6,7,1.335,2.916,1.9730331978960718
20,15,25,40,6m,2f_60,3,6,5,1.335,2.916,1.9730331978960718
25,20,15,40,6m,2f_70,5,10,7,1.988,1.957,1.9724390991865883
20,20,10,50,6m,2f_70,3,6,5,1.45,2.682,1.9720294115453754
20,20,10,50,6m,2f_70,3,6,7,1.45,2.682,1.9720294115453754
20,20,20,40,6m,2f_60,5,10,7,2.048,1.897,1.9710545400876152
35,0,15,50,6m-1m,2f_80,3,6,7,1.286,3.021,1.971041856480983
35,0,15,50,6m-1m,2f_80,3,6,5,1.286,3.021,1.971041856480983
35,10,5,50,6m,2f_80,3,8,7,1.316,2.952,1.970997716893655
20,0,25,55,6m-1m,2f_60,3,8,7,1.219,3.186,1.9707191580740266
30,10,5,55,6m,2f_80,3,6,5,1.449,2.68,1.9706141174770875
35,15,20,30,6m,2f_70,3,6,7,2.237,1.735,1.9700748716736631
35,20,15,30,6m-1m,2f_70,5,10,7,1.984,1.956,1.9699502531789983
30,15,25,30,6m,2f_80,3,8,7,2.203,1.761,1.9696403224954548
30,15,15,40,6m,2f_70,3,8,7,2.06,1.882,1.9689895885961408
40,5,25,30,6m-1m,2f_70,5,10,7,1.974,1.963,1.9684923164696377
30,20,10,40,6m,2f_60,5,8,7,1.982,1.955,1.9684537078631035
35,10,25,30,6m,2f_80,5,8,7,2.104,1.841,1.9681117854430932
20,20,10,50,6m,2f_80,3,6,7,1.471,2.631,1.9672826436483395
20,20,10,50,6m,2f_80,3,6,5,1.471,2.631,1.9672826436483395
35,15,20,30,6m,2f_70,3,6,5,2.234,1.731,1.9664826467579113
30,10,5,55,6m,2f_80,3,8,7,1.343,2.879,1.9663410182366639
30,10,5,55,6m,2f_80,3,6,7,1.442,2.68,1.9658484173506359
30,20,20,30,6m-1m,2f_60,5,10,7,2.041,1.892,1.9650882931817593
30,10,5,55,6m-1m,2f_80,3,8,7,1.478,2.612,1.9648246741121713
30,15,20,35,6m,2f_70,5,10,7,2.125,1.813,1.9628104849933934
25,5,25,45,6m,2f_60,5,10,7,1.991,1.935,1.9628002954962078
30,10,15,45,6m,2f_70,5,10,7,1.928,1.998,1.9626879527831214
30,0,15,55,6m-1m,2f_80,3,6,5,1.074,3.582,1.9613944019497966
25,10,15,50,6m,2f_70,5,10,7,1.678,2.29,1.9602601868119445
30,10,5,55,6m-1m,2f_80,3,6,7,1.484,2.589,1.9601214248102081
30,10,5,55,6m-1m,2f_80,3,6,5,1.484,2.589,1.9601214248102081
35,15,15,35,6m,2f_60,5,10,7,2.03,1.892,1.959785702570564
40,0,25,35,6m,2f_80,5,8,7,2.096,1.832,1.9595591340911354
20,5,20,55,6m,2f_60,5,8,7,1.567,2.446,1.9577747572180004
25,20,25,30,6m-1m,2f_80,5,8,7,2.121,1.807,1.957714739179332
25,15,20,40,6m,2f_80,5,10,7,2.005,1.911,1.957435822702752
20,20,15,45,6m,2f_70,3,6,7,1.636,2.342,1.957424838914639
20,20,15,45,6m,2f_70,3,6,5,1.636,2.342,1.957424838914639
20,20,10,50,6m,2f_60,3,6,5,1.407,2.722,1.9570012774650916
20,20,10,50,6m,2f_60,3,6,7,1.407,2.722,1.9570012774650916
40,10,20,30,6m,2f_80,5,8,7,1.989,1.925,1.9567383575736434
25,10,10,55,6m,2f_80,5,8,7,1.562,2.451,1.956645598978006
25,5,15,55,6m,2f_80,5,10,7,1.639,2.333,1.9554505874605985
35,20,15,30,6m,2f_80,3,8,7,2.247,1.701,1.9550312017970455
30,10,5,55,6m,2f_80,5,8,7,1.451,2.632,1.9542343769364003
20,10,25,45,6m,2f_70,5,10,7,2.014,1.896,1.954109515866498
20,10,15,55,6m,2f_80,5,8,7,1.501,2.544,1.954109515866498
25,20,5,50,6m,2f_80,5,8,7,1.512,2.525,1.9539191385520538
35,10,25,30,6m,2f_80,3,6,7,2.143,1.78,1.9530847395850492
35,10,25,30,6m,2f_80,3,6,5,2.143,1.78,1.9530847395850492
25,5,20,50,6m,2f_70,3,8,7,1.162,3.282,1.952865586772423
25,5,15,55,6m,2f_70,5,8,7,1.537,2.481,1.9527664990981384
20,0,25,55,6m-1m,2f_70,3,6,7,1.292,2.951,1.9526115845195635
20,0,25,55,6m-1m,2f_70,3,6,5,1.292,2.951,1.9526115845195635
30,15,15,40,6m,2f_70,3,6,7,2.108,1.806,1.9511658053584273
30,15,15,40,6m,2f_70,3,6,5,2.108,1.806,1.9511658053584273
20,10,15,55,6m,2f_70,5,10,7,1.564,2.434,1.9510961021948665
40,0,5,55,6m,2f_60,5,10,7,1.509,2.519,1.9496592009887266
20,10,15,55,6m,2f_70,5,8,7,1.458,2.605,1.9488689027228074
20,15,10,55,6m,2f_70,3,6,5,1.282,2.959,1.9476750242276046
25,5,20,50,6m,2f_60,3,6,7,1.43,2.65,1.9466638127832963
25,5,20,50,6m,2f_60,3,6,5,1.43,2.65,1.9466638127832963
20,20,15,45,6m,2f_60,5,8,7,1.902,1.992,1.9464798997164086
35,10,25,30,6m,2f_80,5,10,7,2.077,1.824,1.9463935881522012
35,10,5,50,6m,2f_60,5,10,7,1.866,2.027,1.9448346973457669
20,20,10,50,6m-1m,2f_80,5,8,7,1.479,2.556,1.944305531545904
35,5,5,55,6m,2f_60,3,6,5,1.245,3.036,1.944175917966273
35,5,5,55,6m,2f_60,3,6,7,1.245,3.036,1.944175917966273
30,0,20,50,6m,2f_60,3,8,7,1.327,2.848,1.9440411518278102
20,15,20,45,6m,2f_80,3,6,7,1.506,2.508,1.943462888763251
20,15,20,45,6m,2f_80,3,6,5,1.506,2.508,1.943462888763251
30,20,10,40,6m,2f_80,5,8,7,1.976,1.91,1.9427197430406682
30,10,5,55,6m-1m,2f_70,3,8,7,1.478,2.553,1.9425071428440102
30,15,20,35,6m,2f_80,5,8,7,2.198,1.716,1.9421040136923666
20,15,15,50,6m,2f_60,3,8,7,1.451,2.597,1.941197310939823
35,10,25,30,6m,2f_70,5,10,7,2.061,1.826,1.939944844576773
20,15,15,50,6m,2f_60,5,8,7,1.466,2.566,1.9395246840398808
40,5,25,30,6m-1m,2f_70,5,8,7,1.916,1.961,1.9383694178355166
30,20,20,30,6m,2f_80,3,6,5,2.169,1.732,1.9382228973985423
30,20,20,30,6m,2f_80,3,6,7,2.169,1.732,1.9382228973985423
20,20,5,55,6m,2f_80,3,6,5,1.234,3.044,1.9381166115587576
20,20,5,55,6m,2f_80,3,6,7,1.234,3.044,1.9381166115587576
35,15,20,30,6m,2f_80,3,8,7,2.177,1.724,1.9373043126984464
40,5,20,35,6m,2f_70,5,8,7,1.965,1.909,1.936797614620588
35,0,15,50,6m,2f_60,5,10,7,1.717,2.182,1.9355862161112845
20,20,5,55,6m,2f_80,5,8,7,1.374,2.725,1.934980620057989
35,15,20,30,6m-1m,2f_80,3,8,7,2.181,1.716,1.9345790239739498
25,0,20,55,6m-1m,2f_60,3,6,7,1.123,3.325,1.9323496060495886
25,5,15,55,6m,2f_80,3,8,7,1.3,2.872,1.9322525714823102
25,15,20,40,6m,2f_60,3,6,5,1.73,2.158,1.93218529132172
30,5,10,55,6m,2f_80,3,6,7,1.164,3.207,1.9320838491121444
30,5,10,55,6m,2f_80,3,6,5,1.164,3.207,1.9320838491121444
30,5,20,45,6m,2f_80,3,8,7,1.449,2.574,1.9312498543689265
20,20,10,50,6m,2f_80,3,8,7,1.45,2.571,1.9307899937590314
20,10,15,55,6m,2f_60,5,8,7,1.645,2.266,1.9306915859349467
25,0,20,55,6m-1m,2f_60,3,6,5,1.121,3.325,1.9306281361256497
30,10,5,55,6m,2f_60,5,10,7,1.468,2.539,1.930609230269036
30,0,15,55,6m,2f_70,3,8,7,1.136,3.276,1.929128300554424
20,20,15,45,6m-1m,2f_80,3,8,7,1.582,2.351,1.9285440103871108
30,10,5,55,6m-1m,2f_60,3,8,7,1.442,2.579,1.9284496363659591
20,20,15,45,6m,2f_60,5,10,7,1.924,1.93,1.9269976647624667
40,0,5,55,6m,2f_80,3,8,7,1.238,2.995,1.9255674488316425
20,15,15,50,6m,2f_70,3,6,7,1.469,2.524,1.925553426939902
20,15,15,50,6m,2f_70,3,6,5,1.469,2.524,1.925553426939902
25,20,15,40,6m,2f_80,5,8,7,1.939,1.911,1.924949090235895
40,0,5,55,6m,2f_60,3,8,7,1.179,3.141,1.924380159947613
25,10,20,45,6m,2f_80,5,8,7,1.685,2.196,1.923605988761732
30,15,15,40,6m,2f_60,5,10,7,1.926,1.92,1.9229976599049723
20,10,25,45,6m,2f_60,5,10,7,1.937,1.907,1.9219414663303356
35,15,20,30,6m,2f_60,3,6,5,2.149,1.718,1.9214530959666958
35,15,20,30,6m,2f_70,3,8,7,2.193,1.682,1.92057960001662
20,15,10,55,6m,2f_70,3,6,7,1.246,2.959,1.9201338495011226
30,10,25,35,6m,2f_70,5,10,7,2.019,1.824,1.919024752315613
35,15,20,30,6m,2f_60,3,6,7,2.146,1.716,1.9189934861796691
25,15,25,35,6m,2f_60,3,8,7,2.058,1.789,1.9187918073621222
25,20,15,40,6m,2f_80,5,10,7,1.933,1.903,1.9179413442543023
30,20,10,40,6m,2f_70,5,8,7,1.946,1.89,1.9177956095475868
30,10,25,35,6m,2f_70,3,6,5,1.779,2.067,1.9176008448058215
30,10,25,35,6m,2f_70,3,6,7,1.779,2.067,1.9176008448058215
40,0,25,35,6m,2f_60,5,8,7,1.938,1.897,1.9173904140784683
25,15,15,45,6m,2f_80,3,6,5,1.569,2.332,1.9128272269078563
25,15,15,45,6m,2f_80,3,6,7,1.569,2.332,1.9128272269078563
30,0,15,55,6m-1m,2f_60,3,6,7,1.152,3.175,1.9124852940611072
30,0,15,55,6m-1m,2f_60,3,6,5,1.152,3.175,1.9124852940611072
30,10,10,50,6m,2f_70,3,6,5,1.41,2.591,1.9113633877418497
30,10,10,50,6m,2f_70,3,6,7,1.41,2.591,1.9113633877418497
25,15,20,40,6m,2f_60,3,6,7,1.714,2.13,1.9107119092108051
25,20,15,40,6m,2f_60,5,8,7,1.955,1.867,1.9104933917708273
30,0,15,55,6m,2f_80,3,8,7,1.139,3.203,1.9100306280266817
25,5,15,55,6m-1m,2f_60,3,6,5,1.133,3.219,1.9097452709720215
25,5,15,55,6m-1m,2f_60,3,6,7,1.133,3.219,1.9097452709720215
35,15,5,45,6m,2f_60,5,10,7,1.954,1.866,1.9094931264605275
20,20,15,45,6m,2f_70,5,8,7,1.896,1.923,1.9094522774869236
30,0,25,45,6m,2f_70,3,8,7,1.168,3.118,1.9083563608508762
20,20,25,35,6m,2f_60,3,6,7,1.988,1.83,1.9073646740987944
20,20,25,35,6m,2f_60,3,6,5,1.988,1.83,1.9073646740987944
25,10,10,55,6m,2f_60,5,8,7,1.516,2.399,1.9070616141068961
30,5,20,45,6m,2f_80,3,6,7,1.363,2.664,1.9055266988420814
30,5,20,45,6m,2f_80,3,6,5,1.363,2.664,1.9055266988420814
25,20,25,30,6m-1m,2f_80,5,10,7,2.06,1.762,1.9051824059653713
30,0,25,45,6m,2f_70,3,6,7,1.188,3.054,1.9047708523599367
30,0,25,45,6m,2f_70,3,6,5,1.188,3.054,1.9047708523599367
20,15,25,40,6m,2f_80,3,6,7,1.265,2.867,1.9044041062757662
20,15,25,40,6m,2f_80,3,6,5,1.265,2.867,1.9044041062757662
25,15,10,50,6m,2f_70,5,10,7,1.3,2.785,1.902761151589973
25,10,10,55,6m,2f_60,5,10,7,1.388,2.605,1.9015099263480062
25,0,20,55,6m,2f_60,5,10,7,1.377,2.624,1.9008545446719483
30,0,15,55,6m-1m,2f_80,3,6,7,1.06,3.406,1.900094734480363
20,10,25,45,6m,2f_70,5,8,7,1.701,2.122,1.899874206362095
25,5,25,45,6m,2f_70,3,6,5,1.241,2.908,1.8996915539107921
25,5,25,45,6m,2f_70,3,6,7,1.241,2.908,1.8996915539107921
35,10,25,30,6m-1m,2f_60,3,6,7,2.007,1.797,1.8990995234584205
40,0,5,55,6m,2f_70,3,6,7,1.226,2.941,1.8988591311627094
40,0,5,55,6m,2f_70,3,6,5,1.226,2.941,1.8988591311627094
25,15,25,35,6m,2f_80,5,10,7,1.997,1.805,1.8985744652238428
35,20,15,30,6m,2f_80,3,6,7,2.166,1.663,1.8979088492338088
35,20,15,30,6m,2f_80,3,6,5,2.166,1.663,1.8979088492338088
25,20,5,50,6m,2f_70,5,8,7,1.443,2.495,1.8974416987090803
20,10,25,45,6m,2f_60,5,8,7,1.58,2.276,1.8963333040370303
40,10,20,30,6m,2f_80,5,10,7,1.914,1.878,1.8959145550366978
20,15,20,45,6m,2f_60,3,8,7,1.362,2.636,1.8947907536189847
25,15,5,55,6m,2f_80,3,6,5,1.305,2.746,1.893021394490828
25,15,5,55,6m,2f_80,3,6,7,1.305,2.746,1.893021394490828
30,20,20,30,6m,2f_70,3,6,7,2.129,1.682,1.8923472197247524
30,20,20,30,6m,2f_70,3,6,5,2.129,1.682,1.8923472197247524
25,15,10,50,6m,2f_80,5,8,7,1.477,2.422,1.8913735749449394
20,20,15,45,6m,2f_80,3,6,7,1.599,2.228,1.88747768198726
20,20,15,45,6m,2f_80,3,6,5,1.599,2.228,1.88747768198726
25,15,25,35,6m,2f_80,3,8,7,2.015,1.767,1.8869300463981171
35,10,25,30,6m-1m,2f_60,3,6,5,2.003,1.777,1.8866189334362147
30,0,20,50,6m,2f_80,3,8,7,1.22,2.917,1.8864622975294258
20,10,15,55,6m,2f_80,5,10,7,1.514,2.35,1.8862396454321493
25,15,25,35,6m,2f_60,3,6,7,1.845,1.925,1.8845755490295422
25,5,20,50,6m,2f_60,3,8,7,1.262,2.814,1.8844808303615084
30,5,10,55,6m,2f_80,3,8,7,1.112,3.191,1.883717600915806
25,20,20,35,6m,2f_80,3,6,7,2.003,1.771,1.8834311773993762
20,5,20,55,6m,2f_70,5,8,7,1.591,2.228,1.882750116186426
25,5,15,55,6m-1m,2f_80,3,8,7,1.052,3.368,1.8823219703334497
25,15,25,35,6m,2f_60,3,6,5,1.839,1.925,1.8815087031422415
25,0,20,55,6m-1m,2f_70,3,6,7,1.198,2.954,1.8811943015010437
25,0,20,55,6m-1m,2f_70,3,6,5,1.198,2.954,1.8811943015010437
20,15,25,40,6m,2f_60,5,10,7,1.87,1.892,1.8809678359823168
25,0,20,55,6m,2f_80,5,8,7,1.337,2.646,1.8808779864733385
30,15,25,30,6m,2f_70,3,6,5,1.926,1.836,1.880461645447734
30,15,20,35,6m,2f_60,5,10,7,2.034,1.738,1.8801840335456526
30,20,10,40,6m,2f_80,3,6,7,2.063,1.713,1.879872070115411
30,20,10,40,6m,2f_80,3,6,5,2.063,1.713,1.879872070115411
20,15,25,40,6m,2f_80,3,8,7,1.186,2.978,1.8793371171772242
20,5,20,55,6m,2f_60,5,10,7,1.451,2.434,1.8792908236885533
30,15,25,30,6m,2f_70,3,6,7,1.926,1.833,1.878924692477056
20,20,15,45,6m-1m,2f_70,3,8,7,1.357,2.6,1.8783503400590635
20,15,20,45,6m,2f_60,5,10,7,1.856,1.9,1.8778711350888804
30,10,5,55,6m,2f_60,5,8,7,1.374,2.566,1.8776804840014714
20,20,5,55,6m,2f_70,5,8,7,1.279,2.756,1.877478095744395
25,20,20,35,6m,2f_80,3,6,5,1.996,1.764,1.8764178639098488
25,15,15,45,6m,2f_60,3,6,7,1.551,2.269,1.8759581551836384
25,15,15,45,6m,2f_60,3,6,5,1.551,2.269,1.8759581551836384
20,5,20,55,6m,2f_70,5,10,7,1.513,2.325,1.8755599163983006
35,20,15,30,6m-1m,2f_70,3,6,5,2.148,1.635,1.8740277479269085
35,20,15,30,6m-1m,2f_70,3,6,7,2.148,1.635,1.8740277479269085
35,15,5,45,6m,2f_70,5,10,7,1.892,1.851,1.8713877203829248
30,0,25,45,6m,2f_80,3,6,7,1.252,2.797,1.8713214582214357
30,0,25,45,6m,2f_80,3,6,5,1.252,2.797,1.8713214582214357
35,5,25,35,6m,2f_70,3,6,5,1.63,2.144,1.8694170214267334
35,5,25,35,6m,2f_70,3,6,7,1.63,2.144,1.8694170214267334
25,5,25,45,6m,2f_70,5,8,7,1.632,2.141,1.869254396811734
25,5,20,50,6m,2f_70,5,8,7,1.503,2.322,1.8681450693134085
20,20,25,35,6m-1m,2f_60,5,10,7,1.879,1.857,1.8679676121389257
35,20,15,30,6m,2f_70,3,8,7,2.131,1.634,1.8660262591935837
25,20,5,50,6m,2f_60,5,8,7,1.42,2.45,1.865207763226392
20,15,25,40,6m,2f_60,3,8,7,1.267,2.743,1.8642373775890235
25,15,15,45,6m,2f_60,3,8,7,1.469,2.365,1.8639165753863558
40,0,25,35,6m,2f_70,5,8,7,1.86,1.867,1.863496713171236
35,10,25,30,6m,2f_60,3,6,5,1.866,1.857,1.8614945608300875
35,10,25,30,6m,2f_60,3,6,7,1.866,1.857,1.8614945608300875
25,20,25,30,6m-1m,2f_60,5,8,7,1.983,1.747,1.861263280677938
20,20,20,40,6m-1m,2f_60,3,8,7,1.982,1.747,1.8607939165850689
25,15,10,50,6m,2f_70,5,8,7,1.433,2.409,1.857981969772581
25,15,20,40,6m,2f_60,3,8,7,1.626,2.123,1.8579553277729797
30,15,20,35,6m,2f_80,5,10,7,2.107,1.638,1.8577583265861035
30,5,25,40,6m,2f_70,3,8,7,1.871,1.841,1.8559393847860441
20,5,25,50,6m,2f_60,5,10,7,1.607,2.142,1.855315067582862
20,20,20,40,6m,2f_70,5,10,7,1.951,1.764,1.8551452773300532
20,20,5,55,6m-1m,2f_80,3,6,7,1.16,2.961,1.8533105514187307
20,20,5,55,6m-1m,2f_80,3,6,5,1.16,2.961,1.8533105514187307
30,20,10,40,6m,2f_70,5,10,7,1.853,1.853,1.853
40,0,5,55,6m,2f_60,5,8,7,1.522,2.252,1.8513627413340692
35,20,5,40,6m,2f_60,3,6,7,2.063,1.661,1.8511193910712513
35,20,5,40,6m,2f_60,3,6,5,2.063,1.661,1.8511193910712513
20,15,25,40,6m,2f_70,5,10,7,1.862,1.84,1.850967314676302
30,5,10,55,6m,2f_70,3,8,7,1.108,3.084,1.848532390844153
20,20,25,35,6m,2f_60,3,8,7,2.005,1.703,1.8478406316563125
30,15,25,30,6m,2f_80,5,10,7,2.016,1.691,1.846362911239283
25,0,20,55,6m-1m,2f_80,3,6,5,1.253,2.716,1.8447623153132764
25,0,20,55,6m-1m,2f_80,3,6,7,1.253,2.716,1.8447623153132764
30,10,5,55,6m,2f_70,3,8,7,1.288,2.641,1.844344870136819
30,10,10,50,6m,2f_80,3,6,5,1.521,2.233,1.8429305467108628
30,10,10,50,6m,2f_80,3,6,7,1.521,2.233,1.8429305467108628
25,15,5,55,6m,2f_70,3,6,7,1.222,2.779,1.8428070978808389
25,15,5,55,6m,2f_70,3,6,5,1.222,2.779,1.8428070978808389
25,10,15,50,6m,2f_80,3,8,7,1.577,2.153,1.8426288286033081
35,20,15,30,6m,2f_70,3,6,7,2.11,1.609,1.842549863640059
35,20,15,30,6m,2f_70,3,6,5,2.11,1.609,1.842549863640059
25,5,20,50,6m,2f_60,5,10,7,1.351,2.512,1.8422030289845905
35,5,10,50,6m,2f_70,5,8,7,1.771,1.913,1.8406311417554577
35,15,5,45,6m,2f_80,5,10,7,1.856,1.82,1.8379118586047591
40,0,25,35,6m,2f_70,5,10,7,1.833,1.842,1.8374944897876566
30,15,25,30,6m,2f_80,5,8,7,1.977,1.707,1.8370462705114425
20,15,20,45,6m,2f_70,5,10,7,1.841,1.83,1.835491759719994
30,10,5,55,6m,2f_70,3,6,7,1.353,2.481,1.8321552881783791
30,10,5,55,6m,2f_70,3,6,5,1.353,2.481,1.8321552881783791
20,20,20,40,6m,2f_80,5,10,7,1.908,1.756,1.8304229019546274
25,15,15,45,6m,2f_80,3,8,7,1.49,2.247,1.8297622796418118
