date,factor,ic,n
20240522,vol_low_z,0.107908,205
20240522,score,0.112968,205
20240523,value_s,-0.126852,204
20240523,growth_s,0.08884,204
20240523,momentum_s,0.119604,204
20240523,mom_10_z,-0.002649,204
20240523,vol_low_z,0.134608,204
20240523,score,0.132098,204
20240524,value_s,-0.096661,200
20240524,growth_s,0.036351,200
20240524,momentum_s,0.135165,200
20240524,mom_10_z,-0.104286,200
20240524,vol_low_z,0.151939,200
20240524,score,0.089193,200
20240527,value_s,-0.051663,203
20240527,growth_s,0.044648,203
20240527,momentum_s,0.115071,203
20240527,mom_10_z,-0.063358,203
20240527,vol_low_z,0.128255,203
20240527,score,0.08842,203
20240528,value_s,-0.06115,208
20240528,growth_s,0.016897,208
20240528,momentum_s,0.129414,208
20240528,mom_10_z,-0.059957,208
20240528,vol_low_z,0.136654,208
20240528,score,0.059921,208
20240529,value_s,-0.119943,202
20240529,growth_s,0.090401,202
20240529,momentum_s,0.178583,202
20240529,mom_10_z,-0.111968,202
20240529,vol_low_z,0.127913,202
20240529,score,0.108787,202
20240530,value_s,-0.050578,197
20240530,growth_s,0.079792,197
20240530,momentum_s,0.156436,197
20240530,mom_10_z,-0.024957,197
20240530,vol_low_z,0.063573,197
20240530,score,0.144737,197
20240531,value_s,-0.015944,204
20240531,growth_s,0.072537,204
20240531,momentum_s,0.131017,204
20240531,mom_10_z,-0.142054,204
20240531,vol_low_z,0.142231,204
20240531,score,0.129572,204
20240603,value_s,-0.014723,219
20240603,growth_s,0.089416,219
20240603,momentum_s,0.134571,219
20240603,mom_10_z,-0.060171,219
20240603,vol_low_z,0.134248,219
20240603,score,0.165295,219
20240604,value_s,0.038715,210
20240604,growth_s,0.060818,210
20240604,momentum_s,0.06819,210
20240604,mom_10_z,-0.02978,210
20240604,vol_low_z,0.165938,210
20240604,score,0.147432,210
20240605,value_s,-0.038955,209
20240605,growth_s,0.002165,209
20240605,momentum_s,0.100558,209
20240605,mom_10_z,-0.013735,209
20240605,vol_low_z,0.124539,209
20240605,score,0.101761,209
20240607,value_s,0.004573,223
20240607,growth_s,0.040498,223
20240607,momentum_s,0.054081,223
20240607,mom_10_z,0.004461,223
20240607,vol_low_z,0.090061,223
20240607,score,0.117357,223
20240610,value_s,-0.008022,220
20240610,growth_s,0.080258,220
20240610,momentum_s,0.052109,220
20240610,mom_10_z,-0.079918,220
20240610,vol_low_z,0.137131,220
20240610,score,0.138277,220
20240611,value_s,-0.019984,220
20240611,growth_s,0.126119,220
20240611,momentum_s,0.101362,220
20240611,mom_10_z,-0.177766,220
20240611,vol_low_z,0.107853,220
20240611,score,0.17003,220
20240612,value_s,-0.014278,225
20240612,growth_s,0.155832,225
20240612,momentum_s,0.118539,225
20240612,mom_10_z,-0.252224,225
20240612,vol_low_z,0.09034,225
20240612,score,0.19265,225
20240613,value_s,0.018614,230
20240613,growth_s,0.163686,230
20240613,momentum_s,0.103406,230
20240613,mom_10_z,-0.309494,230
20240613,vol_low_z,0.100412,230
20240613,score,0.188996,230
20240614,value_s,-0.001314,231
20240614,growth_s,0.128499,231
20240614,momentum_s,0.00885,231
20240614,mom_10_z,-0.292972,231
20240614,vol_low_z,0.157551,231
20240614,score,0.145974,231
20240617,value_s,-0.026963,226
20240617,growth_s,0.08285,226
20240617,momentum_s,-0.02561,226
20240617,mom_10_z,-0.31075,226
20240617,vol_low_z,0.131792,226
20240617,score,0.032446,226
20240618,value_s,0.025391,234
20240618,growth_s,0.097589,234
20240618,momentum_s,-0.055902,234
20240618,mom_10_z,-0.381335,234
20240618,vol_low_z,0.183648,234
20240618,score,0.056689,234
20240619,value_s,0.081854,236
20240619,growth_s,0.186311,236
20240619,momentum_s,-0.100283,236
20240619,mom_10_z,-0.324105,236
20240619,vol_low_z,0.176619,236
20240619,score,0.130148,236
20240620,value_s,0.021678,227
20240620,growth_s,0.172386,227
20240620,momentum_s,-0.072153,227
20240620,mom_10_z,-0.249524,227
20240620,vol_low_z,0.190077,227
20240620,score,0.117452,227
20240621,value_s,0.056179,219
20240621,growth_s,0.10896,219
20240621,momentum_s,-0.085061,219
20240621,mom_10_z,-0.21005,219
20240621,vol_low_z,0.214419,219
20240621,score,0.079664,219
20240624,value_s,0.065962,211
20240624,growth_s,0.119935,211
20240624,momentum_s,-0.039248,211
20240624,mom_10_z,-0.106569,211
20240624,vol_low_z,0.231682,211
20240624,score,0.121356,211
20240625,value_s,-0.031692,214
20240625,growth_s,0.175846,214
20240625,momentum_s,0.105759,214
20240625,mom_10_z,-0.026143,214
20240625,vol_low_z,0.158124,214
20240625,score,0.204944,214
20240626,value_s,-0.019492,215
20240626,growth_s,0.173634,215
20240626,momentum_s,0.07363,215
20240626,mom_10_z,-0.020156,215
20240626,vol_low_z,0.17737,215
20240626,score,0.191985,215
20240627,value_s,0.067266,204
20240627,growth_s,0.126102,204
20240627,momentum_s,-0.043356,204
20240627,mom_10_z,-0.033546,204
20240627,vol_low_z,0.262943,204
20240627,score,0.141695,204
20240628,value_s,0.072533,205
20240628,growth_s,0.06751,205
20240628,momentum_s,-0.082747,205
20240628,mom_10_z,-0.023559,205
20240628,vol_low_z,0.277801,205
20240628,score,0.090312,205
20240701,value_s,0.049926,206
20240701,growth_s,0.095109,206
20240701,momentum_s,0.045852,206
20240701,mom_10_z,-0.020571,206
20240701,vol_low_z,0.118717,206
20240701,score,0.121738,206
20240702,value_s,0.123566,194
20240702,growth_s,0.121407,194
20240702,momentum_s,-0.018858,194
20240702,mom_10_z,-0.083015,194
20240702,vol_low_z,0.234719,194
20240702,score,0.12092,194
20240703,value_s,0.157369,185
20240703,growth_s,0.090152,185
20240703,momentum_s,0.016076,185
20240703,mom_10_z,-0.123643,185
20240703,vol_low_z,0.185147,185
20240703,score,0.109141,185
20240704,value_s,0.147048,186
20240704,growth_s,0.200789,186
20240704,momentum_s,0.047965,186
20240704,mom_10_z,-0.171577,186
20240704,vol_low_z,0.157902,186
20240704,score,0.2124,186
20240705,value_s,0.207244,187
20240705,growth_s,0.140531,187
20240705,momentum_s,-0.040587,187
20240705,mom_10_z,-0.18364,187
20240705,vol_low_z,0.169723,187
20240705,score,0.116162,187
20240708,value_s,0.276997,193
20240708,growth_s,0.090099,193
20240708,momentum_s,-0.106322,193
20240708,mom_10_z,-0.120106,193
20240708,vol_low_z,0.292125,193
20240708,score,0.111778,193
20240709,value_s,0.223906,191
20240709,growth_s,0.075184,191
20240709,momentum_s,-0.109191,191
20240709,mom_10_z,-0.141695,191
20240709,vol_low_z,0.281174,191
20240709,score,0.106522,191
20240710,value_s,0.245066,195
20240710,growth_s,0.031871,195
20240710,momentum_s,-0.114278,195
20240710,mom_10_z,0.071361,195
20240710,vol_low_z,0.249242,195
20240710,score,0.069456,195
20240711,value_s,0.207153,195
20240711,growth_s,0.050006,195
20240711,momentum_s,-0.147727,195
20240711,mom_10_z,0.122195,195
20240711,vol_low_z,0.252098,195
20240711,score,0.077441,195
20240712,value_s,0.158162,182
20240712,growth_s,0.030782,182
20240712,momentum_s,-0.059402,182
20240712,mom_10_z,0.113267,182
20240712,vol_low_z,0.168993,182
20240712,score,0.084226,182
20240715,value_s,0.230534,188
20240715,growth_s,5.8e-05,188
20240715,momentum_s,-0.148433,188
20240715,mom_10_z,0.018338,188
20240715,vol_low_z,0.2475,188
20240715,score,0.022031,188
20240716,value_s,0.253405,179
20240716,growth_s,0.003385,179
20240716,momentum_s,-0.149508,179
20240716,mom_10_z,0.037167,179
20240716,vol_low_z,0.247984,179
20240716,score,0.024487,179
20240717,value_s,0.249034,173
20240717,growth_s,-0.0856,173
20240717,momentum_s,-0.148948,173
20240717,mom_10_z,0.044795,173
20240717,vol_low_z,0.272614,173
20240717,score,-0.049391,173
20240718,value_s,0.110241,168
20240718,growth_s,-0.055854,168
20240718,momentum_s,-0.039831,168
20240718,mom_10_z,0.113547,168
20240718,vol_low_z,0.259867,168
20240718,score,0.031451,168
20240719,value_s,0.143032,168
20240719,growth_s,-0.045659,168
20240719,momentum_s,-0.129028,168
20240719,mom_10_z,0.147096,168
20240719,vol_low_z,0.280508,168
20240719,score,-0.012988,168
20240722,value_s,0.121022,157
20240722,growth_s,-0.075664,157
20240722,momentum_s,-0.082282,157
20240722,mom_10_z,0.109539,157
20240722,vol_low_z,0.227364,157
20240722,score,-0.010627,157
20240723,value_s,0.142868,156
20240723,growth_s,-0.203866,156
20240723,momentum_s,-0.186722,156
20240723,mom_10_z,0.195356,156
20240723,vol_low_z,0.197904,156
20240723,score,-0.176365,156
20240724,value_s,0.194224,151
20240724,growth_s,-0.263332,151
20240724,momentum_s,-0.238829,151
20240724,mom_10_z,0.152809,151
20240724,vol_low_z,0.200613,151
20240724,score,-0.222991,151
20240725,value_s,0.120664,147
20240725,growth_s,-0.192514,147
20240725,momentum_s,-0.153731,147
20240725,mom_10_z,0.141444,147
20240725,vol_low_z,0.097526,147
20240725,score,-0.151828,147
20240726,value_s,0.137166,146
20240726,growth_s,-0.183438,146
20240726,momentum_s,-0.040562,146
20240726,mom_10_z,-0.022321,146
20240726,vol_low_z,0.205973,146
20240726,score,-0.097441,146
20240729,value_s,0.170532,151
20240729,growth_s,-0.209049,151
20240729,momentum_s,-0.093073,151
20240729,mom_10_z,0.014242,151
20240729,vol_low_z,0.231582,151
20240729,score,-0.118149,151
20240730,value_s,0.14575,138
20240730,growth_s,-0.195076,138
20240730,momentum_s,-0.10567,138
20240730,mom_10_z,-0.030304,138
20240730,vol_low_z,0.274315,138
20240730,score,-0.084669,138
20240731,value_s,0.147062,148
20240731,growth_s,-0.109189,148
20240731,momentum_s,-0.15013,148
20240731,mom_10_z,0.011131,148
20240731,vol_low_z,0.274701,148
20240731,score,-0.038699,148
20240801,value_s,0.115068,151
20240801,growth_s,-0.171851,151
20240801,momentum_s,-0.170625,151
20240801,mom_10_z,0.073709,151
20240801,vol_low_z,0.246445,151
20240801,score,-0.137926,151
20240802,value_s,0.008849,130
20240802,growth_s,-0.079665,130
20240802,momentum_s,-0.095615,130
20240802,mom_10_z,-0.104568,130
20240802,vol_low_z,0.13271,130
20240802,score,-0.113592,130
20240805,value_s,-0.017905,63
20240805,growth_s,-0.142905,63
20240805,momentum_s,-0.089286,63
20240805,mom_10_z,-0.219182,63
20240805,vol_low_z,0.085349,63
20240805,score,-0.18006,63
20240806,value_s,0.135891,84
20240806,growth_s,-0.060261,84
20240806,momentum_s,-0.038727,84
20240806,mom_10_z,-0.155189,84
20240806,vol_low_z,0.182039,84
20240806,score,-0.051534,84
20240807,value_s,0.109682,104
20240807,growth_s,-0.208023,104
20240807,momentum_s,-0.138274,104
20240807,mom_10_z,-0.041726,104
20240807,vol_low_z,0.329382,104
20240807,score,-0.194858,104
20240808,value_s,0.086015,105
20240808,growth_s,-0.223015,105
20240808,momentum_s,-0.162749,105
20240808,mom_10_z,-0.148549,105
20240808,vol_low_z,0.369345,105
20240808,score,-0.282112,105
20240809,value_s,0.121257,113
20240809,growth_s,-0.229747,113
20240809,momentum_s,-0.171902,113
20240809,mom_10_z,-0.115602,113
20240809,vol_low_z,0.379782,113
20240809,score,-0.282904,113
20240812,value_s,0.030497,121
20240812,growth_s,-0.156903,121
20240812,momentum_s,-0.046285,121
20240812,mom_10_z,-0.033613,121
20240812,vol_low_z,0.299241,121
20240812,score,-0.172856,121
20240813,value_s,0.015492,116
20240813,growth_s,-0.061216,116
20240813,momentum_s,0.054177,116
20240813,mom_10_z,-0.083666,116
20240813,vol_low_z,0.191343,116
20240813,score,-0.063199,116
20240814,value_s,-0.040125,117
20240814,growth_s,-0.022112,117
20240814,momentum_s,0.089037,117
20240814,mom_10_z,-0.215312,117
20240814,vol_low_z,0.128422,117
20240814,score,-0.034708,117
20240816,value_s,0.073603,123
20240816,growth_s,-0.122074,123
20240816,momentum_s,0.050804,123
20240816,mom_10_z,-0.093459,123
20240816,vol_low_z,0.332783,123
20240816,score,-0.067728,123
20240819,value_s,0.029522,121
20240819,growth_s,-0.137461,121
20240819,momentum_s,0.107142,121
20240819,mom_10_z,-0.135558,121
20240819,vol_low_z,0.24286,121
20240819,score,-0.035524,121
20240820,value_s,0.086297,131
20240820,growth_s,-0.044899,131
20240820,momentum_s,0.291137,131
20240820,mom_10_z,-0.215764,131
20240820,vol_low_z,0.167202,131
20240820,score,0.094193,131
20240821,value_s,-0.075192,126
20240821,growth_s,0.089146,126
20240821,momentum_s,0.198621,126
20240821,mom_10_z,-0.112597,126
20240821,vol_low_z,0.104516,126
20240821,score,0.088933,126
20240822,value_s,-0.06657,121
20240822,growth_s,0.101863,121
20240822,momentum_s,0.244144,121
20240822,mom_10_z,-0.171962,121
20240822,vol_low_z,0.117233,121
20240822,score,0.120058,121
20240823,value_s,-0.031352,113
20240823,growth_s,0.144983,113
20240823,momentum_s,0.150947,113
20240823,mom_10_z,-0.303676,113
20240823,vol_low_z,0.101159,113
20240823,score,0.093274,113
20240826,value_s,-0.195349,111
20240826,growth_s,0.146902,111
20240826,momentum_s,0.114926,111
20240826,mom_10_z,-0.323657,111
20240826,vol_low_z,-0.031055,111
20240826,score,-0.001053,111
20240827,value_s,-0.155087,107
20240827,growth_s,0.127941,107
20240827,momentum_s,0.004845,107
20240827,mom_10_z,-0.234899,107
20240827,vol_low_z,0.057133,107
20240827,score,-0.044887,107
20240828,value_s,-0.092777,104
20240828,growth_s,0.203766,104
20240828,momentum_s,0.135536,104
20240828,mom_10_z,-0.266788,104
20240828,vol_low_z,-0.023866,104
20240828,score,0.085789,104
20240829,value_s,-0.264902,100
20240829,growth_s,0.18081,100
20240829,momentum_s,0.133349,100
20240829,mom_10_z,-0.247405,100
20240829,vol_low_z,-0.064338,100
20240829,score,0.032595,100
20240830,value_s,-0.266074,102
20240830,growth_s,0.191829,102
20240830,momentum_s,0.140626,102
20240830,mom_10_z,-0.272394,102
20240830,vol_low_z,-0.06022,102
20240830,score,0.065519,102
20240902,value_s,-0.294003,95
20240902,growth_s,0.169996,95
20240902,momentum_s,0.102372,95
20240902,mom_10_z,-0.151456,95
20240902,vol_low_z,-0.019324,95
20240902,score,0.057706,95
20240903,value_s,-0.261286,96
20240903,growth_s,0.243028,96
20240903,momentum_s,0.11866,96
20240903,mom_10_z,-0.245632,96
20240903,vol_low_z,-0.042784,96
20240903,score,0.137059,96
20240904,value_s,-0.282068,80
20240904,growth_s,0.293366,80
20240904,momentum_s,0.178377,80
20240904,mom_10_z,-0.269058,80
20240904,vol_low_z,-0.115284,80
20240904,score,0.171894,80
20240905,value_s,-0.340659,77
20240905,growth_s,0.290683,77
20240905,momentum_s,0.219808,77
20240905,mom_10_z,-0.339503,77
20240905,vol_low_z,-0.097508,77
20240905,score,0.204953,77
20240906,value_s,-0.421572,73
20240906,growth_s,0.251882,73
20240906,momentum_s,0.180304,73
20240906,mom_10_z,-0.151611,73
20240906,vol_low_z,-0.172776,73
20240906,score,0.104036,73
20240909,value_s,-0.295921,80
20240909,growth_s,0.2109,80
20240909,momentum_s,0.111978,80
20240909,mom_10_z,-0.253188,80
20240909,vol_low_z,-0.0173,80
20240909,score,0.092382,80
20240910,value_s,-0.215771,72
20240910,growth_s,0.167085,72
20240910,momentum_s,0.112226,72
20240910,mom_10_z,-0.303235,72
20240910,vol_low_z,0.138948,72
20240910,score,0.07203,72
20240911,value_s,-0.256586,77
20240911,growth_s,0.083574,77
20240911,momentum_s,0.211763,77
20240911,mom_10_z,-0.25259,77
20240911,vol_low_z,0.027341,77
20240911,score,0.046375,77
20240912,value_s,-0.19146,85
20240912,growth_s,0.086828,85
20240912,momentum_s,0.165527,85
20240912,mom_10_z,-0.219738,85
20240912,vol_low_z,0.146805,85
20240912,score,0.056127,85
20240913,value_s,-0.22044,88
20240913,growth_s,0.144253,88
20240913,momentum_s,0.190276,88
20240913,mom_10_z,-0.18483,88
20240913,vol_low_z,0.197527,88
20240913,score,0.127593,88
20240919,value_s,-0.138034,90
20240919,growth_s,0.084035,90
20240919,momentum_s,0.177425,90
20240919,mom_10_z,-0.190329,90
20240919,vol_low_z,0.258888,90
20240919,score,0.105009,90
20240920,value_s,-0.137998,94
20240920,growth_s,0.110689,94
20240920,momentum_s,0.032713,94
20240920,mom_10_z,-0.068049,94
20240920,vol_low_z,0.270426,94
20240920,score,0.069898,94
20240923,value_s,-0.026334,94
20240923,growth_s,0.099736,94
20240923,momentum_s,0.095476,94
20240923,mom_10_z,0.056779,94
20240923,vol_low_z,0.283098,94
20240923,score,0.139494,94
20240924,value_s,-0.065371,102
20240924,growth_s,0.078626,102
20240924,momentum_s,0.180408,102
20240924,mom_10_z,-0.014786,102
20240924,vol_low_z,0.213417,102
20240924,score,0.126315,102
20240925,value_s,-0.078961,99
20240925,growth_s,0.045281,99
20240925,momentum_s,0.230937,99
20240925,mom_10_z,-0.149994,99
20240925,vol_low_z,0.239246,99
20240925,score,0.093562,99
20240926,value_s,-0.150374,106
20240926,growth_s,0.079447,106
20240926,momentum_s,0.06114,106
20240926,mom_10_z,-0.101454,106
20240926,vol_low_z,0.217926,106
20240926,score,0.104008,106
20240927,value_s,-0.135909,108
20240927,growth_s,0.030667,108
20240927,momentum_s,0.169616,108
20240927,mom_10_z,-0.088561,108
20240927,vol_low_z,0.170606,108
20240927,score,0.106581,108
20240930,value_s,-0.078529,97
20240930,growth_s,-0.011703,97
20240930,momentum_s,0.101257,97
20240930,mom_10_z,-0.017055,97
20240930,vol_low_z,0.247922,97
20240930,score,0.0492,97
20241002,value_s,-0.08636,93
20241002,growth_s,0.030856,93
20241002,momentum_s,0.19312,93
20241002,mom_10_z,-0.015681,93
20241002,vol_low_z,0.237549,93
20241002,score,0.131741,93
20241004,value_s,-0.105492,88
20241004,growth_s,0.141295,88
20241004,momentum_s,0.165634,88
20241004,mom_10_z,0.080413,88
20241004,vol_low_z,0.186115,88
20241004,score,0.209909,88
20241007,value_s,-0.065405,101
20241007,growth_s,0.010623,101
20241007,momentum_s,0.172014,101
20241007,mom_10_z,0.036925,101
20241007,vol_low_z,0.312953,101
20241007,score,0.104293,101
20241008,value_s,-0.056331,101
20241008,growth_s,-0.02028,101
20241008,momentum_s,0.12122,101
20241008,mom_10_z,-0.077764,101
20241008,vol_low_z,0.399825,101
20241008,score,0.13738,101
20241010,value_s,0.044799,101
20241010,growth_s,0.003809,101
20241010,momentum_s,0.12493,101
20241010,mom_10_z,-0.068515,101
20241010,vol_low_z,0.455306,101
20241010,score,0.169913,101
20241011,value_s,-0.004694,101
20241011,growth_s,0.025306,101
20241011,momentum_s,0.111095,101
20241011,mom_10_z,0.059348,101
20241011,vol_low_z,0.381351,101
20241011,score,0.155481,101
20241014,value_s,0.047045,100
20241014,growth_s,-0.019622,100
20241014,momentum_s,0.103114,100
20241014,mom_10_z,0.158092,100
20241014,vol_low_z,0.362292,100
20241014,score,0.132745,100
20241015,value_s,0.298733,102
20241015,growth_s,-0.128475,102
20241015,momentum_s,0.019955,102
20241015,mom_10_z,0.181288,102
20241015,vol_low_z,0.355729,102
20241015,score,0.103405,102
20241016,value_s,0.245469,96
20241016,growth_s,-0.111937,96
20241016,momentum_s,-0.051249,96
20241016,mom_10_z,0.114392,96
20241016,vol_low_z,0.350882,96
20241016,score,0.059374,96
20241017,value_s,0.277951,101
20241017,growth_s,-0.129919,101
20241017,momentum_s,-0.061277,101
20241017,mom_10_z,0.1306,101
20241017,vol_low_z,0.371904,101
20241017,score,0.027257,101
20241018,value_s,0.191221,92
20241018,growth_s,-0.13922,92
20241018,momentum_s,-0.016391,92
20241018,mom_10_z,0.292542,92
20241018,vol_low_z,0.322257,92
20241018,score,0.035649,92
20241021,value_s,0.278641,92
20241021,growth_s,-0.134211,92
20241021,momentum_s,-0.00427,92
20241021,mom_10_z,0.17231,92
20241021,vol_low_z,0.364132,92
20241021,score,0.023681,92
20241022,value_s,0.283009,85
20241022,growth_s,-0.212585,85
20241022,momentum_s,-0.068586,85
20241022,mom_10_z,0.127614,85
20241022,vol_low_z,0.448837,85
20241022,score,-0.048544,85
20241023,value_s,0.294431,90
20241023,growth_s,-0.125159,90
20241023,momentum_s,0.025205,90
20241023,mom_10_z,0.238556,90
20241023,vol_low_z,0.457102,90
20241023,score,0.071194,90
20241024,value_s,0.32704,88
20241024,growth_s,-0.171058,88
20241024,momentum_s,0.051205,88
20241024,mom_10_z,0.098517,88
20241024,vol_low_z,0.435543,88
20241024,score,0.065532,88
20241025,value_s,0.213688,84
20241025,growth_s,-0.214255,84
20241025,momentum_s,0.053896,84
20241025,mom_10_z,0.300638,84
20241025,vol_low_z,0.448173,84
20241025,score,0.046138,84
20241028,value_s,0.20731,91
20241028,growth_s,-0.14832,91
20241028,momentum_s,0.07656,91
20241028,mom_10_z,0.100287,91
20241028,vol_low_z,0.353368,91
20241028,score,0.06607,91
20241029,value_s,0.250179,90
20241029,growth_s,-0.205811,90
20241029,momentum_s,-0.045086,90
20241029,mom_10_z,0.214043,90
20241029,vol_low_z,0.344446,90
20241029,score,-0.035947,90
20241030,value_s,0.212214,85
20241030,growth_s,-0.246668,85
20241030,momentum_s,-0.082051,85
20241030,mom_10_z,0.192604,85
20241030,vol_low_z,0.360993,85
20241030,score,-0.073774,85
20241031,value_s,0.170178,85
20241031,growth_s,-0.275005,85
20241031,momentum_s,-0.147424,85
20241031,mom_10_z,0.258511,85
20241031,vol_low_z,0.239984,85
20241031,score,-0.170491,85
20241101,value_s,0.120687,81
20241101,growth_s,-0.368473,81
20241101,momentum_s,-0.161168,81
20241101,mom_10_z,0.238686,81
20241101,vol_low_z,0.186043,81
20241101,score,-0.27561,81
20241104,value_s,0.199698,92
20241104,growth_s,-0.281229,92
20241104,momentum_s,-0.064571,92
20241104,mom_10_z,0.078526,92
20241104,vol_low_z,0.206418,92
20241104,score,-0.14641,92
20241105,value_s,0.211423,89
20241105,growth_s,-0.312564,89
20241105,momentum_s,0.02214,89
20241105,mom_10_z,0.00446,89
20241105,vol_low_z,0.172829,89
20241105,score,-0.154392,89
20241106,value_s,0.175258,97
20241106,growth_s,-0.2338,97
20241106,momentum_s,-0.1416,97
20241106,mom_10_z,0.135007,97
20241106,vol_low_z,0.187816,97
20241106,score,-0.161648,97
20241107,value_s,0.11671,99
20241107,growth_s,-0.257551,99
20241107,momentum_s,-0.142435,99
20241107,mom_10_z,0.235609,99
20241107,vol_low_z,0.058535,99
20241107,score,-0.231824,99
20241108,value_s,0.207545,99
20241108,growth_s,-0.271861,99
20241108,momentum_s,-0.13992,99
20241108,mom_10_z,0.152084,99
20241108,vol_low_z,0.161707,99
20241108,score,-0.211133,99
20241111,value_s,0.249158,97
20241111,growth_s,-0.179781,97
20241111,momentum_s,-0.174592,97
20241111,mom_10_z,0.08066,97
20241111,vol_low_z,0.288121,97
20241111,score,-0.136164,97
20241112,value_s,0.135932,84
20241112,growth_s,-0.202673,84
20241112,momentum_s,-0.131865,84
20241112,mom_10_z,-0.015207,84
20241112,vol_low_z,0.194027,84
20241112,score,-0.214822,84
20241113,value_s,0.216553,83
20241113,growth_s,-0.219965,83
20241113,momentum_s,-0.132387,83
20241113,mom_10_z,0.042127,83
20241113,vol_low_z,0.119097,83
20241113,score,-0.17218,83
20241114,value_s,0.265924,78
20241114,growth_s,-0.269743,78
20241114,momentum_s,-0.149918,78
20241114,mom_10_z,-0.143565,78
20241114,vol_low_z,0.102467,78
20241114,score,-0.103808,78
20241115,value_s,0.253868,80
20241115,growth_s,-0.160759,80
20241115,momentum_s,-0.013772,80
20241115,mom_10_z,-0.119539,80
20241115,vol_low_z,0.041866,80
20241115,score,-0.040436,80
20241118,value_s,0.231907,76
20241118,growth_s,-0.09069,76
20241118,momentum_s,-0.02033,76
20241118,mom_10_z,-0.139494,76
20241118,vol_low_z,0.09985,76
20241118,score,-0.004074,76
20241119,value_s,0.189349,85
20241119,growth_s,-0.007465,85
20241119,momentum_s,0.019017,85
20241119,mom_10_z,-0.18374,85
20241119,vol_low_z,0.010924,85
20241119,score,0.051397,85
20241120,value_s,0.18862,89
20241120,growth_s,-0.01024,89
20241120,momentum_s,0.052674,89
20241120,mom_10_z,-0.154231,89
20241120,vol_low_z,0.022114,89
20241120,score,0.081606,89
20241121,value_s,-0.00884,86
20241121,growth_s,0.062333,86
20241121,momentum_s,0.161365,86
20241121,mom_10_z,-0.011935,86
20241121,vol_low_z,-0.112317,86
20241121,score,0.148243,86
20241122,value_s,0.02252,91
20241122,growth_s,0.06974,91
20241122,momentum_s,0.101555,91
20241122,mom_10_z,0.014477,91
20241122,vol_low_z,-0.087339,91
20241122,score,0.144322,91
20241125,value_s,0.1611,95
20241125,growth_s,0.016419,95
20241125,momentum_s,0.074015,95
20241125,mom_10_z,0.035414,95
20241125,vol_low_z,-0.096501,95
20241125,score,0.122761,95
20241126,value_s,0.053345,95
20241126,growth_s,0.051554,95
20241126,momentum_s,0.205512,95
20241126,mom_10_z,-0.041097,95
20241126,vol_low_z,-0.047522,95
20241126,score,0.1604,95
20241127,value_s,0.045053,100
20241127,growth_s,0.105047,100
20241127,momentum_s,0.172548,100
20241127,mom_10_z,0.04036,100
20241127,vol_low_z,-0.064026,100
20241127,score,0.166529,100
20241128,value_s,0.103183,102
20241128,growth_s,0.085162,102
20241128,momentum_s,0.203366,102
20241128,mom_10_z,-0.007108,102
20241128,vol_low_z,-0.147248,102
20241128,score,0.169402,102
20241129,value_s,-0.035525,92
20241129,growth_s,0.043293,92
20241129,momentum_s,0.141175,92
20241129,mom_10_z,-0.144075,92
20241129,vol_low_z,-0.166993,92
20241129,score,0.052849,92
20241202,value_s,-0.062956,86
20241202,growth_s,0.037502,86
20241202,momentum_s,0.0706,86
20241202,mom_10_z,-0.147073,86
20241202,vol_low_z,-0.327629,86
20241202,score,-0.019407,86
20241203,value_s,-0.077268,95
20241203,growth_s,0.100007,95
20241203,momentum_s,0.058133,95
20241203,mom_10_z,-0.04881,95
20241203,vol_low_z,-0.235702,95
20241203,score,0.083981,95
20241204,value_s,0.002501,85
20241204,growth_s,-0.010651,85
20241204,momentum_s,0.021771,85
20241204,mom_10_z,-0.028083,85
20241204,vol_low_z,-0.387649,85
20241204,score,0.012615,85
20241205,value_s,-0.021997,88
20241205,growth_s,-0.038728,88
20241205,momentum_s,-0.002976,88
20241205,mom_10_z,0.007379,88
20241205,vol_low_z,-0.357849,88
20241205,score,-0.052043,88
20241206,value_s,-0.011243,82
20241206,growth_s,-0.134533,82
20241206,momentum_s,0.059089,82
20241206,mom_10_z,-0.054386,82
20241206,vol_low_z,-0.406058,82
20241206,score,-0.122803,82
20241209,value_s,-0.024762,58
20241209,growth_s,0.173952,58
20241209,momentum_s,-0.068752,58
20241209,mom_10_z,-0.211295,58
20241209,vol_low_z,-0.412532,58
20241209,score,0.007414,58
20241210,value_s,0.148307,75
20241210,growth_s,0.079858,75
20241210,momentum_s,0.026088,75
20241210,mom_10_z,-0.314367,75
20241210,vol_low_z,-0.077496,75
20241210,score,0.029447,75
20241211,value_s,-0.005128,91
20241211,growth_s,0.098439,91
20241211,momentum_s,0.001465,91
20241211,mom_10_z,-0.198901,91
20241211,vol_low_z,-0.097675,91
20241211,score,0.050567,91
20241212,value_s,0.047309,100
20241212,growth_s,0.092529,100
20241212,momentum_s,-0.115383,100
20241212,mom_10_z,-0.18399,100
20241212,vol_low_z,-0.05697,100
20241212,score,0.016251,100
20241213,value_s,0.094169,105
20241213,growth_s,0.182822,105
20241213,momentum_s,-0.02315,105
20241213,mom_10_z,-0.185642,105
20241213,vol_low_z,0.097699,105
20241213,score,0.181348,105
20241216,value_s,0.115267,102
20241216,growth_s,0.178959,102
20241216,momentum_s,-0.134368,102
20241216,mom_10_z,0.013452,102
20241216,vol_low_z,-0.001962,102
20241216,score,0.118345,102
20241217,value_s,0.086061,99
20241217,growth_s,0.089784,99
