symbol,name,market,mc_krw,eps_trend_ok,fy_complete_0y,fy_complete_1y,snap_ok_count,0y_current,0y_7d,0y_30d,0y_60d,0y_90d,1y_current,1y_90d,endDate_0y_ok,endDate_1y_ok,rev_ok_0y,up7,up30,dn30,dn7,na,rev_growth,op_margin,gross_margin,fwd_pe,fwd_eps,earn_date_present,error,ticker,source
004960.KS,HanshinConst,KS,169973612380.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.462,0.03115,0.14148,,,False,,004960,Ext (1천억~5천억)
056090.KQ,CG MedTech,KQ,170170891328.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.167,0.027290002,0.44167998,,,False,,056090,Ext (1천억~5천억)
037350.KQ,SUNGDO ENG,KQ,169895700000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.383,0.0345,0.119969994,,,False,,037350,Ext (1천억~5천억)
192410.KQ,ONEUL E&M,KQ,169614814220.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.384,-0.37831002,0.40585998,,,False,,192410,Ext (1천억~5천억)
001520.KS,TONGYANG,KS,169465684730.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.135,-0.03587,0.07893,,,False,,001520,Ext (1천억~5천억)
417500.KQ,JI-Tech,KQ,169497126480.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.06,0.22258,0.31441998,,,False,,417500,Ext (1천억~5천억)
008970.KS,KBI DONG YANG STEEL PIPE,KS,168932524596.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.332,-0.00789,0.05874,,,False,,008970,Ext (1천억~5천억)
220260.KQ,Chemtros,KQ,169019729850.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.389,0.13861,0.15255,,,False,,220260,Ext (1천억~5천억)
082800.KQ,VIVOZON PHARMACEUTICAL,KQ,168800671480.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,082800,Ext (1천억~5천억)
214420.KS,TONYMOLY,KS,168383593000.0,True,True,True,5,1009.0,960.0,960.0,960.0,911.0,1303.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,0.218,0.01511,0.42421,5.464313,,False,,214420,Ext (1천억~5천억)
071200.KQ,INFINITT Healthcare,KQ,168579524780.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,071200,Ext (1천억~5천억)
365330.KQ,SY STEEL TECH,KQ,168323705000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.318,-0.01153,0.14596,,,False,,365330,Ext (1천억~5천억)
290740.KQ,ActRo,KQ,168186333810.0,True,True,True,5,1017.0,1049.0,1049.0,1056.0,1056.0,1460.0,1268.0,True,True,True,0.0,0.0,1.0,1.0,,0.022,0.033570003,0.07807,11.075342,,False,,290740,Ext (1천억~5천억)
142210.KQ,Unitrontech,KQ,167878850270.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,142210,Ext (1천억~5천억)
012800.KS,DAECHANG,KS,167698518160.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.252,0.07521,0.058709998,,,False,,012800,Ext (1천억~5천억)
340450.KQ,GCG,KQ,166974598580.0,True,True,True,5,229.0,229.0,229.0,0.0,0.0,317.5,0.0,True,True,True,0.0,0.0,0.0,0.0,,0.102,0.02483,0.4639,22.204725,,False,,340450,Ext (1천억~5천억)
001360.KS,SAMSUNG PHARM,KS,166666879830.0,True,False,False,0,,,,,,,,True,False,False,,,,,,1.227,-0.14423001,1.0,,,False,,001360,Ext (1천억~5천억)
013990.KQ,AGABANG&CO,KQ,166739807520.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.063,0.10086001,0.61968,,,False,,013990,Ext (1천억~5천억)
003480.KS,HHICHoldings,KS,166548139680.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.031,0.06815,0.14106,,,False,,003480,Ext (1천억~5천억)
400760.KS,NHALLONEREIT,KS,166435703250.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,,400760,Ext (1천억~5천억)
013520.KS,HS Corp,KS,166420412900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,0.05113,0.19129999,,,False,,013520,Ext (1천억~5천억)
002990.KS,KUMHOE&C,KS,165993184170.0,True,True,True,5,1396.5,1165.0,752.0,752.0,752.0,1884.5,884.5,True,True,True,1.0,1.0,0.0,0.0,2.0,-0.049,0.01974,0.06263,2.4462721,,False,,002990,Ext (1천억~5천억)
011040.KQ,KDPharm,KQ,166151336400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,011040,Ext (1천억~5천억)
023910.KQ,DaihanPharm,KQ,165900000000.0,True,True,True,5,5575.0,5224.0,5224.0,5224.0,5224.0,5814.0,5550.0,True,True,True,0.0,0.0,0.0,0.0,1.0,-0.008,0.0699,0.30892,4.867561,,False,,023910,Ext (1천억~5천억)
317400.KS,XI SND,KS,165601360400.0,True,True,True,5,948.0,0.0,0.0,0.0,0.0,1649.0,0.0,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.106,-0.00754,0.09584,2.6167374,,False,,317400,Ext (1천억~5천억)
093640.KQ,KRM,KQ,165011002300.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,093640,Ext (1천억~5천억)
333430.KQ,IL SEUNG,KQ,165002631390.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.149,0.36251,0.34847,,,False,,333430,Ext (1천억~5천억)
083500.KQ,FNS TECH,KQ,164996891280.0,True,True,False,5,1996.0,2011.0,2011.0,2011.0,2011.0,,,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.639,0.109230004,0.2367,,,False,,083500,Ext (1천억~5천억)
293480.KS,Hana Pharm,KS,164577479960.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,0.22830999,0.67467004,,,False,,293480,Ext (1천억~5천억)
062970.KQ,KAM,KQ,164986094460.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.571,-0.89996004,-0.30655,,,False,,062970,Ext (1천억~5천억)
381620.KQ,ZENIX ROBOTICS,KQ,164761075200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.907,-2.18927,-0.14649001,,,False,,381620,Ext (1천억~5천억)
071840.KS,LOTTE Himart,KS,164309675520.0,True,True,True,5,167.0,203.0,141.5,141.5,141.5,569.0,681.0,True,True,True,1.0,1.0,0.0,0.0,2.0,0.008,0.28256,0.25756,12.671353,,False,,071840,Ext (1천억~5천억)
037560.KS,LG HelloVision,KS,164187353800.0,True,True,True,5,268.5,345.66666,345.66666,345.66666,345.66666,401.5,365.8,True,True,True,0.0,0.0,1.0,1.0,3.0,-0.071,-0.026180001,0.75641996,5.3175592,,False,,037560,Ext (1천억~5천억)
077500.KS,Uniquest,KS,163512772140.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.072,0.03628,0.09556,,,False,,077500,Ext (1천억~5천억)
042420.KQ,NEOWIZ HOLDINDS,KQ,164067002450.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.2,0.01883,1.0,,,False,,042420,Ext (1천억~5천억)
338220.KQ,VUNO,KQ,163401274410.0,True,True,True,5,351.0,493.0,493.0,493.0,493.0,836.0,1103.0,True,True,True,0.0,0.0,1.0,1.0,1.0,0.022,-0.32532,0.97714996,14.234449,,False,,338220,Ext (1천억~5천억)
114840.KQ,IFAMILYSC,KQ,162807060000.0,True,True,True,5,1992.0,2021.3334,2021.3334,2021.3334,2021.3334,1821.0,2414.0,True,True,True,0.0,0.0,1.0,2.0,1.0,,,,,,False,,114840,Ext (1천억~5천억)
290690.KQ,SOLUX,KQ,162812905200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.567,-0.14177,0.10902,,,False,,290690,Ext (1천억~5천억)
000020.KS,DongwhaPharm,KS,162561155400.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.025,-0.03635,0.37037,,,False,,000020,Ext (1천억~5천억)
041440.KQ,HYUNDAI EVERDIGM,KQ,162676771520.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.494,0.04119,0.16868,,,False,,041440,Ext (1천억~5천억)
054800.KQ,IDIS Holdings,KQ,162459769200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.31,0.11788999,0.35421002,,,False,,054800,Ext (1천억~5천억)
474610.KQ,RF Systems,KQ,161676422400.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.191,0.11614,0.28074,,,False,,474610,Ext (1천억~5천억)
049960.KQ,CBT,KQ,161586000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,049960,Ext (1천억~5천억)
002230.KQ,PSTEC,KQ,161426911600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.147,0.06588,0.17237,,,False,,002230,Ext (1천억~5천억)
010100.KS,KOREA MOVENEX,KS,161387226000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.055,-0.0123000005,0.08796,,,False,,010100,Ext (1천억~5천억)
090350.KS,NOROOPAINT,KS,161000000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.094,0.0127799995,0.20195,,,False,,090350,Ext (1천억~5천억)
069510.KQ,ESTec,KQ,161249800000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,069510,Ext (1천억~5천억)
038290.KQ,Macrogen,KQ,160452720000.0,True,True,True,5,1028.0,967.0,967.0,967.0,967.0,2223.0,2276.0,True,True,True,0.0,0.0,0.0,0.0,1.0,,,,,,False,,038290,Ext (1천억~5천억)
334970.KQ,Prestige Biologics,KQ,159781669035.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,334970,Ext (1천억~5천억)
093190.KQ,Bixolon,KQ,159298133400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,093190,Ext (1천억~5천억)
105330.KQ,KNW,KQ,159554419200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,105330,Ext (1천억~5천억)
066410.KS,"066410.KS,0P0000EJNT,0",?,159637252154.0,False,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,066410,Ext (1천억~5천억)
100590.KQ,Mercury,KQ,159054977600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.267,-0.020539999,0.1521,,,False,,100590,Ext (1천억~5천억)
240550.KQ,DongBang Medical,KQ,158469925800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.06,0.17076,0.35356998,,,False,,240550,Ext (1천억~5천억)
046070.KS,"046070.KS,0P0000B96D,0",?,159196994920.0,False,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,046070,Ext (1천억~5천억)
021080.KQ,Atinum Investment,KQ,158400000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.276,0.79966,0.96072,,,False,,021080,Ext (1천억~5천억)
003830.KS,DaehanSynthFibr,KS,158032000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.127,-0.15235,0.00837,,,False,,003830,Ext (1천억~5천억)
217820.KQ,WONIK PNE,KQ,158260954265.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.569,-0.13246,0.122559994,,,False,,217820,Ext (1천억~5천억)
126730.KQ,KORCHIP,KQ,157862268000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.192,0.012990001,0.23007,,,False,,126730,Ext (1천억~5천억)
235980.KQ,MedPacto,KQ,157665556600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,-2.05674,0.0988,,,False,,235980,Ext (1천억~5천억)
217270.KQ,Neptune,KQ,157499116910.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.151,-0.05865,0.99925005,,,False,,217270,Ext (1천억~5천억)
089470.KS,HDCHEP,KS,157426500000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.06,0.0401,0.121120006,,,False,,089470,Ext (1천억~5천억)
009070.KS,KCTC,KS,157200000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.071,0.01794,0.11203,,,False,,009070,Ext (1천억~5천억)
013310.KQ,A-JIN INDUSTRY,KQ,157360690010.0,True,True,True,5,1064.0,0.0,0.0,0.0,0.0,1632.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,0.245,0.059559997,0.18897,2.4050245,,False,,013310,Ext (1천억~5천억)
004150.KS,HANSOL HOLDINGS,KS,157131954600.0,True,True,True,5,327.0,0.0,0.0,0.0,0.0,470.0,0.0,True,True,True,0.0,0.0,0.0,0.0,,-0.101,-0.0018000001,0.088719994,,,False,,004150,Ext (1천억~5천억)
009580.KS,Moorim P&P,KS,156856334860.0,True,True,True,5,176.0,0.0,0.0,0.0,0.0,195.0,0.0,True,True,True,1.0,1.0,0.0,0.0,1.0,0.026,-0.011,0.06913,13.0,,False,,009580,Ext (1천억~5천억)
000970.KS,KorCastIronPipe,KS,156639435000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.104,0.02052,0.17903,,,False,,000970,Ext (1천억~5천억)
272550.KS,SAMYANG PACKAGING,KS,156108686160.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.144,-0.04346,0.18738002,,,False,,272550,Ext (1천억~5천억)
323990.KQ,Vaxcell-Bio,KQ,154893917700.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,-7.3094096,0.0,,,False,,323990,Ext (1천억~5천억)
282720.KQ,KYGP,KQ,154766015000.0,True,True,True,5,526.0,800.0,800.0,800.0,800.0,710.0,1068.0,True,True,True,0.0,0.0,1.0,1.0,1.0,,,,,,False,,282720,Ext (1천억~5천억)
210540.KS,DY POWER,KS,154363077840.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.054,0.055689998,0.12697,,,False,,210540,Ext (1천억~5천억)
067280.KQ,Multicampus,KQ,154688931900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,067280,Ext (1천억~5천억)
148150.KQ,Se Gyung Hi Tech,KQ,154255830120.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.05,0.0072600003,0.27462,,,False,,148150,Ext (1천억~5천억)
108230.KQ,TOPTEC,KQ,153804026025.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,108230,Ext (1천억~5천억)
086670.KQ,BMT,KQ,153950476350.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,086670,Ext (1천억~5천억)
000700.KS,EUSU HOLDINGS,KS,152865436440.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.069,-0.030550001,0.22620001,,,False,,000700,Ext (1천억~5천억)
014280.KS,KUMKANG KIND,KS,152805949970.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.104,-0.00464,0.14984,,,False,,014280,Ext (1천억~5천억)
396300.KQ,SeA Mechanics,KQ,153109310000.0,True,False,False,0,,,,,,,,False,True,False,,,,,,0.118,0.010249999,0.06161,,,False,,396300,Ext (1천억~5천억)
234030.KQ,SYNIC SOLUTION,KQ,152488300000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.243,0.02101,0.07902,,,False,,234030,Ext (1천억~5천억)
023600.KQ,SAMBO CORR,KQ,151918767000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.094,0.049060002,0.17802,,,False,,023600,Ext (1천억~5천억)
072870.KQ,megastudy,KQ,152111436840.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,072870,Ext (1천억~5천억)
214390.KS,KYONGBO,KS,151808561000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.201,0.0072399997,0.38736,,,False,,214390,Ext (1천억~5천억)
027710.KQ,FarmStory,KQ,151526576000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,027710,Ext (1천억~5천억)
095190.KQ,SHINHWAPRITECH,KQ,151404271840.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,095190,Ext (1천억~5천억)
054540.KQ,SYMTEK,KQ,150800000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.144,0.045479998,0.19685,,,False,,054540,Ext (1천억~5천억)
136540.KQ,WINS Technet,KQ,150795280880.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.236,0.26197,0.46183997,,,False,,136540,Ext (1천억~5천억)
322510.KQ,JLK,KQ,150496468200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.103,-4.7870097,0.97764,,,False,,322510,Ext (1천억~5천억)
242040.KQ,NAMU TECH,KQ,150537248400.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.03,0.03361,0.19885,,,False,,242040,Ext (1천억~5천억)
085670.KQ,NEWFLEX,KQ,149638657320.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,085670,Ext (1천억~5천억)
408920.KQ,Messe eSang,KQ,150016618850.0,True,True,True,5,404.0,0.0,0.0,0.0,0.0,515.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,-0.284,0.14298001,0.3659,6.708738,,False,,408920,Ext (1천억~5천억)
260970.KQ,S&D,KQ,148976831000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.099,0.14536999,0.21545,,,False,,260970,Ext (1천억~5천억)
047560.KQ,ESTsoft,KQ,148722765940.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,047560,Ext (1천억~5천억)
212560.KQ,NEOOTO,KQ,148834236600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.002,0.042280003,0.11788,,,False,,212560,Ext (1천억~5천억)
222040.KQ,COSMAX NBT,KQ,148521600000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.078,0.02398,0.14144,,,False,,222040,Ext (1천억~5천억)
007460.KS,Aprogen,KS,148406795680.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.205,-0.8535,0.26422,,,False,,007460,Ext (1천억~5천억)
008040.KS,SAJODONGAONE,KS,147637251600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.018,0.06428,0.09189,,,False,,008040,Ext (1천억~5천억)
412350.KQ,Laserssel,KQ,147817287680.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,412350,Ext (1천억~5천억)
004970.KS,Silla,KS,147520000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,-0.03422,0.15956001,,,False,,004970,Ext (1천억~5천억)
298000.KS,HYOSUNG CHEM,KS,147501447900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.119,-0.12856,-0.03012,,,False,,298000,Ext (1천억~5천억)
067990.KQ,DEUTSCH MOTORS INC.,KQ,147366827500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.041,0.019960001,0.08877,,,False,,067990,Ext (1천억~5천억)
040300.KQ,YTN,KQ,147321868200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.192,-0.050619997,0.09197,,,False,,040300,Ext (1천억~5천억)
053700.KQ,SAMBO MOTORS,KQ,146810541360.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,053700,Ext (1천억~5천억)
033340.KQ,GOODPEOPLE,KQ,146298392022.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.275,-0.10606,0.49393,,,False,,033340,Ext (1천억~5천억)
019180.KS,THN,KS,145800000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.638,0.08387999,0.14654,,,False,,019180,Ext (1천억~5천억)
123040.KQ,"MS AUTOTECH CO., LTD",KQ,145923936670.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.012,-0.03312,0.08803,,,False,,123040,Ext (1천억~5천억)
071280.KQ,RORZE,KQ,145470694530.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.388,0.05785,0.09633,,,False,,071280,Ext (1천억~5천억)
306620.KQ,GIS,KQ,145744239360.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.193,0.11404,0.21287,,,False,,306620,Ext (1천억~5천억)
047770.KQ,Codes Combine,KQ,145315591680.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,047770,Ext (1천억~5천억)
094280.KS,HYOSUNG ITX,KS,144939828000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.058,0.045,0.09503999,,,False,,094280,Ext (1천억~5천억)
021820.KS,SewonPrecsnInd,KS,145000000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.185,0.12208,0.18558,,,False,,021820,Ext (1천억~5천억)
141000.KQ,Viatron,KQ,144891931600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,141000,Ext (1천억~5천억)
107600.KQ,Sebitchem,KQ,144690470100.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.593,-0.20799999,0.04788,,,False,,107600,Ext (1천억~5천억)
005990.KQ,MAEIL HOLDINGS,KQ,144818530560.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.013,0.02536,0.31051,,,False,,005990,Ext (1천억~5천억)
0007J0.KQ,Inventera,KQ,144650480460.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,,0007J0,Ext (1천억~5천억)
250060.KQ,Mobiis,KQ,144127486720.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.379,-0.68278,0.20978001,,,False,,250060,Ext (1천억~5천억)
131030.KQ,OPTUS,KQ,143819708500.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.018,0.07356,0.55213,,,False,,131030,Ext (1천억~5천억)
009270.KS,Shinwon,KS,142774368892.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.139,0.03645,0.22729999,,,False,,009270,Ext (1천억~5천억)
336680.KQ,Top Run Total Solution,KQ,143468470070.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.221,0.01426,0.124919996,,,False,,336680,Ext (1천억~5천억)
045970.KQ,CoAsia,KQ,143152925440.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,045970,Ext (1천억~5천억)
079430.KS,HYUNDAILIVART,KS,142609692180.0,True,True,True,5,256.0,603.0,603.0,603.0,892.5,582.0,1180.5,True,True,True,0.0,0.0,0.0,0.0,1.0,-0.137,-0.0073,0.1731,12.285223,,False,,079430,Ext (1천억~5천억)
012320.KS,KYUNGDONG INVEST,KS,142374384600.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.128,0.21488,0.17132999,,,False,,012320,Ext (1천억~5천억)
042510.KQ,RaonSecure,KQ,142417761540.0,True,True,True,5,672.0,714.0,714.0,714.0,714.0,828.0,820.0,True,True,True,0.0,0.0,1.0,1.0,,-0.021,0.20949,0.56284,14.371981,,False,,042510,Ext (1천억~5천억)
396470.KQ,WOT,KQ,142339600000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.313,0.21123,0.35736,,,False,,396470,Ext (1천억~5천억)
041520.KQ,ELC,KQ,142120591800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,041520,Ext (1천억~5천억)
021320.KQ,KCC,KQ,142096000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,021320,Ext (1천억~5천억)
456070.KQ,ENCell,KQ,141939587790.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.311,-3.42661,-0.46030998,,,False,,456070,Ext (1천억~5천억)
070960.KS,MYP,KS,141752665685.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.432,-0.0115600005,0.19156,,,False,,070960,Ext (1천억~5천억)
475580.KQ,ALUX,KQ,141835209000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.382,-0.20889,0.25067,,,False,,475580,Ext (1천억~5천억)
080420.KQ,Moda-InnoChips,KQ,141426157428.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.035,0.050329998,0.50391996,,,False,,080420,Ext (1천억~5천억)
215100.KQ,RoboRobo,KQ,141218270760.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.025,-0.21207,0.59766,,,False,,215100,Ext (1천억~5천억)
214680.KQ,DRTECH,KQ,141326655808.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.146,-0.55698,0.36096,,,False,,214680,Ext (1천억~5천억)
015890.KS,TaekyungInd,KS,141028718750.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.248,0.06414,0.21166,,,False,,015890,Ext (1천억~5천억)
052420.KQ,OSUNG ADVANCED MATERIALS,KQ,141064299008.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,052420,Ext (1천억~5천억)
104460.KQ,DYPNF,KQ,140942553400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,104460,Ext (1천억~5천억)
016710.KS,DAESUNG HOLDINGS,KS,140460977070.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.051,0.0178,0.14583,,,False,,016710,Ext (1천억~5천억)
005860.KQ,HanilFeed,KQ,140868173875.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.006,0.01625,0.09295,,,False,,005860,Ext (1천억~5천억)
049720.KQ,KCI,KQ,140712000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.041,0.10435,0.99894994,,,False,,049720,Ext (1천억~5천억)
024090.KS,DCM,KS,139992000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.138,0.15017,0.19703,,,False,,024090,Ext (1천억~5천억)
263720.KQ,D&C MEDIA,KQ,139889900570.0,True,True,True,5,673.0,760.0,760.0,760.0,760.0,671.0,713.0,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.051,0.26722,1.00134,16.631893,,False,,263720,Ext (1천억~5천억)
063570.KQ,NICE Infra,KQ,139322730240.0,True,True,True,5,481.0,530.0,530.0,508.0,508.0,625.0,638.0,True,True,True,0.0,0.0,1.0,1.0,1.0,,,,,,False,,063570,Ext (1천억~5천억)
065450.KQ,VICTEK,KQ,139220190160.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.095,0.06965,0.15262,,,False,,065450,Ext (1천억~5천억)
020120.KS,KidariStudio,KS,139174441330.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.16,0.06969,0.45047,,,False,,020120,Ext (1천억~5천억)
078000.KS,TELCOWARE,KS,138693555770.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.125,0.34832,0.49373,,,False,,078000,Ext (1천억~5천억)
007540.KS,SEMPIO,KS,139044930000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.003,0.02702,0.39941,,,False,,007540,Ext (1천억~5천억)
0015S0.KQ,FESCARO,KQ,138430221900.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.25,0.069299996,0.99889,,,False,,0015S0,Ext (1천억~5천억)
950130.KQ,Access Bio,KQ,137706586800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.817,-4.26377,-0.79243,,,False,,950130,Ext (1천억~5천억)
263860.KQ,GENIANS,KQ,138009920000.0,True,True,True,5,1132.0,1453.0,1453.0,1453.0,1453.0,1602.5,1671.0,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.155,0.28199,0.63332003,9.466458,,False,,263860,Ext (1천억~5천억)
417970.KQ,Model Solution,KQ,137529050000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.12,0.12353,0.28345,,,False,,417970,Ext (1천억~5천억)
493330.KQ,GFI,KQ,137433591940.0,True,False,False,0,,,,,,,,False,False,False,,,,,,1.945,0.18436001,0.26691,,,False,,493330,Ext (1천억~5천억)
307930.KQ,COMPANY K PARTNERS,KQ,137524100000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.676,0.71331,0.92261004,,,False,,307930,Ext (1천억~5천억)
002460.KS,HS HWASUNG,KS,137329500000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.36,-0.03621,0.14814,,,False,,002460,Ext (1천억~5천억)
035000.KS,HS Ad,KS,137278744680.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.067,0.14792,0.48359,,,False,,035000,Ext (1천억~5천억)
