v,q,g,m,gr,mom,cagr,mdd,cal,sh,sort
5,0,55,40,0.8,12m,70.57,47.81,1.476,1.347,2.103
5,10,60,25,0.3,12m-1m,62.58,42.41,1.475,1.239,1.976
15,0,70,15,0.5,12m-1m,78.18,53.06,1.473,1.403,2.252
5,5,55,35,0.7,12m-1m,70.89,48.14,1.473,1.347,2.146
5,5,55,35,0.8,12m-1m,72.05,48.95,1.472,1.36,2.158
25,0,55,20,0.6,12m,64.05,43.54,1.471,1.28,1.946
15,0,65,20,0.5,12m,77.01,52.35,1.471,1.394,2.236
0,15,50,35,0.4,12m,70.81,48.16,1.47,1.351,2.161
20,10,60,10,0.5,12m,61.37,41.75,1.47,1.237,1.947
10,0,50,40,0.7,12m,66.16,45.03,1.469,1.278,2.049
30,10,45,15,0.4,12m,52.75,35.91,1.469,1.141,1.82
15,10,55,20,0.7,12m-1m,70.46,47.97,1.469,1.342,2.085
5,15,70,10,0.6,12m,73.13,49.77,1.469,1.358,2.104
0,5,60,35,0.5,12m-1m,76.06,51.87,1.466,1.415,2.236
10,0,75,15,0.6,12m,79.99,54.57,1.466,1.417,2.219
0,15,55,30,0.5,12m,76.1,51.91,1.466,1.415,2.266
20,0,45,35,0.5,12m-1m,58.09,39.65,1.465,1.203,1.91
10,0,65,25,0.8,12m,78.06,53.33,1.464,1.425,2.205
10,10,65,15,0.8,12m,65.46,44.71,1.464,1.272,1.897
0,5,55,40,0.7,12m-1m,72.73,49.68,1.464,1.378,2.144
15,10,65,10,0.5,12m,61.42,41.98,1.463,1.24,1.979
15,0,60,25,0.3,12m,68.23,46.64,1.463,1.304,2.116
5,15,55,25,0.4,12m,68.01,46.5,1.463,1.331,2.089
10,5,65,20,0.4,12m-1m,72.52,49.63,1.461,1.361,2.143
25,5,55,15,0.4,12m,57.47,39.36,1.46,1.21,1.925
0,0,65,35,0.4,12m,78.03,53.48,1.459,1.425,2.26
0,5,55,40,0.4,12m,63.63,43.61,1.459,1.267,2.037
5,10,50,35,0.6,12m,74.58,51.12,1.459,1.388,2.192
10,15,60,15,0.4,12m,63.51,43.54,1.459,1.262,1.991
0,10,50,40,0.6,12m-1m,72.86,49.96,1.458,1.377,2.164
0,15,70,15,0.3,12m,69.64,47.76,1.458,1.327,2.077
5,10,60,25,0.8,12m-1m,70.98,48.72,1.457,1.352,2.19
20,5,50,25,0.4,12m,64.59,44.34,1.457,1.262,2.035
25,5,60,10,0.5,12m,56.13,38.53,1.457,1.168,1.837
15,10,45,30,0.3,12m-1m,71.61,49.15,1.457,1.352,2.187
0,5,60,35,0.7,12m-1m,69.92,47.98,1.457,1.335,2.158
15,10,65,10,0.8,12m-1m,63.39,43.55,1.455,1.258,1.878
25,5,40,30,0.6,12m,56.18,38.7,1.452,1.181,1.804
10,0,65,25,0.3,12m-1m,62.94,43.38,1.451,1.251,1.958
10,5,60,25,0.4,12m-1m,65.17,44.99,1.449,1.286,1.997
10,15,60,15,0.8,12m,65.55,45.26,1.448,1.269,1.921
15,0,45,40,0.8,12m-1m,68.27,47.13,1.448,1.324,2.055
15,0,75,10,0.8,12m,60.18,41.58,1.447,1.225,1.858
0,15,55,30,0.3,12m-1m,67.62,46.72,1.447,1.315,2.035
20,0,40,40,0.6,12m,65.45,45.21,1.447,1.283,1.952
15,15,40,30,0.4,12m-1m,69.82,48.27,1.447,1.359,2.129
15,0,75,10,0.8,12m-1m,62.49,43.22,1.446,1.243,1.854
0,10,50,40,0.8,12m,72.89,50.42,1.446,1.371,2.177
0,10,55,35,0.4,12m,74.94,51.86,1.445,1.398,2.231
15,5,45,35,0.6,12m,70.07,48.52,1.444,1.325,2.114
15,5,60,20,0.8,12m,73.28,50.77,1.443,1.373,2.104
15,5,70,10,0.5,12m,64.98,45.02,1.443,1.277,2.042
5,15,40,40,0.7,12m,72.46,50.27,1.441,1.386,2.157
30,0,50,20,0.3,12m,59.05,41.01,1.44,1.253,2.033
10,15,65,10,0.3,12m,66.04,45.88,1.44,1.297,2.027
5,10,45,40,0.8,12m,72.98,50.69,1.44,1.375,2.167
15,0,70,15,0.3,12m,66.4,46.11,1.44,1.278,2.089
5,0,75,20,0.4,12m-1m,67.99,47.24,1.439,1.308,2.082
0,0,65,35,0.6,12m-1m,74.67,51.89,1.439,1.386,2.154
20,5,60,15,0.3,12m,59.68,41.49,1.438,1.225,2.011
10,5,70,15,0.3,12m-1m,70.24,48.84,1.438,1.337,2.154
5,5,70,20,0.7,12m-1m,68.92,47.93,1.438,1.334,2.115
15,15,50,20,0.5,12m,63.57,44.27,1.436,1.281,2.001
25,0,65,10,0.8,12m-1m,68.0,47.37,1.435,1.328,2.048
0,10,75,15,0.5,12m-1m,69.89,48.71,1.435,1.346,2.085
5,10,50,35,0.8,12m,73.51,51.23,1.435,1.368,2.194
10,15,45,30,0.8,12m,78.7,54.88,1.434,1.42,2.229
15,0,50,35,0.4,12m-1m,66.95,46.68,1.434,1.306,2.107
5,5,75,15,0.7,12m-1m,71.48,49.84,1.434,1.353,2.082
15,15,45,25,0.5,12m,65.27,45.5,1.434,1.298,2.039
0,5,75,20,0.6,12m,83.78,58.48,1.433,1.481,2.381
15,10,40,35,0.8,12m,74.05,51.66,1.433,1.368,2.066
0,0,65,35,0.5,12m-1m,69.86,48.78,1.432,1.336,2.096
20,0,70,10,0.4,12m-1m,66.83,46.75,1.43,1.314,2.142
10,0,50,40,0.5,12m-1m,57.96,40.52,1.43,1.199,1.867
10,10,55,25,0.8,12m,77.8,54.38,1.43,1.414,2.21
5,15,40,40,0.6,12m,75.5,52.79,1.43,1.409,2.229
15,10,40,35,0.4,12m-1m,59.98,41.93,1.43,1.244,1.972
10,0,55,35,0.8,12m-1m,64.34,45.06,1.428,1.27,2.002
20,0,45,35,0.7,12m-1m,68.49,47.99,1.427,1.33,2.108
10,5,50,35,0.8,12m-1m,69.28,48.54,1.427,1.335,2.105
0,0,65,35,0.3,12m-1m,67.33,47.24,1.425,1.298,2.069
10,10,65,15,0.4,12m,67.67,47.5,1.425,1.302,2.034
15,0,55,30,0.5,12m-1m,59.31,41.61,1.425,1.204,1.907
10,15,55,20,0.8,12m,72.44,50.82,1.425,1.366,2.132
20,5,45,30,0.7,12m,75.75,53.19,1.424,1.384,2.149
0,10,65,25,0.5,12m,73.28,51.48,1.424,1.384,2.176
0,10,60,30,0.6,12m,76.29,53.57,1.424,1.413,2.267
0,0,70,30,0.3,12m,75.67,53.19,1.423,1.378,2.223
10,15,55,20,0.3,12m,62.45,43.9,1.423,1.254,2.014
5,10,75,10,0.3,12m-1m,69.13,48.65,1.421,1.327,2.112
15,5,40,40,0.5,12m-1m,56.11,39.49,1.421,1.185,1.834
20,10,40,30,0.5,12m,63.4,44.64,1.42,1.249,1.937
10,10,45,35,0.4,12m-1m,58.15,40.99,1.419,1.202,1.867
5,15,60,20,0.3,12m,68.34,48.21,1.418,1.314,2.105
5,15,40,40,0.8,12m,69.41,48.95,1.418,1.341,2.108
25,5,60,10,0.4,12m-1m,55.95,39.5,1.416,1.172,1.883
25,0,40,35,0.8,12m-1m,56.17,39.7,1.415,1.206,1.802
5,15,45,35,0.8,12m-1m,70.73,49.99,1.415,1.352,2.171
5,0,65,30,0.6,12m-1m,79.09,55.93,1.414,1.438,2.258
5,15,70,10,0.5,12m,68.47,48.41,1.414,1.301,2.013
0,15,60,25,0.3,12m,67.24,47.59,1.413,1.317,2.056
25,5,40,30,0.5,12m-1m,52.35,37.04,1.413,1.135,1.784
0,5,60,35,0.7,12m,72.72,51.52,1.412,1.37,2.183
15,5,40,40,0.7,12m,66.66,47.22,1.412,1.296,1.973
20,0,70,10,0.7,12m,67.72,48.02,1.41,1.309,2.026
10,10,60,20,0.7,12m,73.1,51.85,1.41,1.368,2.095
0,15,50,35,0.7,12m,74.82,53.04,1.41,1.4,2.228
15,5,70,10,0.7,12m-1m,63.04,44.75,1.409,1.251,1.856
25,0,40,35,0.5,12m,55.43,39.33,1.409,1.187,1.834
0,0,70,30,0.7,12m-1m,69.94,49.63,1.409,1.341,2.1
25,5,60,10,0.6,12m-1m,50.0,35.51,1.408,1.105,1.615
0,0,75,25,0.6,12m-1m,71.91,51.09,1.408,1.363,2.157
0,5,65,30,0.5,12m-1m,69.17,49.18,1.407,1.334,2.043
0,10,55,35,0.8,12m-1m,71.98,51.18,1.406,1.353,2.186
30,0,40,30,0.8,12m-1m,51.9,36.95,1.405,1.169,1.825
10,5,75,10,0.5,12m,74.19,52.81,1.405,1.385,2.195
0,10,55,35,0.5,12m,72.07,51.32,1.404,1.371,2.196
10,0,70,20,0.8,12m,73.1,52.13,1.402,1.373,2.101
5,0,65,30,0.8,12m,79.69,56.83,1.402,1.433,2.247
15,5,45,35,0.5,12m-1m,64.57,46.04,1.402,1.279,2.021
30,10,45,15,0.3,12m,49.57,35.36,1.402,1.108,1.777
0,15,70,15,0.4,12m,66.77,47.63,1.402,1.298,2.044
0,5,60,35,0.8,12m-1m,69.38,49.53,1.401,1.331,2.134
0,15,70,15,0.5,12m,72.78,51.96,1.401,1.372,2.173
10,10,45,35,0.7,12m,76.94,54.94,1.4,1.402,2.19
15,15,40,30,0.7,12m,64.97,46.42,1.4,1.294,2.043
15,0,75,10,0.6,12m,69.17,49.41,1.4,1.32,2.021
25,5,45,25,0.8,12m,70.7,50.52,1.399,1.334,2.01
20,10,50,20,0.7,12m-1m,58.22,41.6,1.399,1.196,1.917
30,5,55,10,0.4,12m,56.97,40.71,1.399,1.217,1.978
0,15,60,25,0.8,12m,66.58,47.63,1.398,1.286,2.005
10,10,55,25,0.3,12m,68.87,49.28,1.398,1.335,2.1
15,5,70,10,0.3,12m,58.96,42.22,1.396,1.208,1.931
5,10,65,20,0.5,12m,74.2,53.24,1.394,1.379,2.176
0,15,45,40,0.6,12m,73.34,52.7,1.392,1.382,2.18
10,15,45,30,0.4,12m-1m,66.02,47.42,1.392,1.298,2.051
30,0,55,15,0.8,12m-1m,56.76,40.8,1.391,1.213,1.8
0,5,65,30,0.5,12m,78.52,56.45,1.391,1.44,2.238
0,10,75,15,0.6,12m,67.1,48.27,1.39,1.296,2.059
15,10,50,25,0.3,12m,68.47,49.34,1.388,1.314,2.116
0,5,55,40,0.6,12m-1m,73.04,52.67,1.387,1.379,2.165
30,0,55,15,0.5,12m,51.17,36.88,1.387,1.144,1.808
25,0,60,15,0.4,12m-1m,60.33,43.5,1.387,1.245,1.985
5,5,60,30,0.4,12m-1m,74.46,53.67,1.387,1.389,2.162
5,10,70,15,0.8,12m,62.69,45.28,1.384,1.255,1.938
30,0,50,20,0.8,12m,62.15,44.92,1.384,1.254,1.902
15,5,40,40,0.8,12m-1m,58.92,42.57,1.384,1.212,1.879
25,5,60,10,0.4,12m,57.37,41.49,1.383,1.186,1.905
20,10,45,25,0.6,12m,62.82,45.5,1.381,1.243,1.945
30,0,50,20,0.7,12m-1m,55.33,40.06,1.381,1.19,1.81
0,15,50,35,0.7,12m-1m,73.51,53.26,1.38,1.377,2.197
0,15,50,35,0.3,12m-1m,63.0,45.65,1.38,1.259,1.994
5,5,60,30,0.4,12m,77.82,56.41,1.379,1.43,2.257
5,5,65,25,0.4,12m,73.78,53.53,1.378,1.377,2.173
15,0,70,15,0.6,12m-1m,69.48,50.41,1.378,1.318,2.095
15,10,65,10,0.7,12m-1m,62.27,45.2,1.378,1.24,1.838
10,0,55,35,0.6,12m,67.64,49.08,1.378,1.306,2.103
15,15,40,30,0.4,12m,66.69,48.38,1.378,1.301,2.019
10,5,75,10,0.5,12m-1m,71.34,51.79,1.377,1.352,2.152
25,0,45,30,0.5,12m-1m,53.83,39.12,1.376,1.139,1.797
25,5,45,25,0.5,12m-1m,58.89,42.8,1.376,1.22,1.883
5,15,60,20,0.8,12m,64.37,46.81,1.375,1.265,1.961
5,5,60,30,0.5,12m,75.41,54.89,1.374,1.398,2.155
15,15,60,10,0.5,12m,61.61,44.85,1.374,1.241,1.98
10,5,45,40,0.4,12m-1m,58.89,42.87,1.374,1.199,1.934
5,0,55,40,0.5,12m-1m,69.78,50.79,1.374,1.335,2.106
15,0,60,25,0.4,12m-1m,63.79,46.41,1.374,1.256,1.958
5,0,70,25,0.7,12m,73.88,53.76,1.374,1.372,2.169
30,15,40,15,0.4,12m,52.19,37.98,1.374,1.158,1.816
15,15,55,15,0.7,12m,64.57,47.02,1.373,1.253,1.899
25,10,55,10,0.6,12m,50.92,37.1,1.373,1.109,1.707
20,10,55,15,0.8,12m-1m,60.48,44.11,1.371,1.213,1.829
30,10,50,10,0.3,12m,51.25,37.39,1.371,1.138,1.777
10,0,65,25,0.4,12m-1m,70.58,51.48,1.371,1.328,2.105
0,15,45,40,0.7,12m,72.36,52.82,1.37,1.375,2.156
15,10,65,10,0.6,12m,57.9,42.28,1.37,1.18,1.757
5,10,65,20,0.8,12m-1m,65.49,47.79,1.37,1.28,2.034
15,10,50,25,0.8,12m-1m,72.92,53.21,1.37,1.369,2.105
5,10,60,25,0.7,12m,74.81,54.66,1.369,1.4,2.249
5,10,50,35,0.7,12m,73.42,53.7,1.367,1.363,2.099
10,5,60,25,0.3,12m,68.18,49.87,1.367,1.297,2.081
10,5,50,35,0.6,12m,66.49,48.64,1.367,1.293,2.057
15,0,75,10,0.7,12m,60.68,44.43,1.366,1.226,1.874
25,5,60,10,0.6,12m,51.11,37.4,1.366,1.103,1.664
20,10,40,30,0.3,12m,62.55,45.87,1.364,1.252,1.93
5,10,65,20,0.5,12m-1m,73.25,53.71,1.364,1.37,2.165
15,15,50,20,0.7,12m,69.1,50.68,1.364,1.323,2.067
10,5,75,10,0.8,12m-1m,68.76,50.42,1.364,1.317,1.987
0,10,55,35,0.6,12m-1m,64.42,47.26,1.363,1.28,2.009
15,10,55,20,0.8,12m,68.57,50.32,1.363,1.327,2.039
5,15,70,10,0.7,12m-1m,61.15,44.91,1.362,1.221,1.844
0,0,70,30,0.7,12m,72.23,53.04,1.362,1.354,2.128
20,0,40,40,0.5,12m,61.32,45.05,1.361,1.236,1.894
15,10,65,10,0.8,12m,61.58,45.25,1.361,1.24,1.834
15,10,65,10,0.5,12m-1m,50.15,36.85,1.361,1.102,1.722
25,0,40,35,0.4,12m,48.87,35.92,1.36,1.093,1.676
5,15,40,40,0.5,12m,72.13,53.09,1.359,1.363,2.163
5,10,50,35,0.3,12m,66.33,48.81,1.359,1.302,2.04
5,15,70,10,0.3,12m,61.78,45.47,1.359,1.238,1.975
20,10,40,30,0.8,12m-1m,71.48,52.6,1.359,1.365,2.139
25,5,45,25,0.7,12m-1m,73.26,53.97,1.358,1.396,2.145
15,0,70,15,0.4,12m,70.44,51.91,1.357,1.325,2.12
5,15,45,35,0.5,12m-1m,67.89,50.04,1.357,1.318,2.087
5,15,45,35,0.4,12m,69.85,51.52,1.356,1.332,2.117
20,10,40,30,0.7,12m-1m,68.5,50.51,1.356,1.335,2.053
0,10,60,30,0.5,12m,79.24,58.54,1.354,1.455,2.28
5,15,70,10,0.7,12m,62.17,45.91,1.354,1.23,1.856
10,5,65,20,0.3,12m-1m,63.64,47.08,1.352,1.257,2.006
30,15,40,15,0.3,12m-1m,53.1,39.28,1.352,1.184,1.837
20,5,45,30,0.5,12m,68.77,50.85,1.352,1.305,2.075
25,10,50,15,0.8,12m,52.72,39.01,1.351,1.125,1.736
10,15,45,30,0.7,12m,75.75,56.1,1.35,1.393,2.191
0,15,60,25,0.6,12m,64.13,47.53,1.349,1.273,2.028
5,15,40,40,0.4,12m,70.95,52.6,1.349,1.337,2.11
5,0,55,40,0.8,12m-1m,62.29,46.2,1.348,1.242,1.958
30,0,60,10,0.4,12m-1m,56.98,42.28,1.348,1.231,1.994
10,15,60,15,0.3,12m,58.18,43.27,1.345,1.2,1.928
10,0,75,15,0.8,12m-1m,63.56,47.26,1.345,1.255,1.938
25,5,45,25,0.8,12m-1m,74.01,55.02,1.345,1.384,2.082
20,0,70,10,0.4,12m,64.2,47.78,1.344,1.28,2.075
10,5,60,25,0.4,12m,74.89,55.77,1.343,1.376,2.201
0,15,45,40,0.4,12m,68.78,51.25,1.342,1.335,2.111
5,10,70,15,0.5,12m-1m,73.04,54.42,1.342,1.364,2.127
10,10,65,15,0.8,12m-1m,58.47,43.59,1.341,1.186,1.797
20,10,60,10,0.6,12m-1m,53.52,39.91,1.341,1.148,1.707
15,10,60,15,0.4,12m-1m,60.19,44.92,1.34,1.233,1.937
30,5,55,10,0.4,12m-1m,46.98,35.05,1.34,1.084,1.721
0,15,65,20,0.5,12m,69.29,51.75,1.339,1.329,2.121
20,10,45,25,0.5,12m,65.34,48.79,1.339,1.271,1.978
10,0,55,35,0.5,12m-1m,55.65,41.58,1.338,1.157,1.842
0,5,55,40,0.8,12m-1m,64.62,48.29,1.338,1.269,1.999
20,10,60,10,0.6,12m,55.48,41.47,1.338,1.156,1.695
30,0,60,10,0.5,12m-1m,48.82,36.48,1.338,1.107,1.795
10,15,45,30,0.5,12m,64.71,48.37,1.338,1.276,2.003
15,0,50,35,0.6,12m,69.45,51.93,1.337,1.31,2.132
0,5,70,25,0.4,12m,69.57,52.05,1.337,1.332,2.107
10,5,50,35,0.7,12m,70.2,52.5,1.337,1.325,2.054
25,0,65,10,0.3,12m,55.92,41.9,1.335,1.173,1.931
20,0,65,15,0.4,12m-1m,68.19,51.08,1.335,1.316,2.125
10,10,40,40,0.7,12m-1m,56.8,42.56,1.335,1.179,1.855
15,0,50,35,0.6,12m-1m,60.13,45.04,1.335,1.228,1.951
25,10,45,20,0.6,12m,57.2,42.88,1.334,1.196,1.868
25,0,65,10,0.3,12m-1m,59.76,44.79,1.334,1.228,2.038
10,10,65,15,0.4,12m-1m,65.55,49.19,1.333,1.278,1.978
10,5,45,40,0.5,12m-1m,55.19,41.4,1.333,1.173,1.838
15,0,65,20,0.5,12m-1m,72.14,54.17,1.332,1.355,2.135
0,10,50,40,0.6,12m,72.02,54.11,1.331,1.369,2.164
15,0,50,35,0.7,12m-1m,69.36,52.1,1.331,1.331,2.09
5,0,60,35,0.8,12m,72.91,54.84,1.33,1.366,2.127
0,5,70,25,0.5,12m,74.07,55.7,1.33,1.386,2.183
0,0,70,30,0.4,12m,71.28,53.64,1.329,1.344,2.115
5,15,55,25,0.3,12m,61.18,46.03,1.329,1.238,1.942
5,5,50,40,0.7,12m,71.61,53.9,1.329,1.362,2.11
10,0,60,30,0.3,12m,60.19,45.28,1.329,1.22,1.947
15,15,45,25,0.8,12m,80.25,60.44,1.328,1.438,2.278
5,15,45,35,0.5,12m,67.14,50.6,1.327,1.302,2.045
20,15,40,25,0.7,12m,61.14,46.17,1.324,1.249,1.96
10,5,55,30,0.3,12m-1m,64.42,48.65,1.324,1.261,2.012
5,5,65,25,0.5,12m,66.68,50.4,1.323,1.296,2.029
0,10,50,40,0.4,12m,62.26,47.09,1.322,1.243,1.997
5,10,55,30,0.8,12m,75.58,57.15,1.322,1.394,2.183
5,10,70,15,0.8,12m-1m,59.84,45.28,1.322,1.212,1.878
0,10,55,35,0.7,12m,70.49,53.33,1.322,1.351,2.19
15,10,40,35,0.6,12m,66.45,50.26,1.322,1.293,1.994
20,10,50,20,0.8,12m-1m,64.24,48.6,1.322,1.261,1.965
5,15,55,25,0.4,12m-1m,55.11,41.7,1.321,1.158,1.82
5,5,55,35,0.5,12m-1m,66.36,50.28,1.32,1.296,2.035
5,5,50,40,0.8,12m-1m,62.1,47.09,1.319,1.238,1.956
5,5,55,35,0.6,12m-1m,71.39,54.11,1.319,1.355,2.137
25,5,50,20,0.3,12m,51.02,38.69,1.319,1.124,1.811
5,15,50,30,0.5,12m,71.1,53.91,1.319,1.355,2.135
5,15,65,15,0.8,12m-1m,57.54,43.63,1.319,1.171,1.798
25,0,65,10,0.6,12m,54.28,41.17,1.318,1.144,1.817
15,0,55,30,0.3,12m-1m,60.95,46.24,1.318,1.225,1.953
15,15,60,10,0.4,12m,59.69,45.34,1.317,1.215,1.942
10,15,40,35,0.6,12m,73.37,55.74,1.316,1.365,2.159
20,5,60,15,0.4,12m-1m,55.39,42.1,1.316,1.167,1.826
5,5,75,15,0.8,12m-1m,69.4,52.74,1.316,1.324,2.049
15,5,70,10,0.4,12m-1m,57.93,44.07,1.315,1.184,1.89
25,10,45,20,0.5,12m,53.87,40.97,1.315,1.145,1.75
25,10,40,25,0.5,12m-1m,54.59,41.57,1.313,1.16,1.755
10,5,75,10,0.4,12m,65.27,49.74,1.312,1.273,2.024
20,0,70,10,0.8,12m-1m,60.9,46.46,1.311,1.219,1.876
5,5,65,25,0.6,12m,80.21,61.18,1.311,1.446,2.273
5,10,50,35,0.7,12m-1m,67.45,51.44,1.311,1.308,2.092
0,10,55,35,0.7,12m-1m,62.39,47.79,1.306,1.244,1.983
25,5,60,10,0.8,12m-1m,53.54,41.03,1.305,1.141,1.725
10,5,50,35,0.5,12m-1m,57.29,43.91,1.305,1.187,1.871
5,10,70,15,0.4,12m,71.14,54.5,1.305,1.335,2.114
5,5,70,20,0.6,12m-1m,66.21,50.76,1.305,1.288,2.043
5,15,50,30,0.4,12m,70.59,54.11,1.304,1.344,2.108
10,15,40,35,0.7,12m-1m,71.42,54.75,1.304,1.362,2.231
5,10,70,15,0.5,12m,72.01,55.29,1.302,1.342,2.151
25,10,45,20,0.3,12m-1m,56.27,43.21,1.302,1.197,1.879
30,10,40,20,0.3,12m,48.45,37.22,1.302,1.104,1.731
0,5,65,30,0.7,12m,68.99,53.01,1.301,1.318,2.149
20,0,45,35,0.6,12m,63.62,48.91,1.301,1.239,1.945
20,5,50,25,0.3,12m,57.56,44.24,1.301,1.187,1.89
15,10,60,15,0.8,12m-1m,59.3,45.63,1.3,1.216,1.901
5,0,60,35,0.3,12m-1m,63.86,49.22,1.297,1.248,2.035
5,5,55,35,0.3,12m-1m,62.91,48.5,1.297,1.239,2.02
20,0,65,15,0.3,12m,60.47,46.67,1.296,1.225,1.978
0,15,50,35,0.8,12m-1m,68.57,52.93,1.296,1.32,2.131
20,0,40,40,0.4,12m,58.37,45.05,1.296,1.207,1.846
10,0,55,35,0.7,12m,69.12,53.36,1.295,1.315,2.038
10,15,65,10,0.7,12m,56.45,43.59,1.295,1.162,1.754
20,10,55,15,0.6,12m,54.74,42.31,1.294,1.163,1.737
5,15,45,35,0.6,12m,71.44,55.21,1.294,1.354,2.135
10,5,50,35,0.8,12m,70.68,54.66,1.293,1.335,2.056
20,15,45,20,0.6,12m-1m,48.92,37.87,1.292,1.096,1.752
10,10,60,20,0.3,12m-1m,57.01,44.13,1.292,1.183,1.848
20,0,40,40,0.3,12m,58.76,45.5,1.291,1.215,1.881
15,0,70,15,0.5,12m,69.9,54.17,1.29,1.325,2.089
20,5,45,30,0.7,12m-1m,67.77,52.6,1.288,1.32,2.118
25,15,40,20,0.5,12m,52.08,40.42,1.288,1.14,1.739
10,15,50,25,0.7,12m,72.73,56.47,1.288,1.366,2.146
10,15,60,15,0.8,12m-1m,56.42,43.83,1.287,1.158,1.784
15,5,65,15,0.8,12m-1m,59.84,46.49,1.287,1.22,1.882
10,15,50,25,0.3,12m,64.9,50.42,1.287,1.28,1.996
0,10,65,25,0.4,12m,70.15,54.52,1.287,1.342,2.117
10,5,50,35,0.4,12m-1m,56.78,44.12,1.287,1.166,1.885
20,10,45,25,0.3,12m-1m,59.22,46.09,1.285,1.212,1.915
15,15,40,30,0.8,12m-1m,72.81,56.65,1.285,1.386,2.22
10,0,50,40,0.6,12m,67.95,52.88,1.285,1.302,2.078
0,15,55,30,0.4,12m,68.67,53.48,1.284,1.335,2.105
5,15,45,35,0.7,12m-1m,64.14,49.97,1.284,1.277,2.034
20,15,45,20,0.8,12m,67.89,52.87,1.284,1.291,2.047
0,10,50,40,0.7,12m,68.95,53.76,1.283,1.334,2.109
0,10,70,20,0.7,12m-1m,63.94,49.83,1.283,1.279,2.04
15,15,40,30,0.7,12m-1m,65.73,51.23,1.283,1.302,2.019
10,15,50,25,0.8,12m-1m,69.91,54.51,1.282,1.326,2.092
0,0,75,25,0.7,12m-1m,68.59,53.53,1.281,1.325,2.085
15,15,45,25,0.3,12m-1m,62.09,48.45,1.281,1.243,1.93
0,15,45,40,0.8,12m,67.76,52.93,1.28,1.312,2.062
15,15,50,20,0.8,12m,66.47,51.97,1.279,1.288,2.012
30,0,55,15,0.5,12m-1m,49.88,39.0,1.279,1.135,1.805
10,10,70,10,0.3,12m-1m,63.85,49.96,1.278,1.27,2.027
15,15,55,15,0.4,12m-1m,55.18,43.21,1.277,1.173,1.84
20,10,50,20,0.3,12m-1m,57.59,45.13,1.276,1.201,1.868
10,5,75,10,0.4,12m-1m,63.93,50.09,1.276,1.259,2.008
20,10,40,30,0.8,12m,72.19,56.56,1.276,1.362,2.041
0,5,65,30,0.6,12m-1m,64.48,50.54,1.276,1.272,1.979
25,15,45,15,0.7,12m-1m,49.85,39.16,1.273,1.119,1.77
30,0,55,15,0.7,12m-1m,47.91,37.65,1.273,1.088,1.644
15,15,60,10,0.5,12m-1m,50.35,39.55,1.273,1.1,1.756
5,10,75,10,0.6,12m,61.87,48.64,1.272,1.232,1.904
25,10,45,20,0.6,12m-1m,51.9,40.8,1.272,1.127,1.733
10,15,45,30,0.3,12m-1m,60.66,47.72,1.271,1.229,1.916
10,5,45,40,0.8,12m,66.39,52.27,1.27,1.294,2.037
5,5,50,40,0.7,12m-1m,61.12,48.11,1.27,1.239,1.935
5,15,40,40,0.8,12m-1m,64.57,50.84,1.27,1.291,2.026
5,0,60,35,0.7,12m-1m,72.98,57.5,1.269,1.375,2.164
0,15,45,40,0.3,12m-1m,64.96,51.19,1.269,1.284,2.065
30,0,45,25,0.6,12m,49.66,39.14,1.269,1.115,1.69
30,0,40,30,0.6,12m,45.76,36.12,1.267,1.062,1.62
20,10,40,30,0.4,12m-1m,68.67,54.19,1.267,1.332,2.1
10,0,70,20,0.6,12m,77.8,61.5,1.265,1.397,2.155
25,5,60,10,0.5,12m-1m,52.58,41.59,1.264,1.135,1.82
30,0,60,10,0.3,12m-1m,55.97,44.36,1.262,1.209,2.023
0,15,75,10,0.6,12m-1m,62.12,49.23,1.262,1.239,1.921
20,0,50,30,0.7,12m-1m,65.59,51.97,1.262,1.291,2.026
15,5,40,40,0.6,12m-1m,53.7,42.57,1.261,1.157,1.797
25,0,50,25,0.8,12m-1m,73.12,58.03,1.26,1.378,2.105
15,5,50,30,0.3,12m-1m,59.01,46.83,1.26,1.203,1.93
25,15,40,20,0.7,12m,55.06,43.71,1.26,1.18,1.9
30,10,50,10,0.4,12m,50.04,39.73,1.26,1.122,1.772
20,5,45,30,0.3,12m-1m,53.83,42.72,1.26,1.141,1.796
25,0,45,30,0.4,12m,55.25,43.89,1.259,1.17,1.873
25,5,45,25,0.3,12m,55.22,43.87,1.259,1.177,1.852
15,15,40,30,0.6,12m,59.29,47.11,1.259,1.208,1.901
15,15,50,20,0.4,12m,57.06,45.31,1.259,1.185,1.876
0,0,65,35,0.5,12m,66.55,52.84,1.259,1.298,2.007
25,10,40,25,0.8,12m,56.55,45.0,1.257,1.182,1.839
30,5,50,15,0.4,12m-1m,50.43,40.11,1.257,1.131,1.816
20,5,60,15,0.3,12m-1m,53.96,42.97,1.256,1.152,1.847
25,0,45,30,0.8,12m,71.16,56.73,1.254,1.329,1.999
15,0,65,20,0.3,12m,57.92,46.2,1.254,1.178,1.892
15,10,60,15,0.4,12m,56.32,44.92,1.254,1.172,1.834
25,15,40,20,0.4,12m,53.58,42.76,1.253,1.155,1.756
10,10,60,20,0.4,12m-1m,59.12,47.17,1.253,1.208,1.88
10,10,65,15,0.3,12m-1m,58.95,47.09,1.252,1.208,1.914
20,0,40,40,0.7,12m,62.99,50.36,1.251,1.255,1.983
0,15,45,40,0.7,12m-1m,66.08,52.83,1.251,1.3,2.047
