combo,ratio,v,q,g,m,cagr,mdd,calmar,sharpe,sortino
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,20,10,15,55,12.95,61.71,0.21,0.555,0.509
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,25,10,25,40,-14.64,52.84,-0.277,-0.1,-0.106
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,10,5,25,60,-14.8,68.88,-0.215,-0.061,-0.062
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,10,25,50,-23.9,69.78,-0.343,-0.243,-0.235
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,10,20,50,-9.76,66.49,-0.147,0.085,0.078
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,10,20,55,-12.25,68.97,-0.178,0.037,0.036
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,25,10,20,45,-7.32,60.99,-0.12,0.145,0.136
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,5,20,60,-4.41,71.19,-0.062,0.208,0.198
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,5,25,50,-8.84,65.62,-0.135,0.114,0.108
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,10,30,50,-15.2,65.39,-0.232,-0.078,-0.082
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,15,20,50,-21.36,67.91,-0.315,-0.245,-0.242
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,10,25,45,-27.36,66.54,-0.411,-0.428,-0.432
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,25,5,20,50,-2.92,65.81,-0.044,0.241,0.221
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,10,20,60,-12.41,69.38,-0.179,-0.012,-0.012
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,10,30,45,-18.93,66.18,-0.286,-0.18,-0.185
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,10,15,55,10.03,61.6,0.163,0.499,0.469
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,25,10,25,40,-18.04,57.21,-0.315,-0.165,-0.167
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,5,25,60,-18.59,68.99,-0.269,-0.107,-0.106
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,10,25,50,0.49,46.57,0.011,0.237,0.304
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,10,20,50,0.03,64.66,0.0,0.262,0.263
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,10,20,55,-1.7,62.04,-0.027,0.265,0.254
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,25,10,20,45,-15.59,67.02,-0.233,-0.052,-0.05
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,5,20,60,-2.06,66.77,-0.031,0.259,0.25
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,5,25,50,-14.95,61.55,-0.243,-0.04,-0.039
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,10,30,50,-22.4,72.57,-0.309,-0.224,-0.237
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,15,20,50,-3.79,60.82,-0.062,0.176,0.176
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,10,25,45,-1.92,44.25,-0.043,0.176,0.211
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,25,5,20,50,-6.17,62.78,-0.098,0.164,0.157
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,10,20,60,-5.29,71.19,-0.074,0.285,0.265
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,10,30,45,-32.22,71.88,-0.448,-0.499,-0.537
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,10,15,55,6.67,61.71,0.108,0.434,0.403
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,25,10,25,40,-18.14,61.97,-0.293,-0.11,-0.109
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,5,25,60,-9.95,66.08,-0.151,0.013,0.014
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,10,25,50,-17.65,63.06,-0.28,-0.077,-0.075
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,10,20,50,-8.08,65.71,-0.123,0.125,0.116
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,10,20,55,-8.27,63.29,-0.131,0.123,0.119
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,25,10,20,45,-10.37,61.4,-0.169,0.076,0.072
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,5,20,60,4.73,67.31,0.07,0.397,0.379
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,5,25,50,-14.92,63.46,-0.235,-0.087,-0.087
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,10,30,50,-19.91,67.52,-0.295,-0.201,-0.208
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,15,20,50,-19.97,66.84,-0.299,-0.202,-0.203
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,10,25,45,-24.52,59.77,-0.41,-0.344,-0.345
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,25,5,20,50,-0.18,66.69,-0.003,0.297,0.273
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,10,20,60,-20.59,71.95,-0.286,-0.223,-0.221
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,10,30,45,-20.88,66.39,-0.314,-0.225,-0.234
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,10,15,55,11.18,60.59,0.185,0.522,0.484
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,25,10,25,40,-24.36,55.55,-0.438,-0.33,-0.33
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,5,25,60,-22.73,71.53,-0.318,-0.212,-0.207
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,10,25,50,-9.03,58.89,-0.153,0.094,0.098
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,10,20,50,-10.78,63.24,-0.17,0.062,0.058
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,10,20,55,-0.8,63.97,-0.013,0.284,0.275
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,25,10,20,45,-9.14,62.67,-0.146,0.053,0.053
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,5,20,60,6.61,61.61,0.107,0.433,0.417
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,5,25,50,-2.42,45.85,-0.053,0.157,0.185
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,10,30,50,-29.29,75.77,-0.387,-0.431,-0.443
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,15,20,50,-13.69,66.24,-0.207,0.001,0.001
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,10,25,45,-17.87,52.84,-0.338,-0.147,-0.151
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,25,5,20,50,-2.26,55.09,-0.041,0.211,0.211
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,10,20,60,-16.93,64.4,-0.263,-0.133,-0.132
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,10,30,45,-25.28,67.45,-0.375,-0.449,-0.532
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,10,15,55,8.93,59.77,0.149,0.478,0.449
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,25,10,25,40,-8.19,41.21,-0.199,0.008,0.01
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,5,25,60,-17.41,69.32,-0.251,-0.13,-0.131
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,10,25,50,-22.05,69.34,-0.318,-0.197,-0.192
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,10,20,50,-7.25,69.06,-0.105,0.145,0.136
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,10,20,55,-0.63,63.48,-0.01,0.296,0.296
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,25,10,20,45,-13.78,61.42,-0.224,-0.068,-0.067
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,5,20,60,11.65,65.51,0.178,0.528,0.506
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,5,25,50,-6.6,62.09,-0.106,0.161,0.154
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,10,30,50,-14.09,66.01,-0.213,-0.043,-0.046
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,15,20,50,-5.96,62.13,-0.096,0.151,0.153
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,10,25,45,-26.5,67.09,-0.395,-0.317,-0.308
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,25,5,20,50,10.13,59.52,0.17,0.501,0.468
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,10,20,60,-1.96,67.13,-0.029,0.235,0.239
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,10,30,45,-17.06,63.55,-0.268,-0.121,-0.129
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,10,15,55,11.84,61.37,0.193,0.533,0.498
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,25,10,25,40,-18.35,59.02,-0.311,-0.164,-0.169
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,5,25,60,-17.71,72.01,-0.246,-0.086,-0.084
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,10,25,50,-3.99,46.89,-0.085,0.126,0.156
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,20,10,20,50,1.82,55.83,0.033,0.302,0.302
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,10,20,55,-8.18,65.06,-0.126,0.12,0.114
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,25,10,20,45,-9.51,54.17,-0.176,0.018,0.019
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,5,20,60,-5.17,65.2,-0.079,0.191,0.184
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,20,5,25,50,-3.95,47.03,-0.084,0.116,0.137
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,10,30,50,-9.74,55.63,-0.175,-0.063,-0.096
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,15,20,50,2.67,62.48,0.043,0.322,0.331
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,20,10,25,45,-2.95,38.41,-0.077,0.151,0.182
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,25,5,20,50,-5.52,59.83,-0.092,0.108,0.112
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,10,20,60,-20.51,70.61,-0.291,-0.078,-0.071
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,10,30,45,-27.75,68.26,-0.407,-0.531,-0.648
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,20,10,15,55,7.25,61.45,0.118,0.446,0.415
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,25,10,25,40,-10.44,47.03,-0.222,0.003,0.004
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,5,25,60,-18.84,66.83,-0.282,-0.171,-0.17
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,10,25,50,-18.59,63.3,-0.294,-0.174,-0.179
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,10,20,50,-4.94,66.86,-0.074,0.193,0.18
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,10,20,55,-4.22,67.98,-0.062,0.212,0.204
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,25,10,20,45,-2.77,52.5,-0.053,0.181,0.19
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,5,20,60,7.35,70.7,0.104,0.448,0.424
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,5,25,50,13.67,47.82,0.286,0.527,0.634
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,10,30,50,-14.74,71.73,-0.206,-0.026,-0.028
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,15,20,50,-9.05,68.03,-0.133,0.121,0.121
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,10,25,45,-17.41,62.01,-0.281,-0.138,-0.142
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,25,5,20,50,4.97,61.76,0.08,0.399,0.385
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,10,20,60,9.62,60.8,0.158,0.47,0.494
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,10,30,45,-21.64,65.78,-0.329,-0.234,-0.25
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,10,15,55,7.72,62.6,0.123,0.455,0.428
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,25,10,25,40,-17.62,55.0,-0.32,-0.183,-0.193
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,5,25,60,-11.95,68.73,-0.174,0.006,0.006
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,10,25,50,0.3,62.56,0.005,0.279,0.301
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,10,20,50,-4.32,63.15,-0.068,0.164,0.162
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,10,20,55,-12.2,65.81,-0.185,0.023,0.022
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,25,10,20,45,-8.83,59.83,-0.148,0.055,0.056
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,5,20,60,-6.03,70.69,-0.085,0.169,0.16
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,5,25,50,0.69,50.7,0.014,0.237,0.282
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,10,30,50,-16.35,69.33,-0.236,-0.072,-0.078
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,15,20,50,-4.98,62.73,-0.079,0.163,0.161
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,10,25,45,-18.41,60.37,-0.305,-0.178,-0.179
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,25,5,20,50,1.57,58.34,0.027,0.298,0.298
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,10,20,60,-19.62,73.48,-0.267,-0.054,-0.049
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,10,30,45,-23.81,68.36,-0.348,-0.269,-0.283
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,10,15,55,5.3,64.92,0.082,0.407,0.375
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,25,10,25,40,-10.8,43.84,-0.246,-0.046,-0.056
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,5,25,60,-0.37,57.82,-0.006,0.249,0.284
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,10,25,50,-21.14,65.05,-0.325,-0.246,-0.254
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,10,20,50,-3.79,66.34,-0.057,0.217,0.2
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,10,20,55,-12.71,64.73,-0.196,-0.005,-0.005
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,25,10,20,45,-18.55,65.08,-0.285,-0.131,-0.123
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,5,20,60,2.55,66.27,0.038,0.354,0.339
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,5,25,50,-7.24,61.85,-0.117,0.105,0.106
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,10,30,50,-13.88,64.24,-0.216,-0.037,-0.039
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,15,20,50,-18.92,70.57,-0.268,-0.125,-0.119
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,10,25,45,-23.16,62.35,-0.371,-0.292,-0.299
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,25,5,20,50,13.51,60.26,0.224,0.561,0.539
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,10,20,60,-9.18,70.25,-0.131,0.108,0.103
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,10,30,45,-14.35,64.99,-0.221,-0.064,-0.068
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,10,15,55,27.67,53.66,0.516,0.818,0.912
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,25,10,25,40,-19.25,54.95,-0.35,-0.194,-0.196
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,5,25,60,-15.04,66.07,-0.228,-0.01,-0.01
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,10,25,50,-2.63,59.82,-0.044,0.231,0.248
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,10,20,50,-0.28,63.78,-0.004,0.257,0.257
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,10,20,55,-2.47,64.33,-0.038,0.249,0.236
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,25,10,20,45,0.33,53.75,0.006,0.252,0.263
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,5,20,60,-2.1,71.02,-0.03,0.256,0.241
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,5,25,50,3.44,51.74,0.066,0.301,0.363
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,10,30,50,-6.04,61.2,-0.099,0.134,0.156
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,15,20,50,-6.87,63.2,-0.109,0.114,0.112
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,10,25,45,4.18,50.52,0.083,0.32,0.39
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,25,5,20,50,-2.57,55.84,-0.046,0.187,0.198
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,10,20,60,-15.47,71.97,-0.215,0.076,0.071
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,10,30,45,-24.35,66.38,-0.367,-0.295,-0.313
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,10,15,55,-1.22,64.5,-0.019,0.271,0.253
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,25,10,25,40,-14.47,55.31,-0.262,-0.115,-0.121
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,5,25,60,-4.84,60.91,-0.079,0.144,0.162
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,10,25,50,-25.55,66.66,-0.383,-0.385,-0.389
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,10,20,50,-8.75,66.82,-0.131,0.108,0.1
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,10,20,55,-14.25,69.75,-0.204,-0.067,-0.066
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,25,10,20,45,-14.66,65.94,-0.222,-0.03,-0.028
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,5,20,60,-1.29,67.36,-0.019,0.273,0.256
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,5,25,50,-16.16,61.37,-0.263,-0.213,-0.247
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,10,30,50,-13.04,65.99,-0.198,-0.006,-0.006
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,15,20,50,-20.05,70.81,-0.283,-0.162,-0.153
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,10,25,45,-30.25,67.64,-0.447,-0.533,-0.535
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,25,5,20,50,1.05,59.94,0.018,0.323,0.3
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,10,20,60,-19.02,71.74,-0.265,-0.125,-0.119
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,10,30,45,-13.34,60.12,-0.222,-0.112,-0.134
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,10,15,55,14.93,55.59,0.269,0.564,0.614
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,25,10,25,40,-22.73,53.85,-0.422,-0.288,-0.289
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,5,25,60,5.86,50.51,0.116,0.358,0.45
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,10,25,50,0.54,53.8,0.01,0.238,0.292
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,10,20,50,-8.07,65.36,-0.123,0.077,0.077
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,10,20,55,-21.67,68.75,-0.315,-0.274,-0.266
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,25,10,20,45,-9.2,61.85,-0.149,0.05,0.049
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,5,20,60,7.92,56.99,0.139,0.403,0.463
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,5,25,50,-6.71,50.66,-0.132,0.052,0.061
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,10,30,50,-16.37,70.0,-0.234,-0.068,-0.074
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,15,20,50,-15.12,66.62,-0.227,-0.083,-0.083
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,10,25,45,-11.15,50.88,-0.219,-0.073,-0.084
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,25,5,20,50,5.91,56.23,0.105,0.391,0.394
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,10,20,60,-17.62,64.81,-0.272,-0.166,-0.162
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,10,30,45,-19.53,62.17,-0.314,-0.175,-0.179
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,10,15,55,-0.39,65.42,-0.006,0.289,0.265
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,25,10,25,40,-15.48,50.8,-0.305,-0.205,-0.234
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,5,25,60,-4.36,57.5,-0.076,0.151,0.166
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,10,25,50,-25.81,71.83,-0.359,-0.299,-0.291
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,10,20,50,-4.88,67.05,-0.073,0.193,0.176
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,10,20,55,-7.72,64.79,-0.119,0.145,0.143
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,25,10,20,45,-15.84,62.32,-0.254,-0.121,-0.12
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,5,20,60,8.0,66.01,0.121,0.46,0.439
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,5,25,50,-11.84,66.04,-0.179,0.047,0.045
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,10,30,50,-15.34,67.19,-0.228,-0.067,-0.071
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,15,20,50,-9.93,66.8,-0.149,0.099,0.097
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,10,25,45,-26.94,66.08,-0.408,-0.411,-0.418
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,25,5,20,50,11.84,60.71,0.195,0.532,0.504
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,10,20,60,-8.8,67.21,-0.131,0.072,0.071
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,10,30,45,-19.0,65.33,-0.291,-0.172,-0.185
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,10,15,55,19.94,53.63,0.372,0.666,0.743
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,25,10,25,40,-19.12,56.55,-0.338,-0.209,-0.219
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,5,25,60,-8.08,65.65,-0.123,0.149,0.151
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,10,25,50,-18.44,67.23,-0.274,-0.159,-0.164
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,10,20,50,3.43,60.25,0.057,0.337,0.338
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,10,20,55,-8.92,66.82,-0.134,0.108,0.103
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,25,10,20,45,6.64,50.49,0.132,0.393,0.414
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,5,20,60,2.69,56.69,0.047,0.278,0.322
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,5,25,50,-3.51,53.35,-0.066,0.125,0.146
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,10,30,50,-11.51,59.0,-0.195,-0.004,-0.004
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,15,20,50,-10.12,64.91,-0.156,0.036,0.035
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,10,25,45,-6.74,51.96,-0.13,0.049,0.057
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,25,5,20,50,-6.8,59.43,-0.114,0.108,0.11
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,10,20,60,-19.57,71.85,-0.272,-0.016,-0.015
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,10,30,45,-19.08,60.16,-0.317,-0.137,-0.148
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,10,15,55,-6.32,65.53,-0.096,0.156,0.144
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,25,10,25,40,-4.4,42.77,-0.103,0.103,0.122
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,5,25,60,-10.45,59.55,-0.175,0.008,0.009
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,10,25,50,-11.75,64.78,-0.181,0.017,0.019
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,10,20,50,-6.24,66.54,-0.094,0.165,0.153
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,10,20,55,-1.51,67.29,-0.022,0.272,0.263
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,25,10,20,45,-3.65,55.97,-0.065,0.159,0.166
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,5,20,60,10.94,67.09,0.163,0.515,0.493
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,5,25,50,13.14,48.23,0.273,0.514,0.615
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,10,30,50,-18.33,72.08,-0.254,-0.12,-0.13
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,15,20,50,4.01,61.23,0.065,0.353,0.368
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,10,25,45,-13.99,61.65,-0.227,-0.057,-0.059
