v,q,g,m,mom,g_sub,entry,exit,slots,cal,cagr,mdd,sharpe,sortino
30,10,35,25,6m-1m,rev+oca 7:3,10,13,5,0.536,31.69,59.12,0.536,1.881
30,10,35,25,6m-1m,rev+oca 7:3,5,10,5,0.534,35.23,65.95,0.568,1.888
30,10,35,25,6m-1m,rev+oca 7:3,7,11,3,0.533,34.64,64.97,0.512,1.975
30,10,35,25,6m-1m,rev+oca 7:3,5,9,3,0.531,37.06,69.81,0.528,2.044
30,5,35,30,6m,rev+oca 7:3,10,15,5,0.53,36.19,68.28,0.575,2.103
30,5,35,30,6m,rev+oca 7:3,7,11,5,0.527,33.66,63.85,0.554,1.878
30,20,10,40,6m-1m,rev+opm 7:3,10,13,7,0.527,29.02,55.12,0.596,1.702
30,20,10,40,6m-1m,rev+oca 7:3,10,11,7,0.52,26.63,51.18,0.57,1.637
30,20,10,40,6m-1m,rev+opm 7:3,7,10,7,0.52,29.52,56.83,0.602,1.675
30,20,10,40,6m-1m,rev+oca 7:3,10,12,7,0.517,27.57,53.31,0.581,1.659
30,10,35,25,6m-1m,rev+oca 7:3,10,15,5,0.514,31.5,61.23,0.534,1.888
30,10,35,25,6m-1m,rev+oca 7:3,10,14,5,0.513,31.67,61.71,0.535,1.891
30,5,35,30,6m,rev+oca 7:3,7,10,5,0.51,33.23,65.11,0.604,1.719
30,10,35,25,6m-1m,rev+oca 7:3,7,10,5,0.508,30.58,60.21,0.526,1.85
30,10,35,25,6m-1m,rev+oca 7:3,10,11,5,0.508,31.31,61.59,0.532,1.883
30,20,10,40,6m-1m,rev+opm 7:3,7,12,7,0.508,31.42,61.85,0.623,1.73
30,20,10,40,6m-1m,rev+opm 7:3,10,11,7,0.491,25.59,52.17,0.555,1.617
30,20,10,40,6m-1m,rev+opm 7:3,10,15,7,0.489,26.96,55.13,0.571,1.643
30,20,10,40,6m-1m,rev+opm 7:3,7,11,7,0.487,27.79,57.06,0.582,1.624
30,20,10,40,6m-1m,rev+opm 7:3,7,8,7,0.48,28.03,58.34,0.585,1.609
30,10,35,25,6m-1m,rev+oca 7:3,5,10,3,0.478,33.31,69.66,0.504,1.936
30,10,35,25,6m-1m,rev+oca 7:3,7,10,3,0.477,32.73,68.61,0.5,1.924
30,20,10,40,6m-1m,rev+opm 7:3,10,12,7,0.476,26.88,56.45,0.571,1.643
30,20,10,40,6m-1m,rev+oca 7:3,7,10,7,0.468,27.06,57.85,0.574,1.597
20,5,35,40,6m,rev+opm 7:3,10,11,3,0.462,29.52,63.93,0.793,1.189
20,5,35,40,6m,rev+opm 7:3,7,11,3,0.458,29.29,63.93,0.789,1.182
20,5,35,40,6m,rev+opm 7:3,10,12,3,0.431,28.92,67.11,0.782,1.158
20,5,35,40,6m,rev+opm 7:3,7,12,3,0.425,28.49,67.11,0.775,1.146
