atk,def,rule,cagr,mdd,cal,sh,sort,sw,boost
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,KK_MA120_3d,100.79,36.82,2.737,1.747,2.778,17,50.89216446858029
A2_3f_rog_G65M30,D5_2f_rao_M55,B126_30_3d,99.14,36.21,2.737,1.712,2.614,17,73.31264546159814
A4_3f_roo_G60M30,D3_3f_roo_M60S7,B126_45_5d,97.61,35.67,2.737,1.753,2.795,17,49.72847168347556
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_35_5d,91.93,33.59,2.737,1.654,2.541,15,67.88207913110938
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KK_MA120_5d,94.99,34.71,2.736,1.719,2.739,15,50.116369278510476
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA60_3d,92.9,33.97,2.735,1.667,2.695,31,60.66718386346005
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA200_3d,90.93,33.24,2.735,1.691,2.648,19,54.3832428238945
A3_3f_rog_G60M25,D1_3f_rog_M60S7,B126_35_2d,98.51,36.01,2.735,1.703,2.608,24,67.10628394103956
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_35_4d,91.85,33.63,2.732,1.634,2.551,15,67.95965865011637
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KK_MA60_4d,92.0,33.71,2.729,1.681,2.707,23,49.80605120248254
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_30_4d,90.89,33.32,2.728,1.621,2.603,17,73.23506594259116
A1_3f_rgp_G60M40,D6_2f_rvo_M60,B126_40_3d,102.86,37.71,2.727,1.752,2.816,19,57.56400310318076
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA150_2d,93.94,34.47,2.726,1.742,2.762,25,56.788207913110945
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA60_4d,83.11,30.49,2.726,1.56,2.469,23,60.27928626842514
A7_2f_roc_G55M25,D5_2f_rao_M55,KK_MA60_3d,93.52,34.31,2.725,1.733,2.811,39,50.73700543056633
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA200_3d,89.19,32.74,2.724,1.691,2.615,19,54.3832428238945
A3_3f_rog_G60M25,D3_3f_roo_M60S7,KP_MA120_5d,91.4,33.59,2.722,1.699,2.705,15,57.79674166020171
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KP_MA150_3d,91.01,33.44,2.721,1.683,2.7,25,56.477889837083005
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA250_2d,97.68,35.9,2.721,1.735,2.792,25,48.87509697439876
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KK_MA120_5d,98.64,36.25,2.721,1.77,2.767,15,50.116369278510476
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA250_2d,97.04,35.67,2.72,1.723,2.788,25,48.87509697439876
A3_3f_rog_G60M25,D4_3f_rog_M60S5,B126_30_4d,92.66,34.1,2.718,1.636,2.532,17,73.23506594259116
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_45_4d,96.77,35.6,2.718,1.799,2.873,19,49.49573312645462
A5_3f_rog_G70M25,D7_3f_rog_E7S7,B126_45_5d,97.42,35.85,2.717,1.796,2.807,17,49.72847168347556
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA150_3d,90.19,33.2,2.717,1.669,2.687,25,56.477889837083005
A3_3f_rog_G60M25,D7_3f_rog_E7S7,B126_40_3d,101.6,37.42,2.715,1.825,2.847,19,57.56400310318076
A3_3f_rog_G60M25,D6_2f_rvo_M60,KP_MA150_4d,91.96,33.88,2.714,1.679,2.696,21,57.176105508145845
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA150_2d,92.43,34.07,2.713,1.656,2.638,25,56.788207913110945
A5_3f_rog_G70M25,D7_3f_rog_E7S7,B126_35_3d,101.24,37.31,2.713,1.745,2.704,19,67.57176105508145
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA250_2d,109.4,40.35,2.712,1.874,2.928,25,48.87509697439876
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA120_3d,99.46,36.67,2.712,1.788,2.834,15,57.951900698215674
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KK_MA60_4d,98.48,36.33,2.711,1.81,2.872,23,49.80605120248254
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA120_2d,101.0,37.25,2.711,1.8,2.846,21,58.10705973622964
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA250_5d,100.24,36.99,2.71,1.766,2.768,13,47.478665632273085
A7_2f_roc_G55M25,D3_3f_roo_M60S7,B126_40_2d,99.56,36.74,2.71,1.794,2.826,30,57.176105508145845
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA250_2d,98.66,36.41,2.71,1.764,2.802,25,48.87509697439876
A2_3f_rog_G65M30,D3_3f_roo_M60S7,B126_45_4d,96.61,35.67,2.709,1.752,2.736,19,49.49573312645462
A2_3f_rog_G65M30,D3_3f_roo_M60S7,B126_45_3d,97.41,35.96,2.709,1.76,2.737,23,48.95267649340574
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,B126_35_2d,97.77,36.11,2.708,1.689,2.769,24,67.10628394103956
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA250_2d,96.52,35.64,2.708,1.76,2.803,25,48.87509697439876
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA60_3d,93.81,34.65,2.707,1.714,2.724,31,60.66718386346005
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_35_4d,98.88,36.54,2.706,1.69,2.756,15,67.95965865011637
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KK_MA60_3d,78.73,29.11,2.705,1.548,2.414,39,50.73700543056633
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA150_3d,94.04,34.77,2.704,1.702,2.73,25,56.477889837083005
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_45_4d,97.72,36.14,2.704,1.803,2.871,19,49.49573312645462
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA150_2d,95.82,35.45,2.703,1.705,2.718,25,56.788207913110945
A1_3f_rgp_G60M40,D6_2f_rvo_M60,B126_35_5d,93.76,34.69,2.703,1.646,2.684,15,67.88207913110938
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA60_3d,95.27,35.24,2.703,1.67,2.697,31,60.66718386346005
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA60_3d,89.61,33.16,2.702,1.646,2.672,31,60.66718386346005
A1_3f_rgp_G60M40,D5_2f_rao_M55,B126_35_4d,100.26,37.11,2.702,1.724,2.744,15,67.95965865011637
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA120_4d,103.62,38.35,2.702,1.82,2.904,15,57.874321179208685
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_45_4d,96.29,35.67,2.7,1.757,2.737,19,49.49573312645462
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KP_MA60_3d,90.32,33.47,2.699,1.67,2.661,31,60.66718386346005
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_35_4d,106.61,39.52,2.698,1.806,2.773,15,67.95965865011637
A3_3f_rog_G60M25,D7_3f_rog_E7S7,B126_40_4d,102.13,37.9,2.695,1.834,2.855,17,57.253685027152834
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA60_3d,98.59,36.58,2.695,1.773,2.872,31,60.66718386346005
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA150_4d,86.67,32.19,2.693,1.647,2.571,21,57.176105508145845
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA250_5d,93.01,34.54,2.693,1.714,2.63,13,47.478665632273085
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KP_MA200_2d,101.31,37.62,2.693,1.781,2.898,21,54.30566330488751
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KK_MA60_4d,85.21,31.65,2.692,1.621,2.572,23,49.80605120248254
A2_3f_rog_G65M30,D5_2f_rao_M55,KK_MA60_3d,93.61,34.77,2.692,1.721,2.769,39,50.73700543056633
A3_3f_rog_G60M25,D6_2f_rvo_M60,B126_30_2d,94.06,34.97,2.69,1.652,2.596,24,73.39022498060513
A5_3f_rog_G70M25,D6_2f_rvo_M60,KK_MA60_4d,89.37,33.23,2.69,1.645,2.669,23,49.80605120248254
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA150_3d,91.41,33.98,2.69,1.671,2.677,25,56.477889837083005
A3_3f_rog_G60M25,D7_3f_rog_E7S7,B126_35_3d,98.99,36.8,2.69,1.733,2.647,19,67.57176105508145
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_45_5d,100.34,37.33,2.688,1.814,2.905,17,49.72847168347556
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA150_4d,83.43,31.03,2.688,1.628,2.532,21,57.176105508145845
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_40_5d,108.0,40.18,2.688,1.81,2.899,13,57.176105508145845
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_30_3d,89.55,33.33,2.687,1.613,2.575,17,73.31264546159814
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA60_5d,92.84,34.56,2.686,1.7,2.646,23,60.20170674941815
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_40_2d,100.63,37.48,2.685,1.813,2.806,30,57.176105508145845
A2_3f_rog_G65M30,D7_3f_rog_E7S7,B126_45_2d,96.34,35.88,2.685,1.781,2.779,28,48.719937936384795
A3_3f_rog_G60M25,D1_3f_rog_M60S7,B126_45_3d,95.47,35.58,2.684,1.738,2.735,23,48.95267649340574
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA60_5d,92.21,34.36,2.684,1.664,2.717,23,60.20170674941815
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA150_3d,91.22,33.98,2.684,1.68,2.695,25,56.477889837083005
A5_3f_rog_G70M25,D7_3f_rog_E7S7,B126_30_4d,90.5,33.74,2.682,1.622,2.514,17,73.23506594259116
A3_3f_rog_G60M25,D4_3f_rog_M60S5,B126_35_2d,97.35,36.3,2.682,1.691,2.589,24,67.10628394103956
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA250_2d,94.53,35.24,2.682,1.717,2.748,25,48.87509697439876
A2_3f_rog_G65M30,D3_3f_roo_M60S7,B126_30_3d,95.32,35.55,2.681,1.659,2.624,17,73.31264546159814
A3_3f_rog_G60M25,D5_2f_rao_M55,KK_MA60_3d,91.96,34.31,2.68,1.721,2.721,39,50.73700543056633
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KP_MA200_2d,103.96,38.79,2.68,1.86,2.917,21,54.30566330488751
A4_3f_roo_G60M30,D3_3f_roo_M60S7,B126_45_3d,96.31,35.96,2.678,1.754,2.767,23,48.95267649340574
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA150_2d,95.24,35.56,2.678,1.722,2.761,25,56.788207913110945
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KP_MA120_5d,95.57,35.69,2.678,1.764,2.774,15,57.79674166020171
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA60_3d,98.04,36.63,2.676,1.723,2.864,31,60.66718386346005
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA250_2d,98.56,36.84,2.675,1.795,2.778,25,48.87509697439876
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_40_2d,91.99,34.39,2.675,1.695,2.632,30,57.176105508145845
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_40_2d,95.56,35.73,2.675,1.721,2.725,30,57.176105508145845
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KK_MA60_3d,80.6,30.14,2.674,1.527,2.475,39,50.73700543056633
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_30_5d,104.78,39.19,2.674,1.738,2.815,13,72.53685027152832
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA60_5d,89.57,33.51,2.673,1.671,2.641,23,60.20170674941815
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,KP_MA200_4d,113.1,42.31,2.673,1.863,2.994,15,53.68502715283165
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KK_MA60_4d,86.48,32.36,2.672,1.624,2.559,23,49.80605120248254
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_30_4d,90.98,34.05,2.672,1.627,2.528,17,73.23506594259116
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA150_2d,98.2,36.76,2.671,1.782,2.801,25,56.788207913110945
A6_2f_oca_G60M25,D5_2f_rao_M55,KK_MA60_3d,83.43,31.25,2.67,1.641,2.616,39,50.73700543056633
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA150_3d,98.58,36.92,2.67,1.787,2.819,25,56.477889837083005
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA60_5d,96.35,36.13,2.667,1.688,2.746,23,60.20170674941815
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_35_3d,94.74,35.54,2.665,1.671,2.58,19,67.57176105508145
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA60_4d,92.25,34.63,2.664,1.654,2.719,23,60.27928626842514
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KP_MA60_3d,88.75,33.31,2.664,1.628,2.59,31,60.66718386346005
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_30_2d,90.53,34.01,2.662,1.653,2.606,24,73.39022498060513
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_35_3d,94.5,35.51,2.661,1.634,2.692,19,67.57176105508145
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA150_3d,105.13,39.52,2.66,1.835,2.886,25,56.477889837083005
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA250_4d,97.51,36.65,2.66,1.738,2.773,15,48.021722265321955
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_40_4d,100.62,37.85,2.658,1.738,2.788,17,57.253685027152834
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_45_5d,95.02,35.77,2.657,1.73,2.696,17,49.72847168347556
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KK_MA120_5d,99.01,37.28,2.656,1.788,2.812,15,50.116369278510476
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA60_2d,88.42,33.3,2.655,1.624,2.58,47,59.96896819239721
A4_3f_roo_G60M30,D3_3f_roo_M60S7,B126_45_4d,94.64,35.67,2.654,1.736,2.747,19,49.49573312645462
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_35_3d,98.03,36.94,2.654,1.678,2.623,19,67.57176105508145
A5_3f_rog_G70M25,D5_2f_rao_M55,B126_40_3d,119.36,44.97,2.654,1.96,3.004,19,57.56400310318076
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA60_5d,85.18,32.1,2.654,1.612,2.513,23,60.20170674941815
A1_3f_rgp_G60M40,D2_2f_oar_V40G40,KP_MA200_4d,92.11,34.71,2.654,1.687,2.635,15,53.68502715283165
A2_3f_rog_G65M30,D5_2f_rao_M55,B126_45_5d,122.19,46.03,2.654,1.983,3.025,17,49.72847168347556
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA120_2d,92.37,34.82,2.653,1.683,2.7,21,58.10705973622964
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_40_4d,102.47,38.66,2.65,1.81,2.825,17,57.253685027152834
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_45_5d,94.73,35.77,2.649,1.735,2.702,17,49.72847168347556
A7_2f_roc_G55M25,D2_2f_oar_V40G40,B126_30_3d,85.83,32.42,2.648,1.599,2.414,17,73.31264546159814
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA120_2d,97.39,36.77,2.648,1.759,2.769,21,58.10705973622964
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KK_MA60_4d,83.81,31.65,2.648,1.605,2.574,23,49.80605120248254
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KP_MA250_4d,99.8,37.69,2.648,1.782,2.825,15,48.021722265321955
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA150_2d,92.12,34.8,2.647,1.676,2.732,25,56.788207913110945
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,B126_45_5d,96.99,36.65,2.647,1.755,2.764,17,49.72847168347556
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_30_4d,88.97,33.62,2.646,1.6,2.569,17,73.23506594259116
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_40_2d,94.5,35.72,2.646,1.768,2.718,30,57.176105508145845
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,KK_MA60_4d,85.39,32.28,2.645,1.581,2.531,23,49.80605120248254
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA250_2d,99.6,37.65,2.645,1.769,2.796,25,48.87509697439876
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA150_4d,85.33,32.29,2.643,1.636,2.564,21,57.176105508145845
A3_3f_rog_G60M25,D5_2f_rao_M55,B126_35_3d,102.05,38.61,2.643,1.748,2.637,19,67.57176105508145
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA150_2d,100.62,38.09,2.642,1.785,2.848,25,56.788207913110945
A3_3f_rog_G60M25,D7_3f_rog_E7S7,B126_40_5d,103.12,39.04,2.641,1.841,2.882,13,57.176105508145845
A3_3f_rog_G60M25,D1_3f_rog_M60S7,B126_35_3d,95.82,36.28,2.641,1.665,2.566,19,67.57176105508145
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KK_MA60_4d,83.71,31.7,2.641,1.582,2.531,23,49.80605120248254
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA120_2d,95.31,36.09,2.64,1.753,2.769,21,58.10705973622964
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_35_2d,101.98,38.62,2.64,1.745,2.713,24,67.10628394103956
A1_3f_rgp_G60M40,D5_2f_rao_M55,B126_35_3d,103.21,39.11,2.639,1.74,2.802,19,67.57176105508145
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_30_3d,93.14,35.35,2.635,1.625,2.562,17,73.31264546159814
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA200_3d,87.56,33.24,2.634,1.657,2.566,19,54.3832428238945
A2_3f_rog_G65M30,D3_3f_roo_M60S7,B126_30_4d,91.72,34.82,2.634,1.622,2.565,17,73.23506594259116
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KK_MA120_3d,95.17,36.14,2.633,1.738,2.721,17,50.89216446858029
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_40_2d,93.44,35.49,2.633,1.711,2.659,30,57.176105508145845
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA250_2d,96.65,36.71,2.632,1.723,2.752,25,48.87509697439876
A3_3f_rog_G60M25,D5_2f_rao_M55,B126_30_4d,97.27,36.98,2.631,1.708,2.56,17,73.23506594259116
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA60_5d,87.2,33.15,2.631,1.618,2.652,23,60.20170674941815
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_45_2d,94.37,35.88,2.63,1.72,2.724,28,48.719937936384795
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA60_5d,100.25,38.14,2.629,1.772,2.866,23,60.20170674941815
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA250_4d,91.87,34.96,2.628,1.703,2.616,15,48.021722265321955
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,KP_MA150_5d,94.01,35.78,2.628,1.67,2.683,15,56.788207913110945
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_45_4d,93.71,35.67,2.627,1.731,2.747,19,49.49573312645462
A3_3f_rog_G60M25,D4_3f_rog_M60S5,B126_45_3d,90.88,34.62,2.625,1.684,2.639,23,48.95267649340574
A3_3f_rog_G60M25,D3_3f_roo_M60S7,KK_MA120_5d,91.85,35.0,2.624,1.725,2.691,15,50.116369278510476
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_35_2d,97.05,36.99,2.624,1.664,2.713,24,67.10628394103956
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA200_3d,85.13,32.46,2.623,1.618,2.505,19,54.3832428238945
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA60_3d,90.15,34.38,2.622,1.695,2.679,31,60.66718386346005
A4_3f_roo_G60M30,D5_2f_rao_M55,B126_40_3d,117.42,44.78,2.622,1.954,2.999,19,57.56400310318076
A2_3f_rog_G65M30,D5_2f_rao_M55,KP_MA60_3d,93.89,35.84,2.62,1.69,2.664,31,60.66718386346005
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KP_MA150_2d,88.89,33.93,2.62,1.641,2.6,25,56.788207913110945
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_35_2d,101.25,38.71,2.615,1.719,2.661,24,67.10628394103956
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_30_4d,88.79,33.95,2.615,1.578,2.499,17,73.23506594259116
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_35_4d,96.25,36.82,2.614,1.663,2.71,15,67.95965865011637
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KK_MA60_4d,89.9,34.4,2.613,1.707,2.686,23,49.80605120248254
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA120_2d,94.36,36.11,2.613,1.676,2.682,21,58.10705973622964
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA150_4d,84.35,32.29,2.613,1.613,2.513,21,57.176105508145845
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA150_2d,89.79,34.37,2.612,1.671,2.68,25,56.788207913110945
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KK_MA60_5d,81.4,31.16,2.612,1.571,2.445,19,49.18541505042669
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA60_5d,86.96,33.31,2.61,1.627,2.495,23,60.20170674941815
A7_2f_roc_G55M25,D7_3f_rog_E7S7,B126_45_5d,101.32,38.82,2.61,1.821,2.927,17,49.72847168347556
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KP_MA60_4d,88.43,33.89,2.609,1.613,2.591,23,60.27928626842514
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA250_4d,102.17,39.17,2.609,1.787,2.807,15,48.021722265321955
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_30_3d,87.62,33.63,2.606,1.592,2.539,17,73.31264546159814
A3_3f_rog_G60M25,D6_2f_rvo_M60,KK_MA60_5d,84.22,32.32,2.606,1.606,2.559,19,49.18541505042669
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KK_MA60_5d,88.94,34.14,2.606,1.717,2.629,19,49.18541505042669
A3_3f_rog_G60M25,D6_2f_rvo_M60,KK_MA60_4d,90.78,34.86,2.604,1.672,2.7,23,49.80605120248254
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_30_5d,102.72,39.46,2.603,1.717,2.781,13,72.53685027152832
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KK_MA60_4d,92.77,35.65,2.602,1.752,2.714,23,49.80605120248254
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA60_2d,91.08,35.02,2.601,1.656,2.658,47,59.96896819239721
A5_3f_rog_G70M25,D5_2f_rao_M55,B126_30_5d,98.98,38.07,2.6,1.712,2.613,13,72.53685027152832
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_30_3d,90.73,34.9,2.6,1.607,2.545,17,73.31264546159814
A2_3f_rog_G65M30,D5_2f_rao_M55,B126_30_4d,98.04,37.71,2.6,1.702,2.595,17,73.23506594259116
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_40_2d,89.41,34.39,2.6,1.66,2.601,30,57.176105508145845
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_40_4d,101.11,38.89,2.6,1.743,2.799,17,57.253685027152834
A1_3f_rgp_G60M40,D5_2f_rao_M55,KK_MA120_5d,102.73,39.54,2.598,1.814,2.924,15,50.116369278510476
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA60_3d,95.18,36.66,2.596,1.691,2.752,31,60.66718386346005
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,KK_MA120_3d,96.33,37.11,2.596,1.698,2.695,17,50.89216446858029
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,KP_MA200_2d,106.45,41.01,2.596,1.81,2.921,21,54.30566330488751
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA250_2d,101.77,39.2,2.596,1.775,2.799,25,48.87509697439876
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,B126_30_5d,101.4,39.08,2.595,1.713,2.791,13,72.53685027152832
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA200_2d,87.02,33.53,2.595,1.666,2.563,21,54.30566330488751
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA150_3d,98.05,37.79,2.595,1.767,2.79,25,56.477889837083005
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_40_5d,101.46,39.11,2.594,1.794,2.812,13,57.176105508145845
A3_3f_rog_G60M25,D6_2f_rvo_M60,KP_MA120_3d,89.59,34.56,2.592,1.641,2.634,15,57.951900698215674
A3_3f_rog_G60M25,D3_3f_roo_M60S7,KP_MA200_3d,101.21,39.08,2.59,1.803,2.872,19,54.3832428238945
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_35_3d,96.94,37.44,2.589,1.683,2.638,19,67.57176105508145
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_30_2d,93.99,36.31,2.588,1.634,2.603,24,73.39022498060513
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA60_4d,90.46,34.96,2.587,1.675,2.624,23,60.27928626842514
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_35_3d,95.57,36.94,2.587,1.653,2.583,19,67.57176105508145
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_35_5d,95.66,37.0,2.586,1.66,2.588,15,67.88207913110938
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_35_2d,100.08,38.71,2.585,1.707,2.643,24,67.10628394103956
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA60_4d,88.57,34.27,2.585,1.656,2.633,23,60.27928626842514
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA60_3d,83.09,32.15,2.584,1.57,2.494,31,60.66718386346005
A2_3f_rog_G65M30,D5_2f_rao_M55,B126_40_4d,116.27,45.02,2.583,1.93,2.928,17,57.253685027152834
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA60_3d,91.29,35.34,2.583,1.694,2.629,31,60.66718386346005
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA150_2d,91.86,35.56,2.583,1.672,2.676,25,56.788207913110945
A3_3f_rog_G60M25,D1_3f_rog_M60S7,B126_45_5d,95.08,36.83,2.581,1.738,2.733,17,49.72847168347556
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KK_MA120_3d,91.86,35.59,2.581,1.677,2.655,17,50.89216446858029
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA60_2d,98.86,38.32,2.58,1.717,2.792,47,59.96896819239721
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_40_3d,116.02,44.97,2.58,1.935,2.951,19,57.56400310318076
