atk,def,rule,cagr,mdd,cal,sh,sort,sw,boost
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_35_5d,104.92,33.4,3.141,1.785,2.747,15,67.88207913110938
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_35_3d,102.16,32.52,3.141,1.72,2.713,19,67.57176105508145
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_45_3d,107.76,34.3,3.141,1.861,2.978,23,48.95267649340574
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_45_3d,113.0,35.99,3.14,1.903,3.093,23,48.95267649340574
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA120_5d,114.9,36.59,3.14,1.93,3.084,15,57.79674166020171
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA150_2d,96.05,30.6,3.139,1.742,2.754,25,56.788207913110945
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_40_3d,106.24,33.86,3.138,1.836,2.931,19,57.56400310318076
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA250_5d,119.86,38.19,3.138,1.933,3.018,13,47.478665632273085
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KP_MA120_4d,101.65,32.4,3.138,1.765,2.848,15,57.874321179208685
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_45_3d,104.59,33.33,3.138,1.826,2.867,23,48.95267649340574
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_35_2d,108.11,34.45,3.138,1.835,2.793,24,67.10628394103956
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_45_5d,108.32,34.53,3.137,1.866,2.95,17,49.72847168347556
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA250_3d,104.94,33.45,3.137,1.837,2.95,15,48.09930178432894
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_40_2d,111.98,35.73,3.134,1.886,3.043,30,57.176105508145845
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KK_MA60_5d,99.2,31.65,3.134,1.79,2.805,19,49.18541505042669
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA150_4d,102.02,32.56,3.133,1.769,2.831,21,57.176105508145845
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA150_4d,100.54,32.11,3.131,1.778,2.876,21,57.176105508145845
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_30_3d,104.93,33.52,3.13,1.759,2.775,17,73.31264546159814
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA120_5d,103.68,33.15,3.128,1.844,2.963,15,57.79674166020171
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA200_2d,114.3,36.56,3.127,1.906,3.076,21,54.30566330488751
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA200_2d,106.32,34.02,3.126,1.832,2.982,21,54.30566330488751
A7_2f_roc_G55M25,D5_2f_rao_M55,B126_30_3d,109.49,35.04,3.125,1.846,2.793,17,73.31264546159814
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA120_5d,108.11,34.63,3.122,1.911,3.034,15,57.79674166020171
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KP_MA150_3d,104.65,33.53,3.121,1.795,2.875,25,56.477889837083005
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_40_2d,107.2,34.35,3.121,1.834,2.901,30,57.176105508145845
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA150_3d,93.53,30.0,3.118,1.683,2.708,25,56.477889837083005
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KK_MA120_5d,102.34,32.83,3.118,1.843,2.918,15,50.116369278510476
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_30_2d,107.7,34.54,3.118,1.8,2.843,24,73.39022498060513
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_40_3d,108.97,34.96,3.117,1.865,2.979,19,57.56400310318076
A1_3f_rgp_G60M40,D6_2f_rvo_M60,B126_35_4d,101.97,32.73,3.115,1.725,2.847,15,67.95965865011637
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KP_MA120_5d,105.43,33.86,3.114,1.834,2.968,15,57.79674166020171
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KK_MA120_4d,97.18,31.21,3.114,1.755,2.737,15,50.19394879751745
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KP_MA120_3d,101.02,32.45,3.113,1.754,2.816,15,57.951900698215674
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA120_5d,106.9,34.36,3.111,1.86,3.007,15,57.79674166020171
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA120_2d,97.21,31.25,3.111,1.714,2.788,21,58.10705973622964
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_45_5d,111.38,35.81,3.11,1.874,3.056,17,49.72847168347556
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KP_MA200_3d,115.08,37.01,3.109,1.936,3.111,19,54.3832428238945
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_45_4d,106.61,34.3,3.108,1.844,2.924,19,49.49573312645462
A2_3f_rog_G65M30,D7_3f_rog_E7S7,B126_40_2d,108.34,34.87,3.107,1.892,2.962,30,57.176105508145845
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA120_3d,101.51,32.68,3.107,1.75,2.804,15,57.951900698215674
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_40_5d,122.37,39.41,3.105,1.994,3.021,13,57.176105508145845
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KP_MA250_5d,104.18,33.57,3.103,1.865,2.889,13,47.478665632273085
A7_2f_roc_G55M25,D5_2f_rao_M55,B126_35_2d,115.65,37.27,3.103,1.912,2.896,24,67.10628394103956
A2_3f_rog_G65M30,D7_3f_rog_E7S7,B126_35_2d,106.86,34.45,3.102,1.812,2.78,24,67.10628394103956
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA150_3d,99.17,31.97,3.102,1.807,2.88,25,56.477889837083005
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA200_3d,111.99,36.12,3.101,1.88,3.008,19,54.3832428238945
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_35_5d,101.72,32.81,3.1,1.727,2.686,15,67.88207913110938
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KK_MA60_5d,88.99,28.71,3.1,1.675,2.618,19,49.18541505042669
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KK_MA60_3d,98.12,31.65,3.1,1.799,2.869,39,50.73700543056633
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_35_4d,103.34,33.35,3.099,1.769,2.796,15,67.95965865011637
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA250_4d,102.32,33.01,3.099,1.789,2.883,15,48.021722265321955
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KK_MA120_5d,102.77,33.16,3.099,1.81,2.845,15,50.116369278510476
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_45_3d,106.3,34.3,3.099,1.837,2.896,23,48.95267649340574
A3_3f_rog_G60M25,D6_2f_rvo_M60,B126_40_3d,112.92,36.44,3.099,1.896,3.0,19,57.56400310318076
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_45_4d,106.28,34.3,3.098,1.849,2.923,19,49.49573312645462
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_45_3d,111.5,35.99,3.098,1.879,3.008,23,48.95267649340574
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_30_2d,103.85,33.59,3.092,1.759,2.753,24,73.39022498060513
A6_2f_oca_G60M25,D6_2f_rvo_M60,B126_35_3d,103.84,33.58,3.092,1.76,2.806,19,67.57176105508145
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA250_4d,96.55,31.22,3.092,1.755,2.722,15,48.021722265321955
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_30_4d,106.12,34.33,3.091,1.775,2.778,17,73.23506594259116
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA120_4d,99.45,32.18,3.09,1.76,2.838,15,57.874321179208685
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_40_3d,109.01,35.3,3.088,1.843,2.955,19,57.56400310318076
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_40_3d,111.91,36.25,3.087,1.893,3.027,19,57.56400310318076
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_45_3d,102.89,33.33,3.087,1.807,2.88,23,48.95267649340574
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA200_4d,94.87,30.74,3.086,1.755,2.733,15,53.68502715283165
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KK_MA120_3d,100.56,32.58,3.086,1.786,2.783,17,50.89216446858029
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_45_5d,103.58,33.56,3.086,1.804,2.845,17,49.72847168347556
A7_2f_roc_G55M25,D3_3f_roo_M60S7,B126_35_4d,101.57,32.91,3.086,1.764,2.729,15,67.95965865011637
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_45_5d,107.29,34.81,3.082,1.834,2.963,17,49.72847168347556
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA200_5d,105.31,34.18,3.081,1.837,2.89,15,53.60744763382467
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA150_3d,98.65,32.05,3.079,1.739,2.787,25,56.477889837083005
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_45_5d,103.27,33.56,3.077,1.809,2.851,17,49.72847168347556
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KP_MA200_2d,116.41,37.83,3.077,1.923,3.059,21,54.30566330488751
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_30_5d,103.32,33.59,3.076,1.774,2.834,13,72.53685027152832
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA150_4d,101.01,32.84,3.076,1.785,2.851,21,57.176105508145845
A3_3f_rog_G60M25,D6_2f_rvo_M60,KK_MA120_5d,107.13,34.84,3.075,1.857,2.968,15,50.116369278510476
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA150_3d,98.84,32.15,3.075,1.73,2.769,25,56.477889837083005
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_40_3d,111.78,36.38,3.072,1.87,3.002,19,57.56400310318076
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_45_4d,101.73,33.12,3.072,1.789,2.827,19,49.49573312645462
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KP_MA150_4d,100.72,32.8,3.071,1.783,2.87,21,57.176105508145845
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA150_4d,97.24,31.66,3.071,1.767,2.834,21,57.176105508145845
A7_2f_roc_G55M25,D3_3f_roo_M60S7,B126_30_3d,105.47,34.36,3.07,1.791,2.807,17,73.31264546159814
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA250_4d,104.67,34.11,3.069,1.834,2.935,15,48.021722265321955
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KK_MA60_4d,97.13,31.67,3.067,1.739,2.767,23,49.80605120248254
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_45_3d,110.33,35.99,3.066,1.874,3.04,23,48.95267649340574
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_40_4d,112.14,36.58,3.066,1.877,2.993,17,57.253685027152834
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_45_3d,105.16,34.3,3.065,1.832,2.926,23,48.95267649340574
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA200_2d,105.89,34.55,3.065,1.841,2.975,21,54.30566330488751
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA200_4d,98.0,32.0,3.063,1.777,2.771,15,53.68502715283165
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KK_MA60_5d,89.2,29.12,3.063,1.647,2.614,19,49.18541505042669
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_40_2d,105.31,34.39,3.062,1.828,2.917,30,57.176105508145845
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_45_4d,101.4,33.12,3.062,1.794,2.825,19,49.49573312645462
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_35_4d,99.33,32.44,3.062,1.697,2.639,15,67.95965865011637
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KK_MA60_5d,88.48,28.91,3.061,1.658,2.586,19,49.18541505042669
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA120_4d,104.43,34.13,3.06,1.829,2.96,15,57.874321179208685
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA150_2d,102.64,33.54,3.06,1.763,2.86,25,56.788207913110945
A7_2f_roc_G55M25,D5_2f_rao_M55,B126_35_4d,104.8,34.27,3.058,1.801,2.715,15,67.95965865011637
A2_3f_rog_G65M30,D6_2f_rvo_M60,KK_MA60_5d,92.15,30.14,3.057,1.68,2.732,19,49.18541505042669
A2_3f_rog_G65M30,D7_3f_rog_E7S7,B126_35_3d,102.6,33.58,3.055,1.756,2.714,19,67.57176105508145
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KK_MA60_5d,97.07,31.79,3.054,1.791,2.799,19,49.18541505042669
A4_3f_roo_G60M30,D3_3f_roo_M60S7,B126_40_3d,110.05,36.03,3.054,1.887,3.019,19,57.56400310318076
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA120_2d,94.51,30.95,3.054,1.685,2.74,21,58.10705973622964
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_30_3d,95.77,31.36,3.054,1.656,2.606,17,73.31264546159814
A7_2f_roc_G55M25,D5_2f_rao_M55,B126_40_5d,120.35,39.47,3.049,1.995,3.005,13,57.176105508145845
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA250_4d,102.94,33.8,3.046,1.796,2.899,15,48.021722265321955
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA200_2d,112.43,36.92,3.045,1.901,3.024,21,54.30566330488751
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA250_3d,105.18,34.54,3.045,1.86,2.972,15,48.09930178432894
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_45_3d,101.47,33.33,3.045,1.783,2.8,23,48.95267649340574
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_45_5d,112.42,36.94,3.043,1.881,3.075,17,49.72847168347556
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KK_MA120_3d,107.58,35.37,3.041,1.814,2.933,17,50.89216446858029
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KP_MA120_3d,101.74,33.47,3.04,1.791,2.884,15,57.951900698215674
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA120_2d,101.14,33.27,3.04,1.745,2.834,21,58.10705973622964
A5_3f_rog_G70M25,D7_3f_rog_E7S7,B126_40_3d,110.38,36.34,3.037,1.903,3.037,19,57.56400310318076
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KK_MA120_4d,101.38,33.39,3.037,1.792,2.828,15,50.19394879751745
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA120_2d,102.59,33.78,3.037,1.787,2.918,21,58.10705973622964
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA250_2d,102.94,33.91,3.036,1.859,2.905,25,48.87509697439876
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_30_5d,101.92,33.59,3.035,1.749,2.699,13,72.53685027152832
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA250_4d,97.15,32.03,3.034,1.762,2.737,15,48.021722265321955
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_45_4d,109.09,35.99,3.031,1.855,2.984,19,49.49573312645462
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA120_5d,101.77,33.59,3.03,1.801,2.904,15,57.79674166020171
A3_3f_rog_G60M25,D6_2f_rvo_M60,B126_35_5d,96.96,32.01,3.03,1.696,2.624,15,67.88207913110938
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KK_MA120_5d,99.88,32.98,3.029,1.838,2.846,15,50.116369278510476
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KK_MA120_5d,95.84,31.65,3.028,1.765,2.77,15,50.116369278510476
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_45_5d,107.87,35.62,3.028,1.826,2.91,17,49.72847168347556
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,KK_MA120_4d,106.75,35.25,3.028,1.811,2.903,15,50.19394879751745
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_30_3d,97.79,32.31,3.027,1.677,2.64,17,73.31264546159814
A1_3f_rgp_G60M40,D6_2f_rvo_M60,B126_35_3d,99.71,32.96,3.025,1.69,2.82,19,67.57176105508145
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_45_4d,108.75,35.99,3.022,1.86,2.983,19,49.49573312645462
A3_3f_rog_G60M25,D6_2f_rvo_M60,B126_30_4d,98.11,32.48,3.021,1.694,2.647,17,73.23506594259116
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA250_3d,104.7,34.66,3.021,1.816,2.936,15,48.09930178432894
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_45_4d,103.56,34.3,3.019,1.825,2.939,19,49.49573312645462
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA250_4d,105.3,34.88,3.019,1.841,2.951,15,48.021722265321955
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KP_MA120_4d,101.51,33.63,3.019,1.792,2.898,15,57.874321179208685
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA150_4d,99.28,32.9,3.018,1.774,2.866,21,57.176105508145845
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KP_MA250_4d,102.44,33.96,3.017,1.784,2.818,15,48.021722265321955
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA120_4d,99.31,32.91,3.017,1.788,2.891,15,57.874321179208685
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_30_3d,101.1,33.52,3.016,1.71,2.717,17,73.31264546159814
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KP_MA250_3d,107.28,35.57,3.016,1.838,2.894,15,48.09930178432894
A6_2f_oca_G60M25,D6_2f_rvo_M60,B126_45_5d,108.61,36.04,3.014,1.852,2.955,17,49.72847168347556
A1_3f_rgp_G60M40,D6_2f_rvo_M60,B126_35_2d,105.72,35.07,3.014,1.747,2.902,24,67.10628394103956
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_35_4d,96.6,32.05,3.014,1.672,2.629,15,67.95965865011637
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_40_3d,107.17,35.57,3.013,1.878,2.983,19,57.56400310318076
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA120_4d,100.51,33.35,3.013,1.779,2.895,15,57.874321179208685
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_35_3d,104.28,34.62,3.012,1.798,2.81,19,67.57176105508145
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_40_3d,108.52,36.03,3.012,1.898,3.03,19,57.56400310318076
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_40_2d,106.87,35.49,3.011,1.844,2.945,30,57.176105508145845
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_45_3d,100.35,33.33,3.011,1.778,2.828,23,48.95267649340574
A2_3f_rog_G65M30,D5_2f_rao_M55,KK_MA120_5d,115.97,38.54,3.009,1.972,3.179,15,50.116369278510476
A2_3f_rog_G65M30,D2_2f_oar_V40G40,B126_30_5d,100.24,33.31,3.009,1.733,2.643,13,72.53685027152832
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA250_4d,100.98,33.56,3.009,1.773,2.843,15,48.021722265321955
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_45_4d,104.54,34.78,3.006,1.829,2.936,19,49.49573312645462
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_30_4d,104.04,34.62,3.005,1.754,2.744,17,73.23506594259116
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA60_5d,93.57,31.14,3.005,1.673,2.66,23,60.20170674941815
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_45_5d,108.3,36.04,3.005,1.857,2.961,17,49.72847168347556
A3_3f_rog_G60M25,D1_3f_rog_M60S7,B126_30_3d,100.52,33.5,3.001,1.717,2.656,17,73.31264546159814
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_40_2d,107.17,35.73,3.0,1.842,2.948,30,57.176105508145845
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KK_MA60_5d,94.92,31.65,2.999,1.75,2.781,19,49.18541505042669
A2_3f_rog_G65M30,D7_3f_rog_E7S7,B126_40_5d,112.95,37.67,2.998,1.925,3.051,13,57.176105508145845
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_40_3d,108.69,36.25,2.998,1.868,2.973,19,57.56400310318076
A2_3f_rog_G65M30,D7_3f_rog_E7S7,B126_45_5d,106.71,35.6,2.997,1.881,2.992,17,49.72847168347556
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA250_4d,95.24,31.78,2.997,1.739,2.682,15,48.021722265321955
A3_3f_rog_G60M25,D2_2f_oar_V40G40,KP_MA250_4d,91.62,30.56,2.997,1.705,2.606,15,48.021722265321955
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA120_4d,102.22,34.13,2.995,1.792,2.891,15,57.874321179208685
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KK_MA60_4d,93.12,31.1,2.995,1.702,2.689,23,49.80605120248254
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KP_MA200_4d,118.07,39.42,2.995,1.944,3.071,15,53.68502715283165
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,KK_MA120_5d,107.33,35.84,2.994,1.824,2.916,15,50.116369278510476
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_35_3d,99.37,33.19,2.994,1.689,2.635,19,67.57176105508145
A3_3f_rog_G60M25,D3_3f_roo_M60S7,KK_MA120_4d,94.73,31.65,2.993,1.76,2.737,15,50.19394879751745
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_40_4d,112.66,37.64,2.993,1.882,3.004,17,57.253685027152834
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KK_MA60_3d,97.05,32.43,2.993,1.725,2.751,39,50.73700543056633
A4_3f_roo_G60M30,D5_2f_rao_M55,B126_40_4d,118.74,39.72,2.99,1.97,3.02,17,57.253685027152834
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA250_4d,115.24,38.55,2.989,1.886,2.947,15,48.021722265321955
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_35_2d,110.11,36.85,2.988,1.803,2.841,24,67.10628394103956
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KK_MA120_4d,98.84,33.07,2.988,1.756,2.801,15,50.19394879751745
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA150_4d,98.23,32.9,2.986,1.751,2.81,21,57.176105508145845
A3_3f_rog_G60M25,D1_3f_rog_M60S7,B126_35_4d,98.7,33.06,2.986,1.705,2.611,15,67.95965865011637
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA60_5d,94.89,31.8,2.985,1.683,2.747,23,60.20170674941815
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_30_3d,101.56,34.03,2.984,1.726,2.698,17,73.31264546159814
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_40_2d,108.0,36.19,2.984,1.904,3.015,30,57.176105508145845
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA120_3d,98.35,32.97,2.983,1.717,2.751,15,57.951900698215674
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_45_4d,98.75,33.12,2.982,1.77,2.838,19,49.49573312645462
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA250_4d,103.31,34.64,2.982,1.818,2.894,15,48.021722265321955
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KK_MA120_3d,94.94,31.85,2.98,1.781,2.734,17,50.89216446858029
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA60_5d,99.22,33.31,2.979,1.734,2.818,23,60.20170674941815
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KP_MA250_5d,102.0,34.26,2.977,1.778,2.79,13,47.478665632273085
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_40_4d,117.3,39.41,2.977,1.946,2.962,17,57.253685027152834
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA60_5d,97.41,32.72,2.977,1.759,2.776,23,60.20170674941815
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_35_3d,107.42,36.1,2.976,1.813,2.791,19,67.57176105508145
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_30_4d,95.39,32.05,2.976,1.651,2.603,17,73.23506594259116
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KK_MA120_4d,96.31,32.37,2.975,1.794,2.782,15,50.19394879751745
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_30_4d,98.88,33.27,2.973,1.688,2.686,17,73.23506594259116
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_45_4d,106.99,35.99,2.973,1.84,2.996,19,49.49573312645462
A4_3f_roo_G60M30,D6_2f_rvo_M60,KK_MA60_4d,94.74,31.89,2.971,1.709,2.779,23,49.80605120248254
A4_3f_roo_G60M30,D3_3f_roo_M60S7,B126_35_2d,103.48,34.84,2.97,1.768,2.73,24,67.10628394103956
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KP_MA150_5d,97.56,32.84,2.97,1.753,2.786,15,56.788207913110945
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KK_MA60_4d,98.84,33.28,2.97,1.759,2.84,23,49.80605120248254
A3_3f_rog_G60M25,D6_2f_rvo_M60,B126_40_2d,108.28,36.48,2.969,1.86,2.926,30,57.176105508145845
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KP_MA150_3d,100.44,33.83,2.969,1.751,2.805,25,56.477889837083005
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_45_4d,99.71,33.6,2.968,1.774,2.836,19,49.49573312645462
A2_3f_rog_G65M30,D5_2f_rao_M55,KK_MA120_4d,115.17,38.81,2.968,1.96,3.161,15,50.19394879751745
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KP_MA150_3d,96.27,32.44,2.968,1.696,2.793,25,56.477889837083005
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_45_5d,102.83,34.66,2.967,1.771,2.813,17,49.72847168347556
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA120_3d,104.87,35.34,2.967,1.841,2.903,15,57.951900698215674
A3_3f_rog_G60M25,D5_2f_rao_M55,B126_35_5d,97.88,33.02,2.964,1.719,2.593,15,67.88207913110938
A5_3f_rog_G70M25,D7_3f_rog_E7S7,B126_30_3d,99.01,33.42,2.962,1.712,2.672,17,73.31264546159814
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KP_MA200_4d,112.86,38.1,2.962,1.891,3.052,15,53.68502715283165
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_30_4d,93.41,31.55,2.961,1.631,2.57,17,73.23506594259116
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KP_MA200_4d,113.65,38.39,2.961,1.877,3.049,15,53.68502715283165
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_35_2d,107.37,36.26,2.961,1.838,2.848,24,67.10628394103956
