v,q,g,m,gr,mom,cagr,mdd,cal,sh,sort
25,20,15,40,0.8,6m-1m,28.75,54.43,0.528,0.85,1.145
30,15,15,40,0.3,6m,22.89,43.55,0.526,0.734,1.031
20,15,35,30,0.7,6m,26.99,51.33,0.526,0.799,1.157
30,5,35,30,0.7,6m,26.3,50.16,0.524,0.8,1.143
30,15,15,40,0.7,6m,23.89,45.67,0.523,0.741,1.041
20,5,15,60,0.6,6m,27.5,53.06,0.518,0.816,1.149
20,15,30,35,0.7,6m,25.68,49.61,0.518,0.775,1.111
30,0,35,35,0.7,6m,23.41,45.31,0.517,0.736,1.084
20,20,10,50,0.3,6m-1m,27.81,53.88,0.516,0.866,1.2
30,10,30,30,0.8,6m,23.71,46.16,0.514,0.745,1.048
30,10,10,50,0.7,6m,24.06,47.09,0.511,0.756,1.082
30,15,10,45,0.5,6m,21.46,41.99,0.511,0.702,0.998
30,5,15,50,0.6,6m,24.46,47.94,0.51,0.758,1.087
30,15,15,40,0.4,6m,25.5,50.09,0.509,0.794,1.115
30,5,10,55,0.5,6m,21.09,41.6,0.507,0.694,1.006
25,15,20,40,0.8,6m,24.44,48.54,0.504,0.744,1.05
30,5,30,35,0.6,6m,24.31,48.33,0.503,0.755,1.105
30,10,10,50,0.5,6m,24.5,48.79,0.502,0.765,1.09
25,15,25,35,0.7,6m,29.48,58.77,0.502,0.843,1.213
30,0,30,40,0.6,6m,24.48,49.1,0.499,0.755,1.118
30,5,25,40,0.7,6m,22.76,45.85,0.496,0.713,1.036
20,10,40,30,0.7,6m,26.06,52.69,0.495,0.779,1.118
25,5,35,35,0.8,6m-1m,30.76,62.5,0.492,0.871,1.176
30,20,10,40,0.4,6m-1m,25.77,52.53,0.491,0.821,1.112
25,20,25,30,0.5,6m,28.89,59.14,0.488,0.845,1.202
30,15,10,45,0.8,6m,20.77,42.68,0.487,0.686,0.945
30,0,10,60,0.7,6m,22.66,46.54,0.487,0.724,1.045
25,15,25,35,0.8,6m,26.61,55.01,0.484,0.79,1.132
30,20,20,30,0.8,6m,23.35,48.28,0.484,0.722,1.019
30,5,10,55,0.7,6m,20.73,43.4,0.478,0.689,0.991
30,0,30,40,0.7,6m,22.85,47.84,0.478,0.721,1.061
30,15,15,40,0.5,6m,23.43,49.08,0.477,0.742,1.041
30,0,10,60,0.8,6m,20.39,43.1,0.473,0.68,0.975
30,20,20,30,0.4,6m-1m,25.58,54.32,0.471,0.794,1.097
25,20,25,30,0.6,6m,27.86,59.15,0.471,0.821,1.152
30,10,10,50,0.3,6m,25.65,54.57,0.47,0.798,1.14
30,10,10,50,0.4,6m,24.85,53.0,0.469,0.778,1.094
25,10,35,30,0.7,6m,25.85,55.27,0.468,0.792,1.124
30,15,10,45,0.7,6m,21.22,45.34,0.468,0.696,0.973
25,20,15,40,0.8,6m,24.44,52.44,0.466,0.743,1.018
30,20,10,40,0.6,6m-1m,25.76,55.48,0.464,0.818,1.104
30,20,20,30,0.6,6m-1m,26.43,57.09,0.463,0.808,1.107
30,15,25,30,0.8,6m-1m,22.58,48.72,0.463,0.717,0.955
30,5,10,55,0.3,6m,22.08,47.9,0.461,0.714,1.011
30,20,20,30,0.4,6m,25.64,56.07,0.457,0.775,1.093
30,5,10,55,0.6,6m,19.34,42.4,0.456,0.657,0.943
30,10,15,45,0.3,6m,20.37,44.8,0.455,0.676,0.97
30,20,10,40,0.5,6m-1m,23.82,52.42,0.454,0.776,1.055
30,0,40,30,0.8,6m-1m,26.84,59.18,0.454,0.823,1.172
30,20,10,40,0.3,6m-1m,23.75,53.0,0.448,0.775,1.041
30,5,20,45,0.8,6m,22.64,51.62,0.439,0.711,0.993
30,5,35,30,0.8,6m-1m,25.13,57.51,0.437,0.784,1.098
25,20,10,45,0.5,6m,20.65,47.58,0.434,0.685,0.942
25,20,10,45,0.4,6m,19.8,45.74,0.433,0.667,0.924
25,20,20,35,0.8,6m,24.79,57.69,0.43,0.745,1.042
25,0,35,40,0.8,6m,20.2,47.18,0.428,0.663,0.953
30,5,35,30,0.6,6m-1m,23.13,54.56,0.424,0.735,1.001
25,5,40,30,0.8,6m,24.39,58.01,0.421,0.757,1.047
25,5,35,35,0.8,6m,20.51,49.21,0.417,0.67,0.958
30,20,20,30,0.7,6m-1m,21.91,53.17,0.412,0.71,0.989
25,20,25,30,0.8,6m,23.48,57.21,0.41,0.724,1.0
30,15,10,45,0.3,6m,17.69,43.3,0.409,0.621,0.875
30,10,10,50,0.8,6m,21.71,53.45,0.406,0.701,0.978
30,20,10,40,0.7,6m-1m,21.63,53.71,0.403,0.722,0.976
30,0,40,30,0.8,6m,22.52,56.67,0.397,0.719,1.025
30,10,10,50,0.6,6m,19.37,49.71,0.39,0.657,0.929
25,20,25,30,0.7,6m,24.09,63.14,0.382,0.74,1.011
25,15,30,30,0.7,6m,22.7,60.14,0.377,0.72,1.01
30,20,15,35,0.4,6m-1m,19.71,52.26,0.377,0.672,0.924
30,20,15,35,0.5,6m-1m,20.52,54.68,0.375,0.688,0.935
30,0,30,40,0.8,6m-1m,21.28,58.68,0.363,0.691,0.98
30,20,10,40,0.7,6m,18.09,49.8,0.363,0.629,0.877
30,10,25,35,0.8,6m,17.84,49.81,0.358,0.612,0.868
30,10,15,45,0.8,6m,18.23,51.27,0.356,0.619,0.856
30,5,30,35,0.7,6m,18.47,52.09,0.355,0.63,0.902
30,5,15,50,0.7,6m,17.35,49.36,0.352,0.606,0.855
30,20,20,30,0.8,6m-1m,17.0,48.25,0.352,0.604,0.84
30,5,15,50,0.8,6m,17.04,50.01,0.341,0.598,0.852
25,15,30,30,0.8,6m,19.04,56.77,0.335,0.64,0.897
25,20,10,45,0.8,6m,17.89,53.35,0.335,0.62,0.832
25,10,35,30,0.8,6m,20.23,60.65,0.334,0.665,0.917
30,20,10,40,0.8,6m-1m,18.38,55.49,0.331,0.647,0.877
30,10,20,40,0.8,6m,18.27,55.14,0.331,0.621,0.869
30,20,15,35,0.3,6m-1m,19.14,58.03,0.33,0.661,0.901
30,20,10,40,0.6,6m,16.7,50.7,0.329,0.598,0.833
30,5,35,30,0.8,6m,17.65,53.88,0.328,0.618,0.891
30,0,35,35,0.8,6m,18.0,54.88,0.328,0.621,0.882
30,20,10,40,0.5,6m,16.87,53.58,0.315,0.606,0.841
30,5,30,35,0.8,6m,17.08,56.67,0.301,0.601,0.871
30,5,10,55,0.8,6m,15.7,52.88,0.297,0.577,0.833
30,0,35,35,0.8,6m-1m,17.32,59.45,0.291,0.61,0.839
30,20,10,40,0.4,6m,15.27,52.45,0.291,0.568,0.789
30,0,30,40,0.8,6m,14.48,50.02,0.289,0.54,0.765
30,20,10,40,0.3,6m,14.02,50.95,0.275,0.54,0.749
30,20,10,40,0.8,6m,14.43,52.44,0.275,0.546,0.771
30,5,25,40,0.8,6m,10.7,61.72,0.173,0.455,0.637
