v,q,g,m,gr,mom,cagr,mdd,cal,sh,sort
20,10,35,35,0.8,6m-1m,46.05,39.19,1.175,1.17,1.718
30,5,15,50,0.5,6m-1m,43.86,37.37,1.174,1.173,1.681
15,0,40,45,0.4,6m-1m,49.55,42.29,1.172,1.219,1.762
15,0,40,45,0.8,6m,44.43,37.91,1.172,1.109,1.608
20,0,40,40,0.3,6m-1m,41.3,35.24,1.172,1.096,1.583
20,5,35,40,0.5,6m-1m,47.22,40.32,1.171,1.168,1.573
20,10,10,60,0.8,6m-1m,42.82,36.58,1.17,1.144,1.635
20,15,20,45,0.8,6m-1m,48.58,41.51,1.17,1.218,1.704
10,10,35,45,0.4,6m-1m,49.34,42.16,1.17,1.195,1.649
10,20,40,30,0.6,6m,46.31,39.61,1.169,1.131,1.655
10,15,35,40,0.8,6m,52.27,44.76,1.168,1.232,1.805
15,10,15,60,0.5,6m,50.49,43.32,1.166,1.237,1.814
15,5,35,45,0.8,6m,43.96,37.73,1.165,1.103,1.573
10,20,40,30,0.4,6m-1m,47.71,41.06,1.162,1.162,1.721
20,10,20,50,0.8,6m,43.46,37.44,1.161,1.106,1.566
15,20,15,50,0.7,6m,46.93,40.46,1.16,1.178,1.656
10,15,15,60,0.7,6m-1m,49.95,43.06,1.16,1.241,1.764
10,15,35,40,0.5,6m,47.24,40.71,1.16,1.155,1.675
25,0,30,45,0.5,6m,46.37,40.02,1.159,1.169,1.699
25,20,20,35,0.3,6m,45.11,38.93,1.159,1.14,1.615
10,20,10,60,0.6,6m,49.28,42.57,1.157,1.213,1.692
30,15,20,35,0.3,6m,44.02,38.06,1.157,1.139,1.613
10,10,40,40,0.4,6m,53.43,46.23,1.156,1.255,1.841
25,0,30,45,0.6,6m-1m,45.43,39.3,1.156,1.162,1.729
25,0,40,35,0.4,6m-1m,46.3,40.1,1.155,1.155,1.57
30,5,15,50,0.6,6m-1m,41.44,35.86,1.155,1.116,1.595
25,15,20,40,0.7,6m,40.78,35.31,1.155,1.05,1.507
20,0,40,40,0.7,6m,42.87,37.1,1.155,1.083,1.551
15,15,20,50,0.5,6m,48.42,41.94,1.154,1.191,1.666
25,15,10,50,0.5,6m-1m,38.6,33.46,1.153,1.088,1.484
20,10,40,30,0.5,6m-1m,51.28,44.48,1.153,1.244,1.813
20,0,35,45,0.7,6m,44.2,38.37,1.152,1.113,1.559
10,15,20,55,0.4,6m-1m,47.23,41.05,1.151,1.192,1.659
15,10,35,40,0.5,6m-1m,48.43,42.07,1.151,1.176,1.612
10,20,35,35,0.8,6m,51.74,44.99,1.15,1.241,1.833
15,5,25,55,0.5,6m,52.85,46.01,1.149,1.253,1.742
25,0,15,60,0.6,6m-1m,44.64,38.84,1.149,1.15,1.683
20,5,40,35,0.5,6m-1m,50.23,43.77,1.148,1.199,1.651
10,0,40,50,0.4,6m-1m,49.69,43.3,1.148,1.209,1.766
10,0,35,55,0.4,6m,50.97,44.39,1.148,1.236,1.792
30,5,15,50,0.4,6m-1m,44.21,38.55,1.147,1.175,1.659
10,20,20,50,0.5,6m,50.15,43.74,1.146,1.227,1.756
25,5,30,40,0.6,6m,42.67,37.26,1.145,1.099,1.59
20,10,30,40,0.7,6m,39.09,34.17,1.144,1.021,1.482
10,10,20,60,0.7,6m,51.56,45.13,1.143,1.24,1.771
10,5,30,55,0.4,6m,44.93,39.3,1.143,1.142,1.644
15,10,20,55,0.8,6m,56.19,49.14,1.143,1.305,1.877
10,5,40,45,0.8,6m-1m,48.36,42.29,1.143,1.174,1.734
10,10,35,45,0.7,6m,48.05,42.11,1.141,1.168,1.739
15,20,35,30,0.6,6m,42.68,37.41,1.141,1.07,1.577
30,5,15,50,0.8,6m-1m,41.73,36.66,1.139,1.116,1.592
10,15,15,60,0.5,6m-1m,51.91,45.62,1.138,1.272,1.769
30,5,30,35,0.4,6m-1m,44.36,38.99,1.138,1.166,1.765
10,20,10,60,0.7,6m,50.79,44.66,1.137,1.235,1.737
25,0,15,60,0.4,6m,43.9,38.62,1.137,1.114,1.618
30,15,10,45,0.5,6m-1m,37.27,32.78,1.137,1.055,1.523
10,5,35,50,0.3,6m,44.44,39.1,1.136,1.131,1.684
10,20,15,55,0.4,6m-1m,45.85,40.4,1.135,1.184,1.62
25,0,15,60,0.5,6m-1m,43.27,38.12,1.135,1.127,1.635
20,0,30,50,0.3,6m,44.09,38.86,1.135,1.125,1.631
10,10,20,60,0.3,6m,54.71,48.25,1.134,1.29,1.881
20,5,30,45,0.8,6m-1m,50.41,44.46,1.134,1.239,1.764
20,10,35,35,0.5,6m,48.56,42.87,1.133,1.188,1.71
10,5,35,50,0.5,6m-1m,49.26,43.48,1.133,1.208,1.713
30,0,15,55,0.3,6m-1m,42.01,37.12,1.132,1.14,1.674
15,20,15,50,0.8,6m,48.98,43.27,1.132,1.212,1.723
20,20,30,30,0.5,6m-1m,45.36,40.06,1.132,1.159,1.612
20,5,30,45,0.7,6m-1m,52.05,45.98,1.132,1.248,1.684
15,15,10,60,0.5,6m,52.45,46.4,1.131,1.267,1.782
10,20,20,50,0.4,6m-1m,51.04,45.12,1.131,1.266,1.763
20,10,10,60,0.3,6m-1m,46.55,41.18,1.13,1.229,1.752
20,5,20,55,0.6,6m,41.15,36.42,1.13,1.059,1.508
20,0,35,45,0.4,6m,41.52,36.79,1.129,1.073,1.509
25,5,30,40,0.4,6m,46.9,41.53,1.129,1.193,1.772
25,0,30,45,0.4,6m-1m,47.3,41.91,1.129,1.22,1.785
10,0,35,55,0.8,6m-1m,54.66,48.47,1.128,1.284,1.861
25,0,15,60,0.8,6m-1m,44.63,39.58,1.128,1.144,1.661
20,5,20,55,0.3,6m,48.15,42.81,1.125,1.184,1.707
10,15,35,40,0.7,6m,44.24,39.37,1.124,1.109,1.63
25,0,15,60,0.5,6m,41.42,36.85,1.124,1.075,1.543
25,0,20,55,0.3,6m,48.09,42.78,1.124,1.196,1.712
15,5,35,45,0.7,6m-1m,50.37,44.84,1.123,1.219,1.676
15,5,20,60,0.5,6m,45.37,40.39,1.123,1.135,1.624
25,20,10,45,0.5,6m-1m,41.86,37.3,1.122,1.157,1.617
15,5,25,55,0.4,6m,48.73,43.42,1.122,1.192,1.671
20,15,15,50,0.5,6m,43.03,38.36,1.122,1.11,1.578
10,20,10,60,0.8,6m,47.73,42.58,1.121,1.171,1.632
10,0,40,50,0.7,6m-1m,52.4,46.74,1.121,1.242,1.782
15,10,15,60,0.7,6m,49.35,44.04,1.121,1.211,1.745
30,0,25,45,0.6,6m-1m,46.33,41.36,1.12,1.191,1.755
25,15,25,35,0.7,6m-1m,42.4,37.92,1.118,1.114,1.557
10,5,30,55,0.8,6m,48.65,43.53,1.118,1.183,1.633
10,10,25,55,0.8,6m,46.24,41.4,1.117,1.145,1.603
20,10,10,60,0.4,6m-1m,45.33,40.64,1.115,1.209,1.722
25,5,25,45,0.8,6m-1m,43.89,39.42,1.113,1.125,1.599
30,15,25,30,0.3,6m,46.08,41.39,1.113,1.181,1.72
15,20,30,35,0.6,6m,45.17,40.58,1.113,1.134,1.636
10,15,40,35,0.3,6m,49.39,44.43,1.112,1.188,1.778
20,15,10,55,0.8,6m-1m,41.24,37.11,1.111,1.118,1.564
30,10,25,35,0.3,6m-1m,45.93,41.35,1.111,1.198,1.741
20,0,25,55,0.3,6m,51.41,46.3,1.11,1.241,1.802
10,20,20,50,0.6,6m,47.34,42.81,1.106,1.178,1.661
20,0,25,55,0.5,6m,45.99,41.6,1.106,1.149,1.625
20,20,30,30,0.8,6m-1m,37.24,33.68,1.106,1.004,1.419
10,20,10,60,0.4,6m,48.98,44.32,1.105,1.208,1.689
15,15,10,60,0.8,6m,51.57,46.7,1.104,1.252,1.77
15,20,25,40,0.4,6m,43.82,39.69,1.104,1.115,1.578
20,0,40,40,0.6,6m,46.34,41.99,1.104,1.151,1.632
20,0,25,55,0.6,6m,46.84,42.49,1.103,1.146,1.575
15,15,10,60,0.4,6m,48.63,44.11,1.102,1.205,1.69
20,5,35,40,0.7,6m,37.74,34.23,1.102,0.999,1.446
20,0,30,50,0.3,6m-1m,54.47,49.43,1.102,1.297,1.923
15,15,30,40,0.5,6m,45.37,41.17,1.102,1.134,1.631
20,15,30,35,0.5,6m-1m,45.14,40.99,1.101,1.147,1.551
30,10,25,35,0.6,6m,35.26,32.03,1.101,0.969,1.396
15,15,35,35,0.5,6m-1m,50.05,45.48,1.101,1.209,1.714
10,5,25,60,0.6,6m,53.08,48.27,1.1,1.279,1.851
15,20,10,55,0.5,6m-1m,44.98,40.87,1.1,1.177,1.652
25,0,30,45,0.4,6m,44.37,40.37,1.099,1.134,1.641
20,0,35,45,0.8,6m-1m,47.93,43.61,1.099,1.189,1.732
30,15,15,40,0.4,6m-1m,39.07,35.65,1.096,1.076,1.506
20,0,30,50,0.7,6m,46.67,42.59,1.096,1.15,1.613
15,5,35,45,0.8,6m-1m,51.27,46.83,1.095,1.238,1.789
10,15,15,60,0.8,6m,46.28,42.29,1.094,1.147,1.604
30,0,30,40,0.4,6m-1m,39.82,36.43,1.093,1.084,1.592
10,20,15,55,0.5,6m,49.42,45.23,1.093,1.222,1.725
20,10,25,45,0.8,6m,40.54,37.19,1.09,1.051,1.502
20,10,10,60,0.7,6m-1m,41.4,37.97,1.09,1.122,1.59
25,5,30,40,0.7,6m,37.3,34.31,1.087,0.992,1.417
15,10,35,40,0.7,6m-1m,44.83,41.32,1.085,1.133,1.615
30,10,15,45,0.6,6m,34.59,31.88,1.085,0.949,1.344
20,5,35,40,0.8,6m,35.2,32.48,1.084,0.948,1.366
30,15,25,30,0.3,6m-1m,45.4,41.88,1.084,1.195,1.75
25,10,10,55,0.8,6m-1m,38.15,35.23,1.083,1.05,1.47
10,20,10,60,0.5,6m,47.82,44.18,1.083,1.184,1.663
15,10,35,40,0.5,6m,45.39,41.9,1.083,1.124,1.587
10,15,40,35,0.5,6m,47.34,43.69,1.083,1.157,1.693
25,5,10,60,0.8,6m-1m,37.4,34.52,1.083,1.024,1.464
30,10,30,30,0.4,6m,46.79,43.26,1.082,1.189,1.766
20,20,15,45,0.8,6m,40.67,37.63,1.081,1.067,1.489
30,10,30,30,0.5,6m-1m,44.56,41.23,1.081,1.175,1.728
10,0,30,60,0.3,6m,42.0,38.87,1.081,1.093,1.54
10,5,35,50,0.5,6m,45.64,42.27,1.08,1.144,1.684
15,15,35,35,0.8,6m-1m,43.52,40.3,1.08,1.11,1.615
15,20,10,55,0.4,6m,53.8,49.8,1.08,1.301,1.829
25,0,15,60,0.4,6m-1m,39.72,36.83,1.079,1.071,1.541
15,5,40,40,0.4,6m,44.64,41.41,1.078,1.119,1.579
10,10,40,40,0.6,6m-1m,45.06,41.81,1.078,1.135,1.627
25,5,25,45,0.7,6m-1m,42.35,39.29,1.078,1.092,1.56
20,15,30,35,0.5,6m,47.99,44.54,1.077,1.188,1.729
25,0,20,55,0.6,6m,45.8,42.54,1.077,1.137,1.619
15,15,40,30,0.5,6m,47.25,43.9,1.076,1.15,1.671
25,0,20,55,0.4,6m,43.98,40.86,1.076,1.124,1.605
30,10,20,40,0.6,6m,39.82,37.02,1.076,1.052,1.506
25,15,10,50,0.7,6m,32.7,30.42,1.075,0.923,1.289
15,10,15,60,0.8,6m-1m,47.66,44.37,1.074,1.206,1.657
10,15,35,40,0.8,6m-1m,49.27,45.88,1.074,1.198,1.777
30,10,15,45,0.5,6m,34.61,32.25,1.073,0.959,1.373
25,5,30,40,0.5,6m,46.25,43.12,1.073,1.17,1.698
15,20,10,55,0.5,6m,50.6,47.17,1.073,1.238,1.715
10,0,40,50,0.8,6m,45.25,42.18,1.073,1.124,1.624
10,5,25,60,0.3,6m-1m,44.34,41.36,1.072,1.144,1.606
10,15,35,40,0.4,6m,44.33,41.35,1.072,1.112,1.601
20,15,15,50,0.4,6m,39.07,36.49,1.071,1.035,1.451
15,15,10,60,0.6,6m,49.9,46.61,1.071,1.226,1.743
15,5,25,55,0.6,6m,48.6,45.43,1.07,1.177,1.638
15,10,30,45,0.7,6m,44.98,42.04,1.07,1.118,1.578
20,15,10,55,0.6,6m,39.08,36.51,1.07,1.04,1.452
20,20,15,45,0.5,6m-1m,46.05,43.15,1.067,1.206,1.683
10,5,40,45,0.6,6m,45.26,42.46,1.066,1.118,1.607
30,10,15,45,0.8,6m-1m,44.28,41.54,1.066,1.153,1.625
15,15,15,55,0.3,6m-1m,42.99,40.32,1.066,1.139,1.592
25,15,15,45,0.6,6m,35.35,33.19,1.065,0.97,1.357
20,0,40,40,0.7,6m-1m,49.32,46.29,1.065,1.206,1.729
25,20,20,35,0.3,6m-1m,45.64,42.87,1.065,1.181,1.586
20,20,15,45,0.6,6m,42.04,39.53,1.064,1.105,1.562
15,10,40,35,0.5,6m,49.42,46.47,1.063,1.187,1.695
10,0,35,55,0.5,6m-1m,49.61,46.71,1.062,1.21,1.734
25,15,10,50,0.6,6m-1m,32.3,30.4,1.062,0.952,1.305
20,10,10,60,0.6,6m-1m,42.1,39.68,1.061,1.133,1.595
15,20,10,55,0.3,6m-1m,45.41,42.79,1.061,1.188,1.65
15,10,15,60,0.4,6m,46.81,44.22,1.059,1.165,1.697
25,0,25,50,0.7,6m,42.74,40.4,1.058,1.078,1.531
20,20,20,40,0.6,6m,42.21,39.93,1.057,1.097,1.525
10,10,40,40,0.7,6m-1m,47.3,44.79,1.056,1.168,1.733
25,0,30,45,0.6,6m,38.9,36.83,1.056,1.028,1.472
30,10,25,35,0.4,6m,42.12,39.93,1.055,1.109,1.63
20,15,15,50,0.3,6m,41.86,39.7,1.054,1.092,1.563
15,5,20,60,0.4,6m,45.39,43.16,1.052,1.139,1.63
25,20,25,30,0.8,6m-1m,38.86,36.96,1.051,1.046,1.5
10,15,40,35,0.7,6m,43.53,41.43,1.051,1.088,1.583
10,10,40,40,0.6,6m,48.4,46.11,1.05,1.171,1.719
20,20,15,45,0.7,6m-1m,42.64,40.65,1.049,1.134,1.556
20,15,20,45,0.8,6m,44.5,42.43,1.049,1.119,1.59
15,5,40,40,0.4,6m-1m,44.09,42.06,1.048,1.109,1.506
15,20,15,50,0.5,6m,44.4,42.35,1.048,1.136,1.6
25,20,10,45,0.3,6m-1m,43.32,41.39,1.047,1.201,1.719
25,0,30,45,0.3,6m,38.85,37.1,1.047,1.034,1.468
20,20,25,35,0.3,6m-1m,46.54,44.44,1.047,1.177,1.555
10,0,35,55,0.7,6m,46.29,44.23,1.047,1.152,1.653
10,20,35,35,0.6,6m-1m,44.65,42.69,1.046,1.107,1.553
10,20,15,55,0.6,6m,47.05,45.02,1.045,1.185,1.66
15,10,25,50,0.7,6m,47.37,45.39,1.044,1.164,1.63
15,10,15,60,0.6,6m,48.01,46.03,1.043,1.184,1.717
20,20,10,50,0.4,6m,40.84,39.18,1.043,1.079,1.51
10,15,40,35,0.6,6m,45.53,43.65,1.043,1.12,1.649
30,5,25,40,0.4,6m,42.05,40.41,1.041,1.109,1.627
20,0,30,50,0.8,6m-1m,48.01,46.16,1.04,1.186,1.664
15,5,40,40,0.7,6m,45.33,43.6,1.04,1.122,1.633
30,5,25,40,0.4,6m-1m,39.52,38.08,1.038,1.072,1.555
10,0,40,50,0.6,6m-1m,47.55,45.79,1.038,1.164,1.68
10,15,15,60,0.3,6m-1m,48.37,46.6,1.038,1.217,1.684
25,15,25,35,0.5,6m-1m,48.15,46.49,1.036,1.203,1.624
10,15,35,40,0.6,6m-1m,47.66,45.98,1.036,1.166,1.644
20,10,15,55,0.7,6m-1m,46.53,45.05,1.033,1.198,1.667
15,10,25,50,0.8,6m,44.25,42.86,1.032,1.115,1.522
20,20,20,40,0.7,6m,42.97,41.67,1.031,1.097,1.564
25,10,10,55,0.3,6m-1m,41.83,40.57,1.031,1.133,1.612
15,10,35,40,0.8,6m-1m,40.36,39.16,1.031,1.055,1.541
30,0,25,45,0.8,6m-1m,39.62,38.45,1.03,1.058,1.52
15,20,35,30,0.5,6m-1m,44.31,43.03,1.03,1.101,1.559
20,5,35,40,0.4,6m-1m,44.05,42.75,1.03,1.125,1.532
20,5,35,40,0.6,6m-1m,44.04,42.81,1.029,1.111,1.507
15,0,40,45,0.3,6m-1m,42.49,41.29,1.029,1.098,1.586
15,10,40,35,0.8,6m-1m,44.96,43.69,1.029,1.14,1.668
25,10,30,35,0.4,6m-1m,48.67,47.36,1.028,1.205,1.58
15,0,40,45,0.5,6m-1m,44.36,43.14,1.028,1.113,1.555
10,20,40,30,0.8,6m-1m,44.44,43.3,1.026,1.111,1.647
15,10,20,55,0.6,6m,50.16,48.89,1.026,1.219,1.75
15,5,20,60,0.7,6m,41.86,40.82,1.026,1.069,1.49
15,0,40,45,0.4,6m,43.82,42.79,1.024,1.119,1.646
10,15,15,60,0.4,6m-1m,45.08,44.02,1.024,1.157,1.595
15,20,25,40,0.5,6m,45.25,44.18,1.024,1.149,1.622
20,15,10,55,0.7,6m-1m,38.22,37.39,1.022,1.062,1.466
10,5,30,55,0.7,6m,50.37,49.39,1.02,1.223,1.754
25,15,15,45,0.7,6m,36.3,35.61,1.019,0.988,1.398
10,0,30,60,0.3,6m-1m,41.55,40.79,1.019,1.08,1.516
20,0,40,40,0.6,6m-1m,47.14,46.27,1.019,1.173,1.627
20,0,30,50,0.4,6m,42.28,41.51,1.019,1.086,1.567
20,10,15,55,0.3,6m,44.99,44.14,1.019,1.136,1.612
25,20,15,40,0.5,6m,40.98,40.27,1.018,1.07,1.525
30,0,10,60,0.5,6m-1m,39.28,38.65,1.016,1.081,1.594
10,0,35,55,0.5,6m,42.6,41.96,1.015,1.092,1.574
25,15,25,35,0.5,6m,41.43,40.84,1.015,1.082,1.569
25,0,35,40,0.4,6m,42.39,41.81,1.014,1.089,1.459
15,5,40,40,0.5,6m,44.44,43.84,1.014,1.118,1.588
10,5,25,60,0.4,6m,46.62,45.98,1.014,1.164,1.663
15,20,30,35,0.8,6m,42.2,41.7,1.012,1.081,1.587
20,0,25,55,0.8,6m,40.61,40.15,1.012,1.039,1.441
15,0,25,60,0.4,6m,44.45,43.95,1.011,1.124,1.596
25,15,25,35,0.6,6m,41.85,41.45,1.01,1.077,1.593
20,0,35,45,0.3,6m,35.67,35.33,1.009,0.96,1.31
25,0,30,45,0.7,6m-1m,44.99,44.59,1.009,1.146,1.698
10,0,30,60,0.6,6m,43.48,43.12,1.009,1.117,1.611
20,10,15,55,0.6,6m,41.68,41.33,1.009,1.077,1.523
20,5,30,45,0.8,6m,39.37,39.05,1.008,1.019,1.439
25,15,30,30,0.6,6m-1m,43.54,43.17,1.008,1.127,1.537
25,15,10,50,0.4,6m-1m,35.84,35.54,1.008,1.043,1.428
15,5,40,40,0.6,6m,47.1,46.83,1.006,1.153,1.651
15,20,20,45,0.6,6m,42.26,42.14,1.003,1.096,1.533
15,15,10,60,0.7,6m-1m,41.81,41.69,1.003,1.117,1.573
25,15,15,45,0.7,6m-1m,39.45,39.35,1.003,1.06,1.455
25,5,35,35,0.6,6m,44.18,44.1,1.002,1.128,1.635
15,10,40,35,0.3,6m-1m,45.81,45.74,1.002,1.132,1.613
25,10,20,45,0.5,6m,40.59,40.51,1.002,1.052,1.481
10,15,40,35,0.8,6m,47.86,47.77,1.002,1.164,1.704
15,5,40,40,0.7,6m-1m,47.44,47.4,1.001,1.183,1.712
25,15,15,45,0.5,6m,35.53,35.47,1.001,0.979,1.381
15,10,35,40,0.6,6m,40.25,40.21,1.001,1.042,1.493
20,20,15,45,0.8,6m-1m,43.52,43.5,1.0,1.145,1.589
25,0,25,50,0.6,6m,39.14,39.16,0.999,1.021,1.46
15,0,30,55,0.3,6m-1m,46.83,46.96,0.997,1.173,1.69
15,0,25,60,0.7,6m,42.94,43.11,0.996,1.092,1.502
20,20,10,50,0.7,6m-1m,38.43,38.65,0.994,1.087,1.527
15,5,20,60,0.6,6m,42.44,42.73,0.993,1.085,1.511
25,5,20,50,0.7,6m,42.45,42.76,0.993,1.076,1.524
20,15,35,30,0.5,6m-1m,41.83,42.17,0.992,1.086,1.544
10,5,35,50,0.7,6m-1m,50.0,50.45,0.991,1.207,1.693
30,5,35,30,0.5,6m-1m,42.76,43.14,0.991,1.127,1.676
10,0,40,50,0.5,6m,43.05,43.44,0.991,1.097,1.593
20,15,10,55,0.6,6m-1m,37.49,37.81,0.991,1.056,1.478
20,15,35,30,0.7,6m-1m,39.75,40.17,0.99,1.06,1.546
20,10,10,60,0.5,6m-1m,42.2,42.61,0.99,1.146,1.649
20,15,35,30,0.8,6m-1m,37.59,38.0,0.989,1.027,1.486
25,15,20,40,0.3,6m-1m,48.98,49.54,0.989,1.227,1.591
15,0,25,60,0.4,6m-1m,45.03,45.62,0.987,1.154,1.64
20,10,35,35,0.7,6m-1m,41.23,41.76,0.987,1.068,1.432
30,0,25,45,0.7,6m-1m,42.61,43.21,0.986,1.116,1.597
15,10,40,35,0.7,6m-1m,44.14,44.85,0.984,1.115,1.623
15,0,35,50,0.8,6m,45.07,45.8,0.984,1.126,1.64
30,5,25,40,0.3,6m,45.02,45.75,0.984,1.164,1.698
15,20,10,55,0.6,6m,46.5,47.39,0.981,1.166,1.63
25,15,30,30,0.5,6m,44.65,45.56,0.98,1.145,1.648
20,20,30,30,0.6,6m-1m,41.2,42.05,0.98,1.09,1.536
20,5,40,35,0.6,6m-1m,45.51,46.42,0.98,1.13,1.575
25,15,15,45,0.4,6m,34.98,35.74,0.979,0.963,1.342
20,5,15,60,0.6,6m-1m,42.36,43.32,0.978,1.116,1.549
10,0,35,55,0.8,6m,43.75,44.77,0.977,1.095,1.585
30,15,10,45,0.4,6m-1m,34.56,35.36,0.977,1.004,1.425
15,15,30,40,0.6,6m,40.66,41.64,0.977,1.054,1.515
15,10,15,60,0.8,6m,43.24,44.25,0.977,1.101,1.576
10,0,40,50,0.4,6m,43.62,44.68,0.976,1.11,1.644
20,10,40,30,0.3,6m,42.89,43.92,0.976,1.084,1.587
20,0,40,40,0.5,6m-1m,43.78,44.93,0.974,1.095,1.499
30,5,30,35,0.5,6m,39.03,40.14,0.972,1.052,1.582
20,5,15,60,0.8,6m-1m,39.41,40.55,0.972,1.064,1.505
20,10,15,55,0.8,6m,36.84,37.93,0.971,0.988,1.368
25,0,20,55,0.7,6m,43.6,44.89,0.971,1.096,1.561
10,0,30,60,0.4,6m,41.43,42.7,0.97,1.073,1.553
10,0,30,60,0.4,6m-1m,41.32,42.64,0.969,1.073,1.528
30,0,25,45,0.5,6m,38.46,39.72,0.969,1.037,1.565
10,20,40,30,0.5,6m-1m,41.96,43.35,0.968,1.063,1.548
10,15,20,55,0.3,6m-1m,42.81,44.29,0.967,1.116,1.55
15,20,10,55,0.8,6m-1m,35.47,36.71,0.966,0.991,1.396
15,15,10,60,0.3,6m,44.9,46.54,0.965,1.14,1.601
10,10,40,40,0.8,6m,45.22,46.86,0.965,1.121,1.623
20,0,25,55,0.7,6m,41.35,42.84,0.965,1.047,1.446
20,20,15,45,0.4,6m-1m,39.74,41.18,0.965,1.088,1.5
15,0,30,55,0.4,6m,37.88,39.3,0.964,1.013,1.447
25,10,35,30,0.5,6m,45.2,46.87,0.964,1.151,1.673
15,20,35,30,0.8,6m-1m,39.17,40.72,0.962,1.027,1.478
10,20,40,30,0.7,6m,43.87,45.69,0.96,1.098,1.608
25,20,20,35,0.7,6m-1m,43.31,45.11,0.96,1.119,1.575
20,5,40,35,0.7,6m-1m,46.46,48.4,0.96,1.154,1.616
15,0,35,50,0.3,6m-1m,44.52,46.42,0.959,1.133,1.662
30,15,20,35,0.3,6m-1m,43.81,45.69,0.959,1.149,1.654
25,15,30,30,0.3,6m-1m,47.6,49.62,0.959,1.184,1.585
15,5,35,45,0.4,6m-1m,42.75,44.61,0.958,1.091,1.455
10,5,30,55,0.3,6m,44.18,46.11,0.958,1.133,1.648
20,15,10,55,0.7,6m,38.42,40.16,0.957,1.026,1.444
30,0,30,40,0.4,6m,43.06,45.0,0.957,1.128,1.657
20,10,10,60,0.4,6m,39.79,41.63,0.956,1.061,1.57
20,20,10,50,0.8,6m-1m,40.59,42.44,0.956,1.127,1.596
30,0,30,40,0.5,6m-1m,39.5,41.4,0.954,1.078,1.589
30,5,35,30,0.4,6m,41.69,43.7,0.954,1.095,1.631
15,10,20,55,0.7,6m,47.13,49.44,0.953,1.159,1.642
25,15,30,30,0.8,6m-1m,37.92,39.8,0.953,1.033,1.449
25,20,25,30,0.4,6m-1m,38.8,40.75,0.952,1.052,1.464
15,10,40,35,0.6,6m,43.88,46.08,0.952,1.098,1.585
10,0,40,50,0.8,6m-1m,44.23,46.47,0.952,1.109,1.617
20,20,10,50,0.3,6m,35.44,37.32,0.95,0.979,1.367
15,15,35,35,0.7,6m-1m,39.72,41.84,0.949,1.043,1.493
15,0,40,45,0.8,6m-1m,46.41,48.93,0.949,1.16,1.671
25,0,35,40,0.6,6m-1m,43.62,45.95,0.949,1.116,1.655
20,20,15,45,0.5,6m,37.94,40.0,0.949,1.033,1.445
15,15,40,30,0.8,6m-1m,39.24,41.37,0.948,1.038,1.508
10,5,40,45,0.7,6m,41.09,43.37,0.947,1.052,1.533
30,10,20,40,0.3,6m,42.12,44.53,0.946,1.105,1.589
25,15,20,40,0.8,6m-1m,40.53,42.88,0.945,1.064,1.453
25,0,15,60,0.3,6m,36.85,39.04,0.944,1.001,1.455
10,10,40,40,0.7,6m,44.66,47.42,0.942,1.112,1.599
15,10,35,40,0.6,6m-1m,42.32,44.95,0.942,1.078,1.486
20,15,15,50,0.8,6m,43.06,45.78,0.941,1.1,1.559
30,0,25,45,0.3,6m,40.78,43.33,0.941,1.093,1.623
25,20,10,45,0.4,6m-1m,38.96,41.47,0.94,1.109,1.564
25,15,15,45,0.3,6m,31.85,33.88,0.94,0.901,1.239
15,20,25,40,0.8,6m,39.61,42.19,0.939,1.035,1.478
30,0,20,50,0.5,6m,33.47,35.63,0.939,0.935,1.339
30,5,35,30,0.4,6m-1m,43.22,46.1,0.938,1.14,1.728
15,15,10,60,0.8,6m-1m,41.22,43.95,0.938,1.099,1.545
30,15,10,45,0.6,6m-1m,34.22,36.48,0.938,0.987,1.407
30,0,10,60,0.4,6m-1m,37.87,40.44,0.936,1.051,1.539
30,0,10,60,0.3,6m-1m,38.79,41.46,0.935,1.073,1.581
25,15,10,50,0.4,6m,30.85,33.0,0.935,0.893,1.259
20,20,15,45,0.7,6m,38.44,41.09,0.935,1.032,1.445
25,5,30,40,0.5,6m-1m,43.3,46.37,0.934,1.107,1.516
10,10,20,60,0.8,6m,42.85,45.86,0.934,1.086,1.505
15,10,15,60,0.4,6m-1m,42.85,45.86,0.934,1.133,1.583
25,5,40,30,0.4,6m,45.63,48.87,0.934,1.137,1.607
25,20,15,40,0.3,6m-1m,43.55,46.72,0.932,1.162,1.65
15,20,10,55,0.7,6m,43.53,46.78,0.93,1.121,1.59
15,10,40,35,0.6,6m-1m,46.49,50.01,0.93,1.147,1.667
10,10,40,40,0.8,6m-1m,41.57,44.71,0.93,1.062,1.548
25,5,40,30,0.5,6m,44.4,47.74,0.93,1.127,1.624
25,10,25,40,0.8,6m-1m,36.06,38.82,0.929,0.971,1.329
15,20,10,55,0.7,6m-1m,37.6,40.51,0.928,1.032,1.445
10,10,40,40,0.3,6m-1m,44.85,48.39,0.927,1.118,1.654
10,15,15,60,0.8,6m-1m,42.45,45.83,0.926,1.105,1.55
25,20,25,30,0.7,6m-1m,38.12,41.16,0.926,1.03,1.443
20,20,10,50,0.5,6m,36.67,39.6,0.926,0.998,1.395
10,20,15,55,0.8,6m,41.54,44.87,0.926,1.079,1.474
10,10,40,40,0.5,6m-1m,42.18,45.61,0.925,1.08,1.583
25,0,40,35,0.3,6m,38.95,42.13,0.924,1.037,1.459
