v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
5,5,40,50,6m,1.176,50.55,42.98,1.215,1.879
10,15,40,35,6m,1.176,54.62,46.45,1.268,1.878
20,5,35,40,6m,1.176,45.54,38.72,1.129,1.652
5,25,35,35,6m,1.175,50.94,43.35,1.208,1.812
15,35,10,40,12m,1.175,41.53,35.33,1.104,1.637
0,30,45,25,6m,1.174,45.08,38.38,1.114,1.699
0,30,45,25,12m,1.173,52.95,45.15,1.219,1.865
15,15,30,40,12m,1.172,44.24,37.76,1.117,1.598
25,5,10,60,12m-1m,1.171,38.83,33.16,1.072,1.468
10,30,25,35,12m,1.171,45.7,39.02,1.134,1.688
20,10,55,15,12m-1m,1.171,45.36,38.73,1.128,1.7
0,40,20,40,12m,1.171,40.73,34.77,1.067,1.618
0,30,40,30,12m-1m,1.17,46.77,39.98,1.134,1.725
0,25,25,50,6m-1m,1.17,39.32,33.6,1.044,1.539
0,10,60,30,6m-1m,1.17,52.43,44.83,1.22,1.906
10,15,20,55,12m-1m,1.169,39.88,34.11,1.067,1.533
10,10,30,50,12m,1.169,47.35,40.5,1.179,1.71
30,5,20,45,12m,1.169,44.87,38.39,1.164,1.657
30,0,15,55,6m-1m,1.169,38.94,33.31,1.077,1.556
10,5,30,55,12m-1m,1.168,44.02,37.69,1.122,1.577
5,15,55,25,6m,1.168,55.84,47.82,1.275,2.009
10,20,45,25,6m-1m,1.168,44.05,37.73,1.092,1.639
20,15,10,55,12m-1m,1.167,40.75,34.92,1.118,1.539
10,0,45,45,6m,1.167,50.2,43.0,1.203,1.864
5,20,15,60,6m-1m,1.167,41.03,35.17,1.084,1.511
30,5,35,30,6m,1.167,43.59,37.35,1.112,1.709
10,20,35,35,12m,1.166,50.92,43.67,1.201,1.787
15,5,20,60,12m-1m,1.165,42.93,36.85,1.117,1.597
15,20,45,20,6m,1.165,46.44,39.87,1.137,1.716
25,0,30,45,12m-1m,1.163,42.11,36.22,1.12,1.58
10,10,50,30,6m,1.163,57.34,49.3,1.306,2.009
15,10,30,45,12m,1.162,40.84,35.15,1.064,1.535
5,5,60,30,6m,1.162,56.72,48.82,1.289,1.994
15,25,15,45,12m-1m,1.162,37.19,32.02,1.043,1.497
25,5,10,60,6m-1m,1.162,44.1,37.95,1.162,1.69
40,0,40,20,12m,1.161,38.06,32.77,1.061,1.715
25,10,15,50,12m-1m,1.161,39.53,34.06,1.087,1.504
20,30,10,40,12m,1.161,36.3,31.28,1.017,1.461
5,10,70,15,6m-1m,1.161,51.67,44.5,1.197,1.892
0,30,35,35,6m-1m,1.161,46.13,39.74,1.13,1.729
10,25,10,55,12m-1m,1.16,40.03,34.52,1.083,1.539
10,10,25,55,6m-1m,1.16,41.19,35.52,1.091,1.57
5,25,45,25,6m-1m,1.16,45.61,39.32,1.113,1.696
10,40,10,40,12m,1.159,41.55,35.84,1.099,1.645
5,30,40,25,12m,1.158,48.8,42.13,1.162,1.776
5,30,10,55,12m,1.155,45.43,39.33,1.178,1.68
10,10,35,45,6m,1.155,46.55,40.3,1.147,1.701
0,10,30,60,6m,1.155,54.7,47.34,1.279,1.946
10,5,25,60,6m,1.155,47.27,40.94,1.154,1.701
0,25,25,50,6m,1.154,46.1,39.94,1.153,1.71
35,0,55,10,6m,1.154,47.79,41.4,1.207,1.819
5,0,60,35,6m-1m,1.154,52.65,45.62,1.241,1.923
15,10,50,25,6m-1m,1.154,45.18,39.15,1.12,1.664
10,25,40,25,6m,1.152,44.44,38.59,1.101,1.707
20,0,55,25,6m-1m,1.152,50.99,44.26,1.211,1.848
30,5,15,50,12m,1.15,39.9,34.68,1.065,1.383
25,20,25,30,12m,1.15,44.22,38.44,1.143,1.644
10,5,45,40,12m,1.149,54.96,47.82,1.268,1.89
10,0,50,40,6m,1.148,58.23,50.7,1.323,2.034
15,15,20,50,12m-1m,1.147,39.23,34.2,1.058,1.528
0,5,40,55,6m-1m,1.144,42.74,37.37,1.085,1.623
0,30,35,35,6m,1.143,48.39,42.35,1.166,1.763
5,5,35,55,6m,1.143,46.43,40.61,1.151,1.699
10,15,25,50,12m-1m,1.143,42.45,37.13,1.11,1.626
0,10,40,50,12m-1m,1.142,49.88,43.67,1.2,1.803
0,40,15,45,12m,1.141,42.12,36.92,1.101,1.644
10,25,20,45,6m-1m,1.14,48.41,42.45,1.216,1.723
0,0,45,55,6m-1m,1.14,40.34,35.4,1.042,1.584
10,20,15,55,12m-1m,1.138,39.37,34.6,1.061,1.542
5,5,65,25,6m-1m,1.138,49.74,43.73,1.184,1.847
35,5,25,35,12m,1.137,42.31,37.22,1.137,1.732
35,5,35,25,6m-1m,1.137,44.13,38.82,1.184,1.787
5,20,30,45,6m-1m,1.137,46.75,41.13,1.155,1.713
10,5,50,35,12m,1.136,57.18,50.35,1.296,1.995
0,25,20,55,6m-1m,1.136,43.58,38.36,1.119,1.582
20,5,15,60,12m-1m,1.135,45.28,39.89,1.177,1.689
15,10,30,45,6m,1.134,44.48,39.21,1.104,1.583
15,5,20,60,6m-1m,1.132,45.54,40.24,1.175,1.651
0,5,50,45,12m-1m,1.131,49.83,44.05,1.196,1.831
30,0,45,25,12m-1m,1.131,48.06,42.48,1.204,1.799
0,5,50,45,6m,1.131,49.6,43.84,1.179,1.841
40,10,30,20,6m,1.131,33.47,29.59,0.99,1.496
0,30,10,60,6m,1.131,47.52,42.02,1.183,1.706
10,20,25,45,6m-1m,1.13,43.72,38.7,1.131,1.588
10,20,25,45,6m,1.129,53.92,47.75,1.271,1.834
0,20,20,60,6m-1m,1.129,39.65,35.1,1.043,1.457
0,30,50,20,12m,1.128,46.82,41.52,1.131,1.716
0,25,40,35,6m,1.128,51.8,45.92,1.221,1.833
0,10,50,40,6m-1m,1.128,45.49,40.33,1.115,1.718
25,15,25,35,6m,1.128,43.21,38.31,1.119,1.654
5,15,50,30,6m-1m,1.127,49.27,43.71,1.175,1.819
15,5,60,20,6m,1.127,53.61,47.55,1.251,1.935
20,15,20,45,12m-1m,1.127,39.94,35.44,1.082,1.553
10,15,20,55,12m,1.126,43.54,38.66,1.123,1.618
15,10,55,20,6m,1.126,47.47,42.16,1.16,1.802
10,25,40,25,12m-1m,1.125,41.88,37.22,1.053,1.616
15,15,15,55,12m-1m,1.125,37.53,33.35,1.025,1.437
30,5,25,40,12m,1.124,38.19,33.98,1.031,1.501
5,40,10,45,12m,1.123,44.26,39.42,1.145,1.721
10,15,65,10,12m-1m,1.123,39.68,35.34,1.017,1.575
10,0,35,55,12m-1m,1.122,39.17,34.9,1.037,1.479
35,0,35,30,12m,1.122,39.23,34.96,1.063,1.622
0,20,60,20,12m-1m,1.122,45.78,40.81,1.109,1.748
20,15,15,50,12m-1m,1.121,37.78,33.7,1.052,1.456
15,5,35,45,6m,1.121,45.3,40.42,1.128,1.642
20,0,60,20,6m-1m,1.12,44.47,39.69,1.114,1.733
0,10,35,55,12m-1m,1.119,46.33,41.4,1.147,1.668
5,0,60,35,6m,1.118,63.3,56.6,1.383,2.141
10,25,15,50,6m,1.118,46.19,41.33,1.181,1.684
10,25,35,30,6m,1.118,46.69,41.74,1.129,1.704
10,10,65,15,6m-1m,1.116,50.01,44.82,1.172,1.814
5,15,30,50,6m-1m,1.114,47.4,42.53,1.18,1.727
10,5,40,45,6m-1m,1.113,43.25,38.85,1.101,1.646
25,0,60,15,6m,1.113,44.16,39.69,1.118,1.696
10,10,70,10,12m-1m,1.112,48.87,43.93,1.162,1.805
5,10,35,50,12m,1.112,46.96,42.24,1.155,1.707
5,15,25,55,6m,1.112,45.67,41.09,1.143,1.69
10,10,40,40,6m,1.112,48.89,43.97,1.182,1.769
10,20,15,55,12m,1.112,42.38,38.12,1.112,1.59
0,5,45,50,12m,1.11,49.51,44.6,1.2,1.8
10,20,40,30,6m-1m,1.109,48.95,44.15,1.171,1.735
0,15,60,25,6m,1.109,48.69,43.91,1.156,1.82
5,5,65,25,6m,1.109,55.06,49.66,1.259,1.991
30,0,20,50,12m,1.109,36.01,32.47,1.007,1.37
25,5,60,10,6m,1.109,46.28,41.73,1.16,1.763
15,0,40,45,12m-1m,1.109,40.29,36.34,1.067,1.597
0,30,10,60,12m-1m,1.108,38.55,34.79,1.033,1.502
20,15,50,15,12m,1.107,39.54,35.71,1.022,1.515
5,0,45,50,6m-1m,1.106,42.67,38.59,1.081,1.62
20,10,15,55,6m-1m,1.106,44.59,40.32,1.165,1.652
10,10,25,55,12m-1m,1.106,43.5,39.33,1.124,1.616
0,25,45,30,6m-1m,1.104,47.99,43.48,1.153,1.768
30,0,55,15,6m,1.103,47.32,42.91,1.183,1.793
25,15,30,30,6m-1m,1.101,42.6,38.71,1.104,1.552
0,5,55,40,12m,1.1,53.37,48.52,1.238,1.911
0,0,55,45,12m-1m,1.1,50.41,45.82,1.201,1.883
20,15,40,25,6m-1m,1.1,41.07,37.33,1.057,1.542
0,35,30,35,12m-1m,1.1,44.09,40.08,1.114,1.696
5,25,25,45,6m,1.099,50.1,45.57,1.214,1.75
10,5,25,60,6m-1m,1.099,41.65,37.9,1.099,1.59
25,5,20,50,6m,1.099,46.56,42.38,1.175,1.726
10,10,55,25,6m-1m,1.098,47.29,43.09,1.15,1.76
30,5,55,10,12m,1.098,41.94,38.22,1.091,1.635
15,10,60,15,6m-1m,1.098,44.44,40.46,1.088,1.649
30,15,20,35,12m-1m,1.097,42.46,38.71,1.149,1.671
0,5,50,45,12m,1.097,52.19,47.59,1.225,1.916
10,15,45,30,6m-1m,1.096,43.6,39.76,1.089,1.632
15,25,30,30,12m,1.096,42.58,38.84,1.076,1.56
20,25,10,45,12m-1m,1.096,33.84,30.88,0.99,1.409
0,10,40,50,12m,1.094,52.38,47.86,1.24,1.858
0,10,40,50,6m,1.093,51.07,46.73,1.219,1.871
0,5,55,40,12m-1m,1.093,49.12,44.94,1.178,1.842
10,25,20,45,6m,1.09,44.78,41.1,1.137,1.601
20,5,20,55,6m-1m,1.087,40.87,37.58,1.098,1.588
0,10,70,20,6m-1m,1.085,53.98,49.75,1.229,1.947
10,0,70,20,6m,1.085,53.46,49.27,1.226,1.924
25,10,10,55,12m-1m,1.085,39.26,36.18,1.075,1.49
15,25,20,40,12m-1m,1.084,42.51,39.22,1.117,1.584
20,0,45,35,6m-1m,1.084,48.01,44.31,1.182,1.718
0,30,20,50,6m,1.084,47.45,43.77,1.189,1.758
0,40,15,45,6m-1m,1.083,40.75,37.62,1.065,1.562
0,25,55,20,12m-1m,1.083,39.4,36.37,1.015,1.567
0,15,70,15,12m-1m,1.082,48.62,44.94,1.145,1.805
5,15,25,55,12m,1.081,43.97,40.68,1.129,1.642
5,0,65,30,6m-1m,1.081,53.5,49.49,1.234,1.912
25,5,45,25,6m-1m,1.081,46.11,42.66,1.15,1.723
10,20,35,35,6m-1m,1.08,46.68,43.22,1.141,1.677
30,0,60,10,12m-1m,1.079,39.3,36.42,1.059,1.631
10,10,60,20,6m,1.079,52.62,48.78,1.214,1.923
0,25,15,60,12m-1m,1.079,37.01,34.28,0.997,1.435
10,5,35,50,6m,1.079,49.81,46.15,1.196,1.808
0,10,55,35,6m,1.078,60.3,55.93,1.342,2.059
30,0,55,15,12m,1.077,43.36,40.25,1.114,1.701
20,20,20,40,12m-1m,1.077,35.0,32.49,0.987,1.392
10,30,15,45,6m-1m,1.075,47.54,44.23,1.213,1.752
5,20,15,60,12m-1m,1.075,38.2,35.54,1.028,1.501
10,35,15,40,12m-1m,1.074,41.89,39.0,1.112,1.657
25,5,25,45,12m,1.074,39.2,36.51,1.052,1.498
40,0,45,15,12m-1m,1.073,37.95,35.36,1.053,1.625
15,15,35,35,6m,1.072,47.37,44.19,1.154,1.669
25,15,45,15,12m,1.072,38.13,35.56,1.016,1.504
25,20,15,40,6m-1m,1.072,39.47,36.84,1.089,1.565
5,10,65,20,6m,1.072,52.23,48.72,1.197,1.859
0,0,65,35,6m,1.069,60.72,56.81,1.344,2.119
20,20,15,45,6m-1m,1.068,44.58,41.73,1.18,1.663
5,20,45,30,6m-1m,1.067,44.35,41.58,1.097,1.653
40,0,45,15,6m-1m,1.067,37.44,35.07,1.056,1.629
5,10,50,35,6m,1.067,56.34,52.8,1.281,1.976
20,10,55,15,6m-1m,1.066,41.84,39.26,1.062,1.596
10,15,55,20,6m-1m,1.066,42.91,40.27,1.071,1.641
30,15,25,30,6m-1m,1.065,34.49,32.39,0.979,1.395
30,10,25,35,6m-1m,1.065,44.11,41.4,1.158,1.66
15,15,55,15,12m-1m,1.064,37.88,35.61,0.989,1.494
30,5,45,20,6m,1.063,47.52,44.69,1.187,1.799
30,0,10,60,12m-1m,1.063,36.78,34.61,1.044,1.455
25,15,15,45,6m-1m,1.062,41.33,38.92,1.139,1.6
25,20,10,45,12m-1m,1.061,36.28,34.19,1.04,1.473
0,5,60,35,12m,1.061,50.89,47.98,1.197,1.832
25,0,30,45,12m,1.06,35.77,33.76,0.984,1.434
10,35,20,35,12m,1.06,39.09,36.88,1.043,1.568
15,15,10,60,12m-1m,1.059,32.64,30.81,0.941,1.34
10,15,65,10,12m,1.059,42.7,40.33,1.057,1.659
15,15,25,45,6m,1.059,44.21,41.73,1.106,1.546
20,20,25,35,12m,1.059,43.0,40.61,1.121,1.643
10,25,15,50,12m-1m,1.057,36.7,34.72,1.019,1.461
0,35,15,50,6m,1.055,50.06,47.46,1.22,1.722
5,25,35,35,6m-1m,1.054,45.93,43.57,1.127,1.728
5,20,60,15,6m-1m,1.053,42.81,40.66,1.072,1.636
25,10,25,40,6m,1.053,43.86,41.66,1.129,1.64
30,0,50,20,6m-1m,1.051,47.91,45.58,1.194,1.832
5,25,50,20,6m,1.05,39.99,38.08,1.028,1.586
30,10,25,35,6m,1.05,42.55,40.5,1.12,1.661
15,0,35,50,6m,1.05,43.13,41.09,1.093,1.631
25,5,35,35,6m,1.05,43.36,41.28,1.095,1.616
5,10,65,20,6m-1m,1.049,48.3,46.04,1.144,1.77
0,10,70,20,6m,1.048,49.92,47.63,1.164,1.81
30,10,35,25,6m,1.048,41.83,39.9,1.097,1.676
10,10,70,10,6m-1m,1.048,46.11,43.99,1.106,1.732
0,10,30,60,12m,1.048,43.98,41.95,1.11,1.604
5,10,60,25,6m,1.048,47.39,45.24,1.143,1.779
0,5,35,60,12m-1m,1.046,41.5,39.65,1.066,1.542
15,5,30,50,6m,1.046,46.49,44.44,1.143,1.677
25,15,10,50,12m-1m,1.046,38.73,37.04,1.056,1.324
10,20,50,20,12m-1m,1.046,40.83,39.05,1.034,1.594
30,10,40,20,12m,1.044,41.91,40.16,1.079,1.613
0,25,15,60,6m-1m,1.044,39.97,38.26,1.063,1.486
35,0,25,40,12m,1.044,35.14,33.65,0.999,1.451
15,30,10,45,12m,1.043,40.31,38.64,1.089,1.57
20,5,25,50,12m,1.043,38.13,36.56,1.023,1.468
20,0,25,55,6m-1m,1.043,44.7,42.85,1.144,1.671
25,20,30,25,6m,1.043,35.44,33.97,0.971,1.387
0,10,45,45,6m-1m,1.041,42.5,40.84,1.066,1.623
5,25,50,20,6m-1m,1.039,38.48,37.06,0.994,1.521
0,15,35,50,6m,1.038,51.42,49.52,1.224,1.87
10,25,10,55,12m,1.037,41.5,40.02,1.102,1.571
15,10,35,40,12m,1.036,42.45,40.99,1.082,1.563
0,15,60,25,6m-1m,1.036,43.95,42.4,1.086,1.698
30,10,20,40,6m-1m,1.036,45.57,43.98,1.183,1.724
20,30,15,35,12m-1m,1.035,34.14,32.98,0.978,1.423
5,0,35,60,12m-1m,1.034,40.4,39.09,1.046,1.446
10,10,55,25,6m,1.033,54.1,52.38,1.251,1.923
15,30,15,40,12m-1m,1.033,35.69,34.55,0.996,1.44
0,20,65,15,12m,1.033,46.18,44.69,1.121,1.728
0,35,10,55,6m,1.033,42.96,41.58,1.11,1.558
35,10,20,35,12m,1.033,36.17,35.01,1.03,1.537
0,10,65,25,6m,1.032,45.5,44.11,1.103,1.728
25,10,55,10,12m,1.032,40.85,39.58,1.053,1.544
10,20,50,20,6m,1.032,49.33,47.8,1.17,1.734
15,0,60,25,6m-1m,1.032,46.77,45.32,1.149,1.762
30,20,20,30,12m-1m,1.031,36.87,35.75,1.05,1.494
15,20,15,50,6m-1m,1.031,42.67,41.37,1.131,1.594
30,15,25,30,6m,1.031,35.7,34.63,0.991,1.473
20,15,45,20,12m-1m,1.031,40.85,39.64,1.05,1.589
25,20,35,20,12m,1.028,39.36,38.27,1.042,1.496
20,15,30,35,6m-1m,1.028,39.64,38.58,1.043,1.471
15,20,25,40,6m-1m,1.028,40.94,39.81,1.078,1.477
25,15,40,20,6m,1.028,37.76,36.72,1.007,1.479
5,35,20,40,6m-1m,1.027,39.46,38.41,1.047,1.557
30,5,45,20,6m-1m,1.026,44.36,43.24,1.139,1.69
0,35,30,35,6m-1m,1.025,39.87,38.88,1.026,1.56
0,0,50,50,6m-1m,1.024,42.82,41.82,1.084,1.678
0,40,20,40,6m-1m,1.024,42.66,41.66,1.096,1.702
10,10,65,15,6m,1.024,52.11,50.9,1.194,1.854
10,25,10,55,6m-1m,1.023,42.3,41.36,1.117,1.569
15,20,40,25,6m-1m,1.022,42.39,41.47,1.069,1.583
40,5,40,15,6m,1.022,36.13,35.34,1.023,1.583
0,30,45,25,12m-1m,1.022,43.37,42.44,1.073,1.655
20,35,10,35,12m,1.021,36.87,36.12,1.026,1.482
20,10,10,60,12m-1m,1.021,38.12,37.35,1.054,1.479
10,15,15,60,6m,1.021,47.51,46.55,1.191,1.711
20,0,35,45,6m,1.02,43.53,42.67,1.107,1.673
30,5,55,10,6m-1m,1.019,36.97,36.29,1.003,1.519
10,5,40,45,12m-1m,1.019,41.98,41.18,1.079,1.576
20,10,45,25,6m-1m,1.018,39.75,39.05,1.034,1.518
10,10,60,20,6m-1m,1.018,45.31,44.51,1.109,1.703
20,15,20,45,6m-1m,1.018,42.5,41.73,1.136,1.603
0,25,50,25,6m-1m,1.017,45.33,44.59,1.116,1.706
25,5,50,20,6m,1.017,41.92,41.21,1.082,1.597
5,30,10,55,6m-1m,1.016,41.38,40.73,1.1,1.57
5,0,55,40,12m-1m,1.015,48.06,47.35,1.164,1.831
0,5,70,25,6m,1.014,54.36,53.59,1.237,1.927
5,10,45,40,6m,1.012,54.83,54.2,1.267,1.912
10,10,50,30,6m-1m,1.011,46.77,46.24,1.141,1.745
5,20,55,20,6m-1m,1.011,38.9,38.48,1.003,1.551
25,0,20,55,12m,1.01,42.3,41.89,1.114,1.573
15,25,10,50,12m-1m,1.01,34.0,33.66,0.972,1.359
15,20,15,50,12m-1m,1.009,37.35,37.0,1.03,1.476
5,30,35,30,12m-1m,1.009,42.04,41.67,1.063,1.607
0,0,55,45,12m,1.008,48.01,47.62,1.157,1.784
0,5,40,55,12m,1.008,45.43,45.08,1.128,1.641
40,15,25,20,12m,1.008,29.88,29.64,0.922,1.437
0,40,20,40,12m-1m,1.007,34.96,34.71,0.958,1.471
0,5,45,50,12m-1m,1.007,47.49,47.16,1.161,1.772
0,10,65,25,6m-1m,1.007,48.11,47.79,1.147,1.799
0,15,65,20,6m,1.007,44.4,44.09,1.09,1.711
10,35,10,45,12m-1m,1.004,35.46,35.32,0.989,1.476
10,10,70,10,6m,1.004,46.3,46.12,1.109,1.725
0,40,10,50,6m-1m,1.003,37.81,37.71,1.031,1.491
20,25,10,45,12m,1.003,35.48,35.39,1.002,1.435
10,5,30,55,6m,1.002,45.03,44.94,1.125,1.695
10,5,35,50,12m,1.001,44.67,44.64,1.132,1.625
5,30,15,50,6m,1.0,43.14,43.13,1.118,1.598
20,15,35,30,6m,1.0,40.66,40.67,1.048,1.503
15,25,15,45,12m,1.0,35.59,35.58,0.986,1.386
10,25,30,35,6m,1.0,42.46,42.47,1.073,1.585
0,5,55,40,6m-1m,0.999,43.09,43.12,1.079,1.672
10,0,30,60,6m,0.999,46.16,46.18,1.14,1.714
35,0,45,20,6m-1m,0.999,49.32,49.39,1.242,1.905
25,5,60,10,6m-1m,0.999,37.91,37.94,1.007,1.549
30,5,40,25,6m,0.997,40.95,41.07,1.072,1.631
25,25,10,40,12m,0.997,31.25,31.33,0.927,1.341
10,15,15,60,12m,0.997,39.59,39.73,1.043,1.484
10,30,10,50,6m-1m,0.996,43.95,44.11,1.159,1.647
20,5,55,20,6m-1m,0.996,37.97,38.11,0.999,1.523
25,20,15,40,12m-1m,0.995,33.28,33.43,0.978,1.355
0,0,50,50,12m-1m,0.994,44.04,44.33,1.103,1.684
10,15,60,15,12m-1m,0.994,40.61,40.87,1.029,1.583
30,20,40,10,6m,0.992,34.5,34.78,0.973,1.463
25,25,25,25,12m-1m,0.992,39.5,39.82,1.066,1.509
30,5,55,10,6m,0.992,40.91,41.24,1.073,1.625
10,10,20,60,12m-1m,0.991,34.56,34.88,0.951,1.361
30,15,30,25,12m,0.991,38.83,39.2,1.049,1.536
20,20,15,45,12m-1m,0.99,36.82,37.18,1.032,1.476
5,20,60,15,12m,0.99,41.75,42.17,1.044,1.622
0,5,50,45,6m-1m,0.99,41.6,42.0,1.049,1.619
15,15,35,35,6m-1m,0.989,41.42,41.9,1.05,1.519
40,0,40,20,6m,0.989,35.16,35.56,1.005,1.554
25,0,35,40,6m,0.988,42.39,42.9,1.091,1.641
10,35,15,40,6m,0.988,41.13,41.64,1.078,1.563
15,20,20,45,12m-1m,0.988,37.54,38.01,1.032,1.502
10,15,60,15,6m,0.987,41.32,41.87,1.032,1.552
10,0,30,60,6m-1m,0.987,39.16,39.66,1.039,1.522
0,0,65,35,12m-1m,0.986,52.86,53.59,1.236,1.91
10,10,20,60,6m,0.986,42.67,43.27,1.097,1.582
15,15,40,30,6m,0.985,44.09,44.77,1.093,1.612
10,5,40,45,6m,0.984,43.03,43.72,1.085,1.642
10,0,40,50,6m-1m,0.983,43.63,44.4,1.106,1.654
25,15,35,25,6m,0.983,37.19,37.84,0.989,1.446
10,15,20,55,6m,0.983,43.78,44.52,1.115,1.603
25,25,25,25,12m,0.981,38.26,39.0,1.025,1.484
5,35,25,35,6m-1m,0.981,38.57,39.33,1.018,1.539
5,5,30,60,6m,0.98,48.35,49.35,1.179,1.738
30,10,15,45,12m,0.979,32.54,33.24,0.923,1.191
35,10,35,20,12m-1m,0.978,33.42,34.15,0.964,1.458
5,35,30,30,12m,0.978,37.86,38.72,0.991,1.514
10,0,35,55,12m,0.978,40.1,40.98,1.041,1.518
5,15,65,15,12m,0.977,46.78,47.86,1.121,1.756
10,25,45,20,6m,0.977,39.47,40.39,1.007,1.454
15,15,45,25,6m-1m,0.977,43.93,44.97,1.099,1.635
5,10,40,45,12m-1m,0.976,43.97,45.06,1.096,1.61
30,15,35,20,12m,0.975,33.01,33.86,0.929,1.337
0,0,60,40,12m-1m,0.974,47.3,48.58,1.148,1.809
30,0,60,10,6m,0.974,42.05,43.18,1.101,1.712
0,20,65,15,12m-1m,0.974,42.81,43.96,1.063,1.69
15,0,30,55,12m-1m,0.974,34.71,35.63,0.962,1.344
0,0,60,40,6m,0.974,56.7,58.2,1.283,2.017
0,25,15,60,12m,0.974,39.45,40.5,1.049,1.551
15,15,50,20,6m-1m,0.974,36.78,37.77,0.969,1.479
0,30,10,60,6m-1m,0.973,35.69,36.68,0.991,1.421
5,25,10,60,6m-1m,0.972,36.42,37.47,1.006,1.419
5,15,70,10,6m-1m,0.972,39.92,41.07,1.0,1.551
30,0,45,25,6m-1m,0.971,45.05,46.37,1.15,1.767
10,15,60,15,12m,0.969,43.99,45.41,1.076,1.664
20,20,15,45,12m,0.969,33.81,34.9,0.96,1.361
5,15,65,15,12m-1m,0.969,42.2,43.56,1.052,1.647
5,15,45,35,6m-1m,0.969,44.59,46.03,1.104,1.663
30,15,15,40,12m-1m,0.968,32.23,33.31,0.96,1.366
20,0,25,55,6m,0.967,45.6,47.15,1.122,1.676
15,25,20,40,6m,0.967,38.07,39.37,1.022,1.429
0,0,40,60,12m,0.967,43.83,45.34,1.101,1.575
10,15,60,15,6m-1m,0.967,40.25,41.6,1.027,1.546
5,10,40,45,6m-1m,0.967,40.71,42.11,1.049,1.565
10,25,25,40,6m,0.966,44.75,46.34,1.123,1.616
5,40,10,45,12m-1m,0.966,39.37,40.76,1.068,1.606
10,30,25,35,12m-1m,0.966,42.35,43.82,1.085,1.61
35,0,40,25,6m-1m,0.965,42.84,44.39,1.136,1.741
20,0,30,50,12m,0.964,34.74,36.05,0.955,1.394
20,0,50,30,6m-1m,0.963,47.26,49.06,1.154,1.701
20,15,15,50,12m,0.963,36.47,37.87,1.012,1.418
10,15,55,20,6m,0.963,45.55,47.31,1.115,1.68
5,15,55,25,6m-1m,0.963,41.41,43.0,1.044,1.622
15,15,20,50,6m,0.961,41.3,42.98,1.075,1.505
0,5,60,35,12m-1m,0.961,45.33,47.17,1.107,1.706
0,20,60,20,6m-1m,0.961,44.77,46.59,1.097,1.717
25,10,45,20,6m,0.96,37.59,39.14,1.004,1.451
0,0,60,40,6m-1m,0.96,42.98,44.79,1.078,1.671
15,20,30,35,6m-1m,0.96,39.59,41.23,1.037,1.448
20,10,10,60,6m-1m,0.96,41.69,43.42,1.13,1.63
15,20,45,20,12m,0.96,38.07,39.64,0.996,1.499
25,15,20,40,6m,0.959,38.18,39.83,1.033,1.471
15,25,30,30,12m-1m,0.959,36.12,37.66,0.978,1.452
10,40,15,35,12m,0.958,37.98,39.65,1.029,1.526
30,0,15,55,12m,0.958,36.86,38.48,1.014,1.349
35,5,35,25,6m,0.958,36.41,38.02,1.025,1.597
30,20,30,20,12m-1m,0.957,35.57,37.15,0.997,1.454
15,25,35,25,12m,0.955,38.19,39.98,1.001,1.473
0,10,50,40,6m,0.955,50.2,52.55,1.186,1.792
5,30,30,35,6m-1m,0.954,39.12,40.99,1.024,1.551
30,20,25,25,12m,0.954,30.58,32.06,0.893,1.291
5,10,30,55,12m,0.952,44.17,46.38,1.117,1.633
15,15,15,55,12m,0.952,37.26,39.14,1.011,1.415
5,15,60,20,6m-1m,0.952,43.05,45.22,1.069,1.697
5,30,20,45,6m,0.951,47.3,49.71,1.175,1.698
0,0,60,40,12m,0.951,51.08,53.73,1.199,1.876
25,30,15,30,12m-1m,0.95,29.64,31.19,0.892,1.255
0,40,25,35,6m-1m,0.95,39.95,42.07,1.035,1.578
30,5,40,25,6m-1m,0.95,46.29,48.71,1.18,1.778
20,20,35,25,6m-1m,0.95,37.29,39.24,0.987,1.436
30,0,50,20,6m,0.949,44.39,46.8,1.137,1.752
15,15,40,30,6m-1m,0.948,44.39,46.83,1.111,1.642
35,5,40,20,12m,0.947,38.64,40.82,1.049,1.61
35,0,20,45,6m,0.947,34.78,36.72,0.99,1.464
5,5,45,45,12m,0.947,45.91,48.48,1.124,1.691
0,15,70,15,6m-1m,0.947,42.66,45.04,1.048,1.619
10,0,30,60,12m,0.946,37.95,40.11,1.007,1.435
5,35,15,45,6m,0.946,48.26,51.01,1.198,1.699
15,10,20,55,12m,0.946,38.34,40.52,1.03,1.461
15,15,10,60,6m,0.946,40.54,42.83,1.067,1.49
5,5,40,50,12m,0.945,41.75,44.18,1.076,1.551
20,0,30,50,6m,0.943,44.57,47.25,1.116,1.697
10,20,10,60,12m-1m,0.942,31.7,33.64,0.916,1.295
25,25,20,30,12m-1m,0.942,34.97,37.12,0.993,1.393
35,10,30,25,6m-1m,0.942,32.38,34.37,0.963,1.462
0,10,40,50,6m-1m,0.941,39.64,42.12,1.03,1.538
5,10,60,25,6m-1m,0.94,42.78,45.51,1.068,1.653
20,20,10,50,12m,0.939,34.23,36.46,0.975,1.367
15,0,30,55,12m,0.938,38.15,40.66,1.015,1.512
10,40,10,40,12m-1m,0.937,35.63,38.01,0.999,1.491
0,0,70,30,6m,0.937,54.91,58.62,1.253,1.967
