v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
35,35,20,10,6m,0.411,20.06,48.77,0.688,1.027
40,20,30,10,6m,0.41,17.37,42.35,0.626,0.94
15,20,55,10,12m,0.409,21.01,51.4,0.67,0.988
35,25,15,25,12m-1m,0.409,21.11,51.57,0.719,1.032
40,5,45,10,12m-1m,0.408,22.13,54.17,0.727,1.107
40,5,15,40,6m,0.408,21.19,51.91,0.725,1.103
35,30,25,10,12m-1m,0.408,21.26,52.1,0.708,1.058
15,40,25,20,12m-1m,0.408,19.75,48.44,0.664,1.01
10,30,45,15,12m-1m,0.407,19.16,47.13,0.637,0.948
20,25,25,30,6m,0.407,18.88,46.43,0.638,0.892
40,5,20,35,12m-1m,0.407,19.86,48.74,0.704,1.044
15,30,30,25,6m,0.407,23.3,57.2,0.722,1.04
20,30,15,35,6m,0.407,20.99,51.62,0.688,0.97
25,35,15,25,6m-1m,0.407,18.69,45.96,0.653,0.931
35,25,25,15,12m-1m,0.405,19.08,47.11,0.66,0.96
30,5,10,55,6m,0.405,19.28,47.6,0.653,0.936
30,20,40,10,12m,0.405,19.37,47.84,0.653,0.958
5,35,45,15,6m-1m,0.404,20.17,49.88,0.657,0.981
35,5,30,30,6m,0.403,20.97,52.07,0.698,1.043
20,35,10,35,6m,0.403,20.75,51.45,0.688,0.975
20,25,10,45,6m,0.403,21.68,53.8,0.704,0.986
20,25,40,15,12m-1m,0.403,21.48,53.33,0.686,1.008
0,35,50,15,6m-1m,0.402,17.68,43.96,0.608,0.919
35,10,25,30,6m,0.402,20.28,50.48,0.691,1.05
40,15,20,25,12m,0.402,15.33,38.11,0.589,0.887
15,40,10,35,6m,0.402,21.91,54.54,0.703,1.021
25,35,15,25,6m,0.401,19.07,47.5,0.655,0.944
25,25,25,25,6m,0.401,17.83,44.43,0.617,0.868
40,25,20,15,6m,0.397,18.96,47.72,0.657,0.946
25,25,20,30,6m,0.397,18.92,47.71,0.643,0.901
35,20,25,20,12m-1m,0.397,18.79,47.36,0.658,0.973
20,20,45,15,6m-1m,0.397,22.13,55.76,0.695,1.03
25,25,40,10,12m,0.396,19.26,48.58,0.646,0.947
40,5,20,35,12m,0.396,19.0,48.0,0.68,1.023
20,35,15,30,6m,0.394,18.93,48.0,0.641,0.91
35,30,20,15,12m-1m,0.394,20.69,52.49,0.693,0.97
20,30,30,20,12m-1m,0.393,20.94,53.29,0.678,0.963
35,30,15,20,12m,0.393,20.14,51.31,0.683,0.988
25,40,10,25,12m-1m,0.392,18.04,46.0,0.64,0.941
30,25,35,10,12m-1m,0.392,19.76,50.46,0.66,0.963
15,35,15,35,6m-1m,0.391,21.52,55.05,0.698,0.984
40,10,40,10,12m-1m,0.391,20.26,51.76,0.689,1.052
40,10,20,30,12m-1m,0.391,17.12,43.79,0.637,0.951
25,30,35,10,12m-1m,0.39,19.63,50.33,0.652,0.938
25,20,45,10,12m-1m,0.39,18.98,48.68,0.643,0.952
25,40,20,15,12m,0.39,19.54,50.08,0.67,0.996
5,25,60,10,6m,0.39,20.52,52.55,0.662,0.974
30,10,10,50,6m,0.389,20.81,53.5,0.69,0.979
40,0,25,35,6m,0.389,18.86,48.53,0.664,1.023
5,40,30,25,12m-1m,0.387,21.13,54.59,0.681,1.022
40,15,35,10,6m-1m,0.386,18.4,47.69,0.65,0.972
40,10,35,15,12m-1m,0.385,17.96,46.65,0.643,0.976
25,30,15,30,6m-1m,0.384,19.84,51.74,0.679,0.967
0,30,60,10,12m,0.384,17.45,45.47,0.599,0.911
25,35,25,15,6m,0.383,16.79,43.87,0.602,0.882
10,20,60,10,12m-1m,0.383,18.04,47.08,0.611,0.905
30,25,30,15,12m,0.383,17.84,46.55,0.618,0.904
15,30,35,20,6m,0.382,19.74,51.75,0.648,0.941
5,40,25,30,6m-1m,0.382,21.54,56.41,0.689,1.01
0,40,35,25,6m-1m,0.38,18.86,49.58,0.633,0.944
25,40,20,15,6m,0.38,16.9,44.49,0.609,0.907
30,15,10,45,12m-1m,0.379,20.48,54.05,0.691,0.859
30,20,30,20,6m-1m,0.379,20.65,54.53,0.685,1.002
20,40,10,30,6m,0.377,18.36,48.64,0.63,0.897
30,25,35,10,6m,0.375,18.31,48.81,0.63,0.928
10,35,30,25,6m-1m,0.374,18.76,50.15,0.629,0.913
40,15,10,35,12m,0.374,18.32,48.92,0.661,0.961
20,35,20,25,12m-1m,0.373,19.69,52.72,0.664,0.964
40,0,25,35,12m-1m,0.373,17.68,47.43,0.643,0.957
40,15,20,25,12m-1m,0.372,18.01,48.43,0.653,0.954
30,20,35,15,6m,0.372,17.18,46.18,0.606,0.882
15,40,20,25,12m,0.37,19.03,51.39,0.639,0.943
35,25,20,20,12m,0.369,18.9,51.26,0.651,0.959
35,25,30,10,6m,0.369,18.52,50.25,0.641,0.927
25,25,40,10,6m,0.368,17.44,47.44,0.61,0.902
15,20,55,10,6m-1m,0.368,19.73,53.6,0.646,0.943
20,30,20,30,6m,0.367,17.36,47.26,0.608,0.864
40,35,15,10,6m-1m,0.367,15.83,43.09,0.584,0.865
10,30,45,15,12m,0.366,19.46,53.21,0.641,0.948
40,30,15,15,12m,0.366,16.15,44.18,0.596,0.892
40,5,10,45,6m,0.365,19.57,53.66,0.692,1.061
20,30,25,25,12m,0.365,19.88,54.53,0.659,0.943
0,40,35,25,6m,0.365,19.27,52.83,0.641,0.921
35,20,15,30,12m-1m,0.364,13.34,36.6,0.54,0.789
10,25,50,15,12m-1m,0.363,17.48,48.13,0.6,0.909
25,25,40,10,6m-1m,0.363,17.44,48.01,0.606,0.887
40,25,25,10,12m-1m,0.362,17.19,47.52,0.614,0.902
15,35,15,35,6m,0.362,17.53,48.43,0.611,0.872
15,30,30,25,12m-1m,0.361,18.89,52.38,0.637,0.948
15,30,25,30,6m-1m,0.361,18.84,52.18,0.636,0.923
40,15,35,10,12m-1m,0.361,17.95,49.79,0.64,0.962
0,40,40,20,12m,0.361,20.69,57.3,0.666,0.985
15,40,10,35,6m-1m,0.361,18.07,50.09,0.631,0.91
40,5,45,10,6m-1m,0.361,21.23,58.82,0.706,1.073
5,30,50,15,12m-1m,0.359,16.31,45.39,0.575,0.862
20,40,20,20,6m,0.358,15.96,44.52,0.585,0.862
10,40,20,30,6m,0.356,19.58,55.04,0.654,0.966
30,25,20,25,6m,0.355,15.25,42.94,0.562,0.791
30,35,20,15,12m-1m,0.354,17.69,50.03,0.626,0.948
20,35,15,30,6m-1m,0.353,19.39,54.98,0.656,0.953
0,30,60,10,6m-1m,0.353,15.18,43.01,0.554,0.834
15,35,25,25,6m-1m,0.351,17.78,50.7,0.613,0.882
30,20,10,40,12m,0.351,17.05,48.62,0.612,0.819
35,20,15,30,12m,0.348,12.66,36.32,0.516,0.765
40,0,35,25,6m-1m,0.348,16.86,48.38,0.617,0.938
20,20,50,10,6m,0.346,18.05,52.17,0.617,0.911
40,0,20,40,6m,0.345,18.18,52.69,0.647,0.996
35,35,20,10,12m,0.345,18.47,53.58,0.645,0.939
15,20,55,10,12m-1m,0.344,17.29,50.22,0.598,0.886
10,35,35,20,12m,0.343,20.13,58.72,0.655,0.959
30,15,45,10,6m,0.342,20.94,61.19,0.682,0.985
15,40,20,25,6m,0.342,16.12,47.15,0.581,0.86
20,30,30,20,6m-1m,0.341,18.73,54.85,0.631,0.906
35,25,30,10,12m,0.341,17.44,51.13,0.618,0.919
20,20,50,10,12m-1m,0.341,17.33,50.82,0.598,0.897
30,40,20,10,12m-1m,0.34,19.58,57.53,0.671,1.034
15,35,30,20,12m,0.339,19.47,57.41,0.646,0.937
5,35,35,25,6m-1m,0.339,19.58,57.76,0.643,0.943
15,35,25,25,6m,0.339,18.69,55.16,0.634,0.926
15,35,20,30,6m-1m,0.338,15.95,47.14,0.578,0.842
40,30,10,20,12m,0.337,13.21,39.21,0.529,0.777
25,30,30,15,12m,0.337,18.41,54.64,0.625,0.888
5,25,60,10,12m-1m,0.337,15.65,46.51,0.562,0.852
40,15,10,35,12m-1m,0.336,19.33,57.61,0.682,0.938
30,10,15,45,6m,0.335,18.72,55.86,0.643,0.938
35,10,10,45,6m-1m,0.334,18.3,54.74,0.661,0.975
30,40,15,15,12m,0.333,16.21,48.61,0.594,0.866
40,0,20,40,12m,0.333,16.24,48.77,0.604,0.883
25,30,30,15,12m-1m,0.332,17.18,51.72,0.601,0.869
30,20,30,20,6m,0.332,17.22,51.83,0.609,0.87
15,30,40,15,6m-1m,0.332,18.81,56.62,0.63,0.927
25,25,25,25,6m-1m,0.332,16.59,49.97,0.596,0.843
30,35,25,10,12m,0.332,17.18,51.73,0.613,0.93
30,25,15,30,6m,0.331,15.38,46.48,0.57,0.792
20,40,20,20,6m-1m,0.331,15.52,46.84,0.574,0.849
40,10,10,40,12m-1m,0.331,18.78,56.69,0.669,0.886
30,10,20,40,6m,0.331,18.8,56.78,0.646,0.921
40,25,15,20,6m,0.33,15.57,47.17,0.578,0.855
40,25,15,20,6m-1m,0.33,14.74,44.61,0.563,0.787
40,5,15,40,12m,0.329,15.35,46.67,0.585,0.819
25,40,20,15,12m-1m,0.328,17.6,53.71,0.624,0.945
20,40,25,15,12m-1m,0.328,17.12,52.25,0.602,0.865
35,30,15,20,12m-1m,0.328,18.3,55.82,0.645,0.908
0,40,45,15,6m,0.328,18.21,55.45,0.617,0.911
35,25,15,25,12m,0.327,15.98,48.89,0.59,0.856
30,15,45,10,6m-1m,0.326,17.9,54.99,0.621,0.882
35,5,10,50,12m,0.326,16.15,49.61,0.596,0.783
30,25,10,35,6m-1m,0.326,17.39,53.41,0.633,0.877
20,30,15,35,6m-1m,0.326,20.15,61.78,0.681,0.955
30,25,35,10,6m-1m,0.325,16.79,51.64,0.599,0.871
15,30,30,25,6m-1m,0.324,17.46,53.82,0.602,0.871
25,30,20,25,6m-1m,0.324,14.57,45.0,0.553,0.779
40,35,15,10,12m,0.323,14.84,45.92,0.556,0.821
40,25,25,10,12m,0.322,15.94,49.51,0.585,0.86
30,35,25,10,12m-1m,0.322,17.74,55.06,0.624,0.945
30,25,10,35,12m-1m,0.321,12.45,38.75,0.516,0.729
35,25,30,10,12m-1m,0.321,18.13,56.44,0.632,0.925
25,25,30,20,6m,0.32,17.21,53.86,0.6,0.844
10,35,40,15,6m,0.32,17.36,54.31,0.6,0.872
30,25,25,20,6m-1m,0.32,16.75,52.37,0.603,0.865
35,10,20,35,6m,0.319,16.96,53.22,0.619,0.909
30,25,30,15,6m,0.318,15.56,48.88,0.567,0.825
0,40,40,20,12m-1m,0.316,17.51,55.44,0.601,0.905
35,20,10,35,6m-1m,0.314,15.81,50.33,0.599,0.834
30,35,10,25,12m,0.313,15.7,50.24,0.584,0.811
0,40,45,15,12m-1m,0.313,16.75,53.46,0.587,0.895
15,30,35,20,6m-1m,0.313,17.34,55.36,0.602,0.863
15,30,40,15,12m,0.312,15.45,49.59,0.561,0.815
15,40,30,15,6m-1m,0.312,15.95,51.21,0.571,0.827
20,30,35,15,6m,0.311,16.76,53.94,0.592,0.878
15,35,10,40,6m,0.31,18.01,58.11,0.628,0.888
10,40,25,25,12m-1m,0.31,15.59,50.22,0.568,0.842
30,35,20,15,6m-1m,0.31,15.34,49.55,0.571,0.849
25,40,10,25,12m,0.309,15.04,48.61,0.564,0.803
25,35,20,20,6m-1m,0.309,14.64,47.31,0.556,0.802
30,30,10,30,12m-1m,0.308,13.66,44.3,0.541,0.756
30,30,25,15,12m,0.308,14.89,48.35,0.557,0.824
20,30,20,30,6m-1m,0.308,16.62,53.89,0.595,0.831
30,25,25,20,6m,0.308,14.78,47.98,0.551,0.79
30,40,20,10,12m,0.308,17.34,56.24,0.619,0.959
40,20,15,25,12m-1m,0.307,15.03,49.01,0.579,0.821
30,30,20,20,6m,0.307,14.31,46.54,0.543,0.794
30,20,10,40,6m,0.305,14.03,46.05,0.54,0.774
30,35,10,25,12m-1m,0.303,14.77,48.81,0.565,0.802
40,10,10,40,12m,0.301,15.64,51.9,0.589,0.784
35,25,15,25,6m,0.3,15.8,52.71,0.581,0.818
35,40,15,10,12m,0.299,15.76,52.75,0.584,0.888
40,25,15,20,12m,0.299,13.3,44.51,0.527,0.764
35,20,20,25,6m,0.298,15.08,50.56,0.568,0.849
15,40,30,15,6m,0.298,15.35,51.47,0.56,0.816
30,30,25,15,6m,0.297,14.23,47.87,0.544,0.785
35,25,30,10,6m-1m,0.295,15.47,52.48,0.575,0.862
30,15,10,45,6m,0.294,14.75,50.1,0.555,0.806
25,30,30,15,6m,0.294,16.66,56.65,0.592,0.861
20,40,15,25,6m,0.294,14.75,50.09,0.551,0.775
5,40,30,25,12m,0.294,17.01,57.77,0.592,0.871
0,35,55,10,6m,0.293,16.22,55.29,0.574,0.858
40,30,10,20,6m-1m,0.292,11.73,40.11,0.489,0.685
25,35,30,10,6m,0.292,14.43,49.47,0.545,0.81
40,25,10,25,6m-1m,0.291,11.28,38.84,0.478,0.679
25,30,15,30,6m,0.289,16.45,56.93,0.592,0.825
40,10,15,35,6m,0.289,17.1,59.08,0.627,0.93
20,25,25,30,6m-1m,0.288,14.41,50.09,0.542,0.749
20,40,25,15,6m,0.286,13.9,48.65,0.534,0.778
40,25,25,10,6m,0.286,14.14,49.44,0.543,0.782
25,40,25,10,6m,0.285,13.82,48.46,0.535,0.805
15,35,30,20,6m,0.284,15.95,56.13,0.573,0.828
25,40,20,15,6m-1m,0.283,14.01,49.49,0.545,0.813
30,35,25,10,6m-1m,0.283,16.66,58.84,0.601,0.9
10,40,30,20,12m,0.282,15.45,54.74,0.563,0.833
30,35,15,20,12m-1m,0.282,14.11,50.06,0.544,0.79
30,30,30,10,12m,0.281,13.39,47.66,0.52,0.778
30,25,30,15,6m-1m,0.28,16.42,58.58,0.586,0.832
10,40,25,25,12m,0.279,15.33,55.04,0.561,0.837
25,35,10,30,6m-1m,0.278,15.92,57.18,0.587,0.841
40,15,20,25,6m-1m,0.278,14.64,52.63,0.568,0.825
15,35,25,25,12m-1m,0.276,15.51,56.23,0.565,0.838
20,40,30,10,6m,0.275,12.35,44.84,0.494,0.714
40,0,15,45,12m,0.274,14.77,53.91,0.564,0.755
20,30,30,20,6m,0.274,16.33,59.5,0.579,0.833
35,20,30,15,6m,0.273,13.48,49.45,0.53,0.802
35,20,15,30,6m,0.272,15.34,56.38,0.574,0.813
15,35,25,25,12m,0.272,16.14,59.44,0.576,0.842
40,40,10,10,6m,0.272,12.0,44.16,0.495,0.745
10,35,35,20,12m-1m,0.27,16.05,59.4,0.572,0.84
40,30,20,10,12m,0.27,14.33,53.01,0.547,0.798
40,15,15,30,12m-1m,0.269,14.31,53.18,0.56,0.793
25,20,45,10,6m-1m,0.268,14.82,55.24,0.549,0.82
10,35,35,20,6m-1m,0.267,15.44,57.77,0.557,0.814
25,30,20,25,6m,0.267,14.46,54.09,0.545,0.774
15,35,20,30,12m-1m,0.266,14.8,55.68,0.549,0.794
40,15,10,35,6m,0.265,15.31,57.88,0.58,0.828
20,30,35,15,12m,0.264,15.54,58.9,0.563,0.812
5,40,30,25,6m,0.263,14.79,56.2,0.548,0.811
25,25,40,10,12m-1m,0.263,13.97,53.1,0.53,0.764
25,35,20,20,6m,0.262,13.84,52.75,0.534,0.761
35,15,40,10,6m-1m,0.262,15.7,59.97,0.575,0.842
0,30,60,10,6m,0.262,13.96,53.34,0.527,0.784
20,40,15,25,6m-1m,0.26,12.04,46.25,0.489,0.706
30,30,30,10,6m-1m,0.26,14.27,54.82,0.542,0.807
25,30,35,10,6m,0.26,14.65,56.32,0.545,0.8
30,25,10,35,12m,0.26,11.65,44.77,0.488,0.692
25,35,30,10,6m-1m,0.26,13.75,52.85,0.53,0.786
5,40,35,20,12m,0.259,15.1,58.34,0.551,0.8
25,35,30,10,12m,0.259,12.84,49.67,0.507,0.735
40,35,10,15,12m-1m,0.259,12.66,48.95,0.518,0.712
20,35,25,20,6m,0.259,13.57,52.4,0.524,0.745
35,25,25,15,6m,0.259,13.69,52.91,0.535,0.797
35,30,25,10,6m,0.258,14.23,55.27,0.545,0.811
30,30,15,25,6m-1m,0.258,15.31,59.36,0.575,0.797
40,35,15,10,12m-1m,0.257,13.68,53.18,0.534,0.779
20,35,30,15,12m-1m,0.257,14.94,58.2,0.552,0.79
40,35,10,15,6m,0.256,10.64,41.54,0.462,0.653
40,15,20,25,6m,0.256,12.92,50.48,0.519,0.749
35,20,15,30,6m-1m,0.256,13.04,50.94,0.524,0.727
40,20,10,30,12m-1m,0.255,12.25,48.12,0.507,0.718
20,40,30,10,6m-1m,0.255,12.48,48.87,0.499,0.733
20,40,25,15,6m-1m,0.254,13.46,53.0,0.522,0.756
40,10,10,40,6m,0.254,15.67,61.61,0.588,0.867
20,30,25,25,6m,0.253,13.86,54.81,0.527,0.737
35,30,20,15,6m,0.252,13.41,53.18,0.524,0.764
20,35,30,15,6m-1m,0.252,14.62,58.09,0.546,0.787
20,30,25,25,6m-1m,0.252,14.78,58.68,0.549,0.781
40,5,10,45,12m,0.252,14.22,56.36,0.553,0.749
25,30,25,20,6m,0.252,12.49,49.49,0.501,0.712
25,35,25,15,6m-1m,0.251,14.32,57.08,0.544,0.802
35,30,10,25,12m-1m,0.251,12.75,50.72,0.52,0.717
40,20,10,30,12m,0.249,13.27,53.33,0.533,0.746
35,40,15,10,12m-1m,0.249,13.74,55.18,0.54,0.79
25,30,35,10,6m-1m,0.249,13.43,54.02,0.518,0.749
30,30,25,15,6m-1m,0.247,14.18,57.37,0.541,0.784
25,30,25,20,6m-1m,0.247,13.02,52.67,0.51,0.721
15,40,25,20,6m,0.246,11.95,48.5,0.487,0.71
40,15,15,30,12m,0.245,12.84,52.5,0.523,0.748
0,40,40,20,6m-1m,0.244,14.78,60.7,0.544,0.799
20,35,20,25,6m,0.243,13.05,53.8,0.512,0.726
35,40,15,10,6m,0.241,12.49,51.78,0.509,0.76
40,20,20,20,6m,0.239,12.32,51.64,0.504,0.706
15,30,40,15,12m-1m,0.238,13.41,56.46,0.515,0.754
15,25,50,10,12m-1m,0.237,13.67,57.57,0.519,0.748
15,35,35,15,6m,0.236,13.64,57.67,0.522,0.735
30,35,15,20,6m,0.236,11.44,48.49,0.478,0.686
30,15,15,40,6m,0.234,11.81,50.41,0.485,0.693
35,10,10,45,6m,0.234,13.76,58.8,0.542,0.81
35,15,15,35,6m,0.234,13.24,56.68,0.525,0.783
5,40,35,20,6m,0.233,13.8,59.34,0.524,0.748
15,25,50,10,12m,0.233,13.62,58.33,0.519,0.746
35,35,15,15,12m,0.232,13.53,58.2,0.528,0.748
20,30,35,15,6m-1m,0.232,13.55,58.49,0.52,0.748
5,40,45,10,6m,0.23,13.53,58.85,0.517,0.747
5,30,55,10,6m-1m,0.23,11.9,51.63,0.481,0.69
5,40,30,25,6m-1m,0.227,12.7,55.9,0.5,0.728
30,35,15,20,6m-1m,0.227,12.61,55.58,0.511,0.708
15,40,25,20,6m-1m,0.227,12.23,53.89,0.491,0.715
5,40,40,15,6m-1m,0.226,14.0,62.04,0.525,0.769
10,40,25,25,6m-1m,0.225,12.29,54.67,0.491,0.713
20,30,35,15,12m-1m,0.225,13.59,60.36,0.52,0.747
15,40,20,25,12m-1m,0.224,11.43,50.97,0.475,0.708
20,40,10,30,6m-1m,0.224,11.97,53.52,0.49,0.69
35,35,20,10,12m-1m,0.222,13.13,59.11,0.52,0.74
40,25,10,25,12m-1m,0.22,11.94,54.38,0.5,0.709
15,30,45,10,6m,0.22,14.36,65.38,0.536,0.793
30,30,20,20,6m-1m,0.219,12.18,55.52,0.497,0.711
5,35,45,15,12m,0.218,12.43,57.06,0.492,0.726
10,40,30,20,6m,0.218,11.75,53.94,0.48,0.705
20,30,40,10,6m,0.216,13.98,64.86,0.528,0.764
35,30,15,20,6m-1m,0.215,12.4,57.58,0.504,0.7
35,40,10,15,12m-1m,0.214,12.23,57.05,0.502,0.698
20,35,20,25,6m-1m,0.212,10.96,51.59,0.464,0.667
0,40,45,15,12m,0.211,13.19,62.42,0.51,0.757
35,35,15,15,6m-1m,0.21,11.66,55.56,0.485,0.674
30,25,10,35,6m,0.209,11.95,57.12,0.491,0.678
20,25,40,15,6m-1m,0.209,12.27,58.78,0.49,0.72
5,35,50,10,6m,0.209,12.11,58.03,0.485,0.709
5,40,35,20,12m-1m,0.208,11.21,53.8,0.466,0.683
40,40,10,10,12m,0.207,10.29,49.76,0.451,0.671
10,40,35,15,6m-1m,0.207,11.81,57.11,0.479,0.7
0,35,50,15,12m,0.207,11.34,54.76,0.468,0.693
30,30,10,30,6m-1m,0.205,12.45,60.84,0.51,0.679
5,40,40,15,6m,0.204,11.98,58.86,0.484,0.71
10,40,35,15,6m,0.201,11.41,56.76,0.471,0.689
25,40,10,25,6m-1m,0.201,12.13,60.48,0.498,0.725
40,30,20,10,12m-1m,0.2,12.02,60.26,0.493,0.716
40,25,15,20,12m-1m,0.199,10.8,54.17,0.468,0.652
35,35,10,20,12m,0.198,10.69,54.04,0.465,0.665
35,25,15,25,6m-1m,0.198,12.18,61.66,0.5,0.688
35,15,10,40,6m-1m,0.195,11.97,61.4,0.496,0.653
15,25,50,10,6m-1m,0.195,11.22,57.42,0.467,0.687
0,40,50,10,12m,0.195,11.45,58.75,0.47,0.695
15,30,35,20,12m-1m,0.194,10.52,54.18,0.451,0.663
10,35,40,15,6m-1m,0.194,11.42,58.71,0.471,0.68
30,40,15,15,12m-1m,0.194,10.7,55.28,0.461,0.678
20,25,45,10,12m,0.192,11.59,60.52,0.475,0.692
30,30,30,10,6m,0.192,11.21,58.51,0.47,0.68
10,35,40,15,12m,0.191,10.5,54.91,0.45,0.653
15,40,35,10,6m,0.19,12.16,64.09,0.488,0.705
20,20,50,10,6m-1m,0.189,12.06,63.69,0.485,0.708
10,40,35,15,12m-1m,0.189,10.21,54.18,0.445,0.652
10,40,40,10,6m,0.188,11.9,63.22,0.482,0.695
0,40,45,15,6m-1m,0.187,11.86,63.32,0.479,0.721
35,35,15,15,12m-1m,0.187,10.94,58.47,0.467,0.638
35,30,15,20,6m,0.187,9.79,52.42,0.438,0.64
15,35,30,20,6m-1m,0.186,11.57,62.16,0.474,0.683
20,35,30,15,6m,0.183,10.48,57.25,0.451,0.66
35,5,10,50,6m,0.183,10.91,59.77,0.467,0.677
10,40,25,25,6m,0.182,10.84,59.57,0.459,0.676
40,15,15,30,6m,0.182,10.48,57.65,0.459,0.654
35,10,15,40,6m,0.181,11.11,61.47,0.473,0.683
15,40,30,15,12m,0.181,10.45,57.8,0.45,0.638
15,40,30,15,12m-1m,0.18,10.95,60.8,0.462,0.667
30,30,15,25,6m,0.179,9.69,54.21,0.435,0.606
40,35,10,15,6m-1m,0.179,9.39,52.52,0.432,0.602
15,35,30,20,12m-1m,0.179,10.82,60.33,0.459,0.661
5,40,35,20,6m-1m,0.177,11.21,63.28,0.466,0.681
20,35,35,10,12m,0.177,10.27,57.85,0.446,0.64
0,40,50,10,6m,0.176,10.94,62.1,0.46,0.681
30,40,20,10,6m,0.175,9.71,55.53,0.438,0.654
30,40,10,20,6m,0.174,10.46,60.13,0.458,0.65
35,30,10,25,12m,0.173,8.92,51.39,0.42,0.605
25,40,15,20,6m-1m,0.173,9.87,57.12,0.442,0.641
30,40,15,15,6m,0.173,8.57,49.59,0.409,0.59
40,30,20,10,6m,0.172,9.51,55.29,0.429,0.626
20,25,45,10,6m,0.172,11.28,65.77,0.469,0.677
30,30,10,30,6m,0.171,9.23,53.88,0.426,0.557
25,35,10,30,6m,0.171,9.97,58.43,0.444,0.625
15,35,35,15,12m,0.17,9.79,57.72,0.434,0.626
5,30,55,10,6m,0.169,10.0,59.36,0.439,0.637
10,40,30,20,6m-1m,0.167,9.31,55.65,0.423,0.614
0,35,55,10,12m,0.166,10.59,63.65,0.451,0.685
35,40,10,15,6m,0.164,8.09,49.48,0.397,0.587
25,40,25,10,12m,0.164,8.76,53.31,0.412,0.596
35,25,20,20,6m,0.162,9.64,59.51,0.434,0.633
10,30,50,10,6m,0.162,10.01,61.69,0.439,0.634
20,30,40,10,12m,0.161,10.1,62.78,0.442,0.631
40,40,10,10,12m-1m,0.16,8.6,53.87,0.411,0.608
35,35,10,20,6m,0.158,9.04,57.12,0.421,0.59
0,35,55,10,6m-1m,0.158,9.6,60.6,0.43,0.62
25,40,25,10,6m-1m,0.157,9.16,58.48,0.422,0.622
40,35,15,10,6m,0.155,7.93,51.17,0.392,0.567
35,20,10,35,12m-1m,0.155,7.53,48.61,0.384,0.534
10,40,30,20,12m-1m,0.155,8.94,57.83,0.415,0.611
40,30,10,20,12m-1m,0.149,7.05,47.35,0.371,0.523
35,25,10,30,6m-1m,0.148,7.87,53.25,0.392,0.534
20,40,30,10,12m-1m,0.147,8.53,58.1,0.406,0.578
10,40,40,10,6m-1m,0.147,9.17,62.58,0.42,0.608
20,30,40,10,12m-1m,0.147,9.94,67.43,0.438,0.626
10,30,50,10,12m-1m,0.147,8.95,60.94,0.415,0.599
10,25,55,10,12m,0.147,8.99,61.23,0.416,0.603
40,20,10,30,6m,0.145,7.78,53.73,0.39,0.561
35,30,10,25,6m-1m,0.145,8.37,57.68,0.406,0.539
10,35,45,10,6m,0.145,9.51,65.61,0.427,0.625
35,25,10,30,6m,0.144,7.19,49.87,0.374,0.526
10,25,55,10,6m-1m,0.143,9.0,62.7,0.416,0.602
15,40,20,25,6m-1m,0.143,8.14,56.9,0.396,0.585
40,0,10,50,12m,0.142,8.85,62.1,0.419,0.564
30,40,20,10,6m-1m,0.142,8.61,60.85,0.41,0.606
35,25,10,30,12m,0.14,5.95,42.65,0.341,0.481
15,40,35,10,12m,0.14,8.5,60.51,0.405,0.584
20,25,45,10,6m-1m,0.14,9.23,65.76,0.421,0.615
0,40,50,10,12m-1m,0.137,8.21,59.75,0.397,0.588
20,35,35,10,12m-1m,0.137,8.5,62.1,0.405,0.581
5,40,40,15,12m,0.137,8.8,64.11,0.411,0.611
15,25,50,10,6m,0.136,9.21,67.76,0.42,0.614
25,35,30,10,12m-1m,0.134,8.32,61.91,0.401,0.573
20,30,40,10,6m-1m,0.133,8.82,66.31,0.412,0.606
10,25,55,10,12m-1m,0.133,7.83,59.04,0.389,0.566
30,35,10,25,6m,0.133,7.62,57.11,0.385,0.538
15,35,35,15,6m-1m,0.132,8.52,64.28,0.405,0.587
35,35,20,10,6m-1m,0.129,8.57,66.19,0.409,0.585
15,35,40,10,6m-1m,0.129,8.62,66.81,0.407,0.598
10,40,40,10,12m,0.129,8.1,62.86,0.396,0.562
25,30,10,35,6m,0.126,7.4,58.86,0.379,0.511
15,35,40,10,12m,0.124,7.87,63.47,0.39,0.566
30,35,25,10,6m,0.123,7.19,58.42,0.374,0.533
20,25,45,10,12m-1m,0.123,7.78,63.49,0.387,0.572
10,25,55,10,6m,0.123,8.13,65.98,0.397,0.561
35,35,10,20,12m-1m,0.123,7.94,64.27,0.394,0.562
0,40,50,10,6m-1m,0.122,7.54,61.81,0.382,0.564
5,40,40,15,12m-1m,0.12,7.29,60.69,0.376,0.567
5,40,45,10,12m,0.12,7.14,59.53,0.374,0.539
10,30,50,10,12m,0.119,7.48,63.1,0.381,0.545
25,40,10,25,6m,0.119,7.28,61.19,0.376,0.522
30,40,10,20,12m-1m,0.117,7.23,61.56,0.375,0.529
5,35,45,15,12m-1m,0.116,7.45,64.42,0.38,0.566
25,40,25,10,12m-1m,0.116,6.88,59.34,0.365,0.532
40,40,10,10,6m-1m,0.114,6.14,53.98,0.346,0.507
35,25,10,30,12m-1m,0.114,5.49,48.13,0.329,0.455
10,35,40,15,12m-1m,0.113,7.04,62.05,0.371,0.54
10,30,50,10,6m-1m,0.109,6.96,63.95,0.369,0.533
5,30,55,10,12m-1m,0.107,6.57,61.49,0.361,0.532
