v,q,g,m,mom,g_sub,cal,cagr,mdd,sharpe,sortino
30,15,35,20,12m-1m,rev+oca+opm,1.314,57.76,43.97,0.728,2.621
25,10,25,40,6m,rev+oca+opm,1.312,62.55,47.69,0.761,2.703
30,15,25,30,12m,rev+oca+opm,1.312,60.36,46.01,0.746,2.717
15,15,35,35,12m-1m,rev+oca+gp,1.311,62.07,47.35,0.834,2.596
25,5,40,30,12m-1m,rev+oca+gp,1.311,62.04,47.3,0.835,2.558
15,10,40,35,6m-1m,rev+oca+gp,1.31,57.41,43.83,0.796,2.431
20,15,30,35,6m,rev+oca+gp,1.31,61.61,47.03,0.752,2.711
30,10,30,30,12m,rev+oca+gp,1.31,58.52,44.67,0.736,2.652
30,10,30,30,12m-1m,rev+gp+opm,1.31,59.17,45.18,0.74,2.631
25,10,20,45,6m-1m,rev+oca+gp,1.309,58.39,44.6,0.737,2.648
30,15,20,35,12m-1m,rev+oca+gp,1.309,61.04,46.62,0.751,2.8
5,10,50,35,12m,rev+oca+opm,1.309,60.57,46.27,0.846,2.44
15,5,30,50,6m,rev+oca+gp,1.308,58.03,44.37,0.742,2.467
0,10,60,30,6m-1m,rev+oca+gp,1.305,53.14,40.73,0.707,2.445
25,0,25,50,6m,rev+oca+gp,1.305,65.28,50.04,0.778,2.72
20,10,30,40,12m-1m,rev+gp+opm,1.304,59.77,45.83,0.815,2.562
5,10,60,25,12m,rev+oca+opm,1.304,57.94,44.42,0.739,2.554
15,10,35,40,6m,rev+oca+opm,1.304,66.17,50.73,0.776,2.805
20,5,45,30,6m-1m,rev+oca+gp,1.303,59.04,45.33,0.808,2.496
30,5,30,35,6m-1m,rev+oca+gp,1.303,60.24,46.24,0.738,2.784
20,0,60,20,12m-1m,rev+oca+opm,1.303,65.67,50.41,0.783,2.709
5,10,50,35,6m-1m,rev+oca+gp,1.302,54.35,41.75,0.796,2.316
20,0,40,40,6m-1m,rev+oca+gp,1.301,58.21,44.75,0.805,2.466
25,0,40,35,12m-1m,rev+oca+gp,1.301,61.7,47.42,0.831,2.637
15,0,55,30,6m,rev+oca+opm,1.301,56.39,43.33,0.811,2.34
25,15,25,35,6m,rev+oca+opm,1.301,66.69,51.26,0.778,2.908
15,0,60,25,12m,rev+oca+gp,1.3,61.31,47.16,0.825,2.559
5,5,60,30,12m,rev+oca+opm,1.3,52.64,40.5,0.779,2.231
5,10,45,40,12m-1m,rev+oca+opm,1.3,54.76,42.11,0.798,2.315
5,10,40,45,6m-1m,rev+oca+gp,1.299,53.59,41.24,0.708,2.466
25,10,20,45,12m-1m,rev+oca+opm,1.299,65.03,50.08,0.777,2.83
20,5,30,45,12m-1m,rev+gp+opm,1.297,59.45,45.83,0.812,2.493
25,5,30,40,6m-1m,rev+oca+gp,1.296,62.47,48.19,0.759,2.76
10,10,45,35,12m,rev+oca+gp,1.295,62.83,48.52,0.835,2.552
5,0,60,35,6m-1m,rev+oca+gp,1.294,57.82,44.67,0.74,2.538
15,5,55,25,12m,rev+oca+opm,1.294,56.86,43.94,0.816,2.322
25,5,25,45,6m-1m,rev+gp+opm,1.293,63.93,49.44,0.769,2.77
0,10,60,30,12m,rev+oca+gp,1.292,52.98,41.01,0.784,2.284
15,15,40,30,6m-1m,rev+oca+gp,1.291,56.59,43.82,0.79,2.51
15,15,50,20,12m,rev+oca+opm,1.29,56.5,43.79,0.721,2.648
30,5,35,30,6m,rev+oca+opm,1.29,57.48,44.56,0.727,2.644
0,0,65,35,12m-1m,rev+oca+gp,1.288,55.29,42.92,0.805,2.316
0,15,50,35,6m-1m,rev+gp+opm,1.288,54.1,42.02,0.715,2.449
10,5,40,45,6m-1m,rev+oca+gp,1.287,53.57,41.63,0.789,2.261
20,0,35,45,6m-1m,rev+oca+gp,1.287,61.93,48.11,0.833,2.518
25,0,55,20,12m-1m,rev+oca+gp,1.287,58.98,45.82,0.811,2.433
25,10,20,45,6m,rev+oca+opm,1.287,69.06,53.66,0.792,2.969
30,10,45,15,12m-1m,rev+oca+opm,1.287,54.67,42.49,0.775,2.44
5,10,50,35,12m-1m,rev+gp+opm,1.286,64.77,50.37,0.881,2.55
15,10,35,40,6m,rev+gp+opm,1.286,62.88,48.91,0.838,2.523
25,15,20,40,12m,rev+gp+opm,1.286,66.01,51.34,0.784,2.801
0,5,65,30,12m,rev+oca+opm,1.286,54.51,42.4,0.796,2.306
5,15,40,40,6m,rev+gp+opm,1.285,54.43,42.35,0.796,2.318
20,10,35,35,6m,rev+gp+opm,1.285,65.38,50.88,0.779,2.701
15,15,25,45,12m-1m,rev+oca+opm,1.285,56.34,43.85,0.811,2.382
5,5,50,40,12m,rev+oca+gp,1.284,64.44,50.19,0.875,2.476
20,0,60,20,12m-1m,rev+oca+gp,1.284,57.85,45.05,0.802,2.4
15,5,40,40,6m-1m,rev+gp+opm,1.284,54.91,42.78,0.801,2.286
25,5,40,30,6m,rev+gp+opm,1.283,69.44,54.15,0.803,2.911
20,5,35,40,12m-1m,rev+oca+opm,1.283,54.97,42.84,0.781,2.368
20,5,55,20,6m,rev+oca+opm,1.283,59.99,46.76,0.814,2.532
25,15,45,15,12m,rev+oca+opm,1.283,53.89,42.0,0.769,2.422
20,0,50,30,6m-1m,rev+oca+gp,1.282,58.78,45.84,0.806,2.519
20,5,30,45,6m-1m,rev+oca+gp,1.282,68.27,53.26,0.878,2.703
5,15,50,30,12m-1m,rev+oca+gp,1.281,54.88,42.83,0.801,2.328
10,15,40,35,6m,rev+gp+opm,1.281,52.15,40.7,0.777,2.249
15,15,50,20,12m-1m,rev+oca+opm,1.281,55.17,43.05,0.713,2.59
20,10,20,50,6m,rev+oca+opm,1.281,65.45,51.09,0.782,2.76
15,0,45,40,6m-1m,rev+oca+gp,1.28,58.18,45.44,0.827,2.362
20,0,35,45,6m,rev+gp+opm,1.28,62.94,49.18,0.762,2.725
0,5,60,35,6m,rev+oca+gp,1.279,51.96,40.63,0.775,2.298
25,0,40,35,6m-1m,rev+oca+gp,1.279,55.78,43.61,0.785,2.441
20,0,50,30,6m,rev+gp+opm,1.279,61.26,47.91,0.824,2.559
5,0,45,50,6m,rev+oca+opm,1.279,57.89,45.28,0.823,2.356
15,15,45,25,12m,rev+oca+opm,1.279,58.52,45.76,0.803,2.534
25,0,55,20,12m-1m,rev+oca+opm,1.279,63.47,49.64,0.768,2.711
5,15,50,30,12m,rev+gp+opm,1.278,53.95,42.21,0.792,2.316
20,10,35,35,6m-1m,rev+gp+opm,1.278,64.47,50.44,0.772,2.747
15,10,35,40,12m-1m,rev+oca+gp,1.277,53.81,42.15,0.772,2.354
25,5,35,35,12m-1m,rev+oca+gp,1.277,57.71,45.2,0.802,2.492
5,5,60,30,12m-1m,rev+gp+opm,1.277,56.27,44.05,0.813,2.322
25,5,25,45,6m-1m,rev+oca+opm,1.277,65.92,51.62,0.777,2.86
25,5,50,20,12m-1m,rev+oca+opm,1.277,57.33,44.91,0.795,2.465
5,5,50,40,6m-1m,rev+oca+gp,1.276,53.89,42.23,0.713,2.479
30,0,40,30,12m,rev+oca+gp,1.276,64.61,50.64,0.85,2.68
5,15,40,40,6m-1m,rev+gp+opm,1.276,52.33,41.02,0.779,2.273
30,5,45,20,6m-1m,rev+oca+opm,1.276,59.71,46.79,0.741,2.657
25,0,30,45,12m-1m,rev+oca+gp,1.275,62.14,48.75,0.833,2.617
5,0,65,30,12m-1m,rev+gp+opm,1.275,56.86,44.61,0.818,2.305
5,5,55,35,12m-1m,rev+oca+opm,1.275,56.03,43.94,0.808,2.317
5,5,45,45,6m-1m,rev+oca+opm,1.274,55.84,43.82,0.724,2.502
5,15,35,45,12m-1m,rev+oca+opm,1.274,53.15,41.73,0.784,2.277
10,15,40,35,12m-1m,rev+oca+opm,1.274,60.83,47.74,0.85,2.461
25,10,45,20,6m-1m,rev+oca+gp,1.273,57.28,45.01,0.729,2.573
20,10,35,35,12m-1m,rev+gp+opm,1.273,59.61,46.84,0.813,2.55
30,10,25,35,12m,rev+gp+opm,1.273,58.76,46.15,0.731,2.538
15,15,40,30,6m,rev+oca+opm,1.273,63.46,49.84,0.766,2.673
20,0,30,50,6m,rev+gp+opm,1.272,65.86,51.78,0.781,2.716
15,15,35,35,12m-1m,rev+oca+opm,1.272,63.26,49.72,0.836,2.61
25,0,40,35,6m,rev+gp+opm,1.271,60.54,47.64,0.746,2.736
20,10,45,25,12m-1m,rev+oca+gp,1.27,62.48,49.18,0.836,2.601
25,10,45,20,6m-1m,rev+oca+opm,1.27,57.82,45.51,0.729,2.665
25,15,25,35,6m-1m,rev+oca+gp,1.269,56.42,44.46,0.72,2.555
0,10,50,40,6m,rev+gp+opm,1.269,55.71,43.91,0.807,2.308
10,15,35,40,6m,rev+gp+opm,1.269,53.73,42.34,0.791,2.275
15,0,45,40,6m,rev+gp+opm,1.269,60.35,47.54,0.816,2.562
20,5,45,30,6m,rev+gp+opm,1.269,62.88,49.53,0.835,2.638
30,0,50,20,6m,rev+oca+gp,1.268,65.41,51.6,0.683,3.042
20,0,30,50,12m-1m,rev+oca+opm,1.268,63.4,49.99,0.842,2.519
30,10,45,15,12m,rev+oca+opm,1.268,53.73,42.37,0.767,2.373
30,0,30,40,12m-1m,rev+gp+opm,1.267,59.77,47.17,0.814,2.589
0,15,45,40,12m-1m,rev+oca+opm,1.266,56.02,44.25,0.808,2.331
25,5,20,50,6m,rev+oca+opm,1.266,63.65,50.28,0.768,2.713
5,0,65,30,6m-1m,rev+oca+opm,1.265,59.03,46.66,0.65,2.774
0,10,55,35,12m-1m,rev+oca+gp,1.264,54.91,43.44,0.801,2.315
20,15,40,25,6m-1m,rev+oca+gp,1.264,55.68,44.05,0.717,2.672
0,15,55,30,12m,rev+gp+opm,1.264,52.03,41.17,0.776,2.257
15,10,45,30,12m-1m,rev+oca+opm,1.264,54.89,43.41,0.799,2.237
30,0,50,20,6m-1m,rev+oca+opm,1.264,60.5,47.88,0.746,2.787
0,15,45,40,6m,rev+oca+opm,1.263,56.34,44.6,0.812,2.419
5,0,55,40,6m,rev+oca+gp,1.262,52.77,41.81,0.781,2.291
5,15,45,35,6m-1m,rev+gp+opm,1.262,53.27,42.22,0.709,2.42
30,0,50,20,12m-1m,rev+gp+opm,1.262,60.37,47.85,0.746,2.703
20,5,25,50,12m-1m,rev+oca+opm,1.262,68.56,54.33,0.879,2.728
20,15,35,30,6m,rev+oca+gp,1.261,58.71,46.57,0.737,2.682
10,10,55,25,12m-1m,rev+oca+opm,1.261,52.09,41.3,0.698,2.39
25,5,50,20,12m,rev+oca+gp,1.26,59.54,47.25,0.813,2.501
30,5,35,30,12m,rev+oca+gp,1.26,54.74,43.45,0.711,2.547
10,10,40,40,6m,rev+gp+opm,1.26,54.16,42.98,0.794,2.301
0,0,55,45,12m-1m,rev+oca+opm,1.26,57.19,45.37,0.82,2.344
5,5,55,35,12m-1m,rev+oca+gp,1.259,58.45,46.44,0.83,2.419
20,0,65,15,12m,rev+gp+opm,1.259,60.16,47.78,0.748,2.605
20,0,40,40,6m-1m,rev+gp+opm,1.258,61.87,49.18,0.755,2.756
25,0,45,30,6m,rev+gp+opm,1.258,71.21,56.6,0.813,2.976
25,15,25,35,12m-1m,rev+oca+opm,1.258,63.52,50.49,0.76,2.845
10,15,45,30,6m-1m,rev+oca+gp,1.257,52.47,41.74,0.78,2.26
15,10,45,30,6m-1m,rev+gp+opm,1.257,54.48,43.34,0.797,2.294
0,10,60,30,12m-1m,rev+oca+opm,1.257,53.78,42.77,0.712,2.405
0,0,65,35,12m,rev+gp+opm,1.255,56.17,44.76,0.812,2.289
30,0,50,20,12m,rev+gp+opm,1.255,61.01,48.62,0.822,2.611
5,15,45,35,6m-1m,rev+oca+opm,1.255,56.9,45.34,0.731,2.553
25,15,30,30,12m-1m,rev+gp+opm,1.254,55.05,43.88,0.78,2.416
0,10,45,45,6m,rev+oca+opm,1.254,57.34,45.71,0.82,2.393
30,10,45,15,6m-1m,rev+oca+opm,1.254,54.24,43.24,0.773,2.401
0,15,50,35,12m-1m,rev+oca+opm,1.253,54.48,43.49,0.717,2.463
15,15,45,25,12m-1m,rev+oca+opm,1.253,57.6,45.97,0.796,2.447
10,5,40,45,12m-1m,rev+oca+gp,1.252,53.94,43.09,0.794,2.264
30,0,30,40,12m-1m,rev+oca+gp,1.252,58.83,47.0,0.808,2.542
5,15,50,30,6m-1m,rev+oca+opm,1.252,51.62,41.24,0.694,2.449
25,5,20,50,12m-1m,rev+oca+opm,1.252,62.55,49.94,0.838,2.487
15,5,45,35,6m,rev+oca+gp,1.251,60.16,48.08,0.816,2.496
30,0,50,20,6m-1m,rev+oca+gp,1.251,62.81,50.2,0.67,2.962
25,10,25,40,6m-1m,rev+gp+opm,1.251,59.41,47.49,0.737,2.713
30,10,30,30,12m-1m,rev+oca+gp,1.25,57.59,46.06,0.73,2.612
15,0,40,45,12m-1m,rev+gp+opm,1.25,55.76,44.59,0.806,2.291
0,5,60,35,6m,rev+oca+opm,1.25,51.32,41.07,0.693,2.367
10,5,55,30,6m,rev+oca+gp,1.249,53.29,42.65,0.786,2.319
25,15,20,40,6m-1m,rev+oca+gp,1.249,65.08,52.12,0.781,2.773
5,15,50,30,12m,rev+oca+gp,1.248,54.72,43.83,0.797,2.29
5,10,40,45,6m,rev+oca+opm,1.248,58.62,46.97,0.829,2.435
20,5,55,20,12m,rev+oca+opm,1.248,61.14,48.98,0.823,2.53
0,15,55,30,12m-1m,rev+oca+gp,1.247,55.88,44.82,0.809,2.347
5,15,50,30,6m-1m,rev+gp+opm,1.247,50.42,40.43,0.688,2.362
10,15,40,35,6m-1m,rev+gp+opm,1.247,58.17,46.66,0.743,2.53
0,0,50,50,6m,rev+oca+opm,1.247,56.96,45.69,0.815,2.329
25,15,40,20,12m,rev+gp+opm,1.246,59.2,47.51,0.738,2.577
30,5,40,25,6m,rev+gp+opm,1.246,66.78,53.6,0.691,3.101
30,10,20,40,6m-1m,rev+oca+opm,1.246,60.74,48.73,0.752,2.702
5,10,55,30,12m,rev+oca+gp,1.245,50.82,40.8,0.766,2.251
15,15,35,35,12m,rev+oca+opm,1.245,62.08,49.88,0.825,2.593
0,0,65,35,6m,rev+oca+gp,1.244,53.74,43.19,0.79,2.274
5,0,65,30,12m,rev+oca+gp,1.244,52.15,41.92,0.777,2.195
20,5,40,35,6m-1m,rev+oca+gp,1.244,60.72,48.8,0.823,2.505
15,10,50,25,12m-1m,rev+gp+opm,1.244,61.82,49.7,0.83,2.535
20,10,50,20,12m,rev+gp+opm,1.244,61.2,49.21,0.754,2.603
15,10,50,25,12m-1m,rev+oca+opm,1.244,53.87,43.3,0.791,2.281
30,15,25,30,12m-1m,rev+oca+gp,1.243,57.46,46.23,0.728,2.698
20,10,50,20,12m,rev+oca+gp,1.242,59.58,47.97,0.813,2.561
25,15,40,20,6m-1m,rev+oca+gp,1.242,57.62,46.39,0.727,2.653
25,10,35,30,12m-1m,rev+gp+opm,1.241,59.71,48.1,0.814,2.571
0,5,65,30,6m-1m,rev+oca+opm,1.241,54.36,43.8,0.625,2.634
30,15,25,30,12m,rev+gp+opm,1.24,57.84,46.66,0.73,2.638
0,0,55,45,6m,rev+oca+opm,1.24,54.07,43.6,0.792,2.273
5,0,65,30,12m-1m,rev+oca+opm,1.24,57.22,46.13,0.82,2.354
15,0,50,35,6m,rev+oca+opm,1.24,56.38,45.46,0.812,2.288
10,0,65,25,12m,rev+oca+gp,1.239,58.88,47.54,0.808,2.48
5,15,50,30,12m,rev+oca+opm,1.239,52.46,42.34,0.779,2.28
25,5,30,40,6m-1m,rev+oca+opm,1.239,61.35,49.51,0.757,2.711
0,10,50,40,12m,rev+oca+opm,1.237,56.98,46.05,0.817,2.358
0,15,55,30,12m,rev+oca+opm,1.237,52.7,42.6,0.78,2.278
30,15,35,20,12m,rev+oca+opm,1.237,57.05,46.1,0.724,2.645
25,10,40,25,12m,rev+oca+gp,1.236,53.74,43.47,0.771,2.36
5,0,70,25,12m,rev+gp+opm,1.236,55.83,45.16,0.808,2.257
25,0,55,20,6m,rev+oca+opm,1.236,59.82,48.4,0.815,2.574
15,0,45,40,6m,rev+oca+gp,1.235,57.63,46.68,0.786,2.546
25,10,30,35,6m-1m,rev+oca+opm,1.235,56.44,45.71,0.72,2.57
30,5,50,15,12m,rev+gp+opm,1.234,63.56,51.49,0.675,3.004
30,5,40,25,6m,rev+oca+opm,1.234,67.25,54.48,0.788,2.888
20,0,45,35,6m-1m,rev+oca+gp,1.233,61.41,49.79,0.829,2.5
25,15,40,20,6m,rev+oca+gp,1.231,56.08,45.57,0.721,2.561
30,10,35,25,12m-1m,rev+oca+gp,1.231,54.08,43.94,0.706,2.533
10,5,55,30,12m,rev+gp+opm,1.231,59.19,48.08,0.835,2.351
10,5,50,35,12m-1m,rev+oca+gp,1.23,59.37,48.26,0.839,2.426
0,10,55,35,6m,rev+oca+opm,1.23,53.73,43.7,0.71,2.452
30,5,40,25,6m-1m,rev+oca+opm,1.23,64.62,52.52,0.772,2.797
15,5,55,25,12m-1m,rev+oca+gp,1.229,56.24,45.77,0.79,2.424
20,5,35,40,12m-1m,rev+oca+gp,1.229,58.56,47.65,0.808,2.451
30,0,40,30,6m,rev+oca+gp,1.229,58.43,47.52,0.731,2.71
25,0,35,40,6m,rev+gp+opm,1.229,55.14,44.85,0.711,2.599
30,0,35,35,12m-1m,rev+gp+opm,1.229,56.76,46.2,0.792,2.477
5,5,60,30,12m,rev+oca+gp,1.228,50.78,41.35,0.765,2.26
25,5,40,30,6m-1m,rev+oca+opm,1.228,56.52,46.03,0.777,2.437
30,0,20,50,12m-1m,rev+oca+opm,1.227,59.74,48.69,0.815,2.544
30,5,30,35,12m-1m,rev+oca+gp,1.226,54.75,44.67,0.711,2.596
20,5,40,35,6m,rev+oca+gp,1.225,68.45,55.88,0.878,2.685
0,15,45,40,6m,rev+gp+opm,1.225,55.33,45.15,0.804,2.358
30,0,40,30,12m-1m,rev+gp+opm,1.225,57.18,46.67,0.795,2.443
30,10,40,20,12m-1m,rev+gp+opm,1.225,58.13,47.45,0.731,2.622
10,10,35,45,6m,rev+oca+opm,1.225,54.29,44.32,0.793,2.305
15,5,50,30,12m-1m,rev+oca+gp,1.224,61.23,50.01,0.827,2.531
15,10,50,25,6m-1m,rev+oca+gp,1.224,54.49,44.53,0.774,2.425
0,5,60,35,12m-1m,rev+oca+opm,1.224,51.86,42.37,0.776,2.239
10,15,45,30,6m-1m,rev+oca+opm,1.224,52.1,42.58,0.697,2.435
5,10,55,30,6m,rev+oca+opm,1.223,51.27,41.92,0.692,2.413
5,15,45,35,6m,rev+oca+opm,1.223,55.72,45.57,0.807,2.325
25,5,35,35,6m-1m,rev+oca+gp,1.222,56.54,46.28,0.721,2.57
25,10,35,30,6m,rev+gp+opm,1.222,65.02,53.2,0.776,2.726
5,15,45,35,12m,rev+gp+opm,1.221,54.51,44.63,0.797,2.275
30,10,40,20,6m-1m,rev+oca+opm,1.221,61.23,50.13,0.751,2.696
0,15,55,30,12m,rev+oca+gp,1.22,51.89,42.54,0.774,2.307
30,15,35,20,12m,rev+gp+opm,1.22,57.39,47.03,0.727,2.599
10,15,50,25,12m,rev+oca+gp,1.219,55.71,45.71,0.783,2.395
25,0,30,45,6m-1m,rev+oca+gp,1.219,57.85,47.45,0.727,2.697
30,15,35,20,12m-1m,rev+gp+opm,1.219,54.8,44.96,0.709,2.547
15,10,45,30,6m-1m,rev+oca+opm,1.219,50.96,41.79,0.692,2.359
20,10,20,50,6m-1m,rev+oca+opm,1.219,60.82,49.88,0.763,2.567
30,15,20,35,12m,rev+gp+opm,1.218,57.6,47.29,0.728,2.644
30,0,55,15,12m-1m,rev+oca+gp,1.217,63.42,52.13,0.674,2.957
25,15,30,30,6m-1m,rev+gp+opm,1.217,61.74,50.73,0.755,2.643
10,5,45,40,6m-1m,rev+oca+gp,1.216,53.38,43.89,0.709,2.404
20,10,40,30,6m-1m,rev+gp+opm,1.216,63.91,52.55,0.844,2.642
25,0,30,45,6m-1m,rev+oca+opm,1.216,62.13,51.11,0.754,2.786
20,15,30,35,6m-1m,rev+oca+gp,1.215,59.37,48.85,0.739,2.686
25,5,20,50,6m,rev+oca+gp,1.215,62.51,51.44,0.76,2.684
10,0,55,35,6m-1m,rev+oca+opm,1.215,54.56,44.91,0.718,2.431
25,10,20,45,12m,rev+oca+opm,1.215,67.37,55.44,0.791,2.71
10,5,55,30,12m-1m,rev+oca+gp,1.214,55.07,45.36,0.803,2.308
5,0,70,25,12m-1m,rev+gp+opm,1.214,54.51,44.88,0.797,2.295
10,10,40,40,12m,rev+oca+opm,1.214,52.91,43.57,0.782,2.231
5,5,50,40,12m-1m,rev+oca+gp,1.213,56.62,46.66,0.816,2.359
25,0,40,35,12m-1m,rev+gp+opm,1.213,57.44,47.35,0.797,2.423
30,10,20,40,12m-1m,rev+gp+opm,1.213,60.4,49.79,0.747,2.76
10,15,35,40,12m,rev+oca+opm,1.213,60.3,49.7,0.843,2.425
5,5,65,25,12m,rev+oca+opm,1.211,53.62,44.28,0.709,2.41
5,15,35,45,6m,rev+oca+opm,1.211,56.35,46.54,0.812,2.372
10,0,60,30,12m,rev+oca+gp,1.21,57.86,47.83,0.824,2.364
30,10,35,25,6m-1m,rev+gp+opm,1.21,63.32,52.35,0.674,2.996
25,0,50,25,6m-1m,rev+oca+opm,1.21,57.9,47.85,0.801,2.463
25,10,35,30,6m,rev+oca+opm,1.21,55.38,45.77,0.713,2.534
30,10,25,35,12m,rev+oca+opm,1.21,61.87,51.11,0.755,2.73
15,0,50,35,6m-1m,rev+oca+opm,1.208,49.3,40.82,0.753,2.186
0,10,50,40,6m-1m,rev+oca+gp,1.207,54.36,45.04,0.795,2.323
10,0,60,30,6m,rev+oca+gp,1.207,52.97,43.9,0.783,2.257
25,5,30,40,6m-1m,rev+gp+opm,1.207,59.15,49.02,0.738,2.654
25,10,30,35,6m,rev+oca+opm,1.207,59.19,49.06,0.739,2.628
30,10,40,20,12m-1m,rev+oca+gp,1.206,54.15,44.89,0.706,2.522
5,10,55,30,12m-1m,rev+gp+opm,1.206,56.52,46.88,0.815,2.316
15,0,55,30,12m-1m,rev+gp+opm,1.206,55.15,45.72,0.801,2.264
5,5,55,35,6m,rev+oca+opm,1.206,50.52,41.88,0.763,2.156
25,15,35,25,6m-1m,rev+oca+gp,1.204,59.49,49.4,0.739,2.708
25,10,45,20,6m,rev+oca+opm,1.204,55.16,45.81,0.778,2.463
25,10,35,30,6m-1m,rev+oca+gp,1.203,55.27,45.96,0.713,2.543
15,15,30,40,12m,rev+oca+opm,1.203,60.01,49.87,0.816,2.556
25,0,50,25,6m-1m,rev+oca+gp,1.202,61.23,50.95,0.753,2.7
25,10,45,20,12m-1m,rev+oca+gp,1.202,58.57,48.74,0.808,2.493
25,15,25,35,12m-1m,rev+oca+gp,1.202,56.53,47.03,0.722,2.592
0,15,45,40,6m-1m,rev+oca+opm,1.202,53.78,44.72,0.71,2.499
15,5,35,45,12m-1m,rev+oca+gp,1.2,60.12,50.09,0.817,2.522
0,5,65,30,6m,rev+gp+opm,1.2,52.23,43.52,0.778,2.249
10,5,45,40,6m-1m,rev+gp+opm,1.2,51.77,43.15,0.774,2.233
10,10,40,40,6m,rev+oca+opm,1.2,52.59,43.83,0.779,2.262
30,10,25,35,12m,rev+oca+gp,1.199,57.83,48.22,0.732,2.651
30,0,25,45,6m,rev+oca+opm,1.199,62.58,52.18,0.765,2.765
30,0,30,40,6m,rev+oca+gp,1.197,54.09,45.2,0.705,2.571
30,0,25,45,12m-1m,rev+oca+opm,1.197,58.67,49.02,0.805,2.521
5,10,50,35,12m-1m,rev+oca+gp,1.196,54.17,45.28,0.795,2.322
30,0,25,45,6m-1m,rev+oca+gp,1.196,54.45,45.53,0.711,2.544
25,0,25,50,12m-1m,rev+oca+opm,1.196,60.84,50.86,0.82,2.621
30,0,45,25,6m-1m,rev+oca+opm,1.196,65.41,54.7,0.777,2.841
30,5,35,30,12m,rev+gp+opm,1.195,58.65,49.08,0.806,2.499
0,15,35,50,6m,rev+oca+opm,1.195,60.98,51.04,0.849,2.527
25,15,30,30,6m,rev+gp+opm,1.194,61.6,51.6,0.753,2.696
15,5,60,20,12m,rev+oca+gp,1.193,57.46,48.15,0.797,2.427
20,5,45,30,6m,rev+oca+gp,1.193,59.82,50.15,0.815,2.537
10,10,55,25,12m,rev+oca+opm,1.193,51.91,43.53,0.775,2.225
20,15,20,45,6m,rev+oca+gp,1.192,62.07,52.07,0.757,2.694
10,15,50,25,12m-1m,rev+oca+opm,1.192,49.83,41.8,0.682,2.337
25,0,35,40,6m-1m,rev+oca+gp,1.191,54.53,45.79,0.708,2.557
10,15,40,35,12m,rev+oca+opm,1.191,53.17,44.64,0.784,2.276
20,5,25,50,6m-1m,rev+oca+opm,1.191,58.68,49.25,0.748,2.5
25,15,40,20,12m,rev+oca+gp,1.19,53.46,44.95,0.767,2.395
25,0,55,20,12m-1m,rev+gp+opm,1.19,64.37,54.11,0.772,2.632
25,15,25,35,12m,rev+gp+opm,1.19,58.34,49.02,0.735,2.654
0,15,40,45,6m-1m,rev+oca+gp,1.189,51.94,43.7,0.775,2.294
20,5,40,35,6m-1m,rev+gp+opm,1.188,59.18,49.83,0.738,2.592
25,5,25,45,12m-1m,rev+oca+gp,1.187,55.46,46.73,0.782,2.464
30,5,25,40,6m-1m,rev+oca+opm,1.187,61.14,51.52,0.755,2.714
0,15,45,40,6m,rev+oca+gp,1.186,53.86,45.39,0.791,2.344
10,10,40,40,12m,rev+gp+opm,1.186,55.2,46.54,1.065,2.034
20,10,20,50,6m,rev+gp+opm,1.186,53.5,45.11,1.058,1.955
5,0,50,45,6m,rev+oca+opm,1.186,53.76,45.33,0.79,2.276
25,5,50,20,6m-1m,rev+oca+opm,1.186,59.26,49.95,0.811,2.541
30,15,35,20,12m-1m,rev+oca+gp,1.185,52.05,43.91,0.692,2.477
25,10,25,40,12m,rev+oca+opm,1.185,61.35,51.76,0.755,2.62
15,0,60,25,12m-1m,rev+gp+opm,1.183,54.09,45.72,0.793,2.272
15,10,55,20,12m-1m,rev+gp+opm,1.183,55.13,46.61,0.715,2.488
30,15,20,35,12m-1m,rev+gp+opm,1.183,53.32,45.07,0.7,2.569
5,0,70,25,6m,rev+oca+gp,1.182,55.73,47.14,0.807,2.273
20,15,20,45,6m-1m,rev+oca+gp,1.181,56.37,47.73,0.724,2.574
15,0,50,35,12m-1m,rev+gp+opm,1.181,54.54,46.18,0.796,2.289
15,5,50,30,6m-1m,rev+gp+opm,1.181,51.61,43.71,0.696,2.383
25,5,40,30,6m-1m,rev+gp+opm,1.181,60.6,51.32,0.748,2.643
30,10,20,40,12m,rev+oca+opm,1.181,61.34,51.93,0.753,2.497
20,10,25,45,6m-1m,rev+oca+gp,1.18,63.6,53.88,0.767,2.77
0,15,50,35,6m-1m,rev+oca+opm,1.18,52.95,44.86,0.703,2.475
10,10,35,45,12m-1m,rev+oca+opm,1.179,56.61,48.01,0.813,2.335
20,10,20,50,12m-1m,rev+oca+opm,1.179,57.87,49.08,0.824,2.41
0,5,50,45,6m-1m,rev+oca+gp,1.178,52.02,44.15,0.7,2.39
0,5,65,30,12m,rev+oca+gp,1.178,47.53,40.34,0.737,2.129
5,10,45,40,12m-1m,rev+oca+gp,1.178,51.62,43.81,0.774,2.252
0,15,50,35,6m,rev+oca+opm,1.178,52.59,44.64,0.781,2.26
15,15,45,25,6m-1m,rev+oca+opm,1.178,47.66,40.45,0.665,2.322
10,15,35,40,6m-1m,rev+gp+opm,1.176,51.04,43.4,0.768,2.194
5,15,30,50,6m,rev+oca+opm,1.176,58.69,49.92,0.829,2.447
