v,q,g,m,mom,g_sub,cal,cagr,mdd,sharpe,sortino
5,5,40,50,6m-1m,rev+oca+opm,0.938,46.51,49.58,0.656,2.299
20,5,25,50,12m,rev+oca+opm,0.938,49.47,52.74,1.001,1.759
0,10,65,25,12m,rev+oca+gp,0.937,42.13,44.96,0.691,2.007
30,15,40,15,6m,rev+oca+opm,0.937,50.29,53.66,0.68,2.418
20,15,50,15,12m,rev+gp+opm,0.936,46.7,49.92,0.657,2.284
20,0,55,25,6m-1m,rev+oca+gp,0.935,52.78,56.42,0.76,2.369
30,5,55,10,6m,rev+gp+opm,0.935,58.84,62.96,0.651,2.936
5,0,55,40,6m-1m,rev+oca+opm,0.935,49.01,52.43,0.676,2.278
30,10,35,25,6m-1m,rev+oca+opm,0.935,57.06,61.0,0.724,2.578
30,10,40,20,6m,rev+gp+opm,0.934,57.6,61.68,0.645,2.883
15,5,65,15,12m,rev+gp+opm,0.933,54.74,58.69,0.713,2.42
25,0,60,15,12m,rev+gp+opm,0.933,54.26,58.18,0.629,2.724
10,10,65,15,12m,rev+oca+gp,0.932,45.93,49.26,0.653,2.27
25,15,45,15,12m,rev+gp+opm,0.932,48.04,51.53,0.664,2.369
30,0,25,45,12m,rev+oca+opm,0.931,52.43,56.32,0.756,2.345
30,5,40,25,6m-1m,rev+oca+gp,0.929,53.72,57.8,0.621,2.811
20,10,25,45,12m,rev+gp+opm,0.929,48.83,52.58,1.002,1.847
0,0,50,50,6m-1m,rev+oca+opm,0.929,47.15,50.76,0.664,2.276
5,0,40,55,6m-1m,rev+oca+gp,0.928,49.48,53.34,0.679,2.305
10,0,65,25,6m-1m,rev+oca+gp,0.928,45.77,49.3,0.723,2.021
25,5,50,20,6m-1m,rev+oca+gp,0.928,49.53,53.4,0.675,2.461
10,0,65,25,12m,rev+oca+opm,0.928,45.77,49.33,0.722,2.059
5,0,45,50,6m-1m,rev+oca+gp,0.927,49.94,53.88,0.685,2.275
5,5,60,30,6m-1m,rev+oca+gp,0.927,46.94,50.65,0.732,2.058
20,5,65,10,12m-1m,rev+oca+gp,0.927,50.54,54.55,0.684,2.408
30,0,35,35,6m-1m,rev+oca+gp,0.927,51.48,55.55,0.687,2.49
30,5,25,40,6m,rev+oca+gp,0.927,48.4,52.21,0.67,2.405
5,5,65,25,6m,rev+gp+opm,0.927,45.82,49.43,0.656,2.164
30,0,35,35,6m,rev+gp+opm,0.926,51.92,56.06,0.688,2.546
20,0,70,10,6m,rev+oca+gp,0.925,50.58,54.7,0.685,2.411
20,5,55,20,12m-1m,rev+gp+opm,0.925,48.86,52.8,0.678,2.196
30,10,25,35,6m-1m,rev+oca+opm,0.925,46.05,49.8,0.652,2.363
0,15,40,45,6m,rev+gp+opm,0.924,44.19,47.85,1.104,1.69
25,0,50,25,6m-1m,rev+gp+opm,0.924,58.95,63.82,0.652,2.945
30,0,25,45,12m,rev+gp+opm,0.924,48.66,52.66,0.73,2.105
15,5,30,50,6m-1m,rev+oca+opm,0.923,46.66,50.54,0.657,2.234
10,5,60,25,12m,rev+oca+gp,0.922,44.13,47.86,0.708,2.002
20,5,35,40,6m,rev+gp+opm,0.921,49.44,53.71,0.675,2.351
0,10,60,30,6m,rev+gp+opm,0.92,49.29,53.55,0.752,2.188
0,15,35,50,6m-1m,rev+oca+opm,0.92,49.13,53.38,0.676,2.32
5,0,70,25,12m-1m,rev+oca+gp,0.919,45.25,49.24,0.719,2.01
10,5,65,20,12m,rev+gp+opm,0.919,43.52,47.37,0.639,2.015
10,15,20,55,6m-1m,rev+oca+opm,0.918,50.12,54.62,0.759,2.186
20,15,30,35,6m,rev+oca+opm,0.918,50.72,55.27,0.683,2.439
30,10,45,15,6m,rev+oca+gp,0.917,51.59,56.28,0.612,2.7
10,10,35,45,12m,rev+oca+gp,0.916,48.39,52.84,0.951,1.865
5,0,45,50,6m-1m,rev+oca+opm,0.916,49.39,53.9,0.678,2.301
5,10,65,20,12m,rev+oca+opm,0.915,42.48,46.42,0.629,2.063
20,10,50,20,6m-1m,rev+oca+opm,0.914,51.83,56.73,0.69,2.481
5,5,65,25,12m,rev+oca+gp,0.913,45.6,49.95,0.722,2.013
25,15,30,30,6m-1m,rev+oca+opm,0.913,52.01,56.98,0.691,2.455
15,5,55,25,6m,rev+gp+opm,0.912,54.99,60.31,0.714,2.497
5,5,70,20,12m-1m,rev+oca+opm,0.912,45.02,49.38,0.649,2.135
30,5,50,15,12m-1m,rev+oca+opm,0.912,51.46,56.46,0.75,2.295
5,5,70,20,12m-1m,rev+oca+gp,0.911,40.86,44.85,0.679,1.927
10,0,60,30,6m,rev+gp+opm,0.911,43.7,47.95,0.704,2.048
25,10,30,35,6m-1m,rev+gp+opm,0.911,47.37,52.0,0.659,2.346
10,5,60,25,12m-1m,rev+oca+opm,0.91,45.57,50.08,0.721,1.995
25,5,60,10,12m-1m,rev+gp+opm,0.909,50.07,55.07,0.6,2.574
15,10,25,50,6m,rev+oca+gp,0.908,50.92,56.05,1.026,1.929
0,0,60,40,6m-1m,rev+gp+opm,0.908,43.57,47.97,0.703,1.992
20,0,70,10,12m,rev+oca+opm,0.908,47.46,52.27,0.666,2.201
0,5,70,25,12m,rev+oca+gp,0.907,41.03,45.22,0.681,1.952
0,0,70,30,6m-1m,rev+gp+opm,0.907,42.59,46.98,0.632,2.088
5,0,70,25,12m,rev+oca+opm,0.906,43.23,47.73,0.699,1.996
15,0,45,40,6m-1m,rev+oca+opm,0.906,42.61,47.05,0.627,2.155
5,10,35,50,6m-1m,rev+oca+gp,0.905,45.69,50.49,0.65,2.259
15,5,70,10,12m,rev+oca+gp,0.904,46.04,50.94,0.709,2.161
25,10,35,30,6m,rev+oca+gp,0.904,50.26,55.57,0.68,2.431
30,5,55,10,12m-1m,rev+oca+gp,0.904,49.83,55.11,0.678,2.354
30,15,40,15,6m,rev+oca+gp,0.904,49.42,54.69,0.673,2.385
15,10,50,25,6m,rev+oca+opm,0.904,43.68,48.31,0.703,2.031
10,0,40,50,12m,rev+oca+gp,0.903,52.33,57.96,0.996,1.944
15,5,30,50,6m-1m,rev+oca+gp,0.903,50.37,55.76,0.762,2.142
0,10,50,40,12m,rev+gp+opm,0.903,47.22,52.27,1.138,1.734
15,10,50,25,6m,rev+gp+opm,0.903,53.82,59.57,0.706,2.56
30,5,50,15,12m-1m,rev+gp+opm,0.903,52.69,58.32,0.696,2.431
20,10,60,10,12m,rev+oca+opm,0.903,46.78,51.81,0.657,2.37
0,10,45,45,12m,rev+gp+opm,0.902,50.09,55.51,1.192,1.804
30,5,45,20,12m-1m,rev+gp+opm,0.902,50.54,56.02,0.607,2.653
15,10,40,35,6m-1m,rev+oca+opm,0.902,42.65,47.3,0.627,2.122
25,5,55,15,6m,rev+oca+opm,0.902,49.05,54.35,0.732,2.237
15,0,30,55,6m-1m,rev+oca+gp,0.901,46.96,52.13,0.734,2.082
20,10,50,20,6m,rev+oca+gp,0.901,48.18,53.49,0.713,2.266
0,0,70,30,6m,rev+gp+opm,0.901,42.9,47.62,0.697,1.907
15,15,45,25,6m,rev+gp+opm,0.901,56.02,62.17,0.72,2.599
0,5,45,50,12m,rev+oca+gp,0.9,45.37,50.38,1.087,1.707
0,10,55,35,6m,rev+gp+opm,0.9,44.65,49.59,0.712,2.093
25,10,55,10,12m-1m,rev+oca+gp,0.899,46.71,51.94,0.656,2.346
0,5,70,25,6m,rev+gp+opm,0.899,42.98,47.83,0.634,2.065
5,5,50,40,6m,rev+gp+opm,0.899,47.37,52.69,0.736,2.132
5,5,65,25,12m-1m,rev+gp+opm,0.898,45.59,50.78,0.723,2.045
20,0,70,10,6m-1m,rev+gp+opm,0.898,54.28,60.44,0.71,2.44
25,5,50,20,6m-1m,rev+gp+opm,0.898,56.36,62.74,0.639,2.762
20,15,50,15,12m,rev+oca+opm,0.898,46.66,51.95,0.654,2.277
5,15,40,40,6m-1m,rev+oca+gp,0.897,43.18,48.12,0.699,2.032
30,15,45,10,12m,rev+oca+gp,0.897,50.74,56.58,0.684,2.425
15,15,30,40,6m-1m,rev+oca+opm,0.897,42.89,47.83,0.628,2.16
5,5,65,25,6m-1m,rev+oca+gp,0.896,41.53,46.34,0.685,1.947
5,0,60,35,6m,rev+gp+opm,0.896,40.53,45.24,0.675,1.908
15,15,25,45,12m,rev+oca+opm,0.896,54.14,60.46,1.065,2.012
20,0,65,15,6m,rev+oca+opm,0.896,48.28,53.91,0.726,2.221
15,0,65,20,12m-1m,rev+gp+opm,0.895,47.2,52.73,0.666,2.155
5,0,60,35,6m,rev+oca+opm,0.895,43.27,48.33,0.7,1.999
20,10,25,45,6m-1m,rev+oca+opm,0.895,46.84,52.34,0.662,2.203
10,0,70,20,12m,rev+oca+gp,0.894,42.55,47.6,0.695,1.904
10,5,70,15,12m,rev+oca+opm,0.894,44.88,50.21,0.649,2.088
15,5,50,30,6m,rev+oca+opm,0.894,43.54,48.69,0.702,2.003
5,15,30,50,6m-1m,rev+oca+gp,0.893,42.75,47.87,0.695,2.028
20,10,20,50,6m-1m,rev+gp+opm,0.893,50.05,56.05,0.686,2.313
0,15,60,25,6m,rev+gp+opm,0.892,48.36,54.22,0.674,2.347
5,5,45,45,12m-1m,rev+gp+opm,0.892,43.04,48.26,1.088,1.67
10,5,30,55,6m,rev+gp+opm,0.892,48.69,54.6,1.179,1.747
5,5,70,20,12m,rev+gp+opm,0.891,42.98,48.22,0.636,1.984
5,0,35,60,6m,rev+oca+opm,0.89,54.15,60.84,1.238,1.864
5,10,30,55,6m-1m,rev+oca+opm,0.89,44.61,50.12,0.642,2.225
30,15,35,20,6m,rev+oca+opm,0.89,53.76,60.42,0.702,2.522
10,10,30,50,6m-1m,rev+oca+gp,0.889,49.35,55.53,0.753,2.159
15,0,65,20,12m-1m,rev+oca+opm,0.889,45.02,50.63,0.716,1.97
5,15,40,40,12m-1m,rev+oca+gp,0.888,44.75,50.4,0.714,2.047
30,15,35,20,6m-1m,rev+oca+gp,0.888,55.18,62.11,0.711,2.614
20,15,55,10,12m,rev+gp+opm,0.888,46.62,52.51,0.657,2.296
30,15,25,30,6m,rev+gp+opm,0.888,52.28,58.85,0.687,2.556
0,5,55,40,12m,rev+gp+opm,0.886,49.16,55.47,1.164,1.801
20,0,35,45,6m-1m,rev+gp+opm,0.885,49.36,55.8,0.678,2.259
10,0,60,30,6m-1m,rev+oca+opm,0.885,46.82,52.93,0.66,2.187
10,10,60,20,12m,rev+oca+opm,0.885,41.63,47.02,0.622,2.03
10,15,30,45,6m-1m,rev+oca+opm,0.885,46.81,52.92,0.731,2.119
15,10,25,50,12m,rev+oca+opm,0.885,48.24,54.49,1.185,1.75
20,0,25,55,12m-1m,rev+oca+opm,0.885,50.27,56.8,0.76,2.17
20,5,25,50,6m-1m,rev+oca+gp,0.884,47.62,53.85,0.668,2.214
15,5,35,45,6m-1m,rev+oca+opm,0.884,44.62,50.48,0.642,2.188
0,15,60,25,12m-1m,rev+oca+gp,0.883,42.86,48.52,0.698,2.017
15,5,25,55,6m-1m,rev+oca+gp,0.883,47.95,54.32,0.745,2.101
20,10,25,45,12m,rev+oca+gp,0.883,50.62,57.35,1.024,1.91
25,0,65,10,6m-1m,rev+gp+opm,0.883,60.42,68.42,0.661,2.876
30,15,35,20,6m,rev+oca+gp,0.882,55.07,62.43,0.712,2.536
10,0,45,45,6m,rev+gp+opm,0.882,43.61,49.45,0.703,2.004
25,15,35,25,6m,rev+gp+opm,0.882,51.12,57.93,0.678,2.442
20,10,55,15,6m,rev+oca+opm,0.882,50.31,57.06,0.68,2.469
10,0,35,55,6m,rev+oca+gp,0.881,50.25,57.06,1.19,1.804
20,0,60,20,6m,rev+gp+opm,0.881,53.33,60.51,0.704,2.452
30,0,20,50,6m,rev+gp+opm,0.881,44.6,50.61,0.643,2.309
30,5,20,45,12m-1m,rev+gp+opm,0.881,44.41,50.39,0.695,1.996
10,0,35,55,6m,rev+oca+opm,0.881,53.05,60.2,1.229,1.889
5,10,55,30,6m-1m,rev+gp+opm,0.88,47.2,53.62,0.665,2.276
30,0,60,10,12m-1m,rev+oca+gp,0.879,50.76,57.74,0.684,2.369
15,0,40,45,12m,rev+gp+opm,0.879,51.51,58.62,1.018,1.925
25,5,55,15,12m-1m,rev+gp+opm,0.879,55.57,63.19,0.636,2.761
20,0,65,15,6m-1m,rev+oca+opm,0.879,44.68,50.81,0.645,2.163
0,0,55,45,6m-1m,rev+gp+opm,0.878,43.96,50.06,0.641,2.143
5,10,60,25,6m,rev+oca+opm,0.878,43.69,49.77,0.636,2.16
15,15,50,20,6m-1m,rev+oca+gp,0.877,48.3,55.06,0.668,2.373
0,10,65,25,12m-1m,rev+oca+gp,0.876,41.47,47.35,0.685,1.981
25,15,50,10,12m,rev+oca+gp,0.875,45.53,52.05,0.647,2.303
15,10,60,15,12m,rev+gp+opm,0.875,48.34,55.26,0.669,2.324
25,5,55,15,6m-1m,rev+gp+opm,0.875,56.34,64.4,0.639,2.801
5,10,45,40,12m-1m,rev+gp+opm,0.874,39.01,44.64,1.013,1.566
0,0,50,50,12m,rev+oca+opm,0.873,54.72,62.71,1.228,1.934
5,10,70,15,12m,rev+oca+opm,0.873,42.01,48.15,0.627,2.056
5,10,60,25,12m,rev+oca+gp,0.872,38.4,44.01,0.655,1.92
15,0,65,20,6m-1m,rev+oca+opm,0.872,45.94,52.69,0.656,2.149
20,0,70,10,12m-1m,rev+oca+opm,0.872,46.08,52.82,0.656,2.19
10,5,40,45,12m,rev+oca+gp,0.871,48.62,55.83,0.956,1.898
0,5,45,50,6m,rev+gp+opm,0.871,46.39,53.26,1.12,1.676
15,0,70,15,12m-1m,rev+oca+opm,0.871,44.95,51.58,0.649,2.123
10,5,60,25,12m-1m,rev+oca+gp,0.87,44.75,51.44,0.715,2.006
15,5,35,45,6m-1m,rev+oca+gp,0.87,41.76,47.98,0.686,1.925
15,5,65,15,12m-1m,rev+oca+opm,0.87,46.35,53.25,0.659,2.191
5,0,50,45,12m,rev+oca+gp,0.869,44.89,51.66,1.089,1.66
15,15,55,15,6m-1m,rev+oca+gp,0.869,47.25,54.35,0.661,2.356
5,0,35,60,12m-1m,rev+gp+opm,0.869,48.06,55.3,1.181,1.72
20,10,45,25,6m,rev+oca+opm,0.868,47.34,54.52,0.717,2.246
30,0,55,15,6m,rev+oca+opm,0.868,48.75,56.15,0.73,2.181
30,10,50,10,12m,rev+gp+opm,0.867,50.35,58.07,0.681,2.393
0,15,65,20,6m,rev+oca+opm,0.867,44.62,51.49,0.646,2.164
30,0,20,50,6m,rev+oca+opm,0.867,50.0,57.68,0.679,2.385
20,15,50,15,12m-1m,rev+gp+opm,0.866,46.75,54.0,0.658,2.271
0,0,45,55,12m,rev+oca+opm,0.866,51.91,59.96,1.187,1.841
0,10,35,55,6m-1m,rev+oca+opm,0.866,44.41,51.29,0.641,2.224
20,10,55,15,12m-1m,rev+gp+opm,0.865,42.58,49.22,0.631,2.052
10,10,70,10,12m,rev+oca+opm,0.865,41.26,47.71,0.62,2.065
20,5,25,50,6m,rev+oca+gp,0.864,48.33,55.94,0.921,1.871
5,0,55,40,6m,rev+gp+opm,0.864,40.27,46.61,0.673,1.935
0,10,50,40,12m,rev+oca+gp,0.863,41.8,48.46,1.042,1.564
15,5,30,50,12m-1m,rev+oca+gp,0.863,48.16,55.81,0.994,1.946
25,0,60,15,6m,rev+oca+gp,0.863,50.13,58.07,0.681,2.348
15,0,65,20,12m,rev+oca+opm,0.863,43.69,50.63,0.704,1.945
20,5,20,55,6m-1m,rev+oca+gp,0.862,43.18,50.11,0.634,2.154
30,0,55,15,12m,rev+gp+opm,0.862,51.64,59.91,0.69,2.478
25,5,60,10,6m-1m,rev+oca+opm,0.861,50.38,58.49,0.682,2.405
0,5,65,30,12m-1m,rev+oca+gp,0.86,43.54,50.63,0.704,1.992
5,0,70,25,6m-1m,rev+oca+gp,0.86,42.39,49.3,0.693,1.936
20,0,65,15,6m,rev+oca+gp,0.86,47.35,55.04,0.662,2.325
5,0,50,45,6m-1m,rev+gp+opm,0.86,40.16,46.68,0.672,1.878
10,10,35,45,12m,rev+gp+opm,0.86,47.25,54.96,0.94,1.879
20,0,70,10,12m-1m,rev+gp+opm,0.858,48.29,56.3,0.674,2.198
5,0,50,45,6m-1m,rev+oca+opm,0.858,42.98,50.12,0.63,2.127
0,5,55,40,6m-1m,rev+gp+opm,0.857,46.22,53.92,0.726,2.046
5,10,60,25,6m-1m,rev+gp+opm,0.857,46.57,54.33,0.661,2.16
25,10,45,20,6m,rev+oca+gp,0.856,48.37,56.52,0.726,2.228
30,10,40,20,6m,rev+oca+gp,0.856,49.48,57.8,0.673,2.413
0,10,65,25,6m,rev+gp+opm,0.856,42.4,49.55,0.63,2.114
10,5,35,50,12m,rev+oca+gp,0.855,48.56,56.79,0.953,1.871
10,5,60,25,6m,rev+oca+gp,0.855,45.69,53.43,0.721,2.063
0,5,70,25,6m,rev+oca+opm,0.855,42.26,49.41,0.63,2.021
25,5,60,10,6m-1m,rev+oca+gp,0.854,50.42,59.04,0.682,2.403
10,0,55,35,6m-1m,rev+gp+opm,0.854,41.12,48.14,0.68,1.928
0,5,65,30,12m-1m,rev+oca+opm,0.854,41.29,48.33,0.62,2.076
10,10,35,45,6m-1m,rev+oca+opm,0.854,44.69,52.36,0.712,2.052
20,0,65,15,12m,rev+oca+gp,0.853,43.01,50.42,0.634,2.036
10,5,60,25,6m-1m,rev+oca+opm,0.853,45.65,53.51,0.651,2.155
10,15,55,20,12m-1m,rev+oca+gp,0.851,45.06,52.95,0.701,2.128
10,5,65,20,6m-1m,rev+oca+opm,0.851,43.62,51.27,0.637,2.117
0,5,40,55,12m,rev+gp+opm,0.85,49.5,58.23,1.19,1.782
5,5,60,30,6m-1m,rev+gp+opm,0.85,42.21,49.66,0.628,2.146
10,10,30,50,6m-1m,rev+gp+opm,0.849,41.61,49.03,0.685,1.947
15,10,65,10,6m,rev+gp+opm,0.849,50.25,59.22,0.683,2.423
15,5,60,20,12m,rev+oca+opm,0.849,40.28,47.41,0.673,1.87
15,10,50,25,6m-1m,rev+oca+opm,0.849,42.08,49.57,0.623,2.161
25,5,55,15,12m-1m,rev+oca+gp,0.848,47.25,55.72,0.719,2.08
10,0,65,25,12m,rev+gp+opm,0.848,41.49,48.92,0.685,1.856
10,10,30,50,12m,rev+gp+opm,0.848,50.44,59.49,0.98,1.945
30,0,50,20,6m,rev+gp+opm,0.848,52.59,62.06,0.618,2.752
30,10,25,35,6m,rev+gp+opm,0.848,47.5,56.04,0.659,2.443
5,10,65,20,12m-1m,rev+oca+opm,0.848,40.33,47.54,0.614,2.012
25,15,50,10,6m,rev+oca+opm,0.848,44.14,52.05,0.636,2.285
5,10,65,20,12m-1m,rev+gp+opm,0.846,42.77,50.57,0.633,2.095
30,15,35,20,6m-1m,rev+gp+opm,0.846,53.67,63.48,0.623,2.69
25,10,25,40,6m-1m,rev+oca+opm,0.845,48.28,57.14,0.668,2.417
15,15,25,45,6m-1m,rev+oca+opm,0.844,44.37,52.61,0.639,2.224
30,15,25,30,6m-1m,rev+oca+opm,0.844,47.79,56.6,0.661,2.43
5,5,40,50,12m,rev+gp+opm,0.843,47.42,56.24,1.155,1.76
5,10,35,50,6m-1m,rev+gp+opm,0.843,41.36,49.05,0.682,1.959
0,15,65,20,12m-1m,rev+oca+opm,0.843,39.3,46.62,0.606,1.98
5,5,70,20,6m-1m,rev+oca+opm,0.843,42.15,50.01,0.626,2.062
30,15,25,30,6m,rev+oca+opm,0.843,49.58,58.84,0.674,2.47
10,10,60,20,12m-1m,rev+gp+opm,0.842,43.22,51.32,0.637,2.119
10,15,30,45,12m,rev+oca+gp,0.841,40.14,47.72,1.043,1.561
5,15,60,20,12m,rev+oca+opm,0.841,40.01,47.57,0.609,2.034
10,0,70,20,6m,rev+oca+gp,0.84,43.18,51.39,0.7,1.972
10,5,65,20,12m-1m,rev+gp+opm,0.84,42.71,50.86,0.633,2.048
30,10,40,20,6m-1m,rev+gp+opm,0.84,55.89,66.52,0.716,2.501
0,10,70,20,6m-1m,rev+oca+opm,0.84,38.64,46.0,0.6,1.959
5,10,70,15,6m,rev+oca+opm,0.84,44.99,53.58,0.649,2.172
5,10,40,45,6m,rev+oca+gp,0.839,43.86,52.27,1.077,1.694
20,0,30,50,6m-1m,rev+oca+gp,0.839,45.48,54.18,0.721,2.018
5,5,70,20,6m-1m,rev+gp+opm,0.839,42.9,51.11,0.633,2.056
20,10,55,15,12m,rev+gp+opm,0.838,42.16,50.32,0.627,2.059
30,0,55,15,6m-1m,rev+gp+opm,0.838,52.68,62.89,0.697,2.521
10,5,70,15,12m-1m,rev+oca+opm,0.837,40.95,48.91,0.619,2.004
0,15,65,20,12m-1m,rev+gp+opm,0.836,43.01,51.45,0.634,2.165
0,10,70,20,6m,rev+oca+opm,0.835,41.8,50.06,0.624,2.066
20,0,40,40,6m-1m,rev+oca+opm,0.835,39.87,47.73,0.668,1.934
25,0,25,50,12m,rev+oca+opm,0.835,45.67,54.67,0.705,1.987
25,10,55,10,6m,rev+oca+opm,0.835,46.11,55.22,0.65,2.329
20,0,70,10,12m-1m,rev+oca+gp,0.834,44.12,52.9,0.64,2.241
10,5,65,20,6m,rev+oca+opm,0.834,45.01,53.94,0.647,2.158
10,10,25,55,6m-1m,rev+oca+opm,0.834,45.59,54.67,0.72,2.1
0,0,45,55,12m-1m,rev+oca+gp,0.833,41.96,50.4,1.069,1.601
0,0,55,45,12m-1m,rev+oca+gp,0.833,39.83,47.83,1.022,1.568
30,0,55,15,6m,rev+oca+gp,0.833,46.7,56.06,0.656,2.298
5,15,55,25,12m-1m,rev+gp+opm,0.833,43.42,52.1,0.703,2.044
10,5,35,50,12m,rev+gp+opm,0.833,46.01,55.25,0.954,1.841
25,15,45,15,12m,rev+oca+gp,0.832,44.95,54.05,0.644,2.254
30,5,20,45,6m,rev+oca+gp,0.832,45.12,54.23,0.645,2.338
15,5,35,45,6m-1m,rev+gp+opm,0.832,43.84,52.68,0.705,1.932
20,10,60,10,12m-1m,rev+oca+gp,0.831,46.47,55.91,0.655,2.321
5,5,45,45,6m-1m,rev+gp+opm,0.831,40.77,49.08,0.677,1.911
30,15,30,25,6m-1m,rev+gp+opm,0.831,50.61,60.9,0.608,2.699
10,0,70,20,12m,rev+oca+opm,0.83,42.85,51.64,0.697,1.936
10,10,35,45,6m-1m,rev+oca+gp,0.829,38.52,46.46,0.656,1.9
25,0,55,20,6m-1m,rev+oca+gp,0.829,50.35,60.75,0.681,2.438
30,5,20,45,6m,rev+gp+opm,0.829,46.06,55.56,0.651,2.387
10,0,65,25,6m,rev+oca+opm,0.828,43.5,52.53,0.702,1.933
5,10,35,50,6m,rev+oca+gp,0.826,45.11,54.65,1.095,1.724
30,15,45,10,12m-1m,rev+oca+opm,0.826,42.47,51.42,0.678,2.064
10,0,45,45,6m,rev+oca+gp,0.825,37.9,45.95,0.651,1.876
15,0,70,15,12m-1m,rev+oca+gp,0.824,42.18,51.2,0.678,2.049
15,15,60,10,12m-1m,rev+gp+opm,0.824,45.12,54.75,0.646,2.284
30,15,40,15,12m-1m,rev+gp+opm,0.824,49.45,60.02,0.673,2.365
25,10,50,15,6m,rev+oca+opm,0.824,47.39,57.53,0.719,2.202
0,0,45,55,12m,rev+gp+opm,0.823,44.76,54.39,1.11,1.684
10,15,55,20,12m-1m,rev+oca+opm,0.823,38.36,46.59,0.596,2.001
25,0,65,10,6m,rev+oca+opm,0.823,46.52,56.52,0.655,2.336
5,5,70,20,6m,rev+oca+gp,0.822,41.12,50.03,0.682,1.885
10,5,35,50,6m-1m,rev+gp+opm,0.821,40.9,49.79,0.678,1.896
15,0,35,50,6m-1m,rev+gp+opm,0.821,46.68,56.85,0.73,2.024
15,15,50,20,12m-1m,rev+gp+opm,0.821,48.78,59.42,0.73,2.277
30,0,25,45,12m-1m,rev+gp+opm,0.821,45.53,55.48,0.704,2.155
15,10,55,20,12m-1m,rev+oca+opm,0.821,41.48,50.52,0.62,2.076
0,5,55,40,6m,rev+gp+opm,0.82,45.3,55.28,0.718,2.071
0,5,55,40,12m-1m,rev+gp+opm,0.82,44.94,54.8,1.11,1.673
15,5,70,10,6m,rev+oca+gp,0.819,46.99,57.38,0.661,2.31
10,10,55,25,12m-1m,rev+oca+gp,0.817,40.7,49.79,0.678,1.961
10,0,70,20,6m-1m,rev+oca+opm,0.817,43.04,52.66,0.633,2.101
10,5,65,20,12m-1m,rev+oca+opm,0.817,41.35,50.61,0.622,2.032
5,10,60,25,12m-1m,rev+oca+gp,0.816,39.94,48.96,0.671,1.935
5,5,55,35,6m-1m,rev+gp+opm,0.816,41.85,51.27,0.687,2.005
30,0,30,40,6m-1m,rev+gp+opm,0.816,46.64,57.14,0.649,2.42
25,5,60,10,12m,rev+oca+opm,0.816,42.93,52.64,0.632,2.122
10,15,25,50,12m,rev+gp+opm,0.815,39.38,48.32,1.032,1.531
15,5,65,15,12m-1m,rev+gp+opm,0.815,53.81,66.0,0.707,2.464
5,5,45,45,12m-1m,rev+oca+gp,0.814,38.26,46.98,0.996,1.475
15,0,30,55,6m,rev+gp+opm,0.814,42.63,52.36,1.074,1.582
20,15,45,20,12m,rev+gp+opm,0.814,42.63,52.35,0.678,2.108
30,10,45,15,12m,rev+oca+gp,0.813,48.2,59.31,0.667,2.27
5,10,35,50,6m-1m,rev+oca+opm,0.813,45.08,55.45,0.646,2.248
10,5,65,20,6m,rev+oca+gp,0.812,41.65,51.28,0.686,1.91
30,0,60,10,12m,rev+oca+gp,0.811,40.93,50.46,0.616,2.059
10,10,70,10,12m-1m,rev+oca+opm,0.811,41.64,51.38,0.623,2.081
30,0,60,10,12m-1m,rev+oca+opm,0.81,48.25,59.59,0.667,2.336
10,10,30,50,6m,rev+oca+gp,0.809,44.17,54.61,1.102,1.66
15,5,65,15,6m,rev+oca+gp,0.809,44.11,54.53,0.693,2.096
10,0,40,50,6m-1m,rev+gp+opm,0.809,41.15,50.84,0.681,1.864
15,10,25,50,12m,rev+gp+opm,0.809,47.29,58.47,0.976,1.819
10,15,30,45,12m,rev+gp+opm,0.808,41.08,50.83,0.865,1.718
15,10,65,10,12m-1m,rev+oca+opm,0.808,41.05,50.83,0.618,2.084
20,0,65,15,12m,rev+oca+opm,0.808,40.6,50.27,0.676,1.901
0,5,50,45,12m,rev+gp+opm,0.807,47.68,59.07,1.154,1.757
5,10,55,30,6m,rev+gp+opm,0.807,44.75,55.46,0.713,2.053
5,10,65,20,6m-1m,rev+gp+opm,0.807,41.27,51.11,0.621,2.035
5,0,40,55,12m-1m,rev+oca+opm,0.806,43.55,54.06,1.089,1.649
15,0,60,25,6m,rev+oca+opm,0.806,40.09,49.75,0.671,1.853
0,0,40,60,6m,rev+gp+opm,0.805,45.94,57.04,1.12,1.71
10,15,50,25,12m-1m,rev+gp+opm,0.805,44.49,55.27,0.713,2.061
20,0,50,30,6m-1m,rev+gp+opm,0.805,43.21,53.69,0.699,2.024
10,15,35,40,6m-1m,rev+oca+gp,0.804,40.51,50.42,0.674,1.969
15,0,70,15,6m-1m,rev+oca+gp,0.804,47.68,59.27,0.666,2.329
10,0,45,45,12m,rev+gp+opm,0.804,43.07,53.55,1.083,1.609
20,0,30,50,6m-1m,rev+gp+opm,0.804,44.82,55.75,0.715,1.989
10,10,65,15,12m,rev+oca+opm,0.804,39.47,49.1,0.607,1.988
0,0,45,55,12m,rev+oca+gp,0.803,44.58,55.53,1.06,1.629
20,5,60,15,12m-1m,rev+gp+opm,0.803,44.74,55.71,0.648,2.147
10,5,70,15,6m,rev+oca+opm,0.803,43.88,54.65,0.64,2.123
5,0,40,55,6m,rev+oca+gp,0.802,44.46,55.46,1.092,1.64
