sub1,sub2,ratio,config,calmar,cagr,mdd,sharpe,sortino
rev_z,oca_z,0.0,공격_G50_12m1m,1.604,65.67,40.94,1.442,2.156
rev_z,oca_z,0.0,공격_G40_12m,1.536,60.51,39.4,1.38,2.079
rev_z,oca_z,0.0,방어_M50_6m1m,1.056,39.34,37.25,1.065,1.508
rev_z,oca_z,0.0,방어_M50_6m,1.254,41.16,32.81,1.077,1.548
rev_z,oca_z,0.0,밸런스_G30_6m,1.042,43.52,41.77,1.1,1.591
rev_z,oca_z,0.05,공격_G50_12m1m,1.61,67.78,42.11,1.472,2.218
rev_z,oca_z,0.05,공격_G40_12m,1.397,60.72,43.47,1.365,2.046
rev_z,oca_z,0.05,방어_M50_6m1m,1.051,38.94,37.07,1.052,1.488
rev_z,oca_z,0.05,방어_M50_6m,1.24,40.19,32.42,1.055,1.524
rev_z,oca_z,0.05,밸런스_G30_6m,0.853,40.94,48.02,1.048,1.498
rev_z,oca_z,0.1,공격_G50_12m1m,1.758,70.34,40.01,1.521,2.331
rev_z,oca_z,0.1,공격_G40_12m,1.136,54.8,48.25,1.265,1.845
rev_z,oca_z,0.1,방어_M50_6m1m,1.088,41.7,38.32,1.104,1.558
rev_z,oca_z,0.1,방어_M50_6m,1.342,45.77,34.11,1.148,1.671
rev_z,oca_z,0.1,밸런스_G30_6m,0.96,43.96,45.77,1.101,1.584
rev_z,oca_z,0.15,공격_G50_12m1m,1.913,68.53,35.82,1.499,2.291
rev_z,oca_z,0.15,공격_G40_12m,1.377,60.93,44.25,1.371,2.022
rev_z,oca_z,0.15,방어_M50_6m1m,1.043,39.48,37.86,1.063,1.497
rev_z,oca_z,0.15,방어_M50_6m,1.219,41.98,34.44,1.076,1.541
rev_z,oca_z,0.15,밸런스_G30_6m,0.934,42.74,45.76,1.08,1.551
rev_z,oca_z,0.2,공격_G50_12m1m,1.375,58.58,42.61,1.352,2.04
rev_z,oca_z,0.2,공격_G40_12m,1.563,62.42,39.93,1.401,2.042
rev_z,oca_z,0.2,방어_M50_6m1m,0.96,39.55,41.18,1.061,1.494
rev_z,oca_z,0.2,방어_M50_6m,0.983,39.38,40.06,1.027,1.462
rev_z,oca_z,0.2,밸런스_G30_6m,0.951,43.08,45.3,1.089,1.571
rev_z,oca_z,0.25,공격_G50_12m1m,1.424,57.94,40.68,1.348,2.021
rev_z,oca_z,0.25,공격_G40_12m,1.278,54.96,42.99,1.286,1.866
rev_z,oca_z,0.25,방어_M50_6m1m,1.082,41.58,38.45,1.094,1.546
rev_z,oca_z,0.25,방어_M50_6m,1.054,42.84,40.65,1.088,1.568
rev_z,oca_z,0.25,밸런스_G30_6m,0.959,42.88,44.74,1.085,1.553
rev_z,oca_z,0.3,공격_G50_12m1m,1.609,64.03,39.8,1.43,2.15
rev_z,oca_z,0.3,공격_G40_12m,1.179,51.36,43.55,1.219,1.772
rev_z,oca_z,0.3,방어_M50_6m1m,1.289,45.61,35.38,1.167,1.647
rev_z,oca_z,0.3,방어_M50_6m,1.015,42.04,41.44,1.074,1.506
rev_z,oca_z,0.3,밸런스_G30_6m,1.023,44.99,43.98,1.117,1.591
rev_z,oca_z,0.35,공격_G50_12m1m,1.433,60.85,42.46,1.38,2.077
rev_z,oca_z,0.35,공격_G40_12m,1.205,53.88,44.73,1.253,1.836
rev_z,oca_z,0.35,방어_M50_6m1m,1.566,49.39,31.53,1.232,1.74
rev_z,oca_z,0.35,방어_M50_6m,1.167,42.07,36.05,1.076,1.512
rev_z,oca_z,0.35,밸런스_G30_6m,1.075,47.55,44.23,1.163,1.696
rev_z,oca_z,0.4,공격_G50_12m1m,1.572,62.58,39.81,1.406,2.091
rev_z,oca_z,0.4,공격_G40_12m,1.399,56.13,40.12,1.298,1.9
rev_z,oca_z,0.4,방어_M50_6m1m,1.79,54.59,30.51,1.319,1.868
rev_z,oca_z,0.4,방어_M50_6m,1.237,43.36,35.05,1.095,1.532
rev_z,oca_z,0.4,밸런스_G30_6m,1.09,48.18,44.2,1.168,1.719
rev_z,oca_z,0.45,공격_G50_12m1m,1.627,59.81,36.75,1.372,2.032
rev_z,oca_z,0.45,공격_G40_12m,1.747,62.11,35.55,1.388,2.035
rev_z,oca_z,0.45,방어_M50_6m1m,1.815,51.9,28.6,1.269,1.791
rev_z,oca_z,0.45,방어_M50_6m,1.414,48.7,34.44,1.181,1.668
rev_z,oca_z,0.45,밸런스_G30_6m,1.076,45.33,42.13,1.118,1.671
rev_z,oca_z,0.5,공격_G50_12m1m,1.439,52.33,36.37,1.262,1.841
rev_z,oca_z,0.5,공격_G40_12m,1.792,65.64,36.64,1.434,2.12
rev_z,oca_z,0.5,방어_M50_6m1m,2.185,55.63,25.46,1.33,1.853
rev_z,oca_z,0.5,방어_M50_6m,1.603,53.78,33.56,1.27,1.781
rev_z,oca_z,0.5,밸런스_G30_6m,1.133,48.42,42.73,1.177,1.744
rev_z,oca_z,0.55,공격_G50_12m1m,1.319,51.96,39.4,1.26,1.829
rev_z,oca_z,0.55,공격_G40_12m,1.774,68.4,38.56,1.473,2.208
rev_z,oca_z,0.55,방어_M50_6m1m,2.233,59.24,26.53,1.379,1.91
rev_z,oca_z,0.55,방어_M50_6m,1.651,54.68,33.11,1.292,1.83
rev_z,oca_z,0.55,밸런스_G30_6m,1.083,47.18,43.55,1.154,1.7
rev_z,oca_z,0.6,공격_G50_12m1m,1.194,48.18,40.35,1.191,1.734
rev_z,oca_z,0.6,공격_G40_12m,1.762,64.14,36.4,1.428,2.136
rev_z,oca_z,0.6,방어_M50_6m1m,2.412,60.85,25.23,1.412,1.963
rev_z,oca_z,0.6,방어_M50_6m,1.291,48.89,37.88,1.195,1.697
rev_z,oca_z,0.6,밸런스_G30_6m,1.063,45.86,43.13,1.129,1.669
rev_z,oca_z,0.65,공격_G50_12m1m,1.111,48.66,43.81,1.206,1.753
rev_z,oca_z,0.65,공격_G40_12m,1.54,59.94,38.91,1.366,2.026
rev_z,oca_z,0.65,방어_M50_6m1m,2.491,63.01,25.29,1.447,2.018
rev_z,oca_z,0.65,방어_M50_6m,1.367,50.22,36.74,1.216,1.747
rev_z,oca_z,0.65,밸런스_G30_6m,1.119,46.53,41.57,1.146,1.698
rev_z,oca_z,0.7,공격_G50_12m1m,1.095,45.35,41.42,1.159,1.701
rev_z,oca_z,0.7,공격_G40_12m,1.522,57.49,37.76,1.334,2.006
rev_z,oca_z,0.7,방어_M50_6m1m,2.069,58.13,28.1,1.366,1.924
rev_z,oca_z,0.7,방어_M50_6m,1.345,50.86,37.82,1.226,1.777
rev_z,oca_z,0.7,밸런스_G30_6m,1.15,48.83,42.46,1.184,1.793
rev_z,oca_z,0.75,공격_G50_12m1m,0.988,43.17,43.7,1.114,1.628
rev_z,oca_z,0.75,공격_G40_12m,1.408,56.59,40.18,1.323,1.984
rev_z,oca_z,0.75,방어_M50_6m1m,1.827,53.44,29.26,1.297,1.809
rev_z,oca_z,0.75,방어_M50_6m,1.333,50.55,37.93,1.221,1.763
rev_z,oca_z,0.75,밸런스_G30_6m,1.031,44.65,43.3,1.108,1.659
rev_z,oca_z,0.8,공격_G50_12m1m,0.851,41.14,48.32,1.089,1.592
rev_z,oca_z,0.8,공격_G40_12m,0.985,46.82,47.55,1.158,1.703
