v,q,g,m,g_rev,mom,entry,exit,slots,sl,trail,corr_th,calmar,cagr,mdd,sharpe,sortino,avg_holdings,wf_avg_calmar,WF1_calmar,WF2_calmar,WF3_calmar
20,10,20,50,0.6,6m-1m,3,8,7,-0.1,-0.15,0.65,2.095,70.31,33.56,1.452,2.123,3.5,4.698666666666667,-0.046,7.348,6.794
15,10,25,50,0.9,6m-1m,5,12,5,,-0.15,0.6,2.255,70.2,31.13,1.531,2.238,4.7,4.691,0.973,6.736,6.364
20,10,20,50,0.6,6m-1m,3,8,5,-0.12,-0.15,,2.218,72.21,32.55,1.484,2.179,3.6,4.678333333333334,-0.012,7.297,6.75
15,5,30,50,0.6,6m-1m,5,8,5,-0.08,-0.15,0.65,2.191,67.03,30.59,1.467,2.109,4.6,4.666666666666667,1.782,7.095,5.123
20,10,20,50,0.6,6m-1m,3,8,5,-0.12,-0.15,0.65,2.065,69.3,33.56,1.441,2.112,3.5,4.658,-0.058,7.13,6.902
20,10,20,50,0.6,6m-1m,3,8,7,,,,2.122,64.96,30.61,1.374,1.956,3.7,4.657666666666667,-0.167,7.375,6.765
10,5,35,50,0.5,6m-1m,7,8,5,-0.1,-0.15,0.65,2.061,61.76,29.96,1.412,1.962,5.0,4.652,0.593,7.233,6.13
15,15,20,50,0.9,6m,5,15,5,-0.1,,,2.145,70.92,33.07,1.517,2.092,4.9,4.6496666666666675,1.071,7.722,5.156
10,15,30,45,0.5,6m,5,8,7,-0.08,,,2.072,63.26,30.53,1.4,2.079,5.3,4.646666666666667,0.973,8.104,4.863
5,0,35,60,0.9,12m-1m,5,8,5,,-0.15,0.6,2.101,69.03,32.86,1.499,2.16,4.6,4.646,1.471,6.381,6.086
20,10,20,50,0.6,6m-1m,3,12,5,-0.12,-0.15,0.6,2.155,73.28,34.0,1.512,2.228,3.7,4.6370000000000005,-0.036,6.569,7.378
5,0,35,60,0.9,12m-1m,5,8,5,-0.12,-0.15,0.6,2.061,68.31,33.15,1.486,2.144,4.6,4.621666666666666,1.518,6.303,6.044
15,15,20,50,0.9,6m,5,15,5,-0.12,,0.6,2.762,75.03,27.16,1.603,2.332,4.8,4.620666666666667,0.918,7.573,5.371
20,10,20,50,0.6,6m-1m,3,12,5,-0.1,-0.15,0.6,2.18,74.12,34.0,1.526,2.271,3.7,4.6146666666666665,-0.025,6.668,7.201
20,10,20,50,0.6,6m-1m,3,8,7,-0.12,,,2.138,65.44,30.61,1.381,1.964,3.7,4.614333333333334,-0.167,7.298,6.712
15,5,30,50,0.6,6m-1m,5,8,5,-0.1,-0.15,0.6,2.21,68.57,31.03,1.492,2.139,4.6,4.611,1.939,6.688,5.206
10,5,35,50,0.5,6m-1m,7,8,5,,-0.15,0.65,2.085,62.44,29.95,1.424,1.983,5.0,4.595666666666666,0.755,7.064,5.968
20,10,20,50,0.6,6m-1m,3,8,5,,-0.15,,2.187,71.19,32.55,1.47,2.162,3.6,4.587,-0.012,7.069,6.704
10,25,20,45,0.7,6m-1m,5,12,5,-0.08,-0.15,,2.287,71.95,31.46,1.58,2.339,4.9,4.564,1.12,6.719,5.853
20,10,20,50,0.6,6m-1m,3,8,7,-0.1,,0.65,2.058,63.59,30.9,1.351,1.92,3.6,4.5569999999999995,-0.166,7.305,6.532
25,15,25,35,0.3,12m,5,8,5,-0.1,,0.6,2.11,59.11,28.01,1.346,1.983,4.6,4.511666666666667,1.433,6.671,5.431
20,10,20,50,0.6,6m-1m,3,8,7,,,0.6,2.056,62.55,30.42,1.339,1.902,3.6,4.505,-0.159,7.207,6.467
25,15,25,35,0.3,12m,5,8,5,-0.12,,0.6,2.202,62.01,28.16,1.399,2.105,4.6,4.504666666666666,1.277,6.754,5.483
20,10,30,40,0.3,6m,7,8,5,,-0.15,,2.125,60.62,28.53,1.375,2.001,5.0,4.5040000000000004,0.834,6.335,6.343
15,15,20,50,0.9,6m,5,12,5,-0.12,,0.6,2.654,74.24,27.97,1.589,2.329,4.8,4.498333333333333,0.916,7.226,5.353
20,10,20,50,0.6,6m-1m,3,12,5,,-0.15,0.6,2.14,72.78,34.0,1.507,2.235,3.7,4.4943333333333335,-0.036,6.235,7.284
15,15,20,50,0.8,6m,5,12,5,-0.1,,0.6,2.19,67.58,30.85,1.476,2.166,4.7,4.477333333333333,0.438,7.485,5.509
15,0,40,45,0.8,12m,5,12,5,-0.1,,0.65,2.083,69.08,33.17,1.478,2.196,4.8,4.464666666666667,2.192,5.181,6.021
20,10,20,50,0.6,6m-1m,3,8,7,-0.12,,0.6,2.072,63.03,30.42,1.347,1.911,3.6,4.462666666666667,-0.159,7.131,6.416
20,10,30,40,0.3,6m,7,8,5,-0.1,-0.15,,2.157,61.55,28.53,1.389,2.022,5.0,4.451666666666667,0.863,6.335,6.157
20,10,20,50,0.6,6m-1m,3,8,5,-0.1,,,2.13,65.21,30.61,1.37,1.942,3.7,4.419666666666667,-0.155,6.887,6.527
10,5,35,50,0.5,6m-1m,5,8,5,-0.1,-0.15,,2.066,62.55,30.28,1.389,1.958,4.7,4.411333333333332,0.856,6.403,5.975
15,5,30,50,0.6,6m-1m,5,8,5,,-0.15,0.65,2.098,67.04,31.95,1.467,2.099,4.7,4.402,1.675,6.462,5.069
20,10,20,50,0.6,6m-1m,3,8,5,-0.1,-0.15,,2.241,72.95,32.55,1.489,2.182,3.6,4.381333333333333,0.0,6.741,6.403
20,10,20,50,0.6,6m-1m,3,8,5,-0.1,-0.15,0.65,2.077,69.71,33.56,1.441,2.109,3.5,4.358,-0.046,6.583,6.537
15,5,30,50,0.6,6m-1m,5,8,5,,-0.15,0.6,2.132,66.73,31.3,1.468,2.099,4.6,4.314,1.863,6.181,4.898
15,15,20,50,0.9,6m,5,12,5,-0.1,,0.6,2.398,71.14,29.67,1.544,2.259,4.8,4.287,0.794,6.957,5.11
10,25,20,45,0.7,6m-1m,5,12,5,-0.1,-0.15,,2.275,71.56,31.46,1.572,2.346,4.9,4.283,1.12,6.092,5.637
20,10,30,40,0.7,6m-1m,5,8,7,-0.1,-0.15,,2.095,52.85,25.23,1.273,1.84,5.2,4.267333333333333,1.372,5.981,5.449
15,15,20,50,0.7,6m,5,15,7,-0.12,-0.2,0.6,2.057,61.73,30.02,1.463,2.138,5.9,4.234,0.508,6.171,6.023
20,10,20,50,0.8,6m-1m,5,12,7,-0.08,-0.15,,2.07,61.38,29.65,1.451,2.039,5.8,4.188666666666666,0.588,6.591,5.387
15,15,20,50,0.8,6m,5,12,5,-0.1,,0.65,2.153,67.17,31.19,1.465,2.148,4.8,4.1883333333333335,0.415,6.955,5.195
10,15,30,45,0.5,6m,5,8,7,-0.08,-0.15,,2.126,63.56,29.9,1.409,2.1,5.3,4.177333333333333,1.065,6.792,4.675
15,5,30,50,0.6,6m-1m,5,8,5,-0.12,-0.15,0.65,2.06,65.82,31.95,1.45,2.073,4.6,4.175333333333334,1.699,5.966,4.861
10,25,20,45,0.7,6m-1m,5,8,5,-0.08,-0.2,,2.403,70.02,29.14,1.53,2.299,4.8,4.168,0.692,6.822,4.99
20,10,25,45,0.7,6m-1m,5,12,5,-0.08,-0.15,0.6,2.099,63.48,30.25,1.422,2.09,4.7,4.164333333333333,1.41,6.045,5.038
15,5,30,50,0.7,6m-1m,5,15,7,-0.08,,0.6,2.259,63.99,28.33,1.464,2.076,5.8,4.1610000000000005,1.18,4.532,6.771
15,15,20,50,0.8,6m,5,15,5,-0.12,,0.6,2.166,70.74,32.66,1.539,2.224,4.8,4.157666666666667,0.828,6.838,4.807
10,15,30,45,0.5,6m,5,8,7,-0.1,-0.15,,2.151,63.84,29.67,1.421,2.12,5.3,4.108,1.06,6.806,4.458
15,5,30,50,0.6,6m-1m,5,8,5,-0.12,-0.15,0.6,2.108,65.97,31.3,1.458,2.083,4.6,4.094666666666666,1.889,5.701,4.694
15,5,30,50,0.6,6m-1m,5,12,5,-0.1,-0.2,0.6,2.251,61.25,27.21,1.383,1.984,4.8,4.094,1.292,3.992,6.998
15,15,20,50,0.9,6m,5,12,5,-0.1,,0.65,2.066,67.15,32.5,1.477,2.169,4.8,4.093,0.568,6.733,4.978
15,15,20,50,0.7,6m,5,15,7,-0.12,,0.6,2.197,61.48,27.98,1.461,2.165,6.0,4.058666666666666,0.654,5.637,5.885
15,5,30,50,0.7,6m-1m,5,15,7,-0.1,,0.6,2.191,63.95,29.18,1.466,2.112,5.8,4.050333333333334,1.312,4.33,6.509
10,15,30,45,0.5,6m,5,8,7,-0.12,-0.15,,2.118,62.93,29.71,1.41,2.095,5.3,4.031,0.967,6.715,4.411
15,15,20,50,0.9,6m,5,15,5,-0.1,,0.65,2.588,70.03,27.06,1.527,2.221,4.8,4.030333333333333,1.071,6.146,4.874
15,15,20,50,0.8,6m,5,15,5,-0.1,,0.65,2.066,68.11,32.96,1.496,2.175,4.8,4.017,0.447,6.346,5.258
