combo,ratio,v,q,g,m,cagr,mdd,calmar,sharpe,sortino
rev_z+oca_z+cfo_growth_z,0.5/0.3/0.2,10,0,65,25,72.52,53.5,1.356,1.242,1.499
rev_z+oca_z+cfo_growth_z,0.5/0.3/0.2,20,0,50,30,57.98,65.46,0.886,1.085,1.219
rev_z+oca_z+cfo_growth_z,0.5/0.3/0.2,5,5,70,20,71.23,63.44,1.123,1.225,1.442
rev_z+oca_z+cfo_growth_z,0.5/0.3/0.2,15,5,50,30,66.1,62.6,1.056,1.17,1.313
rev_z+oca_z+cfo_growth_z,0.5/0.3/0.2,10,10,50,30,81.8,59.55,1.374,1.317,1.472
rev_z+oca_z+cfo_growth_z,0.5/0.3/0.2,25,5,45,25,34.02,65.84,0.517,0.818,0.969
rev_z+oca_z+cfo_growth_z,0.5/0.3/0.2,20,10,40,30,57.4,63.07,0.91,1.089,1.3
rev_z+oca_z+cfo_growth_z,0.5/0.3/0.2,15,5,55,25,46.34,72.24,0.641,0.956,1.008
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,15,5,60,20,31.91,75.68,0.422,0.781,0.872
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,10,0,70,20,54.88,68.05,0.806,1.043,1.2
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,10,5,65,20,58.1,57.27,1.014,1.096,1.312
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,20,5,55,20,37.64,73.67,0.511,0.858,0.974
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,15,0,60,25,54.85,67.73,0.81,1.051,1.205
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,10,5,55,30,53.34,66.62,0.801,1.033,1.192
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,15,10,50,25,36.32,70.16,0.518,0.837,0.947
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,10,0,65,25,61.66,58.27,1.058,1.137,1.358
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,20,0,50,30,67.2,62.02,1.083,1.181,1.352
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,5,5,70,20,49.61,65.0,0.763,0.997,1.177
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,15,5,50,30,57.03,63.25,0.902,1.078,1.24
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,10,10,50,30,57.42,68.93,0.833,1.082,1.192
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,25,5,45,25,43.12,72.82,0.592,0.931,1.094
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,20,10,40,30,62.09,63.89,0.972,1.14,1.387
rev_z+oca_z+cfo_growth_z,0.6/0.2/0.2,15,5,55,25,32.86,74.66,0.44,0.796,0.874
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,15,5,60,20,57.64,62.25,0.926,1.102,1.248
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,10,0,70,20,83.68,55.33,1.512,1.348,1.62
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,10,5,65,20,82.15,59.13,1.389,1.345,1.553
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,20,5,55,20,65.74,59.96,1.096,1.178,1.327
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,15,0,60,25,73.68,57.76,1.276,1.263,1.486
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,10,5,55,30,95.38,58.97,1.618,1.458,1.654
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,15,10,50,25,62.08,58.14,1.068,1.147,1.332
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,10,0,65,25,86.86,57.38,1.514,1.389,1.635
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,20,0,50,30,69.69,67.36,1.035,1.204,1.352
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,5,5,70,20,71.81,63.09,1.138,1.233,1.437
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,15,5,50,30,92.55,57.23,1.617,1.438,1.623
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,10,10,50,30,87.76,60.93,1.44,1.379,1.627
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,25,5,45,25,53.6,62.28,0.861,1.048,1.268
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,20,10,40,30,57.97,60.6,0.957,1.093,1.312
rev_z+oca_z+cfo_growth_z,0.4/0.4/0.2,15,5,55,25,82.97,58.34,1.422,1.342,1.481
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,15,5,60,20,30.95,74.58,0.415,0.767,0.877
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,10,0,70,20,49.15,66.13,0.743,0.984,1.158
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,10,5,65,20,74.07,50.11,1.478,1.249,1.523
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,20,5,55,20,12.27,78.38,0.157,0.523,0.55
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,15,0,60,25,46.42,70.63,0.657,0.953,1.109
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,10,5,55,30,42.32,69.76,0.607,0.912,1.019
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,15,10,50,25,34.61,72.44,0.478,0.822,0.886
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,10,0,65,25,43.28,67.45,0.642,0.914,1.071
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,20,0,50,30,39.03,63.85,0.611,0.876,0.999
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,5,5,70,20,30.78,69.78,0.441,0.765,0.885
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,15,5,50,30,40.72,65.52,0.622,0.897,1.003
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,10,10,50,30,41.2,74.21,0.555,0.899,0.995
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,25,5,45,25,23.19,70.18,0.33,0.679,0.748
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,20,10,40,30,45.9,60.95,0.753,0.96,1.134
rev_z+oca_z+cfo_growth_z,0.5/0.2/0.3,15,5,55,25,39.35,72.02,0.546,0.88,0.955
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,15,5,60,20,49.89,71.24,0.7,1.008,1.114
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,10,0,70,20,59.16,61.96,0.955,1.093,1.29
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,10,5,65,20,52.0,65.67,0.792,1.042,1.242
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,20,5,55,20,27.64,74.7,0.37,0.738,0.789
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,15,0,60,25,50.34,63.2,0.797,1.002,1.165
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,10,5,55,30,47.97,64.64,0.742,0.983,1.121
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,15,10,50,25,56.6,58.7,0.964,1.087,1.207
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,10,0,65,25,58.87,60.22,0.978,1.103,1.346
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,20,0,50,30,34.13,64.92,0.526,0.818,0.925
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,5,5,70,20,42.35,62.43,0.678,0.92,1.104
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,15,5,50,30,50.1,61.42,0.816,1.002,1.121
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,10,10,50,30,66.5,61.59,1.08,1.18,1.327
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,25,5,45,25,15.91,74.64,0.213,0.572,0.627
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,20,10,40,30,32.11,68.12,0.471,0.789,0.935
rev_z+oca_z+cfo_growth_z,0.4/0.3/0.3,15,5,55,25,43.0,65.71,0.654,0.928,1.049
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,15,5,60,20,50.9,58.51,0.87,1.017,1.168
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,10,0,70,20,147.74,41.98,3.519,1.852,2.291
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,10,5,65,20,91.53,47.92,1.91,1.431,1.762
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,20,5,55,20,43.57,66.18,0.658,0.93,1.068
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,15,0,60,25,85.49,53.67,1.593,1.338,1.583
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,10,5,55,30,81.66,48.02,1.7,1.332,1.599
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,15,10,50,25,59.47,58.46,1.017,1.106,1.352
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,10,0,65,25,130.71,44.35,2.947,1.716,2.09
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,20,0,50,30,61.09,54.02,1.131,1.124,1.355
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,5,5,70,20,131.12,44.13,2.971,1.742,2.141
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,15,5,50,30,73.45,62.03,1.184,1.245,1.425
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,10,10,50,30,77.03,57.89,1.331,1.27,1.497
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,25,5,45,25,56.73,64.38,0.881,1.094,1.307
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,20,10,40,30,94.71,62.65,1.512,1.406,1.766
rev_z+oca_z+cfo_growth_z,0.7/0.2/0.1,15,5,55,25,98.85,58.17,1.699,1.459,1.723
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,15,5,60,20,58.38,66.29,0.881,1.111,1.239
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,10,0,70,20,65.78,52.95,1.242,1.177,1.444
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,10,5,65,20,70.54,60.12,1.173,1.253,1.517
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,20,5,55,20,39.25,74.12,0.53,0.883,0.937
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,15,0,60,25,56.05,62.69,0.894,1.073,1.22
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,10,5,55,30,65.36,60.85,1.074,1.171,1.329
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,15,10,50,25,62.51,59.22,1.055,1.144,1.325
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,10,0,65,25,79.3,57.84,1.371,1.318,1.601
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,20,0,50,30,51.02,60.63,0.842,1.015,1.172
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,5,5,70,20,43.84,62.48,0.702,0.932,1.115
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,15,5,50,30,86.79,57.23,1.516,1.376,1.547
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,10,10,50,30,70.57,69.07,1.022,1.206,1.35
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,25,5,45,25,31.76,67.27,0.472,0.794,0.875
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,20,10,40,30,75.4,55.75,1.352,1.268,1.433
rev_z+oca_z+cfo_growth_z,0.3/0.4/0.3,15,5,55,25,56.15,61.15,0.918,1.072,1.196
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,15,5,60,20,78.58,46.95,1.674,1.325,1.575
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,10,0,70,20,133.07,42.69,3.117,1.739,2.138
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,10,5,65,20,110.1,48.82,2.255,1.58,1.937
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,20,5,55,20,43.2,68.01,0.635,0.924,1.072
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,15,0,60,25,93.85,57.75,1.625,1.404,1.63
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,10,5,55,30,76.4,57.09,1.338,1.266,1.404
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,15,10,50,25,72.6,53.4,1.359,1.254,1.521
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,10,0,65,25,130.07,42.44,3.065,1.692,2.101
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,20,0,50,30,85.49,61.17,1.397,1.347,1.518
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,5,5,70,20,95.15,51.69,1.841,1.455,1.769
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,15,5,50,30,75.68,64.47,1.174,1.263,1.419
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,10,10,50,30,99.06,55.96,1.77,1.464,1.726
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,25,5,45,25,48.4,61.51,0.787,0.998,1.164
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,20,10,40,30,82.98,60.49,1.372,1.295,1.662
rev_z+oca_z+cfo_growth_z,0.6/0.3/0.1,15,5,55,25,108.56,49.64,2.187,1.562,1.886
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,15,5,60,20,55.8,59.58,0.937,1.115,1.318
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,10,0,70,20,33.52,60.31,0.556,0.819,0.961
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,10,5,65,20,37.47,62.85,0.596,0.877,1.037
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,20,5,55,20,33.58,63.51,0.529,0.822,0.971
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,15,0,60,25,37.88,57.78,0.656,0.88,1.021
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,10,5,55,30,17.01,71.72,0.237,0.584,0.662
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,15,10,50,25,35.69,68.93,0.518,0.843,0.985
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,10,0,65,25,46.15,57.52,0.802,0.988,1.146
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,20,0,50,30,50.57,59.08,0.856,1.027,1.166
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,5,5,70,20,14.4,63.39,0.227,0.55,0.617
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,15,5,50,30,41.4,60.31,0.686,0.913,1.048
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,10,10,50,30,6.58,70.88,0.093,0.438,0.472
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,25,5,45,25,75.65,51.84,1.459,1.323,1.709
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,20,10,40,30,37.19,65.68,0.566,0.868,0.93
rev_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,15,5,55,25,34.74,63.76,0.545,0.837,0.963
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,5,60,20,69.61,53.5,1.301,1.22,1.428
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,0,70,20,46.12,52.13,0.885,0.978,1.063
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,5,65,20,56.15,52.64,1.067,1.085,1.284
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,5,55,20,48.63,61.31,0.793,0.994,1.159
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,0,60,25,47.03,64.05,0.734,0.992,1.135
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,5,55,30,28.68,66.51,0.431,0.759,0.828
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,10,50,25,48.96,64.6,0.758,0.988,1.177
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,0,65,25,54.03,57.04,0.947,1.07,1.169
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,0,50,30,44.49,60.26,0.738,0.952,1.096
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,5,5,70,20,43.77,51.75,0.846,0.933,1.068
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,5,50,30,49.7,64.48,0.771,1.007,1.114
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,10,50,30,54.54,58.56,0.931,1.041,1.272
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,25,5,45,25,16.06,55.37,0.29,0.567,0.683
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,10,40,30,35.15,66.16,0.531,0.828,0.945
rev_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,5,55,25,43.38,66.64,0.651,0.935,1.096
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,5,60,20,59.76,59.84,0.999,1.144,1.343
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,0,70,20,44.37,54.42,0.815,0.946,1.046
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,5,65,20,45.33,53.02,0.855,0.953,1.042
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,5,55,20,60.07,60.01,1.001,1.154,1.379
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,0,60,25,21.8,59.76,0.365,0.654,0.713
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,5,55,30,57.17,61.7,0.927,1.109,1.309
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,10,50,25,34.58,70.46,0.491,0.837,0.967
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,0,65,25,36.3,54.78,0.663,0.849,0.941
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,0,50,30,91.1,43.66,2.086,1.471,1.934
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,5,5,70,20,59.34,56.15,1.057,1.133,1.35
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,5,50,30,55.8,60.09,0.929,1.08,1.223
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,10,50,30,46.39,63.74,0.728,0.983,1.12
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,25,5,45,25,33.08,50.42,0.656,0.816,1.046
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,10,40,30,62.93,50.63,1.243,1.175,1.445
rev_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,5,55,25,56.27,56.99,0.987,1.102,1.273
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,5,60,20,62.07,54.82,1.132,1.152,1.355
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,0,70,20,62.32,52.42,1.189,1.172,1.31
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,5,65,20,61.74,49.42,1.249,1.144,1.328
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,5,55,20,45.42,63.24,0.718,0.963,1.131
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,0,60,25,29.23,68.86,0.424,0.76,0.877
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,5,55,30,48.66,61.05,0.797,0.999,1.167
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,10,50,25,53.39,58.55,0.912,1.037,1.251
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,0,65,25,77.99,56.41,1.383,1.329,1.496
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,0,50,30,23.56,58.7,0.401,0.681,0.766
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,5,5,70,20,59.91,51.4,1.165,1.118,1.363
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,5,50,30,73.23,61.53,1.19,1.255,1.455
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,10,50,30,67.59,57.51,1.175,1.17,1.396
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,25,5,45,25,48.95,47.84,1.023,1.011,1.308
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,10,40,30,54.95,64.98,0.846,1.053,1.199
rev_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,5,55,25,26.93,71.43,0.377,0.732,0.843
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,5,60,20,57.11,59.11,0.966,1.131,1.297
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,0,70,20,51.32,62.22,0.825,1.048,1.23
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,5,65,20,51.55,59.13,0.872,1.049,1.218
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,5,55,20,37.52,58.29,0.644,0.887,1.134
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,0,60,25,52.78,58.82,0.897,1.073,1.233
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,5,55,30,42.29,61.27,0.69,0.932,1.058
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,10,50,25,37.07,65.44,0.566,0.869,0.99
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,0,65,25,56.33,59.47,0.947,1.111,1.329
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,0,50,30,60.87,45.45,1.339,1.156,1.488
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,5,5,70,20,39.25,57.67,0.681,0.895,1.06
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,5,50,30,46.16,59.96,0.77,0.969,1.111
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,10,50,30,31.03,67.5,0.46,0.784,0.89
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,25,5,45,25,63.21,45.46,1.391,1.207,1.577
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,10,40,30,52.69,58.75,0.897,1.039,1.182
rev_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,5,55,25,42.91,63.54,0.675,0.944,1.084
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,5,60,20,83.86,60.65,1.383,1.356,1.64
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,0,70,20,68.64,52.27,1.313,1.199,1.341
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,5,65,20,71.67,53.54,1.339,1.237,1.48
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,5,55,20,63.52,62.21,1.021,1.154,1.354
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,0,60,25,65.17,62.52,1.042,1.192,1.385
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,5,55,30,39.23,64.49,0.608,0.881,0.978
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,10,50,25,50.06,63.96,0.783,1.012,1.189
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,0,65,25,73.04,57.5,1.27,1.242,1.4
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,0,50,30,53.54,61.05,0.877,1.063,1.244
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,5,5,70,20,71.66,52.75,1.359,1.222,1.399
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,5,50,30,51.43,63.13,0.815,1.014,1.167
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,10,50,30,56.99,55.62,1.025,1.067,1.27
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,25,5,45,25,4.84,66.62,0.073,0.402,0.46
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,10,40,30,30.9,68.71,0.45,0.777,0.886
rev_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,5,55,25,31.13,66.25,0.47,0.782,0.908
rev_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,5,60,20,73.18,54.42,1.345,1.283,1.498
rev_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,0,70,20,37.16,55.87,0.665,0.858,0.956
rev_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,5,65,20,72.28,36.38,1.986,1.334,1.982
rev_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,20,5,55,20,65.74,59.47,1.105,1.239,1.574
rev_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,0,60,25,68.96,52.3,1.319,1.264,1.604
rev_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,5,55,30,51.36,58.98,0.871,1.047,1.219
