combo,ratio,v,q,g,m,cagr,mdd,calmar,sharpe,sortino
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,15,10,50,25,29.78,71.5,0.416,0.785,0.833
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,10,0,65,25,56.31,60.53,0.93,1.086,1.19
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,20,0,50,30,63.08,53.19,1.186,1.152,1.372
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,5,5,70,20,23.86,71.14,0.335,0.676,0.791
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,15,5,50,30,47.88,63.64,0.752,0.997,1.026
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,10,10,50,30,51.36,59.24,0.867,1.027,1.171
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,25,5,45,25,36.85,63.71,0.578,0.851,0.982
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,20,10,40,30,4.74,72.72,0.065,0.44,0.456
oca_z+rev_accel_z+gp_growth_z,0.5/0.3/0.2,15,5,55,25,58.56,59.19,0.989,1.117,1.157
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,5,60,20,50.09,72.51,0.691,1.013,1.084
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,0,70,20,66.67,57.46,1.16,1.197,1.415
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,5,65,20,42.94,72.83,0.59,0.932,1.008
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,5,55,20,26.19,80.63,0.325,0.735,0.799
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,0,60,25,38.3,64.79,0.591,0.888,0.944
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,5,55,30,30.12,68.36,0.441,0.77,0.869
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,10,50,25,51.78,65.33,0.793,1.016,1.193
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,0,65,25,85.33,56.07,1.522,1.372,1.627
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,0,50,30,27.41,69.22,0.396,0.756,0.795
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,5,5,70,20,98.97,53.86,1.837,1.464,1.749
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,5,50,30,74.62,60.49,1.234,1.232,1.454
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,10,10,50,30,38.69,63.58,0.609,0.861,1.016
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,25,5,45,25,31.27,73.22,0.427,0.799,0.869
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,20,10,40,30,30.79,63.87,0.482,0.767,0.897
oca_z+rev_accel_z+gp_growth_z,0.6/0.2/0.2,15,5,55,25,32.46,72.62,0.447,0.82,0.858
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,5,60,20,49.75,63.0,0.79,1.022,1.123
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,0,70,20,18.91,70.24,0.269,0.607,0.718
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,5,65,20,24.33,59.57,0.408,0.684,0.814
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,5,55,20,39.87,70.94,0.562,0.911,0.97
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,0,60,25,63.56,62.06,1.024,1.169,1.261
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,5,55,30,32.27,61.41,0.526,0.794,0.934
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,10,50,25,41.15,63.8,0.645,0.919,0.985
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,0,65,25,50.87,56.28,0.904,1.026,1.214
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,0,50,30,61.26,51.14,1.198,1.15,1.36
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,5,5,70,20,7.52,75.09,0.1,0.429,0.496
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,5,50,30,37.83,67.39,0.561,0.876,0.958
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,10,10,50,30,51.39,56.33,0.912,1.027,1.238
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,25,5,45,25,44.96,67.35,0.668,0.957,1.135
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,20,10,40,30,24.36,65.97,0.369,0.701,0.747
oca_z+rev_accel_z+gp_growth_z,0.4/0.4/0.2,15,5,55,25,40.29,66.39,0.607,0.911,0.984
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,5,60,20,33.07,66.32,0.499,0.827,0.873
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,0,70,20,27.01,66.28,0.408,0.751,0.814
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,5,65,20,28.97,63.47,0.456,0.772,0.827
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,5,55,20,38.76,73.63,0.526,0.876,1.036
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,0,60,25,37.58,64.64,0.581,0.882,0.938
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,5,55,30,46.98,57.62,0.815,0.978,1.104
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,10,50,25,27.95,77.05,0.363,0.754,0.819
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,0,65,25,65.26,63.28,1.031,1.182,1.296
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,0,50,30,67.65,51.75,1.307,1.192,1.46
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,5,5,70,20,101.39,53.48,1.896,1.498,1.801
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,5,50,30,57.13,68.24,0.837,1.067,1.168
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,10,10,50,30,42.06,68.16,0.617,0.898,1.09
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,25,5,45,25,17.74,75.96,0.234,0.626,0.669
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,20,10,40,30,47.38,72.96,0.649,0.959,1.08
oca_z+rev_accel_z+gp_growth_z,0.5/0.2/0.3,15,5,55,25,50.67,72.07,0.703,1.031,1.084
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,5,60,20,68.19,53.84,1.266,1.224,1.455
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,0,70,20,14.88,78.38,0.19,0.565,0.631
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,5,65,20,25.28,72.11,0.351,0.711,0.81
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,5,55,20,50.89,65.66,0.775,1.034,1.241
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,0,60,25,63.97,58.73,1.089,1.182,1.419
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,5,55,30,61.0,56.46,1.08,1.138,1.302
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,10,50,25,28.37,76.85,0.369,0.768,0.804
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,0,65,25,64.17,51.71,1.241,1.192,1.518
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,0,50,30,93.95,55.79,1.684,1.443,1.741
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,5,5,70,20,8.57,77.63,0.11,0.468,0.53
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,5,50,30,86.9,49.1,1.77,1.399,1.642
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,10,10,50,30,41.04,65.19,0.63,0.915,1.024
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,25,5,45,25,38.97,71.69,0.544,0.878,1.026
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,20,10,40,30,6.29,72.75,0.086,0.461,0.488
oca_z+rev_accel_z+gp_growth_z,0.4/0.3/0.3,15,5,55,25,62.81,56.27,1.116,1.168,1.367
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,5,60,20,77.02,63.12,1.22,1.282,1.453
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,0,70,20,52.28,67.41,0.776,1.041,1.187
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,5,65,20,60.04,64.66,0.929,1.101,1.258
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,5,55,20,28.39,81.25,0.349,0.763,0.818
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,0,60,25,29.41,70.25,0.419,0.782,0.824
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,5,55,30,37.98,67.46,0.563,0.867,0.974
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,10,50,25,83.48,60.45,1.381,1.314,1.517
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,0,65,25,37.86,70.73,0.535,0.869,0.981
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,0,50,30,63.49,57.13,1.111,1.131,1.356
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,5,5,70,20,60.43,63.87,0.946,1.103,1.272
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,5,50,30,23.65,68.08,0.347,0.674,0.789
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,10,10,50,30,62.23,58.42,1.065,1.118,1.297
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,25,5,45,25,31.63,72.61,0.436,0.805,0.864
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,20,10,40,30,25.62,65.76,0.39,0.701,0.823
oca_z+rev_accel_z+gp_growth_z,0.7/0.2/0.1,15,5,55,25,54.37,71.29,0.763,1.042,1.261
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,5,60,20,54.62,61.67,0.886,1.08,1.281
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,0,70,20,37.35,62.66,0.596,0.868,1.065
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,5,65,20,49.4,52.15,0.947,1.032,1.387
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,20,5,55,20,50.04,63.85,0.784,1.032,1.216
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,0,60,25,76.85,55.13,1.394,1.351,1.753
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,5,55,30,53.15,53.72,0.989,1.084,1.43
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,10,50,25,32.79,71.56,0.458,0.816,0.878
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,0,65,25,67.55,56.06,1.205,1.233,1.497
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,20,0,50,30,44.28,59.03,0.75,0.951,1.139
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,5,5,70,20,9.41,69.97,0.134,0.439,0.56
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,5,50,30,49.82,53.66,0.928,1.025,1.363
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,10,10,50,30,59.39,51.66,1.15,1.143,1.541
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,25,5,45,25,51.91,61.55,0.843,1.04,1.227
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,20,10,40,30,30.94,61.45,0.504,0.775,0.896
oca_z+rev_accel_z+gp_growth_z,0.3/0.4/0.3,15,5,55,25,62.21,61.39,1.013,1.19,1.541
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,5,60,20,39.35,63.26,0.622,0.905,0.95
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,0,70,20,32.68,63.54,0.514,0.81,0.882
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,5,65,20,25.47,63.29,0.402,0.709,0.791
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,5,55,20,42.79,67.93,0.63,0.941,0.996
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,0,60,25,64.08,58.86,1.089,1.176,1.229
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,5,55,30,77.9,58.28,1.337,1.283,1.456
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,10,50,25,33.54,72.3,0.464,0.814,0.931
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,0,65,25,47.84,55.06,0.869,0.989,1.164
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,0,50,30,65.21,58.65,1.112,1.168,1.279
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,5,5,70,20,21.53,61.23,0.352,0.645,0.75
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,5,50,30,88.05,53.35,1.651,1.39,1.613
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,10,50,30,46.99,63.46,0.74,0.969,1.119
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,25,5,45,25,30.77,68.21,0.451,0.784,0.83
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,10,40,30,19.25,63.01,0.305,0.617,0.69
oca_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,5,55,25,65.46,54.22,1.207,1.19,1.312
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,5,60,20,33.85,68.24,0.496,0.819,0.958
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,0,70,20,7.59,76.12,0.1,0.418,0.528
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,5,65,20,17.02,73.91,0.23,0.578,0.718
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,5,55,20,14.6,78.28,0.186,0.561,0.615
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,0,60,25,35.55,71.48,0.497,0.852,0.929
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,5,55,30,24.05,66.14,0.364,0.683,0.792
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,10,50,25,63.83,63.27,1.009,1.149,1.367
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,0,65,25,39.61,62.09,0.638,0.897,1.181
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,0,50,30,50.08,66.37,0.755,1.016,1.104
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,5,5,70,20,10.81,71.8,0.151,0.495,0.587
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,5,50,30,33.42,63.37,0.527,0.806,0.931
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,10,50,30,15.75,72.58,0.217,0.558,0.679
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,25,5,45,25,30.76,70.85,0.434,0.787,0.845
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,10,40,30,42.02,61.31,0.685,0.903,1.065
oca_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,5,55,25,46.65,63.59,0.734,0.982,1.127
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,5,60,20,44.23,69.53,0.636,0.937,1.133
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,0,70,20,21.32,72.7,0.293,0.648,0.759
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,5,65,20,58.83,65.72,0.895,1.094,1.332
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,5,55,20,26.36,74.45,0.354,0.724,0.814
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,0,60,25,28.18,66.77,0.422,0.738,0.879
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,5,55,30,35.69,71.16,0.502,0.825,1.02
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,10,50,25,58.48,66.77,0.876,1.089,1.342
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,0,65,25,52.01,66.31,0.784,1.028,1.241
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,0,50,30,47.72,65.2,0.732,0.97,1.087
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,5,5,70,20,65.79,57.2,1.15,1.163,1.397
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,5,50,30,51.28,65.18,0.787,1.005,1.222
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,10,50,30,32.35,69.72,0.464,0.787,0.951
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,25,5,45,25,45.62,66.53,0.686,0.956,1.051
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,10,40,30,51.81,59.32,0.873,1.014,1.196
oca_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,5,55,25,33.24,73.17,0.454,0.797,0.957
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,5,60,20,20.14,78.14,0.258,0.638,0.703
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,0,70,20,12.15,74.21,0.164,0.5,0.594
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,5,65,20,15.56,75.84,0.205,0.55,0.683
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,5,55,20,11.93,80.19,0.149,0.536,0.555
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,0,60,25,22.23,76.58,0.29,0.672,0.732
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,5,55,30,30.25,64.32,0.47,0.765,0.905
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,10,50,25,26.26,70.99,0.37,0.71,0.847
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,0,65,25,34.83,63.67,0.547,0.83,1.077
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,0,50,30,22.11,73.92,0.299,0.67,0.723
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,5,5,70,20,22.77,65.64,0.347,0.654,0.805
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,5,50,30,43.76,60.15,0.727,0.941,1.07
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,10,50,30,36.61,63.07,0.58,0.847,1.019
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,25,5,45,25,23.71,77.11,0.307,0.695,0.742
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,10,40,30,11.16,69.66,0.16,0.511,0.55
oca_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,5,55,25,25.98,73.4,0.354,0.715,0.823
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,5,60,20,34.01,72.89,0.467,0.807,0.963
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,0,70,20,21.91,69.87,0.314,0.65,0.789
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,5,65,20,52.65,72.91,0.722,1.021,1.251
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,5,55,20,22.29,77.76,0.287,0.67,0.76
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,0,60,25,27.32,60.92,0.448,0.718,0.92
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,5,55,30,24.96,62.97,0.396,0.686,0.886
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,10,50,25,35.62,68.16,0.523,0.821,1.038
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,0,65,25,23.36,73.86,0.316,0.669,0.822
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,0,50,30,58.13,50.83,1.144,1.072,1.339
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,5,5,70,20,74.92,51.91,1.443,1.25,1.517
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,5,50,30,42.36,67.76,0.625,0.886,1.202
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,10,50,30,36.33,63.98,0.568,0.833,1.036
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,25,5,45,25,33.77,66.98,0.504,0.817,0.919
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,10,40,30,45.41,60.27,0.753,0.944,1.12
oca_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,5,55,25,35.63,62.2,0.573,0.829,1.084
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,5,60,20,43.7,62.49,0.699,0.954,1.227
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,0,70,20,18.6,71.26,0.261,0.591,0.772
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,5,65,20,0.48,82.92,0.006,0.32,0.383
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,5,55,20,18.46,76.06,0.243,0.618,0.667
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,0,60,25,35.85,60.88,0.589,0.853,1.061
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,5,55,30,39.9,63.12,0.632,0.888,1.128
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,10,50,25,37.55,71.13,0.528,0.862,1.02
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,0,65,25,31.4,63.14,0.497,0.781,1.044
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,0,50,30,54.98,62.02,0.886,1.075,1.255
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,5,5,70,20,6.69,73.11,0.091,0.427,0.517
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,5,50,30,44.87,57.38,0.782,0.951,1.18
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,10,50,30,18.26,69.89,0.261,0.596,0.72
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,25,5,45,25,41.88,69.48,0.603,0.929,1.009
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,10,40,30,39.16,57.7,0.679,0.879,1.024
oca_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,5,55,25,47.19,68.38,0.69,0.974,1.26
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,5,60,20,76.3,51.71,1.476,1.288,1.51
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,0,70,20,56.42,64.02,0.881,1.078,1.272
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,5,65,20,53.24,66.95,0.795,1.033,1.191
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,5,55,20,47.15,71.98,0.655,0.974,1.086
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,0,60,25,54.12,67.01,0.808,1.05,1.233
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,5,55,30,35.79,65.8,0.544,0.837,0.994
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,10,50,25,72.61,56.7,1.281,1.23,1.464
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,0,65,25,79.56,64.56,1.232,1.31,1.53
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,0,50,30,63.56,56.48,1.125,1.135,1.343
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,5,5,70,20,48.32,56.32,0.858,0.978,1.119
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,5,50,30,28.81,70.12,0.411,0.74,0.893
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,10,50,30,32.39,71.25,0.455,0.782,0.934
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,25,5,45,25,39.51,62.61,0.631,0.884,1.035
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,10,40,30,50.7,58.61,0.865,1.009,1.19
oca_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,5,55,25,64.04,63.88,1.002,1.148,1.393
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,5,60,20,27.25,78.38,0.348,0.743,0.828
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,0,70,20,3.8,75.98,0.05,0.359,0.44
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,5,65,20,16.81,74.27,0.226,0.567,0.713
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,5,55,20,13.7,79.35,0.173,0.547,0.597
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,0,60,25,5.15,81.72,0.063,0.41,0.456
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,5,55,30,35.31,64.9,0.544,0.827,1.074
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,10,50,25,30.52,75.37,0.405,0.771,0.898
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,0,65,25,14.56,75.4,0.193,0.529,0.673
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,0,50,30,12.68,73.44,0.173,0.535,0.572
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,5,5,70,20,9.98,75.97,0.131,0.462,0.581
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,5,50,30,34.43,65.09,0.529,0.821,1.012
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,10,50,30,38.63,66.77,0.578,0.869,1.117
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,25,5,45,25,23.38,77.68,0.301,0.683,0.769
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,10,40,30,21.81,66.34,0.329,0.667,0.711
oca_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,5,55,25,27.95,71.0,0.394,0.737,0.95
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,5,60,20,33.95,68.98,0.492,0.818,0.925
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,0,70,20,3.19,74.59,0.043,0.359,0.408
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,5,65,20,19.9,73.02,0.273,0.618,0.747
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,5,55,20,19.36,76.34,0.254,0.644,0.685
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,0,60,25,42.18,65.13,0.648,0.933,1.066
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,5,55,30,25.78,67.7,0.381,0.706,0.815
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,10,50,25,54.22,72.37,0.749,1.045,1.245
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,0,65,25,33.6,65.03,0.517,0.812,0.961
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,0,50,30,33.49,63.35,0.529,0.818,0.879
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,5,5,70,20,13.03,64.56,0.202,0.529,0.605
oca_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,5,50,30,57.37,53.54,1.071,1.086,1.261
