atk,def,rule,as,ds,cagr,mdd,cal,sh,sort,alpha,sw
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP150_4d,3,7,142.03,27.07,5.246,2.195,3.356,129.38,21
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,KP150_4d,3,7,163.04,31.08,5.246,2.358,3.623,150.39,21
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP150_3d,3,7,148.8,28.4,5.24,2.24,3.523,136.14,25
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_3d,3,7,154.93,29.57,5.24,2.295,3.568,142.27,21
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B35_5d,3,7,146.26,27.92,5.239,2.201,3.45,133.6,15
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.76m-1m,B40_5d,3,5,160.74,30.69,5.237,2.326,3.594,148.09,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP150_3d,3,5,141.77,27.07,5.236,2.203,3.342,129.11,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_5d,3,5,142.18,27.16,5.234,2.192,3.251,129.53,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP150_4d,3,5,141.67,27.07,5.233,2.186,3.336,129.01,21
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_5d,3,5,148.9,28.48,5.228,2.275,3.54,136.24,13
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_4d,3,5,153.5,29.37,5.226,2.314,3.548,140.84,17
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_5d,3,7,148.78,28.48,5.223,2.263,3.448,136.12,13
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_4d,3,5,141.36,27.07,5.221,2.205,3.41,128.7,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,KP150_3d,3,5,141.3,27.07,5.219,2.18,3.331,128.65,25
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_5d,3,7,148.6,28.48,5.217,2.265,3.38,135.95,13
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP150_4d,3,5,163.5,31.35,5.216,2.343,3.716,150.84,21
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_3d,3,5,148.16,28.41,5.214,2.265,3.473,135.5,25
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_4d,3,5,157.94,30.31,5.211,2.282,3.548,145.28,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B35_4d,3,5,141.09,27.07,5.211,2.154,3.321,128.44,15
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_5d,3,5,154.97,29.75,5.209,2.276,3.498,142.32,17
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_3d,3,7,148.26,28.48,5.205,2.258,3.457,135.61,15
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,B40_3d,3,7,147.97,28.44,5.204,2.24,3.444,135.31,21
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP150_3d,3,5,155.08,29.8,5.203,2.298,3.595,142.42,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP150_4d,3,7,154.61,29.72,5.202,2.31,3.51,141.95,21
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,KP200_3d,3,5,169.15,32.53,5.2,2.41,3.728,156.5,19
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,KP200_3d,3,7,146.77,28.23,5.2,2.24,3.436,134.11,19
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,B35_3d,3,7,161.72,31.1,5.2,2.314,3.672,149.07,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP150_5d,3,7,140.71,27.07,5.197,2.243,3.451,128.05,15
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B40_4d,3,7,147.77,28.44,5.197,2.227,3.415,135.12,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,B35_3d,3,7,140.62,27.07,5.194,2.146,3.309,127.97,19
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_3d,3,5,147.51,28.41,5.191,2.263,3.472,134.85,25
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B35_4d,3,7,166.45,32.09,5.187,2.356,3.742,153.79,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP150_3d,3,5,154.59,29.8,5.187,2.275,3.584,141.93,25
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_3d,3,5,163.69,31.56,5.187,2.352,3.696,151.03,21
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,KP250_3d,3,5,140.41,27.07,5.186,2.176,3.317,127.76,15
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,KP150_4d,3,7,169.5,32.69,5.184,2.393,3.814,156.85,21
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_3d,3,7,147.65,28.48,5.184,2.257,3.386,134.99,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_4d,3,5,147.39,28.48,5.175,2.252,3.377,134.74,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B35_4d,3,7,140.05,27.07,5.173,2.148,3.314,127.39,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,KP250_4d,3,5,140.0,27.07,5.171,2.177,3.297,127.35,15
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_4d,3,5,177.3,34.3,5.17,2.415,3.852,164.65,15
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_5d,3,5,147.03,28.48,5.162,2.265,3.485,134.38,13
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_3d,3,5,159.58,30.93,5.16,2.282,3.611,146.93,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_3d,3,5,143.95,27.9,5.159,2.168,3.339,131.29,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP150_5d,3,7,139.64,27.07,5.158,2.217,3.41,126.98,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_3d,3,7,128.92,25.0,5.157,2.128,3.139,116.27,25
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,KP150_4d,3,7,168.58,32.69,5.156,2.387,3.797,155.92,21
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_5d,3,7,147.99,28.71,5.155,2.243,3.384,135.33,17
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_3d,3,5,163.26,31.71,5.149,2.371,3.72,150.6,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_5d,3,5,139.84,27.16,5.148,2.161,3.243,127.18,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP150_4d,3,5,139.29,27.07,5.145,2.202,3.427,126.63,21
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_5d,3,7,139.36,27.11,5.14,2.181,3.284,126.71,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_4d,3,5,143.75,27.98,5.138,2.203,3.285,131.09,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B35_5d,3,5,138.98,27.07,5.133,2.138,3.295,126.33,15
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_4d,3,7,147.23,28.71,5.128,2.243,3.425,134.57,17
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,B40_5d,3,5,157.38,30.69,5.128,2.314,3.548,144.73,17
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_4d,3,7,151.58,29.57,5.127,2.28,3.497,138.92,19
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,KP200_3d,3,7,166.62,32.55,5.119,2.409,3.767,153.97,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,KP150_4d,3,7,152.03,29.72,5.116,2.275,3.488,139.37,21
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_4d,3,7,150.02,29.33,5.115,2.274,3.499,137.36,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_4d,3,5,142.27,27.82,5.113,2.205,3.256,129.62,17
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_3d,3,5,140.33,27.45,5.112,2.192,3.412,127.67,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B40_4d,3,7,145.37,28.44,5.112,2.224,3.398,132.71,19
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B40_5d,3,7,153.55,30.04,5.111,2.278,3.481,140.89,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP150_3d,3,5,138.25,27.07,5.107,2.213,3.393,125.6,25
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B35_5d,3,5,138.25,27.07,5.106,2.129,3.274,125.59,15
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_4d,3,7,145.43,28.48,5.106,2.234,3.408,132.78,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP250_4d,3,7,142.55,27.94,5.102,2.2,3.417,129.89,15
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,KP250_4d,3,7,138.1,27.07,5.101,2.159,3.327,125.44,15
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_4d,3,5,160.43,31.45,5.101,2.336,3.631,147.77,17
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_5d,3,7,138.06,27.07,5.1,2.172,3.352,125.41,13
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP150_4d,3,7,159.97,31.37,5.1,2.339,3.682,147.31,21
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_3d,3,5,144.88,28.41,5.099,2.257,3.43,132.22,25
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_5d,3,5,151.69,29.75,5.098,2.264,3.452,139.03,17
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_4d,3,5,160.88,31.56,5.098,2.343,3.642,148.22,19
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,KP250_3d,3,7,137.92,27.07,5.094,2.153,3.34,125.27,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B35_5d,3,7,137.8,27.07,5.09,2.129,3.283,125.15,15
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_4d,3,5,147.3,28.94,5.09,2.216,3.406,134.64,15
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_4d,3,7,151.72,29.84,5.085,2.297,3.534,139.06,17
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_4d,3,5,141.94,27.92,5.084,2.194,3.393,129.28,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_4d,3,7,144.75,28.48,5.082,2.232,3.338,132.09,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B35_3d,3,7,151.15,29.74,5.082,2.236,3.515,138.49,19
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_3d,3,7,138.67,27.3,5.079,2.171,3.269,126.02,21
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP200_3d,3,5,142.29,28.02,5.079,2.203,3.312,129.63,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B40_4d,3,5,142.11,27.98,5.079,2.18,3.254,129.45,19
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_5d,3,7,145.79,28.71,5.078,2.229,3.337,133.14,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,KP250_4d,3,7,137.44,27.07,5.076,2.157,3.258,124.78,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,KP250_3d,3,7,137.34,27.07,5.073,2.152,3.271,124.68,15
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_5d,3,7,126.8,25.0,5.072,2.097,3.075,114.15,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B40_4d,3,7,149.89,29.57,5.069,2.257,3.463,137.23,19
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B35_4d,3,5,155.32,30.66,5.066,2.27,3.591,142.67,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_4d,3,5,137.14,27.07,5.066,2.171,3.326,124.49,15
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_3d,3,5,160.54,31.71,5.063,2.349,3.623,147.88,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_5d,3,7,136.95,27.07,5.059,2.179,3.319,124.3,13
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP150_5d,3,5,136.86,27.07,5.055,2.199,3.33,124.2,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B35_4d,3,7,155.46,30.75,5.055,2.292,3.597,142.8,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_3d,3,5,145.44,28.78,5.054,2.199,3.313,132.79,21
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_3d,3,7,165.46,32.75,5.052,2.335,3.73,152.8,19
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_4d,3,5,135.98,26.92,5.05,2.154,3.184,123.32,17
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B40_3d,3,7,143.59,28.44,5.049,2.213,3.384,130.93,21
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B35_4d,3,7,151.48,30.01,5.047,2.241,3.535,138.82,15
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_4d,3,7,145.39,28.82,5.044,2.248,3.426,132.73,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B40_4d,3,5,159.13,31.56,5.042,2.32,3.608,146.47,19
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_4d,3,5,146.59,29.08,5.04,2.233,3.324,133.94,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP200_3d,3,5,137.35,27.28,5.035,2.212,3.311,124.7,19
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_5d,3,5,147.87,29.37,5.035,2.269,3.415,135.22,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,KP250_4d,3,7,138.06,27.42,5.035,2.172,3.344,125.4,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_5d,3,5,136.74,27.16,5.034,2.148,3.198,124.09,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP150_3d,3,5,143.35,28.48,5.033,2.199,3.358,130.69,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP200_5d,3,7,136.22,27.07,5.031,2.201,3.326,123.56,15
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_3d,3,7,148.75,29.57,5.031,2.258,3.478,136.1,21
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.76m-1m,B40_5d,3,7,151.09,30.04,5.029,2.246,3.475,138.44,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP150_3d,3,5,143.19,28.48,5.027,2.207,3.354,130.53,25
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_4d,3,5,165.87,33.0,5.026,2.351,3.709,153.21,15
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,KP200_3d,3,7,163.56,32.55,5.025,2.38,3.688,150.91,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP200_3d,3,7,141.74,28.23,5.022,2.25,3.44,129.08,19
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_3d,3,5,135.89,27.07,5.019,2.155,3.325,123.23,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP150_4d,3,7,157.34,31.37,5.016,2.305,3.659,144.68,21
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_5d,3,5,135.78,27.07,5.015,2.152,3.232,123.12,13
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_3d,3,5,147.26,29.37,5.014,2.257,3.463,134.61,25
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP150_3d,3,7,142.65,28.48,5.008,2.198,3.358,130.0,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP200_5d,3,5,135.55,27.07,5.007,2.188,3.303,122.89,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_5d,3,5,142.22,28.41,5.005,2.224,3.348,129.56,17
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_5d,3,5,165.62,33.1,5.004,2.374,3.674,152.96,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP150_3d,3,7,142.49,28.48,5.003,2.206,3.354,129.83,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_5d,3,5,148.02,29.6,5.001,2.234,3.323,135.37,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,KP200_3d,3,7,150.54,30.1,5.001,2.271,3.506,137.88,19
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B35_3d,3,7,144.97,28.99,5.001,2.187,3.449,132.32,19
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_5d,3,7,142.37,28.48,4.998,2.215,3.446,129.71,13
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_4d,3,5,139.76,27.98,4.995,2.176,3.236,127.11,19
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B35_3d,3,5,148.05,29.65,4.993,2.21,3.494,135.39,19
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_3d,3,5,146.61,29.37,4.992,2.255,3.461,133.96,25
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_4d,3,7,147.47,29.57,4.987,2.254,3.446,134.81,19
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_3d,3,5,157.3,31.56,4.984,2.316,3.606,144.65,21
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_5d,3,5,156.65,31.45,4.981,2.305,3.546,143.99,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B40_3d,3,7,141.62,28.44,4.98,2.178,3.339,128.96,21
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_5d,3,5,133.99,26.92,4.977,2.128,3.117,121.34,17
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_3d,3,7,150.41,30.24,4.973,2.291,3.567,137.75,15
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_3d,3,7,162.59,32.75,4.964,2.308,3.682,149.93,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B35_3d,3,5,134.36,27.07,4.963,2.094,3.226,121.7,19
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_4d,3,5,156.61,31.56,4.962,2.318,3.591,143.96,19
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP200_3d,3,7,141.33,28.48,4.962,2.205,3.361,128.67,19
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_3d,3,5,142.2,28.67,4.96,2.178,3.275,129.54,21
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_4d,3,7,142.38,28.71,4.959,2.215,3.361,129.72,17
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_5d,3,7,141.24,28.48,4.959,2.223,3.414,128.58,13
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP150_3d,3,5,134.21,27.07,4.957,2.143,3.232,121.56,25
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B45_3d,3,7,123.88,25.0,4.955,2.062,3.074,111.23,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP150_5d,3,7,134.09,27.07,4.953,2.183,3.295,121.44,15
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_5d,3,7,147.7,29.84,4.95,2.256,3.428,135.04,17
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP200_3d,3,5,157.41,31.82,4.947,2.304,3.568,144.75,19
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_5d,3,7,133.92,27.07,4.946,2.135,3.264,121.26,13
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_5d,3,7,154.07,31.15,4.946,2.294,3.51,141.41,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP150_3d,3,5,133.76,27.07,4.941,2.12,3.222,121.11,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_5d,3,7,133.75,27.07,4.94,2.137,3.2,121.1,13
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP150_3d,3,7,133.54,27.07,4.932,2.142,3.232,120.88,25
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP250_3d,3,5,149.69,30.36,4.93,2.245,3.509,137.03,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP150_4d,3,7,133.49,27.07,4.93,2.14,3.332,120.83,21
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_5d,3,5,163.05,33.1,4.926,2.343,3.669,150.39,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_3d,3,7,134.45,27.3,4.925,2.142,3.209,121.8,21
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,B40_5d,3,7,147.85,30.04,4.921,2.234,3.429,135.2,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_5d,3,5,145.62,29.6,4.92,2.203,3.316,132.96,17
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_4d,3,7,146.78,29.84,4.919,2.269,3.469,134.12,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_5d,3,5,140.04,28.48,4.917,2.196,3.322,127.38,13
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP150_3d,3,7,133.09,27.07,4.916,2.119,3.222,120.44,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_4d,3,5,132.94,27.07,4.91,2.128,3.204,120.28,15
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B45_3d,3,5,139.49,28.41,4.909,2.192,3.365,126.83,25
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_5d,3,5,154.37,31.45,4.909,2.292,3.498,141.72,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B40_5d,3,7,133.06,27.11,4.908,2.12,3.18,120.41,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B40_5d,3,5,150.61,30.69,4.907,2.254,3.443,137.95,17
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_3d,3,5,144.0,29.37,4.903,2.249,3.42,131.34,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP150_3d,3,7,132.67,27.07,4.9,2.169,3.32,120.01,25
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_5d,3,5,131.92,26.92,4.9,2.114,3.073,119.26,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_4d,3,7,145.24,29.65,4.898,2.236,3.334,132.58,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B35_3d,3,7,132.59,27.07,4.897,2.081,3.209,119.93,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP200_3d,3,7,138.91,28.39,4.894,2.175,3.268,126.26,19
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_4d,3,7,157.12,32.13,4.89,2.303,3.592,144.46,19
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_3d,3,7,147.82,30.24,4.888,2.268,3.47,135.17,15
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_4d,3,5,153.66,31.45,4.886,2.287,3.558,141.01,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B35_4d,3,5,132.53,27.13,4.885,2.123,3.326,119.87,15
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B35_5d,3,5,140.38,28.75,4.882,2.192,3.431,127.72,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_3d,3,7,144.36,29.57,4.882,2.23,3.417,131.7,21
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B45_4d,3,5,138.69,28.41,4.881,2.206,3.332,126.5,17
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_3d,3,7,154.86,31.73,4.881,2.318,3.636,142.21,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B35_3d,3,5,150.92,30.93,4.88,2.218,3.512,138.26,19
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_5d,3,7,145.5,29.84,4.877,2.242,3.381,132.85,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B40_5d,3,5,145.06,29.75,4.875,2.203,3.348,132.4,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_5d,3,5,141.77,29.08,4.874,2.192,3.223,129.12,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP200_4d,3,7,131.93,27.07,4.873,2.148,3.279,119.27,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B35_3d,3,5,135.81,27.9,4.867,2.104,3.24,123.15,19
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_5d,3,7,151.6,31.15,4.867,2.262,3.504,138.95,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP150_4d,3,5,131.75,27.07,4.866,2.131,3.261,119.09,21
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP200_3d,3,5,138.59,28.48,4.866,2.172,3.307,125.93,19
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP200_3d,3,7,138.56,28.48,4.865,2.175,3.287,125.9,19
