date,ticker,forward_eps,analyst_count,has_consensus,eps_cy,eps_ny
20260625,003000,,,0,,
20260625,078130,,,0,,
20260625,110990,,,0,,
20260625,016610,,,0,,
20260625,034310,,,0,,
20260625,079940,,,0,,
20260625,072710,,,0,,
20260625,000070,,,0,,
20260625,003280,,,0,,
20260625,024850,-1260.0,1.0,1,,
20260625,160980,,,0,,
20260625,060280,,,0,,
20260625,130660,,,0,,
20260625,199800,,,0,,
20260625,092790,,,0,,
20260625,217590,,,0,,
20260625,029530,,,0,,
20260625,025320,,,0,,
20260625,417310,,,0,,
20260625,004700,,,0,,
20260625,101930,,,0,,
20260625,047920,,,0,,
20260625,067630,,,0,,
20260625,015360,,,0,,
20260625,357120,,,0,,
20260625,393890,-2136.0,6.0,1,,
20260625,950210,,,0,,
20260625,006910,,,0,,
20260625,092190,,,0,,
20260625,006220,,,0,,
20260625,016590,,,0,,
20260625,089590,-565.0,9.0,1,,
20260625,064260,,,0,,
20260625,002030,,,0,,
20260625,002810,,,0,,
20260625,025900,-417.0,1.0,1,,
20260625,078160,,,0,,
20260625,204620,,,0,,
20260625,012030,,,0,,
20260625,344820,,,0,,
20260625,144960,,,0,,
20260625,484590,,,0,,
20260625,0011T0,,,0,,
20260625,287840,,,0,,
20260625,119850,,,0,,
20260625,493280,,,0,,
20260625,003800,,,0,,
20260625,0120G0,,,0,,
20260625,078350,,,0,,
20260625,424870,,,0,,
20260625,005950,,,0,,
20260625,265520,,,0,,
20260625,029460,,,0,,
20260625,078020,,,0,,
20260625,010820,,,0,,
20260625,468530,,,0,,
20260625,092230,,,0,,
20260625,394280,-22.0,3.0,1,,
20260625,015860,,,0,,
20260625,455900,,,0,,
20260625,079370,,,0,,
20260625,206650,,,0,,
20260625,117730,,,0,,
20260625,098070,,,0,,
20260625,254490,,,0,,
20260625,389650,-469.0,4.0,1,,
20260625,005610,,,0,,
20260625,170900,,5.0,0,,
20260625,091810,,,0,,
20260625,187660,,,0,,
20260625,126560,,,0,,
20260625,200880,,,0,,
20260625,215600,,,0,,
20260625,002710,,,0,,
20260625,046970,,,0,,
20260625,005720,,,0,,
20260625,084110,,,0,,
20260625,065680,,,0,,
20260625,069540,,,0,,
20260625,036890,,,0,,
20260625,425040,,,0,,
20260625,272450,-862.0,7.0,1,,
20260625,365270,,,0,,
20260625,332570,,,0,,
20260625,243070,,,0,,
20260625,064820,,,0,,
20260625,092870,,,0,,
20260625,002310,,,0,,
20260625,441270,,,0,,
20260625,025860,,,0,,
20260625,018250,,,0,,
20260625,034830,,1.0,0,,
20260625,317330,,,0,,
20260625,001390,,,0,,
20260625,228760,,,0,,
20260625,445090,,,0,,
20260625,452280,,,0,,
20260625,159010,,,0,,
20260625,061970,,,0,,
20260625,314930,,,0,,
20260625,016800,,,0,,
20260625,136480,,,0,,
20260625,477850,,,0,,
20260625,092460,,,0,,
20260625,064850,,,0,,
20260625,488900,,,0,,
20260625,084690,,,0,,
20260625,009290,,,0,,
20260625,035810,,,0,,
20260625,005680,,,0,,
20260625,025770,,,0,,
20260625,298000,,,0,,
20260625,009160,,,0,,
20260625,123890,,,0,,
20260625,096760,,,0,,
20260625,000430,,,0,,
20260625,378340,,,0,,
20260625,042370,,,0,,
20260625,352480,,,0,,
20260625,017390,,,0,,
20260625,241520,,,0,,
20260625,187870,,,0,,
20260625,092730,,1.0,0,,
20260625,304360,-593.0,1.0,1,,
20260625,272110,,,0,,
20260625,024720,,,0,,
20260625,101730,,,0,,
20260625,309710,,,0,,
